precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA AUR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PAULA-MARINELA PÎRVĂNESCU-voturi","VLAD-DAN GHEORGHE-voturi","NICOLAE-BOGDĂNEL ȘTEFĂNUȚĂ-voturi","DUMITRU-SILVESTRU ȘOȘOACĂ-voturi"
1,ALBA,"CENTRUL DE ZI PENTRU PERSOANE VÂRSTNICE",1,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:21",1444,1443,1,1375,1374,0,1,1487,112,1166,209,3,1,89,5,49,70,195,15,4,21,22,472,6,0,145,69
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ COLIBI (FOSTA ŞCOALĂ GENERALĂ)",335,OHABA,6164,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",1553,1546,7,1304,1299,5,0,1573,269,1036,268,0,153,151,439,3,0,10,9,2,21,1,0,105,7,40,95
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ (FOSTA ŞCOALĂ GENERALĂ CU CLASELE I-IV) PLAIURI",339,PIANU,6217,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2495,2495,0,2347,2347,0,0,2559,212,2151,196,314,16,6,3,50,215,108,656,13,4,31,252,208,130,12,133
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ (FOSTĂ ŞCOALA GENERALĂ DOBRA)",415,ŞUGAG,8014,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",1092,1092,0,805,805,0,0,1427,622,542,263,13,4,31,29,0,109,1,7,1,4,18,0,38,1,183,103
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ (FOSTĂ ŞCOALA GENERALĂ POIANA GALDEI)",259,"GALDA DE JOS",4366,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1202,1201,1,632,631,1,0,1638,1006,622,10,49,8,27,1,10,41,0,176,4,0,3,3,2,140,0,158
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ SĂRĂCSĂU (FOSTA ŞCOALĂ GENERALĂ)",404,ŞIBOT,7810,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",3506,3504,2,3301,3301,0,0,3861,560,2595,706,27,56,632,1117,158,66,20,11,51,30,189,71,99,27,13,28
1,ALBA,"CLĂDIRE ANEXĂ PRIMĂRIA LOPADEA NOUĂ",298,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",3164,3156,8,3065,3053,6,6,3559,494,2936,129,236,47,782,45,303,24,49,183,1,8,7,779,16,379,52,25
1,ALBA,"CLĂDIRE ANEXĂ PRIMĂRIA LOPADEA NOUĂ",301,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",2764,2764,0,2048,2048,0,0,3017,969,1891,157,111,20,123,57,4,450,9,6,106,43,852,48,1,12,46,3
1,ALBA,"CLĂDIRE ANEXĂ PRIMĂRIA LOPADEA NOUĂ",300,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1752,1752,0,1510,1510,0,0,2218,708,1234,276,4,1,33,14,12,213,39,0,196,72,119,460,24,31,9,7
1,ALBA,"CLĂDIRE CĂMIN CULTURAL BERGHIN",200,BERGHIN,2988,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2194,2190,4,1984,1980,2,2,2237,253,1502,482,18,3,121,5,8,546,83,5,60,20,58,347,12,45,39,132
1,ALBA,"CLĂDIRE CĂMIN CULTURAL GHIRBOM",201,BERGHIN,2988,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1936,1934,2,1783,1781,0,2,2238,455,1600,183,85,189,269,163,113,52,13,55,114,52,50,8,214,154,47,22
1,ALBA,"CLĂDIRE CĂMIN CULTURAL HENIG",202,BERGHIN,2988,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1591,1583,8,1556,1548,2,6,1607,51,1474,82,0,84,9,14,6,129,0,458,307,14,37,225,3,14,167,7
1,ALBA,"CLĂDIRE CĂMIN CULTURAL LUPU",223,CERGĂU,3805,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",2819,2812,7,2501,2494,3,4,2994,493,1842,659,139,80,15,4,22,11,268,1,3,8,50,568,83,28,143,419
1,ALBA,"CLĂDIRE CĂMIN CULTURAL STRAJA",203,BERGHIN,2988,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1122,1116,6,1082,1077,4,1,1566,484,999,83,451,2,1,172,75,85,8,6,44,29,6,75,3,1,0,41
1,ALBA,"COLEGIUL ECONOMIC „DIONISIE POP MARŢIAN”",7,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:22",2369,2364,5,1793,1789,4,0,2804,1011,1644,149,3,429,111,11,37,389,22,89,1,204,5,2,30,10,38,263
1,ALBA,"COLEGIUL NAŢIONAL ”AVRAM IANCU” CÂMPENI",128,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",2381,2373,8,2233,2230,0,3,2805,572,2137,96,62,177,351,32,6,122,56,34,323,191,32,714,4,13,1,19
1,ALBA,"COLEGIUL NAŢIONAL ”AVRAM IANCU” CÂMPENI",127,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",3043,3043,0,2999,2999,0,0,3488,489,2891,108,704,30,26,110,2,78,537,24,67,229,53,709,13,189,17,103
1,ALBA,"COLEGIUL NAŢIONAL ”DAVID PRODAN” CUGIR",138,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1995,1988,7,1260,1256,3,1,2174,914,1177,83,27,136,22,5,128,5,9,14,183,7,123,53,4,6,452,3
1,ALBA,"COLEGIUL NAŢIONAL ”DAVID PRODAN” CUGIR",139,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",3866,3861,5,3457,3455,1,1,4207,750,2974,483,767,11,163,536,5,81,13,239,103,46,687,1,46,26,181,69
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",11,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",2796,2793,3,2785,2782,0,3,3007,222,2783,2,2,24,153,45,0,723,156,12,5,1043,297,91,109,84,8,31
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",8,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:22",2467,2461,6,2151,2143,4,4,2835,684,2032,119,45,10,5,306,5,367,26,450,48,10,31,34,99,149,177,270
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",9,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:22",1419,1419,0,1416,1416,0,0,1738,322,1339,77,302,9,67,3,5,119,11,176,11,26,149,238,40,143,13,27
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",10,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:22",1045,1039,6,948,943,2,3,1262,314,796,152,7,12,110,174,30,48,13,254,0,8,8,7,13,77,25,10
1,ALBA,"COLEGIUL NAŢIONAL ”INOCHENTIE MICU CLAIN’’",86,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",2165,2156,9,2165,2153,4,8,2522,357,2154,11,201,23,189,805,207,259,73,14,7,0,195,2,142,10,0,27
1,ALBA,"COLEGIUL NAŢIONAL ”LUCIAN BLAGA” SEBEŞ",103,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2596,2596,0,2557,2557,0,0,2806,249,1643,914,101,71,2,10,251,14,11,17,2,180,391,103,22,10,109,349
1,ALBA,"COLEGIUL NAŢIONAL ”LUCIAN BLAGA” SEBEŞ",102,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",3237,3229,8,3001,2991,5,5,3549,548,2697,304,0,177,38,5,268,64,9,1,16,301,183,11,1032,41,4,547
1,ALBA,"COLEGIUL NAŢIONAL ”TITU MAIORESCU” AIUD",63,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",2878,2877,1,2588,2588,0,0,3162,574,2364,224,101,205,747,7,61,36,44,8,37,139,106,485,56,15,49,268
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",38,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",2385,2382,3,2125,2120,3,2,2572,447,1887,238,48,4,212,85,14,648,13,6,1,48,516,8,118,22,129,15
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",40,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",2703,2696,7,2596,2587,4,5,2968,372,2480,116,302,1,974,19,60,16,11,10,61,27,121,7,704,80,5,82
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",39,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",2658,2654,4,2506,2506,0,0,2711,205,1946,560,54,210,64,41,2,447,674,1,19,29,11,13,216,38,126,1
1,ALBA,"COLEGIUL TEHNIC „APULUM”",13,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",936,930,6,882,880,0,2,1426,544,858,24,89,256,23,91,7,5,42,20,11,0,2,7,2,52,41,210
1,ALBA,"COLEGIUL TEHNIC „APULUM”",12,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",2341,2332,9,1756,1747,6,3,2372,616,1393,363,6,74,0,39,1,7,328,104,127,17,3,6,0,298,383,0
1,ALBA,"COLEGIUL TEHNIC „APULUM”",14,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",3435,3425,10,3217,3202,6,9,3827,610,2919,298,1,52,211,9,4,69,8,302,43,168,857,247,808,40,93,7
1,ALBA,"COLEGIUL TEHNIC „DORIN PAVEL”",36,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",2211,2205,6,2004,2001,2,1,2375,371,1312,692,35,3,584,191,144,1,4,35,60,4,80,136,19,4,6,6
1,ALBA,"COLEGIUL TEHNIC „DORIN PAVEL” ȘCOALA GENERALĂ NR. 9",35,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",2218,2210,8,1765,1757,1,7,2613,848,1745,20,185,7,20,307,5,34,174,40,13,88,146,77,9,454,168,18
1,ALBA,"DIRECŢIA SANITAR-VETERINARĂ ŞI PENTRU SIGURANŢA ALIMENTELOR OCNA MUREŞ",158,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",2350,2341,9,1701,1695,3,3,2525,824,1436,265,124,7,87,5,11,3,583,42,54,40,61,0,91,19,3,306
1,ALBA,"FLORIDA GOLD SRL",42,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",3696,3689,7,3174,3171,2,1,4047,873,2989,185,335,194,24,576,566,9,183,232,17,356,298,114,16,12,35,22
1,ALBA,"FLORIDA GOLD SRL",41,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",1413,1408,5,1188,1181,5,2,1604,416,1091,97,6,4,6,2,57,12,155,198,2,13,20,84,54,7,33,438
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV BRĂDEȘTI",354,RÂMEŢ,6627,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",1409,1404,5,1252,1243,5,4,1472,220,1183,69,585,4,77,2,0,185,2,5,12,20,100,4,19,10,26,132
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV VALEA INZELULUI",355,RÂMEŢ,6627,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2789,2785,4,2767,2764,3,0,3179,412,2372,395,116,65,25,855,8,568,0,132,5,312,186,1,41,0,9,49
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV VALEA MĂNĂSTIRII",356,RÂMEŢ,6627,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",1318,1313,5,972,970,2,0,1681,709,956,16,18,354,5,63,117,2,92,10,25,34,97,58,3,43,11,24
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎMBAŞ",68,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",3063,3063,0,2736,2736,0,0,3093,357,2547,189,95,96,17,87,349,125,711,8,19,19,36,22,408,22,260,273
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎRBOVA DE SUS",73,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",2515,2511,4,2435,2429,2,4,2623,188,1784,651,121,12,44,43,4,38,82,7,15,9,292,287,67,38,307,418
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎRBOVIŢA",74,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",813,807,6,777,772,1,4,872,95,575,202,0,27,232,0,49,39,0,3,29,12,42,32,4,10,61,35
1,ALBA,"FOSTUL SEDIU AL PRIMĂRIEI PONOREL",433,VIDRA,8425,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",2940,2937,3,2855,2854,0,1,3358,503,2531,324,3,1,204,9,447,164,997,105,30,38,4,250,13,31,45,190
1,ALBA,"FOSTUL SEDIU C.A.P.",336,OHABA,6164,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",3132,3124,8,3030,3014,8,8,3432,402,2601,429,20,198,37,11,7,24,267,1296,15,22,32,87,37,13,499,36
1,ALBA,"FOSTUL SEDIU CAP",360,"ROŞIA DE SECAŞ",6930,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",1436,1433,3,561,555,3,3,1598,1037,506,55,0,28,97,3,3,11,6,14,254,3,2,0,40,2,37,6
1,ALBA,"GARA CFR TEIUŞ",169,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2072,2068,4,1311,1307,4,0,2283,972,1168,143,569,57,11,0,6,138,59,4,109,135,2,12,3,46,14,3
1,ALBA,"GRĂDINIȚA COPII RIMETEA",357,RIMETEA,6592,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2770,2768,2,2014,2012,0,2,3135,1121,1914,100,670,54,33,38,34,142,0,125,5,511,8,17,77,130,58,12
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂBANŢ",46,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",3695,3686,9,3429,3420,3,6,3980,551,2747,682,71,640,1382,31,85,18,52,9,19,132,114,63,4,79,47,1
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂBANŢ",45,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",3312,3307,5,2761,2757,1,3,3519,758,2459,302,863,26,365,3,5,9,4,113,100,11,133,30,516,33,248,0
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL CERGĂU MIC",222,CERGĂU,3805,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1445,1441,4,1250,1244,2,4,1515,265,1248,2,31,42,173,333,12,16,9,150,3,6,1,9,138,13,251,61
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL COȘLARIU",384,SÂNTIMBRU,7384,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2668,2668,0,1831,1831,0,0,2759,928,1722,109,12,14,55,39,357,93,4,479,9,21,8,322,17,33,255,4
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL HERIA",249,FĂRĂU,4302,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1851,1841,10,1357,1350,6,1,1958,601,1106,251,30,100,8,8,133,5,431,7,38,4,6,5,120,35,44,132
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL ”IZVOARELE” BLAJ",89,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",1130,1128,2,1095,1094,0,1,1180,85,1048,47,1,5,8,80,111,192,0,24,2,97,24,163,78,15,245,3
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL MĂGINA",69,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",2159,2156,3,1413,1410,1,2,2400,987,1363,50,203,337,18,21,14,6,0,99,2,12,47,398,33,72,8,93
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL MICOŞLACA",164,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1390,1383,7,1276,1268,1,7,1758,482,1220,56,89,22,4,8,154,208,10,5,126,16,21,185,53,0,16,303
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL - MIRĂSLĂU",319,MIRĂSLĂU,5755,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",953,950,3,889,886,1,2,1350,461,780,109,361,6,32,28,59,163,3,0,16,4,3,25,1,18,7,54
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10",34,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",2429,2423,6,2330,2329,0,1,2665,335,1713,617,43,150,22,29,8,0,53,11,53,17,115,1,494,240,304,173
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 10",33,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",1345,1335,10,1196,1189,0,7,1729,533,1049,147,9,4,0,218,3,170,3,101,35,2,15,3,5,23,44,414
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",160,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1927,1917,10,1816,1802,6,8,2054,238,1759,57,422,159,27,22,23,114,36,66,246,235,99,75,4,3,19,209
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 5",155,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1784,1783,1,841,839,1,1,1823,982,798,43,25,2,2,73,292,50,7,1,0,181,54,14,20,57,7,13
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 5 PARTOŞ",43,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",2489,2489,0,2469,2469,0,0,2514,45,2434,35,52,301,81,395,699,4,0,4,6,3,23,194,0,638,12,22
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL OARDA DE SUS",50,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",2120,2119,1,2109,2108,0,1,2232,123,2057,52,823,407,7,31,40,2,41,0,43,9,101,15,37,18,215,268
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL ”PRICHINDELUL”",248,FĂRĂU,4302,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1939,1934,5,1933,1928,5,0,2101,168,1865,68,362,198,0,79,3,14,80,95,22,2,1,18,60,894,28,9
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMEA COPIILOR” BLAJ",77,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",1262,1257,5,650,640,5,5,1701,1051,641,9,6,117,0,41,10,12,22,270,47,31,13,24,6,4,34,4
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 11",19,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",2728,2722,6,2610,2605,4,1,2988,378,2012,598,76,124,816,58,0,3,22,118,45,20,7,11,22,525,6,159
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",25,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",1192,1184,8,1171,1161,7,3,1673,502,1164,7,8,4,12,0,53,51,123,270,8,31,12,41,12,250,42,247
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",24,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",2187,2181,6,2037,2031,2,4,2523,486,1660,377,421,47,14,154,156,172,102,25,5,56,5,23,20,441,3,16
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",37,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",3336,3335,1,3158,3156,1,1,3768,610,2842,316,26,167,543,53,24,12,82,13,261,23,425,25,1152,1,2,33
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 9",15,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",2993,2984,9,2964,2952,9,3,3150,186,2899,65,11,487,127,29,551,36,17,196,967,153,45,5,6,2,266,1
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICOT” CUGIR",146,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1373,1364,9,1306,1291,7,8,1453,147,1006,300,1,16,22,6,3,93,244,47,4,360,61,29,4,102,12,2
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIMII PAŞI” AIUD",57,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",2868,2864,4,2412,2406,2,4,2991,579,1913,499,6,177,1,100,10,189,1,159,23,86,119,39,131,866,3,3
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIMII PAŞI” AIUD",56,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",2282,2273,9,2061,2057,2,2,2558,497,1653,408,499,8,28,37,69,91,8,15,5,298,414,45,9,2,2,123
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT STEP BY STEP NR. 12",20,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",2935,2926,9,2911,2901,7,3,3156,245,2895,16,443,122,46,6,25,42,306,13,1,5,5,420,236,363,599,263
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT STEP BY STEP NR. 12",21,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",1482,1481,1,1046,1044,1,1,1951,905,957,89,1,9,6,119,10,80,0,77,16,357,7,45,5,132,1,92
1,ALBA,"GRADINIŢA DE COPII CU PROGRAM NORMAL ICLOD",380,SÂNCEL,7348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",813,813,0,656,656,0,0,1148,492,536,120,1,3,77,65,2,7,4,3,3,141,17,103,9,15,66,20
1,ALBA,"GRUP ȘCOLAR DE TURISM ARIEȘENI",195,ARIEŞENI,2381,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",1330,1330,0,1126,1126,0,0,1516,390,996,130,7,17,3,36,117,132,10,415,0,0,7,10,45,132,3,62
1,ALBA,"GRUP ȘCOLAR DE TURISM ARIEȘENI",194,ARIEŞENI,2381,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2372,2362,10,2284,2274,9,1,2846,562,1878,406,2,31,77,174,1,21,32,0,78,619,41,276,0,79,11,436
1,ALBA,"INTERNAT ŞCOLAR - OCOLIŞ",330,OCOLIŞ,6119,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2218,2218,0,2142,2142,0,0,2408,266,1871,271,17,563,20,25,92,365,1,296,43,6,93,34,4,8,6,298
1,ALBA,"LICEUL ”CORNELIU MEDREA” ZLATNA",175,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",1316,1309,7,1224,1211,6,7,1678,454,1210,14,6,4,130,33,0,75,14,19,481,0,8,3,41,354,40,2
1,ALBA,"LICEUL CU PROGRAM SPORTIV",28,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",1498,1494,4,1091,1087,0,4,1776,685,545,546,6,125,4,11,245,22,65,28,3,2,1,15,1,0,1,16
1,ALBA,"LICEUL CU PROGRAM SPORTIV",26,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",3055,3045,10,2887,2868,9,10,3354,467,2397,490,17,599,325,95,412,18,1,397,207,28,4,107,16,33,122,16
1,ALBA,"LICEUL CU PROGRAM SPORTIV",27,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",3498,3495,3,3368,3367,1,0,3750,382,2727,641,812,26,14,24,33,7,154,129,52,45,5,837,93,56,413,27
1,ALBA,"LICEUL CU PROGRAM SPORTIV",29,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",2535,2528,7,2500,2498,0,2,2658,158,2498,2,40,59,135,28,106,12,729,423,12,3,114,299,44,15,38,441
