precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL ROMÂNIA MARE-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL PUSTINIŞ",601,UIVAR,159142,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:18:48",620,620,0,361,349,0,12,700,339,333,28,2,18,0,17,4,1,166,0,111,2,0,2,0,8,2,0
37,TIMIŞ,"CĂMINUL CULTURAL RĂDMĂNEŞTI",309,BARA,155662,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:01:32",45,45,0,66,29,0,37,100,34,60,6,0,1,1,1,1,2,23,0,9,0,0,1,0,21,0,0
37,TIMIŞ,"CĂMINUL CULTURAL RĂUŢI",602,UIVAR,159142,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:15:37",487,487,0,245,239,0,6,500,255,235,10,1,10,0,32,2,0,77,0,92,0,0,7,2,10,2,0
37,TIMIŞ,"CĂMINUL CULTURAL REMETEA MICĂ",469,MAŞLOC,157683,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:42:15",435,435,0,251,246,0,5,500,249,235,16,5,13,3,0,2,4,95,1,85,2,4,2,0,11,4,4
37,TIMIŞ,"CĂMINUL CULTURAL ROMÂNEŞTI",584,TOMEŞTI,158895,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:51:58",408,408,0,274,270,0,4,507,233,259,15,0,7,1,1,2,3,144,1,92,1,1,2,3,1,0,0
37,TIMIŞ,"CĂMINUL CULTURAL ROVINIŢA MARE",378,DENTA,156669,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:36:05",324,324,0,248,229,0,19,500,252,238,10,2,14,3,18,1,0,155,0,30,1,1,5,0,4,3,1
37,TIMIŞ,"CĂMINUL CULTURAL SĂCĂLAZ",547,SĂCĂLAZ,158564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:06:35",1607,1607,0,941,798,0,143,1700,759,898,43,31,41,7,15,31,8,288,0,296,0,7,22,4,122,16,10
37,TIMIŞ,"CĂMINUL CULTURAL SĂCENI",596,"TRAIAN VUIA",159071,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:06:45",168,168,0,128,117,0,11,200,72,126,2,0,6,0,4,0,0,33,1,73,2,0,0,0,7,0,0
37,TIMIŞ,"CĂMINUL CULTURAL ȘAG",566,ŞAG,158779,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:12:34",1406,1406,0,818,767,0,51,1500,682,790,28,63,31,5,44,26,5,341,5,102,8,8,27,12,85,21,7
37,TIMIŞ,"CĂMINUL CULTURAL ȘAG",567,ŞAG,158779,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:11:52",1487,1487,0,1047,947,0,100,1600,553,1002,45,38,45,9,64,30,5,505,3,139,7,16,20,13,85,20,3
37,TIMIŞ,"CĂMINUL CULTURAL SĂLBĂGEL",406,GAVOJDIA,157031,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:04:42",229,229,0,167,142,0,25,300,133,158,9,1,10,0,1,2,1,110,0,27,1,0,0,1,3,1,0
37,TIMIŞ,"CĂMINUL CULTURAL SÂNANDREI",551,SÂNANDREI,158653,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:34:23",1535,1535,0,891,853,0,38,1600,709,870,21,42,48,11,26,39,12,245,4,180,5,10,19,18,171,36,4
37,TIMIŞ,"CĂMINUL CULTURAL SÂNMARTINU MAGHIAR",603,UIVAR,159142,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:23:24",234,234,0,133,124,0,9,300,167,129,4,2,11,1,15,1,1,65,0,25,0,0,1,0,6,0,1
37,TIMIŞ,"CĂMINUL CULTURAL SATUL IOSIF",457,LIEBLING,157497,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:04:49",328,328,0,174,172,0,2,400,226,171,3,2,6,2,15,2,4,44,2,65,0,0,3,2,17,3,4
37,TIMIŞ,"CĂMINUL CULTURAL SECEANI",501,ORŢIŞOARA,158010,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:58:50",495,495,0,300,278,0,22,500,200,286,14,4,25,2,7,9,4,122,0,56,0,0,6,17,30,3,1
37,TIMIŞ,"CĂMINUL CULTURAL SINTEŞTI",466,MARGINA,157585,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:56",421,421,0,269,257,0,12,500,231,257,12,2,7,0,0,5,0,142,3,75,1,2,4,2,9,4,1
37,TIMIŞ,"CĂMINUL CULTURAL ŞIPET",594,TORMAC,159035,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:50:57",743,743,0,399,367,0,32,801,402,375,24,5,75,2,13,4,2,186,1,57,5,0,4,0,17,2,2
37,TIMIŞ,"CĂMINUL CULTURAL ŞTIUCA",572,ŞTIUCA,158804,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:06:49",965,965,0,597,578,0,19,1000,403,558,39,2,36,2,1,20,10,209,1,229,1,1,6,1,34,5,0
37,TIMIŞ,"CĂMINUL CULTURAL SURDUCU MIC",597,"TRAIAN VUIA",159071,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:57:28",259,259,0,138,130,0,8,300,162,130,8,1,10,0,1,0,2,43,0,69,1,0,0,2,1,0,0
37,TIMIŞ,"CĂMINUL CULTURAL SUSANI",598,"TRAIAN VUIA",159071,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:51:27",303,303,0,190,165,0,25,423,233,178,12,2,12,1,2,4,0,70,0,47,1,0,2,26,9,2,0
37,TIMIŞ,"CĂMINUL CULTURAL ŞUŞTRA",591,"TOPOLOVĂŢU MARE",158966,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:46:50",340,340,0,179,164,0,15,400,221,162,17,6,24,1,4,2,9,50,1,29,4,2,2,3,22,1,2
37,TIMIŞ,"CĂMINUL CULTURAL TEMEREŞTI",267,"ORAŞ FĂGET",156801,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:27:58",416,416,0,227,218,0,9,500,273,218,9,4,15,0,3,3,2,133,0,39,1,0,4,8,5,1,0
37,TIMIŞ,"CĂMINUL CULTURAL TEŞ",343,BRESTOVĂŢ,156151,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:45:46",222,222,0,189,152,0,37,301,112,187,2,2,0,0,2,0,3,72,0,30,1,10,2,34,19,7,5
37,TIMIŞ,"CĂMINUL CULTURAL ŢIPARI",365,COŞTEIU,156473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:23:43",733,733,0,440,422,0,18,800,360,416,24,6,23,2,185,6,4,104,1,47,4,2,5,4,19,2,2
37,TIMIŞ,"CĂMINUL CULTURAL TOMEŞTI",580,TOMEŞTI,158895,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:49:50",266,266,0,207,201,0,6,300,93,200,7,3,5,0,0,3,3,80,0,88,0,0,4,1,6,5,2
37,TIMIŞ,"CĂMINUL CULTURAL TORMAC",592,TORMAC,159035,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:00:19",1402,1402,0,833,805,0,28,1402,569,757,76,8,88,1,287,14,7,239,3,57,5,5,8,0,29,5,1
37,TIMIŞ,"CĂMINUL CULTURAL TRAIAN VUIA",599,"TRAIAN VUIA",159071,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:26:09",352,352,0,228,204,0,24,400,172,220,8,2,29,1,3,4,2,76,0,63,3,0,1,8,25,1,2
37,TIMIŞ,"CĂMINUL CULTURAL UIVAR",600,UIVAR,159142,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:29:14",1183,1183,0,513,501,0,12,1200,687,510,3,7,25,1,18,10,4,292,1,135,0,2,2,1,10,1,1
37,TIMIŞ,"CĂMINUL CULTURAL VALEA LUNGĂ ROMÂNĂ",366,COŞTEIU,156473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:07:15",125,125,0,83,69,0,14,200,117,80,3,0,6,0,1,4,4,52,0,8,0,0,1,0,4,0,0
37,TIMIŞ,"CĂMINUL CULTURAL VARIAŞ",604,VARIAŞ,159213,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:27:39",1799,1799,0,890,868,0,22,1900,1010,854,36,15,67,2,46,27,7,430,1,184,8,1,18,3,20,21,4
37,TIMIŞ,"CĂMINUL CULTURAL V.V DELAMARINA",609,"VICTOR VLAD DELAMARINA",159259,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:39:31",376,376,0,276,263,0,13,400,124,264,12,7,8,1,5,5,1,163,1,38,1,1,6,3,21,0,3
37,TIMIŞ,"CĂMINUL CULTURAL ZGRIBEŞTI",575,ŞTIUCA,158804,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:01:44",178,178,0,119,107,0,12,200,81,116,3,3,6,0,0,1,1,64,0,34,0,1,0,1,4,1,0
37,TIMIŞ,"CASA DE CULTURĂ",281,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:02:39",1250,1250,0,490,449,0,41,1400,910,462,28,8,34,5,41,19,7,169,1,105,4,2,7,1,34,10,15
37,TIMIŞ,"CASA DE CULTURĂ",512,PERIAM,158109,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:55:46",1069,1069,0,359,346,0,13,1100,741,347,12,5,41,2,5,7,8,180,2,47,3,1,1,4,27,12,2
37,TIMIŞ,"CASA DE CULTURĂ",418,GIARMATA,157246,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:55:31",1696,1696,0,872,847,0,25,1800,928,844,28,42,62,4,4,33,11,309,4,193,8,3,23,10,103,28,7
37,TIMIŞ,"CASA DE CULTURĂ",280,"ORAŞ JIMBOLIA",155494,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:01:25",1553,1553,0,591,571,0,20,1700,1109,561,30,15,30,2,48,13,5,214,2,130,2,4,14,5,40,12,25
37,TIMIŞ,"CASA DE CULTURĂ BUZAD",336,BOGDA,156035,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:39:15",167,167,0,131,110,0,21,304,173,129,2,4,6,0,0,1,0,85,1,21,1,0,1,0,6,2,1
37,TIMIŞ,"CASA DE CULTURĂ COLONIA FABRICII",582,TOMEŞTI,158895,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:44:13",627,627,0,360,349,0,11,700,340,328,32,2,9,1,10,2,0,185,1,64,1,0,1,30,12,5,5
37,TIMIŞ,"CASA DE CULTURĂ GĂTAIA",268,"ORAŞ GĂTAIA",157086,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:42:39",1341,1341,0,622,596,0,26,1600,978,593,29,8,26,2,112,10,2,268,1,105,3,5,9,3,33,4,2
37,TIMIŞ,"CASA DE CULTURĂ LOVRIN",460,LOVRIN,157530,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:29:54",1581,1581,0,629,607,0,22,1700,1071,593,30,9,34,1,9,10,0,352,1,100,3,1,13,5,35,13,7
37,TIMIŞ,"CASA NAŢIONALĂ BLAJOVA",491,NIŢCHIDORF,157923,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:12:36",94,94,0,92,72,0,20,100,8,91,1,0,2,0,0,4,1,71,0,1,0,1,4,0,7,0,0
37,TIMIŞ,"CASA NATIONALA DE CULTURA MORAVIŢA",473,MORAVIŢA,157781,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:06:19",996,996,0,508,494,0,14,1100,592,478,30,3,26,2,1,6,4,301,2,64,1,1,6,11,36,12,2
37,TIMIŞ,"CASA NAŢIONALĂ DEJAN",474,MORAVIŢA,157781,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:12:04",220,220,0,152,142,0,10,298,146,145,7,2,4,1,2,3,2,93,2,21,3,0,1,1,8,1,1
37,TIMIŞ,"CASA NATIONALA EFTA BOTOCA",449,JEBEL,157424,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:14:26",1493,1493,0,832,810,0,22,1600,768,795,37,17,52,6,4,24,7,408,0,183,2,9,29,6,37,6,5
37,TIMIŞ,"CASA NAȚIONALĂ GAIU MIC",475,MORAVIŢA,157781,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:11:43",134,134,0,87,77,0,10,200,113,81,6,0,2,0,1,1,2,55,0,13,0,1,3,0,2,1,0
37,TIMIŞ,"CASA NATIONALĂ ”NICOLAE URSU” ŞANOVIŢA",415,GHIZELA,157193,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:59:31",383,383,0,353,295,0,58,400,47,337,16,3,21,0,3,6,8,210,3,48,1,0,2,0,31,0,1
37,TIMIŞ,"CASA NAȚIONALĂ PĂDURENI",505,PĂDURENI,159446,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:31:50",1772,1772,0,1313,1230,0,83,1800,487,1241,72,17,86,3,21,27,13,765,2,183,5,1,17,10,54,23,14
37,TIMIŞ,"CENTRUL CULTURAL AL ORAȘULUI DETA",254,"ORAŞ DETA",155458,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:08:11",1099,1099,0,375,363,0,12,1200,825,366,9,7,17,3,25,6,3,152,3,78,4,3,15,3,33,13,1
37,TIMIŞ,"CENTRUL DE SOCIALIZARE ȘI PETRECERE A TIMPULUI LIBER - CLUBUL PENSIONARILOR",61,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:15:35",1282,1282,0,482,438,0,44,1300,826,463,11,38,40,5,22,22,3,95,2,66,3,2,10,3,122,26,4
37,TIMIŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ ”CONSTANTIN PUFAN”",156,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:14:47",1147,1147,0,583,509,0,74,1200,617,567,16,45,12,5,18,15,2,167,4,74,4,3,16,9,139,47,7
37,TIMIŞ,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”PAUL POPESCU NEVEANU”",189,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:21:18",1009,1009,0,397,381,0,16,1100,703,393,4,37,24,1,13,10,2,94,0,68,3,2,10,6,91,26,6
37,TIMIŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ ”PAUL POPESCU NEVEANU”",188,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:54:44",1104,1104,0,371,337,0,34,1200,829,362,9,38,29,4,23,17,1,78,0,41,0,1,9,4,93,21,3
37,TIMIŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ ”PAUL POPESCU NEVEANU”",187,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:52:58",1072,1072,0,349,316,0,33,1100,751,337,12,28,13,2,14,11,7,87,2,59,1,2,7,1,83,17,3
37,TIMIŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ ”PAUL POPESCU NEVEANU”",186,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:02:36",1113,1113,0,403,392,0,11,1200,797,397,6,42,21,2,11,16,1,77,0,62,1,3,13,4,121,20,3
37,TIMIŞ,"CINEMATOGRAFUL ”BELA LUGOSI”",232,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:42:57",996,996,0,388,372,0,16,1100,712,372,16,13,20,4,24,10,7,134,2,68,2,2,10,4,57,10,5
37,TIMIŞ,"CLĂDIREA COMUNEI BARA ( FOSTA SCOALĂ DOBRESTI)",307,BARA,155662,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:24:55",36,36,0,79,30,0,49,100,21,71,8,0,3,0,0,1,0,27,0,16,1,0,0,1,22,0,0
37,TIMIŞ,"CLĂDIREA COMUNEI BRESTOVĂŢ (FOSTA ŞCOALĂ GENERALĂ COŞARII)",342,BRESTOVĂŢ,156151,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:08:20",126,126,0,116,95,0,21,200,84,105,11,0,0,0,2,0,0,67,0,20,0,0,3,8,5,0,0
37,TIMIŞ,"CLĂDIREA COMUNEI GOTTLOB (SALA DE ŞEDINŢE)",440,GOTTLOB,159419,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:15:54",1811,1811,0,931,890,0,41,2000,1069,842,89,12,33,2,10,20,12,501,2,157,7,2,10,5,42,24,3
37,TIMIŞ,"CLADIREA COMUNEI JAMU MARE (FOSTA ŞCOALA LĂŢUNAŞ)",448,"JAMU MARE",157362,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:52:06",183,183,0,119,108,0,11,200,81,113,6,1,3,1,0,2,0,66,0,23,3,1,7,0,5,0,1
37,TIMIŞ,"CLĂDIREA COMUNEI MĂNĂŞTIUR (FOSTA ŞCOALĂ GENERALĂ PĂDURANI)",471,MĂNĂŞTIUR,157736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:16:35",53,53,0,45,33,0,12,100,55,41,4,0,1,0,1,0,0,11,1,5,1,1,0,0,16,4,0
37,TIMIŞ,"CLĂDIREA COMUNEI MOȘNIȚA NOUĂ FOSTA ȘCOALĂ PRIMARĂ ALBINA",481,"MOŞNIŢA NOUĂ",157834,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:53:57",399,399,0,276,245,0,31,600,324,270,6,17,14,1,14,18,3,116,0,35,0,0,8,7,30,5,2
37,TIMIŞ,"CLADIREA COMUNEI NITCHIDORF(FOSTA SCOALA CU CLASELE I - IV)",492,NIŢCHIDORF,157923,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:13",160,160,0,118,99,0,19,200,82,110,8,1,7,0,1,2,3,70,2,12,0,0,4,1,3,4,0
37,TIMIŞ,"CLADIREA COMUNEI SACOSU TURCESC ( FOSTA SCOALA PRIMARA STAMORA ROMANA )",535,"SACOŞU TURCESC",158449,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:15:26",222,222,0,147,121,0,26,300,153,140,7,5,6,0,2,0,1,54,0,47,0,2,0,3,14,4,2
37,TIMIŞ,"CLADIREA COMUNEI TOPOLOVATU MARE (SEDIUL FOSTULUI CAP ICTAR - BUDINŢI)",589,"TOPOLOVĂŢU MARE",158966,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:41:07",343,343,0,220,205,0,15,400,180,215,5,8,22,0,4,6,3,60,1,67,1,5,5,2,27,2,2
37,TIMIŞ,"CLĂDIRE ADMINISTRATIVĂ",383,"DUDEŞTII VECHI",156712,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:07:48",533,533,0,255,239,0,16,700,445,232,23,5,22,0,18,8,2,85,1,60,4,0,5,3,16,3,0
37,TIMIŞ,"CLĂDIRE ADMINISTRATIVĂ FĂGET",256,"ORAŞ FĂGET",156801,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:08:55",1452,1452,0,806,790,0,16,1900,1094,773,33,19,42,4,39,12,1,411,3,157,2,1,12,11,36,20,3
37,TIMIŞ,"CLADIREA FOSTEI PRIMARII DIN CERNA",456,LIEBLING,157497,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:19:49",199,199,0,121,105,0,16,200,79,112,9,1,3,1,1,1,1,67,0,26,1,0,1,1,4,2,2
37,TIMIŞ,"CLUBUL SPORTIV ŞCOLAR NR.1",40,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:20",843,843,0,383,354,0,29,900,517,372,11,49,11,0,16,16,0,113,1,41,3,7,13,3,80,16,3
37,TIMIŞ,"COLEGIUL ECONOMIC ”FRANCESCO SEVERIO NITTI” TIMIȘOARA",71,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:01:10",1179,1179,0,537,494,0,43,1200,663,534,3,59,26,2,26,13,2,127,7,64,3,3,9,8,160,21,4
37,TIMIŞ,"COLEGIUL ECONOMIC ”FRANCESCO SEVERIO NITTI” TIMIȘOARA",69,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:30:10",1051,1051,0,396,358,0,38,1100,704,391,5,27,25,6,11,17,3,111,2,53,1,4,12,2,96,19,2
37,TIMIŞ,"COLEGIUL ECONOMIC ”FRANCESCO SEVERIO NITTI” TIMIȘOARA",72,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:42:17",1169,1169,0,487,460,0,27,1200,713,479,8,46,19,4,18,13,4,105,3,61,2,4,5,3,164,24,4
37,TIMIŞ,"COLEGIUL ECONOMIC ”FRANCESCO SEVERIO NITTI” TIMIȘOARA",70,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:51:03",1074,1074,0,430,390,0,40,1100,670,424,6,27,26,2,26,15,1,119,2,67,2,2,14,7,95,13,6
37,TIMIŞ,"COLEGIUL NAŢIONAL ”IULIA HAŞDEU”",208,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:24:40",1137,1137,0,473,459,0,14,1200,727,461,12,29,30,3,9,12,2,143,1,94,0,1,8,8,96,21,4
37,TIMIŞ,"COLEGIUL NAȚIONAL PEDAGOGIC ”CARMEN SYLVA” TIMIȘOARA",3,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:38:55",592,592,0,300,230,0,70,700,400,299,1,44,10,2,7,13,4,63,0,39,0,4,5,5,70,28,5
37,TIMIŞ,"COLEGIUL TEHNIC ”EMANUIL UNGUREANU” TIMIȘOARA",4,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:28:53",1406,1405,1,715,524,0,191,1500,785,705,10,79,15,3,27,39,2,161,1,79,0,4,20,10,175,85,5
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” (ŞCOALA PRIMARĂ NR.11)",57,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:01:46",1903,1903,0,909,888,0,21,2000,1091,894,15,83,37,10,23,33,6,231,2,143,7,2,36,12,225,39,5
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” (ŞCOALA PRIMARĂ NR.11)",56,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:23:06",1601,1601,0,716,693,0,23,1700,984,695,21,49,41,4,20,25,7,183,3,125,2,5,21,4,180,20,6
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” (ŞCOALA PRIMARĂ NR.11)",55,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:40:05",1712,1711,1,808,789,0,19,1800,992,778,30,80,26,3,31,24,6,232,4,107,5,0,27,9,189,25,10
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” TIMIȘOARA",8,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:37:17",758,758,0,351,273,0,78,800,449,344,7,51,12,1,20,13,0,58,0,41,0,3,4,8,102,29,2
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” TIMIȘOARA",9,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:11:51",1088,1088,0,510,466,0,44,1099,589,499,11,55,13,4,20,22,1,123,6,55,2,2,11,8,146,27,4
37,TIMIŞ,"COLEGIUL TEHNIC ”VALERIU BRANIŞTE”",227,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:33:12",1118,1118,0,510,477,0,33,1200,690,504,6,19,23,5,43,14,4,187,4,76,0,3,10,10,95,9,2
37,TIMIŞ,"CONSILIUL LOCAL DUDEŞTII VECHI",382,"DUDEŞTII VECHI",156712,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:32:53",1454,1454,0,879,853,0,26,1600,721,773,106,25,51,5,23,7,4,358,4,223,4,7,13,3,36,9,1
37,TIMIŞ,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ A MUNICIPIULUI TIMIȘOARA, COMPLEXUL DE SERVICII SOCIALE PENTRU PERSOANE VÂRSTNICE „SF. ARH. MIHAIL ȘI GAVRIL”",179,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:57:04",1230,1230,0,548,516,0,32,1300,752,534,14,43,15,5,13,14,2,153,4,89,3,3,15,8,129,30,8
37,TIMIŞ,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ A MUNICIPIULUI TIMIȘOARA, COMPLEXUL DE SERVICII SOCIALE PENTRU PERSOANE VÂRSTNICE „SF. ARH. MIHAIL ȘI GAVRIL”",180,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:52:26",1151,1151,0,472,454,0,18,1200,728,465,7,43,11,6,20,15,5,117,3,60,9,4,19,10,114,20,9
37,TIMIŞ,"FOSTA ȘCOALĂ GENERALĂ JUPÂNEŞTI",265,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:09:26",150,150,0,115,110,0,5,200,85,90,25,0,3,0,1,2,0,75,0,4,1,0,0,1,2,0,1
37,TIMIŞ,"FOSTA ŞCOALĂ GIMNAZIALĂ BEGHEIU MIC",260,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:21:40",276,276,0,185,177,0,8,300,115,172,13,1,18,0,1,8,2,92,1,38,0,0,2,3,4,0,2
