precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL ROMÂNIA MARE-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA AUR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
9,BRĂILA,"GRĂDINIŢA NR. 39 „CĂSUȚA FERMECATĂ”",22,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:15:57",1012,1012,0,386,377,0,9,1116,730,379,7,2,1,1,19,214,31,13,54,1,9,4,9,7,8,3,3
9,BRĂILA,"GRĂDINIŢA NR. 61 „BOBOCEL”",6,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:50:49",1125,1125,0,466,459,0,7,1200,734,444,22,3,1,3,16,278,32,4,61,0,11,2,10,11,7,3,2
9,BRĂILA,"GRĂDINIŢA NR. 61 „BOBOCEL”",5,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:17:13",1048,1048,0,454,444,0,10,1151,697,445,9,4,2,4,21,268,30,11,65,2,11,6,4,7,4,4,2
9,BRĂILA,"GRĂDINIŢA NR. 8 „SCUFIȚA ROȘIE”",120,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:19:48",1092,1092,0,453,445,0,8,1200,747,443,10,4,2,5,30,239,32,14,69,0,10,5,16,7,6,2,2
9,BRĂILA,"GRĂDINIŢA NR. 8 „SCUFIȚA ROȘIE”",121,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:15:46",1109,1109,0,450,442,0,8,1200,750,425,25,2,4,1,27,250,26,13,49,1,13,5,13,8,5,6,2
9,BRĂILA,"GRĂDINIȚA SILISTRARU",255,TRAIAN,44202,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:15:49",615,615,0,380,360,0,20,700,320,360,20,1,0,2,3,275,22,3,46,1,2,1,1,0,2,1,0
9,BRĂILA,"GRĂDINIȚA URLEASCA",256,TRAIAN,44202,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:31:56",966,966,0,595,590,0,5,1100,505,552,43,1,1,4,5,424,20,1,69,6,5,0,2,3,3,7,1
9,BRĂILA,"LICEUL DE ARTĂ „HARICLEA DARCLEE”",64,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:12:14",1308,1308,0,486,471,0,15,1470,984,470,16,2,2,5,40,230,50,13,74,1,8,3,15,15,4,8,0
9,BRĂILA,"LICEUL DE ARTĂ „HARICLEA DARCLEE”",65,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:21:28",1260,1260,0,533,507,0,26,1400,874,505,21,9,3,3,54,263,38,16,66,3,14,0,11,14,5,5,1
9,BRĂILA,"LICEUL PEDAGOGIC „D.P. PERPESSICIUS”",98,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:48:01",976,976,0,422,411,0,11,1100,678,410,12,3,2,4,39,226,24,11,66,1,8,0,5,9,3,7,2
9,BRĂILA,"LICEUL PEDAGOGIC „D.P. PERPESSICIUS”",99,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:10",1336,1336,0,585,572,0,13,1450,865,569,16,5,6,0,56,321,26,9,64,6,25,6,11,10,16,6,2
9,BRĂILA,"LICEUL PEDAGOGIC „D.P. PERPESSICIUS”",100,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:54:48",1305,1305,0,563,548,0,15,1450,887,547,16,3,1,5,41,306,32,15,71,5,18,1,15,15,8,6,5
9,BRĂILA,"LICEUL TEHNOLOGIC „ANGHEL SALIGNY”",81,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:40:23",1113,1113,0,464,452,0,12,1250,786,452,12,7,4,1,42,245,26,16,59,3,6,2,14,14,5,6,2
9,BRĂILA,"LICEUL TEHNOLOGIC „ANGHEL SALIGNY”",83,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:57:27",1146,1146,0,503,491,0,12,1251,760,470,21,1,1,2,52,244,31,13,62,2,11,4,18,20,4,2,3
9,BRĂILA,"LICEUL TEHNOLOGIC „ANGHEL SALIGNY”",82,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:52:53",965,965,0,390,383,0,7,1050,660,379,11,5,2,1,30,183,38,16,63,2,11,1,10,10,5,2,0
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",135,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:32",1283,1283,0,520,511,0,9,1400,880,513,7,4,3,14,42,270,40,14,65,1,15,6,21,7,9,1,1
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",133,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:31:23",979,979,0,348,343,0,5,1100,752,335,13,2,4,3,23,199,16,1,52,1,5,2,8,7,3,4,5
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",137,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:09:08",1066,1066,0,345,335,0,10,1200,855,326,19,3,0,0,21,179,28,10,55,1,5,2,10,1,3,6,2
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",136,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:29:24",1089,1089,0,443,438,0,5,1200,757,415,28,3,5,7,23,261,20,9,40,2,11,3,17,7,3,4,0
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",134,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:27:52",1490,1490,0,463,447,0,16,1650,1187,441,22,3,4,3,38,217,44,17,70,0,13,6,9,8,2,5,2
9,BRĂILA,"LICEUL TEHNOLOGIC „GRIGORE MOISIL”",66,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:36:19",1407,1407,0,649,524,0,125,1550,901,616,33,8,3,2,41,304,49,15,124,2,18,5,7,13,11,11,3
9,BRĂILA,"LICEUL TEHNOLOGIC ” NICOLAE TITULESCU ” ÎNSURĂȚEI - ȘCOALA ANEXĂ",157,"ORAŞ ÎNSURĂŢEI",43411,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:31:39",863,863,0,431,422,0,9,1000,569,395,36,2,0,1,59,225,37,5,42,5,6,0,2,5,2,2,2
9,BRĂILA,"LICEUL TEHNOLOGIC ” NICOLAE TITULESCU ” ÎNSURĂȚEI - ȘCOALA ANEXĂ",156,"ORAŞ ÎNSURĂŢEI",43411,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:21:27",974,974,0,481,469,0,12,1100,619,441,40,0,0,2,47,253,37,1,79,2,3,3,3,0,4,3,4
9,BRĂILA,"LICEUL TEORETIC ”CONSTANTIN ANGELESCU”",147,"ORAŞ IANCA",43331,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:57:36",1049,1049,0,607,588,0,19,1100,493,556,51,1,5,1,11,394,35,12,57,8,9,1,0,5,1,14,2
9,BRĂILA,"LICEUL TEORETIC ”CONSTANTIN ANGELESCU”",148,"ORAŞ IANCA",43331,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:40:38",1037,1037,0,586,557,0,29,1100,514,542,44,1,0,3,9,399,33,4,72,5,2,0,3,8,0,1,2
9,BRĂILA,"LICEUL TEORETIC „NICOLAE IORGA”",61,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:28:53",746,746,0,302,271,0,31,800,498,291,11,1,1,4,28,146,34,5,47,1,3,1,9,6,1,2,2
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",53,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:19:52",1256,1256,0,512,499,0,13,1400,888,492,0,0,1,3,32,286,31,13,59,1,16,2,24,9,10,3,2
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",54,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:43:21",1185,1185,0,465,455,0,10,1300,835,457,8,9,4,4,29,254,41,6,55,3,15,4,7,9,7,8,2
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",52,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:15:38",1435,1435,0,580,561,0,19,1602,1022,562,18,2,5,3,49,289,41,14,93,1,19,9,13,12,6,3,3
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",55,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:35:57",903,903,0,383,377,0,6,1000,617,372,11,7,2,1,23,222,24,6,48,1,10,2,8,8,4,4,2
9,BRĂILA,"SALĂ FESTIVITĂȚI",236,SILIŞTEA,43992,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:59:42",127,127,0,96,82,0,14,150,54,92,4,0,2,0,1,59,4,5,12,1,3,0,1,2,1,1,0
9,BRĂILA,"SALĂ FESTIVITĂȚI CORBENI ( FOST CAMIN CULTURAL SAT CORBENI)",218,RACOVIŢA,43698,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:05:20",96,96,0,79,64,0,15,150,71,71,8,0,1,0,2,33,4,0,26,2,1,0,0,0,0,1,1
9,BRĂILA,"ȘCOALA CU CLASELE I-IV FĂUREI - SAT",244,SURDILA-GRECI,42771,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:00:31",282,282,0,196,177,0,19,320,124,176,20,0,2,1,3,130,7,0,29,0,2,0,0,1,0,1,0
9,BRĂILA,"ȘCOALA CU CLASELE I-IV HORIA",245,SURDILA-GRECI,42771,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:02:34",321,321,0,230,211,0,19,351,121,215,15,0,0,1,0,169,8,2,26,4,2,0,0,1,1,1,0
9,BRĂILA,"SCOALA CU CLASELE I-IV PIETROIU",272,VĂDENI,44391,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:04:34",442,442,0,277,263,0,14,500,223,267,10,0,1,1,4,194,13,6,34,3,4,2,1,2,0,1,1
9,BRĂILA,"ŞCOALA CU CLASELE I-IV TATARU",184,DUDEŞTI,43073,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:32:48",417,417,0,280,265,0,15,550,270,247,33,0,0,0,3,182,6,2,40,4,1,0,0,0,6,2,1
9,BRĂILA,"ȘCOALA CU CLASELE I-IV TITCOV",187,FRECĂŢEI,43117,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:56:35",374,374,0,274,262,0,12,450,176,253,21,1,0,1,1,191,25,0,28,1,1,1,0,0,0,3,0
9,BRĂILA,"ŞCOALA CU CLASELE I - VIII BĂRĂGANUL",160,BĂRĂGANUL,42824,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:34:52",1149,1149,0,697,677,0,20,1300,603,658,39,1,2,2,15,477,36,5,83,4,6,0,6,10,4,6,1
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII BATOGU",179,CIREŞU,43019,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:33:05",463,463,0,305,277,0,28,500,195,291,14,1,0,0,3,266,8,1,10,0,0,0,0,0,1,1,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII CIREȘU",178,CIREŞU,43019,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:45:47",675,675,0,436,395,0,41,750,314,412,24,2,1,2,5,370,9,1,15,2,0,0,0,2,1,2,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII COLȚEA",225,ROŞIORI,43812,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:44:23",783,783,0,405,392,0,13,850,445,382,23,1,0,1,9,298,23,2,36,4,3,0,0,2,1,2,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII FRECĂȚEI",185,FRECĂŢEI,43117,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:35:00",275,275,0,218,198,0,20,300,82,198,20,2,0,1,7,149,3,0,22,0,3,0,1,3,3,4,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII NR.1",175,CIOCILE,42968,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:41:34",690,690,0,452,442,0,10,748,296,411,41,3,4,2,4,325,21,3,31,1,6,1,0,0,2,8,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII NR.2 „ALEXANDRU TURTOI”",176,CIOCILE,42968,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:43:03",724,724,0,520,488,0,32,800,280,475,45,0,3,1,22,359,22,9,32,1,7,1,4,3,6,5,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII SCĂRLĂTEȘTI",180,CIREŞU,43019,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:47:47",611,611,0,400,368,0,32,703,303,380,20,0,0,0,2,331,14,2,22,1,2,0,0,2,2,1,1
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII SURDILA GRECI",243,SURDILA-GRECI,42771,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:58:28",541,541,0,331,320,0,11,609,278,312,19,2,1,0,11,233,10,2,34,2,3,2,4,2,2,4,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII TRAIAN",253,TRAIAN,44202,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:01:14",901,901,0,559,541,0,18,1000,441,520,39,14,1,2,8,352,64,5,45,2,6,2,0,2,5,9,3
9,BRĂILA,"SCOALA CU CLASELE I-VIII VIZIRU",278,VIZIRU,44505,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:05",1400,1400,0,871,851,0,20,1550,679,803,68,0,2,3,6,493,55,9,193,7,3,5,5,7,1,11,3
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII VULTURENI",181,CIREŞU,43019,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:50:31",414,414,0,298,265,0,33,450,152,289,9,0,1,0,0,260,6,0,17,2,0,1,0,1,0,1,0
9,BRĂILA,"ȘCOALA CU CLASELE V-VIII TĂTARU",183,DUDEŞTI,43073,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:30:56",1054,1054,0,686,678,0,8,1066,380,643,43,4,4,8,9,409,30,3,145,9,8,1,2,4,5,2,0
9,BRĂILA,"SCOALA CU CLS. I - VIII BĂRĂGANUL - SALA DE CLASĂ NR. 1",161,BĂRĂGANUL,42824,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:34:15",1209,1209,0,818,803,0,15,1328,510,775,43,4,2,5,10,590,50,7,72,5,14,0,3,0,3,8,2
9,BRĂILA,"SCOALA ESNA",215,"MOVILA MIRESII",43652,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:38:58",255,255,0,177,170,0,7,300,123,162,15,2,0,0,1,122,10,2,19,4,0,0,0,1,1,0,0
9,BRĂILA,"ȘCOALA GENERALĂ CU CLASELE I-VIII MĂXINENI",206,MĂXINENI,43563,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:00",1140,1140,0,631,610,0,21,1250,619,607,24,3,2,2,7,382,57,6,112,4,6,4,5,1,5,9,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ CAZASU",170,CAZASU,44560,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:34:50",1880,1880,0,1140,1109,0,31,2050,910,1074,66,5,4,4,40,636,89,18,176,3,21,3,15,13,30,13,4
9,BRĂILA,"SCOALA GIMNAZIALA- CHISCANI - CARTIER",172,CHISCANI,42708,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:27:02",1637,1637,0,725,715,0,10,1777,1052,674,51,5,0,4,24,365,66,11,160,5,14,3,6,5,1,5,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-IV FĂUREI, SALA NR.2",142,"ORAŞ FĂUREI",42753,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:31:16",1231,1231,0,802,777,0,25,1300,497,766,36,2,5,5,30,515,39,14,99,5,16,1,7,10,6,7,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",193,GEMENELE,43242,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:40:38",1342,1342,0,843,811,0,32,1500,657,800,43,10,0,5,8,607,44,6,97,2,4,3,4,7,3,0,0
9,BRĂILA,"SCOALA GIMNAZIALA CU CLASELE I-VIII BALDOVINESTI",271,VĂDENI,44391,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:01:53",964,964,0,500,481,0,19,1050,550,483,17,2,1,0,12,333,25,7,70,2,7,2,4,8,3,5,2
9,BRĂILA,"SCOALA GIMNAZIALA CU CLASELE I-VIII VADENI -SALA A",269,VĂDENI,44391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:08:25",899,899,0,518,506,0,12,1004,486,488,30,0,1,9,14,336,43,6,56,2,4,3,8,4,1,0,1
9,BRĂILA,"SCOALA GIMNAZIALA CU CLASELE I-VIII-VADENI-SALA B",270,VĂDENI,44391,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:58:00",930,930,0,529,519,0,10,1000,471,502,27,2,2,7,6,335,33,3,82,6,11,1,3,5,3,3,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ CUZA - VODĂ",239,STĂNCUŢA,44060,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:05:50",1171,1171,0,766,758,0,8,1300,534,716,50,1,0,6,12,380,44,4,249,1,6,0,2,0,3,7,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ CUZA VODĂ",228,"SALCIA TUDOR",43867,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:30:59",637,637,0,388,379,0,9,700,312,365,23,2,1,0,4,263,8,2,66,2,5,2,2,2,0,5,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ DROGU",189,GALBENU,43180,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:16:35",642,642,0,464,428,0,36,700,236,410,54,2,0,2,1,282,12,1,91,1,8,0,1,5,1,3,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ DUDEȘTI",182,DUDEŞTI,43073,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:27:12",1286,1286,0,811,774,0,37,1390,579,712,99,4,0,4,5,533,28,1,92,9,5,0,3,2,20,5,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ GROPENI",198,GROPENI,43313,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:28:18",1274,1274,0,854,841,0,13,1400,546,785,69,2,0,8,28,581,53,0,80,4,5,1,2,6,5,9,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ IANCA",145,"ORAŞ IANCA",43331,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:06:35",1084,1084,0,594,586,0,8,1200,606,582,12,3,0,4,3,396,42,11,83,6,7,1,5,3,12,6,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ IANCA",144,"ORAŞ IANCA",43331,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:57:11",983,983,0,553,548,0,5,1100,547,531,22,4,2,4,6,367,33,12,82,1,5,3,5,0,2,5,0
9,BRĂILA,"SCOALA GIMNAZIALA MIRCEA VODA, JUDETUL BRAILA",211,"MIRCEA VODĂ",43625,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:01:29",976,976,0,619,606,0,13,1100,481,580,39,0,0,3,6,436,46,2,56,5,12,2,1,6,5,0,0
9,BRĂILA,"SCOALA GIMNAZIALA MIRCEA VODA, JUDEȚUL BRAILA",210,"MIRCEA VODĂ",43625,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:58:29",876,876,0,585,543,0,42,1003,418,530,55,5,3,3,14,405,28,3,47,1,5,0,2,1,4,8,1
9,BRĂILA,"SCOALA GIMNAZIALĂ NR.1",200,JIRLĂU,43466,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:06:17",1066,1066,0,621,577,0,44,1350,729,601,20,1,0,1,4,479,26,4,64,1,3,1,2,7,5,1,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 11 „ION LUCA CARAGIALE”",123,"MUNICIPIUL BRĂILA",42682,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:20:37",1188,1188,0,411,411,0,0,1299,888,398,13,2,2,4,29,224,32,10,50,0,14,2,12,5,3,6,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 11 „ION LUCA CARAGIALE”",122,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:18:58",1068,1068,0,404,387,0,17,1150,746,392,12,5,1,2,26,199,36,9,68,2,9,3,16,10,1,4,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 13 „NEDELCU CHERCEA”",109,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:09:07",1196,1196,0,477,466,0,11,1300,823,455,20,3,4,10,27,247,36,6,64,3,19,0,12,9,11,3,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 13 „NEDELCU CHERCEA”",108,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:35:10",1219,1219,0,455,443,0,12,1345,890,441,14,5,4,4,39,212,35,16,80,3,7,4,10,6,6,7,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 17 „ECATERINA TEODOROIU”",68,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:45:05",1384,1384,0,677,539,0,138,1500,823,636,41,3,5,0,47,360,43,13,117,5,12,1,13,0,12,3,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 17 „ECATERINA TEODOROIU”",67,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:40:07",1173,1173,0,543,418,0,125,1300,757,522,21,3,2,0,32,279,45,11,89,4,14,3,8,15,7,6,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 18 „MIHU DRAGOMIR”",72,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:44:49",969,969,0,365,350,0,15,1050,685,351,14,2,5,7,10,207,29,10,41,4,6,5,2,11,6,5,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 18 „MIHU DRAGOMIR”",73,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:19:34",1129,1129,0,450,440,0,10,1200,750,437,13,1,6,2,32,240,30,8,47,4,13,5,7,11,19,7,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",127,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:50",1746,1746,0,728,720,0,8,1900,1172,698,30,10,9,5,19,359,68,22,109,6,27,2,17,9,17,17,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",126,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:26:22",1272,1272,0,474,469,0,5,1412,938,463,11,2,5,0,32,254,49,15,65,2,11,2,7,8,6,3,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",125,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:02:33",1168,1168,0,432,426,0,6,1300,868,420,12,2,3,6,23,222,38,9,75,1,9,5,8,7,5,7,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",124,"MUNICIPIUL BRĂILA",42682,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:24:54",1285,1285,0,488,477,0,11,1399,911,464,24,2,4,4,29,247,51,13,61,2,7,6,12,9,5,9,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 1 „VLAICU VODĂ”",7,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:36:34",1267,1267,0,536,523,0,13,1400,864,523,13,4,3,2,28,288,44,9,78,4,21,1,16,10,5,5,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 1 „VLAICU VODĂ”",8,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:19:45",1356,1356,0,583,575,0,8,1500,917,563,20,1,6,2,38,318,35,11,88,8,13,2,12,8,5,13,3
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR.2",199,JIRLĂU,43466,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:35:36",1347,1347,0,744,705,0,39,1350,606,717,27,0,0,1,5,619,31,2,36,7,2,2,0,4,6,2,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",130,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:56:02",1262,1262,0,520,510,0,10,1400,880,502,18,11,5,4,0,289,27,17,60,32,9,0,14,13,11,8,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",131,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:57:15",1060,1060,0,444,430,0,14,1200,756,435,9,3,4,3,24,258,18,14,66,2,19,3,9,5,4,1,2
