precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA AUR-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","GHEORGHE VLAD-DAN-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",125,DRAGALINA,93487,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 12:22:59",1319,1319,0,703,694,0,9,1453,750,653,50,1,31,3,2,69,8,0,0,7,9,1,3,4,512,1,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",126,DRAGALINA,93487,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:07:38",1138,1138,0,630,621,0,9,1300,670,510,120,0,32,0,0,66,0,0,0,0,0,0,10,0,402,0,0
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",124,DRAGALINA,93487,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:23:10",1051,1051,0,558,522,0,36,1159,609,511,39,2,19,10,0,70,4,1,2,13,12,5,0,4,361,3,5
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DRAGOȘ VODĂ - SALA DE SPORT",131,"DRAGOŞ VODĂ",93539,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:55:10",1023,1023,0,689,662,0,27,1127,411,656,29,0,28,3,2,76,8,3,1,4,11,2,28,6,482,0,2
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DRAGOȘ VODĂ - SALA DE SPORT",130,"DRAGOŞ VODĂ",93539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:56:34",995,995,0,719,688,0,31,1098,380,686,32,0,39,3,10,75,5,2,0,12,5,2,2,4,522,1,4
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAJNA NOUA",129,DRAGALINA,93487,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:20:18",1063,1063,0,586,574,0,12,1169,583,560,26,10,52,5,1,85,5,3,4,16,8,9,13,5,337,3,4
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 FRASINET",133,FRĂSINET,102838,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:55:42",800,800,0,576,553,0,23,883,307,559,17,0,27,1,3,31,2,0,0,3,2,2,3,0,479,2,4
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 FUNDENI",140,FUNDENI,103014,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:22:14",1277,1277,0,955,915,0,40,1400,445,918,37,6,25,0,0,187,0,0,0,0,0,0,49,0,651,0,0
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1 GĂLBINAȘI",144,GĂLBINAŞI,179962,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:22:00",1306,1306,0,1037,1021,0,16,1495,458,897,140,1,9,0,1,88,1,0,0,2,3,2,0,0,786,1,3
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 GOSTILELE",75,"ORAŞ FUNDULEA",103032,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:03:46",504,504,0,370,350,0,20,556,186,350,20,0,6,3,1,55,5,2,0,1,2,0,6,1,264,1,3
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 GURBANESTI",149,GURBĂNEŞTI,103568,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:03:03",398,398,0,315,250,0,65,440,125,302,13,2,3,1,0,25,0,8,0,2,2,0,5,0,251,1,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR 1 (LOCAL LANGA BISERICA)",224,UNIREA,94651,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:17:02",1064,1064,0,782,689,0,93,1173,391,709,73,0,31,7,9,112,9,2,0,5,5,7,3,14,502,3,0
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR 1 (LOCAL LANGA CAMINUL CULTURAL)",225,UNIREA,94651,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:37:36",1173,1173,0,851,751,0,100,1289,438,783,68,7,45,2,0,106,6,4,4,8,3,5,16,0,570,0,7
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR1 NICOLAE BALCESCU",81,"ALEXANDRU ODOBESCU",94125,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:22:58",1010,1010,0,843,774,0,69,1134,291,791,52,2,36,7,3,68,8,1,1,11,5,5,13,7,613,5,6
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 PERIŞORU - CORP B",186,PERIŞORU,94223,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:10:53",1838,1838,0,1108,1078,0,30,1987,879,1083,25,0,57,0,0,330,0,0,0,32,0,22,27,0,615,0,0
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 PERIŞORU- CORP B",187,PERIŞORU,94223,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:09:06",1662,1662,0,884,853,0,31,1907,1023,874,10,3,67,5,0,220,13,0,0,8,24,5,13,5,503,1,7
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 RADU-VODA",169,LUPŞANU,93931,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:14:59",891,891,0,499,471,0,28,982,483,470,29,1,38,6,1,69,10,1,1,9,6,4,8,3,243,2,68
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 SPANTOV",206,SPANŢOV,105259,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:31:34",751,751,0,470,452,0,18,826,356,448,22,4,28,6,1,45,8,0,0,4,4,2,11,2,324,0,9
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1 VALEA ROȘIE",176,MITRENI,100638,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:06:26",1714,1714,0,1162,1109,0,53,1892,730,1037,125,2,85,0,7,109,10,1,3,8,11,6,10,6,767,4,8
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 VLAD ȚEPEȘ",234,"VLAD ŢEPEŞ",94768,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:33:49",1044,1044,0,734,653,0,81,1150,416,697,37,1,35,2,1,39,0,1,2,1,6,2,9,1,584,3,10
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 2 ALEXANDRU ODOBESCU",82,"ALEXANDRU ODOBESCU",94125,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:12:58",913,913,0,755,673,0,82,905,150,706,49,1,35,5,5,56,7,2,0,16,5,8,12,4,540,2,8
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 2 BORCEA",90,BORCEA,92961,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:41:15",1663,1663,0,884,867,0,17,1834,950,843,41,1,65,0,3,120,5,0,3,17,13,10,0,3,598,0,5
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.2 DOR MĂRUNT GARĂ",114,"DOR MĂRUNT",93370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:11:06",1010,1010,0,588,575,0,13,1111,523,521,67,0,32,4,2,57,4,0,3,7,4,5,8,4,390,0,1
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.2 DOR MĂRUNT GARĂ",115,"DOR MĂRUNT",93370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:40:39",446,446,0,251,235,0,16,490,239,229,22,1,20,0,1,35,4,0,0,2,0,1,2,2,160,1,0
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 2 MITRENI",174,MITRENI,100638,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:27:36",1062,1062,0,820,749,0,71,1171,351,756,64,5,10,6,1,75,6,0,0,20,43,5,34,4,539,3,5
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA NR. 2 PERIŞORU",188,PERIŞORU,94223,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:11:40",617,617,0,384,368,0,16,628,244,369,15,1,21,1,2,90,6,0,1,4,5,2,5,1,197,0,33
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 2 STANCEA",208,SPANŢOV,105259,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:09:35",1210,1210,0,688,675,0,13,1334,646,610,78,2,44,0,1,50,4,0,1,4,4,3,6,4,484,1,2
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 2 SULTANA",173,MÂNĂSTIREA,104181,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:14:14",733,733,0,426,397,0,29,810,384,393,33,0,26,3,0,33,6,2,0,8,1,2,4,2,303,0,3
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.2 ULMENI",219,ULMENI,105605,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:01:56",1386,1386,0,680,657,0,23,1510,832,610,68,4,8,6,4,33,1,0,0,1,3,3,3,6,538,0,0
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 3 BORCEA",86,BORCEA,92961,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:46:09",1010,1010,0,524,499,0,25,1116,592,493,31,1,30,2,3,55,6,1,4,4,8,1,9,3,358,2,6
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NUCI",230,VASILAŢI,105829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:17:19",277,277,0,184,154,0,30,308,124,161,23,1,9,0,6,17,1,1,0,3,1,0,21,2,96,0,3
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ POPEȘTI",231,VASILAŢI,105829,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:25:09",259,259,0,158,135,0,23,286,128,141,17,1,13,1,1,13,1,0,0,0,3,2,24,1,78,0,3
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ SPECIALĂ NR. 1",5,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:41",1082,1082,0,522,488,0,34,1188,666,511,11,4,19,24,6,75,22,2,3,19,5,16,73,4,219,5,15
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ SPECIALĂ NR. 1",6,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:08:16",962,962,0,412,403,0,9,1065,653,381,31,5,19,11,3,98,8,1,4,14,1,4,25,4,173,5,6
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” CĂLĂRAŞI",33,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:45:52",1297,1297,0,587,581,0,6,1430,843,565,22,3,29,8,0,100,28,1,1,13,3,10,46,4,291,11,17
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” CĂLĂRAŞI",30,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:29:13",1368,1368,0,710,695,0,15,1508,798,697,13,2,43,27,6,138,42,0,3,34,5,13,56,2,301,4,21
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” CĂLĂRAŞI",32,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:49:06",1183,1183,0,595,587,0,8,1309,714,574,21,8,25,25,4,91,13,2,3,13,2,14,65,4,295,4,6
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” CĂLĂRAŞI",31,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:32:02",1230,1230,0,590,584,0,6,1352,762,569,21,2,19,16,4,93,31,3,4,24,4,15,44,4,291,5,10
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA VALEA ARGOVEI",226,"VALEA ARGOVEI",105712,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:48:41",1261,1261,0,900,785,0,115,1386,487,842,57,3,28,10,7,174,13,3,1,6,3,5,5,5,575,2,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIĂ NR. 1 GĂLBINAȘI",143,GĂLBINAŞI,179962,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:11:02",1413,1413,0,1043,1023,0,20,1432,389,943,100,3,33,5,4,90,14,2,0,6,9,0,4,5,763,2,3
12,CĂLĂRAŞI,"SCOALA ILEANA",152,ILEANA,103764,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:59:56",736,736,0,471,435,0,36,816,345,459,12,0,15,1,0,48,0,0,0,1,2,1,7,2,375,3,4
12,CĂLĂRAŞI,"SCOALA MARGINENI",100,CIOCĂNEŞTI,93085,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:52:57",670,670,0,450,433,0,17,737,287,409,41,2,10,1,2,34,2,0,2,6,4,0,11,1,323,0,11
12,CĂLĂRAŞI,"SCOALA PRIMARA MARIUTA",85,BELCIUGATELE,101083,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:04:29",403,403,0,339,301,0,38,500,166,302,32,3,12,2,0,25,4,2,1,4,0,3,8,4,222,2,10
12,CĂLĂRAŞI,"SCOALA PRIMARA NR. 1",160,JEGĂLIA,93815,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:21:36",1093,1093,0,606,601,0,5,1215,609,565,40,4,46,4,6,59,8,1,2,2,4,3,2,0,414,0,10
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.1 CĂLĂRAŞI VECHI",110,"CUZA VODĂ",93281,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:27:04",562,562,0,408,375,0,33,620,212,376,32,2,20,4,3,45,4,0,2,5,3,2,17,1,259,5,4
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.1 CEACU",109,"CUZA VODĂ",93281,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:31:02",1058,1058,0,774,747,0,27,1163,389,735,39,3,31,6,5,83,3,6,0,13,6,10,30,7,518,3,11
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR. 1 CLINCIU",209,SPANŢOV,105259,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:52:26",934,934,0,576,566,0,10,1022,446,506,70,0,34,0,0,58,2,0,1,3,1,5,0,1,391,0,10
12,CĂLĂRAŞI,"ȘCOALA PRIMARA NR.1 CONSTANTIN BRÂNCOVEANU",128,DRAGALINA,93487,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:54:04",708,708,0,378,363,0,15,779,403,363,13,1,22,2,2,44,3,0,2,7,4,2,5,1,264,2,2
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR.1 DÎLGA SAT",117,"DOR MĂRUNT",93370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:17:58",619,619,0,386,378,0,8,682,296,366,20,2,24,2,2,21,3,0,1,6,4,1,4,6,287,3,0
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 GRUIU",70,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:04:37",543,543,0,370,300,0,70,600,230,347,23,2,20,1,4,34,7,0,1,11,5,5,30,3,216,3,5
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 LUPTATORI",134,FRĂSINET,102838,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:13:25",434,434,0,342,287,0,55,479,137,330,12,0,7,1,1,19,1,2,0,1,0,4,4,2,287,1,0
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.1 NEGOEŞTI",211,ŞOLDANU,105384,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:49:38",774,774,0,541,504,0,37,836,295,482,59,1,0,1,7,61,8,0,0,7,8,7,8,2,363,4,5
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 PLEVNA",168,LUPŞANU,93931,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:12:35",472,472,0,187,175,0,12,522,335,174,13,0,6,0,1,41,4,0,0,2,2,1,3,0,103,1,10
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR. 1 VĂRĂŞTI",123,DOROBANŢU,93441,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:24:40",717,717,0,468,429,0,39,788,320,422,46,1,19,2,1,46,2,0,0,6,8,0,3,3,326,2,3
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.2",217,"TĂMĂDĂU MARE",105455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:05:46",692,692,0,443,406,0,37,760,317,408,35,1,28,8,0,67,1,1,1,1,3,2,7,2,285,0,1
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR. 2",141,FUNDENI,103014,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:46:54",1185,1185,0,859,781,0,78,1297,438,791,68,2,91,10,9,76,4,0,2,7,3,6,9,4,562,2,4
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR. 2",108,CURCANI,102419,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:00:10",1262,1262,0,813,805,0,8,1389,576,720,93,0,35,3,0,86,6,0,2,3,12,0,3,5,562,2,1
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.2 BUCIUMENI",69,"ORAŞ BUDEŞTI",101458,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:59:51",482,482,0,336,323,0,13,529,194,289,46,1,10,0,0,18,1,1,0,2,5,3,18,2,223,0,5
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.3 DOROBANȚU",190,PLĂTĂREŞTI,104635,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:14:23",789,789,0,584,553,0,31,862,278,571,13,1,13,2,0,42,3,1,0,3,3,1,5,3,493,0,1
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.3 ULMENI",220,ULMENI,105605,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:29",1181,1181,0,810,780,0,30,1300,490,756,54,1,38,3,4,61,14,0,1,7,2,8,27,0,577,2,11
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR.5 PĂDURIȘU",139,FRUMUŞANI,102945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:31",582,582,0,407,346,0,61,633,226,385,22,3,18,7,2,88,7,0,3,7,6,7,15,0,200,1,21
12,CĂLĂRAŞI,"ŞCOALA PRIMARA NR.6",48,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:56:32",953,953,0,474,464,0,10,1053,583,454,16,3,27,11,1,90,7,3,3,7,4,4,27,6,244,2,15
12,CĂLĂRAŞI,"ŞCOALA PRIMARA NR.6",49,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:05:58",959,959,0,438,428,0,10,1062,624,419,19,2,25,6,3,112,6,0,3,11,5,11,21,4,202,1,7
12,CĂLĂRAŞI,"SCOALA SAPUNARI",163,LEHLIU,93851,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:49",613,613,0,464,443,0,21,672,208,438,26,2,23,0,1,62,6,0,2,14,2,2,6,0,306,2,10
12,CĂLĂRAŞI,"SCOALA SMARDAN",99,CIOCĂNEŞTI,93085,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:21:57",728,728,0,547,518,0,29,794,264,492,38,1,19,3,3,43,7,1,2,7,9,6,12,3,362,0,14
12,CĂLĂRAŞI,"SCOALA TONEA",181,MODELU,92587,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:11:33",1754,1754,0,819,817,0,2,1935,1116,734,85,3,45,9,1,119,6,0,2,5,12,2,7,4,505,4,10
12,CĂLĂRAŞI,"ŞCOALA VECHE",145,GRĂDIŞTEA,93664,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:18:04",1753,1753,0,1153,1114,0,39,1941,788,1104,49,6,57,9,5,94,11,1,2,15,8,9,39,7,821,6,14
12,CĂLĂRAŞI,"ŞCOALA VECHE",148,GRĂDIŞTEA,93664,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:32:09",1009,1009,0,667,606,0,61,1101,434,619,48,2,31,3,2,70,7,0,1,4,3,3,44,5,433,0,11
12,CĂLĂRAŞI,"ŞC. PRIMARĂ NR.1",113,DICHISENI,93325,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:15:24",750,750,0,541,520,0,21,819,278,517,24,0,33,5,5,64,6,2,1,9,9,0,25,1,348,1,8
