precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ROMÂNIA SOCIALISTĂ-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA AUR-voturi"
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ (FOSTA ŞCOALĂ GENERALĂ CU CLASELE I-IV) PLAIURI",339,PIANU,6217,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:52:54",27,27,0,23,13,0,10,30,7,23,0,0,0,2,0,0,0,0,0,0,2,0,16,0,0,0,3
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ (FOSTĂ ŞCOALA GENERALĂ DOBRA)",415,ŞUGAG,8014,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:14:57",428,428,0,273,264,0,9,474,201,266,7,2,2,39,0,2,10,2,1,2,7,9,116,4,0,5,65
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ (FOSTĂ ŞCOALA GENERALĂ POIANA GALDEI)",259,"GALDA DE JOS",4366,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:37:46",111,111,0,98,84,0,14,150,52,91,7,1,0,7,0,1,2,0,0,1,2,1,57,1,2,5,11
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ SĂRĂCSĂU (FOSTA ŞCOALĂ GENERALĂ)",404,ŞIBOT,7810,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:05:27",142,138,4,73,62,4,7,160,87,67,6,0,1,3,0,0,2,0,0,1,1,1,42,0,1,0,15
1,ALBA,"CLĂDIRE ANEXĂ PRIMĂRIA LOPADEA NOUĂ",298,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:13:41",416,407,9,260,239,9,12,457,197,248,12,0,0,2,0,0,1,0,0,3,4,0,164,3,48,2,21
1,ALBA,"CLĂDIRE ANEXĂ PRIMĂRIA LOPADEA NOUĂ",301,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:35:48",41,41,0,37,24,0,13,50,13,36,1,0,0,2,0,0,0,1,0,1,2,0,23,0,3,0,4
1,ALBA,"CLĂDIRE ANEXĂ PRIMĂRIA LOPADEA NOUĂ",300,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:33:03",518,518,0,421,378,0,43,579,158,401,20,16,5,9,1,0,4,0,2,1,21,3,290,3,7,2,37
1,ALBA,"CLĂDIRE CĂMIN CULTURAL BERGHIN",200,BERGHIN,2988,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:24:33",688,688,0,318,300,0,18,600,282,288,30,0,2,5,0,1,4,2,0,1,14,3,124,4,2,3,123
1,ALBA,"CLĂDIRE CĂMIN CULTURAL GHIRBOM",201,BERGHIN,2988,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:26:07",388,388,0,255,248,0,7,400,145,240,15,1,1,18,1,0,2,1,1,1,8,4,160,2,1,1,38
1,ALBA,"CLĂDIRE CĂMIN CULTURAL HENIG",202,BERGHIN,2988,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:05:14",204,204,0,146,131,0,15,300,154,138,8,1,0,8,0,0,1,2,1,0,8,0,75,0,2,3,37
1,ALBA,"CLĂDIRE CĂMIN CULTURAL LUPU",223,CERGĂU,3805,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:22:48",199,199,0,158,138,0,20,230,72,151,7,2,0,30,1,0,1,3,0,0,10,2,79,1,3,1,18
1,ALBA,"CLĂDIRE CĂMIN CULTURAL STRAJA",203,BERGHIN,2988,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:47:44",269,269,0,154,152,0,2,400,246,144,10,4,4,4,0,1,1,3,0,0,8,2,82,1,3,1,30
1,ALBA,"COLEGIUL ECONOMIC „DIONISIE POP MARŢIAN”",7,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:39:25",1512,1512,0,836,819,0,17,1700,864,834,2,14,3,82,8,4,25,9,4,3,22,67,399,46,18,14,116
1,ALBA,"COLEGIUL NAŢIONAL ”AVRAM IANCU” CÂMPENI",128,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:52:15",858,858,0,534,507,0,27,945,411,515,19,2,1,32,0,5,9,2,1,4,58,3,266,12,4,10,106
1,ALBA,"COLEGIUL NAŢIONAL ”AVRAM IANCU” CÂMPENI",127,"ORAŞ CÂMPENI",1455,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:49:12",819,819,0,479,472,0,7,902,423,465,14,1,5,25,1,1,8,4,0,5,56,11,238,10,4,5,91
1,ALBA,"COLEGIUL NAŢIONAL ”DAVID PRODAN” CUGIR",138,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:36",1019,1019,0,409,399,0,10,1100,691,389,20,2,2,46,4,1,4,2,1,0,22,8,201,10,5,20,61
1,ALBA,"COLEGIUL NAŢIONAL ”DAVID PRODAN” CUGIR",139,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:26:43",1005,1005,0,409,397,0,12,1100,691,398,11,5,0,51,6,1,9,3,1,3,8,8,231,13,4,10,45
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",11,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:37:10",917,917,0,343,312,0,31,1000,657,332,11,3,2,27,3,0,11,3,0,2,11,20,128,18,3,7,94
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",9,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:52:30",1862,1844,18,946,928,0,18,1900,954,930,16,7,3,101,9,4,35,4,6,0,38,64,421,40,11,37,150
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",8,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:46",942,922,20,500,434,20,46,1000,500,484,16,8,2,34,3,2,16,4,3,2,11,37,204,22,57,11,68
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",10,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:12:50",1336,1336,0,571,516,0,55,1400,829,558,13,4,3,40,10,2,19,3,3,3,25,27,246,32,14,17,110
1,ALBA,"COLEGIUL NAŢIONAL ”INOCHENTIE MICU CLAIN’’",86,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:36:41",1319,1319,0,725,691,0,34,1400,675,710,15,4,2,83,8,2,16,5,1,5,20,33,371,38,26,19,77
1,ALBA,"COLEGIUL NAŢIONAL ”LUCIAN BLAGA” SEBEŞ",103,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:02:48",1585,1585,0,835,826,0,9,1700,865,813,22,7,5,74,5,3,27,6,2,3,23,47,459,40,10,19,83
1,ALBA,"COLEGIUL NAŢIONAL ”LUCIAN BLAGA” SEBEŞ",102,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:54:24",1226,1226,0,639,609,0,30,1300,661,610,29,7,3,61,0,1,16,5,3,4,14,22,293,32,5,19,125
1,ALBA,"COLEGIUL NAŢIONAL ”TITU MAIORESCU” AIUD",63,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:49:14",1400,1400,0,696,641,0,55,1539,843,678,18,7,4,42,1,1,18,4,0,3,13,21,351,21,95,19,78
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",38,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:19:22",1951,1951,0,908,897,0,11,1900,992,882,26,8,6,79,11,3,44,5,4,3,27,35,403,40,14,29,171
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",40,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:14:22",1330,1330,0,528,510,0,18,1400,872,505,23,1,5,55,8,2,28,5,3,5,34,24,179,23,8,7,118
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",39,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:01:04",1502,1502,0,580,568,0,12,1600,1020,560,20,3,4,39,9,3,24,2,5,4,30,15,250,17,13,14,128
1,ALBA,"COLEGIUL TEHNIC „APULUM”",13,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:14:33",951,950,1,373,357,0,16,1002,629,364,9,3,5,24,6,0,14,5,0,1,18,10,177,24,6,7,64
1,ALBA,"COLEGIUL TEHNIC „APULUM”",12,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:44:52",1103,1103,0,405,384,0,21,1200,795,393,12,7,11,36,7,3,12,8,0,3,14,23,163,15,5,10,76
1,ALBA,"COLEGIUL TEHNIC „APULUM”",14,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:59:53",1066,1066,0,401,387,0,14,1198,797,386,15,8,4,43,6,0,8,4,2,2,11,24,176,15,6,14,63
1,ALBA,"COLEGIUL TEHNIC „DORIN PAVEL”",36,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:18:45",831,831,0,382,341,0,41,900,518,378,4,2,3,39,5,1,6,1,2,3,14,18,165,17,5,22,75
1,ALBA,"COLEGIUL TEHNIC „DORIN PAVEL” ȘCOALA GENERALĂ NR. 9",35,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:42:07",1445,1445,0,686,674,0,12,1600,914,664,22,8,2,82,12,2,21,6,1,3,17,51,320,29,17,0,93
1,ALBA,"DIRECŢIA SANITAR-VETERINARĂ ŞI PENTRU SIGURANŢA ALIMENTELOR OCNA MUREŞ",158,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:15:35",1072,1072,0,480,460,0,20,1150,670,459,21,1,5,20,1,1,6,2,0,5,15,6,281,11,25,8,72
1,ALBA,"FLORIDA GOLD SRL",42,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:58:45",1256,1256,0,780,760,0,20,1400,620,765,15,7,1,76,5,1,27,13,8,2,26,74,333,34,6,23,129
1,ALBA,"FLORIDA GOLD SRL",41,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:41:11",1407,1386,21,737,714,1,22,1500,763,725,12,8,2,88,8,2,20,1,6,1,18,39,356,29,13,24,110
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV BRĂDEȘTI",354,RÂMEŢ,6627,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:10:46",88,88,0,84,53,0,31,118,34,78,6,3,0,3,0,0,3,0,0,0,0,1,66,0,0,0,2
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV VALEA INZELULUI",355,RÂMEŢ,6627,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:34:09",69,69,0,91,51,0,40,117,26,84,7,2,0,3,0,0,1,1,0,2,1,0,69,2,0,0,3
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV VALEA MĂNĂSTIRII",356,RÂMEŢ,6627,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:31:51",130,129,1,120,93,1,26,145,25,118,2,2,0,1,0,0,0,3,0,0,1,3,99,1,0,1,7
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎMBAŞ",68,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:50:36",401,401,0,232,216,0,16,441,209,220,12,1,2,4,0,0,3,0,0,2,12,2,90,3,77,3,21
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎRBOVA DE SUS",73,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:21:04",195,195,0,99,87,0,12,194,95,96,3,2,2,6,1,1,1,0,0,3,2,0,49,0,2,0,27
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎRBOVIŢA",74,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:11:01",97,97,0,48,41,0,7,87,39,45,3,1,2,4,1,0,0,0,0,0,1,1,27,0,1,1,6
1,ALBA,"FOSTUL SEDIU AL PRIMĂRIEI PONOREL",433,VIDRA,8425,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:08:10",675,675,0,521,500,0,21,752,231,492,29,0,3,29,0,2,4,1,0,2,20,0,327,2,6,4,92
1,ALBA,"FOSTUL SEDIU C.A.P.",336,OHABA,6164,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:04:22",134,134,0,117,102,0,15,174,57,108,9,1,1,1,0,0,6,0,0,0,3,0,72,0,0,2,22
1,ALBA,"FOSTUL SEDIU CAP",360,"ROŞIA DE SECAŞ",6930,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:49:42",340,340,0,238,215,0,23,400,162,222,16,6,0,5,1,0,2,0,0,1,9,2,159,2,6,3,26
1,ALBA,"GARA CFR TEIUŞ",169,"ORAŞ TEIUŞ",8096,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:14:21",989,989,0,545,523,0,22,1085,540,525,20,1,5,11,3,3,11,7,1,1,15,6,299,10,6,9,137
1,ALBA,"GRĂDINIȚA COPII RIMETEA",357,RIMETEA,6592,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:44:26",439,439,0,296,252,0,44,450,154,287,9,1,1,4,1,0,0,1,1,1,0,8,43,1,213,1,11
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂBANŢ",46,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:05:48",1277,1277,0,621,611,0,10,1400,779,591,30,4,5,51,3,2,16,9,0,4,34,31,250,19,8,12,143
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂBANŢ",45,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:51:08",1012,1012,0,446,434,0,12,1100,654,429,17,6,4,25,4,3,5,1,2,2,35,22,191,12,10,12,95
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL CERGĂU MIC",222,CERGĂU,3805,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:02:34",263,263,0,188,166,0,22,300,112,174,14,18,1,21,0,0,4,0,0,0,5,1,106,1,0,3,14
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL COȘLARIU",384,SÂNTIMBRU,7384,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:37:02",362,347,15,226,211,0,15,393,167,214,12,0,2,4,1,4,5,0,0,1,15,3,128,1,1,0,49
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL HERIA",249,FĂRĂU,4302,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:17:55",206,206,0,158,143,0,15,211,53,147,11,1,0,2,1,0,1,3,0,0,9,0,117,0,7,0,6
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL ”IZVOARELE” BLAJ",89,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:45:12",1285,1285,0,622,611,0,11,1400,778,599,23,3,30,58,3,6,12,4,7,3,7,13,336,10,2,17,88
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL MĂGINA",69,"MUNICIPIUL AIUD",1213,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:38:41",466,466,0,233,226,0,7,512,279,229,4,7,3,7,0,0,5,3,0,2,2,10,140,4,4,7,35
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL MICOŞLACA",164,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:59:37",237,237,0,125,107,0,18,302,177,120,5,3,0,6,0,0,3,0,0,0,9,3,71,0,3,0,22
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL - MIRĂSLĂU",319,MIRĂSLĂU,5755,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:31:20",695,695,0,421,408,0,13,766,345,398,23,1,1,15,0,0,7,2,0,1,13,6,180,8,121,10,33
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10",34,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:52:16",1461,1461,0,570,549,0,21,1600,1030,542,28,10,10,43,4,4,12,3,2,3,33,21,250,18,4,9,116
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 10",33,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:45:29",1670,1670,0,693,675,0,18,1800,1107,644,49,12,5,51,9,3,24,7,2,4,47,18,271,27,9,19,136
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",160,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:22:33",1409,1409,0,710,694,0,16,1498,788,688,22,7,9,34,2,4,16,1,2,5,24,24,368,11,45,22,114
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 5",155,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:09:17",1297,1297,0,607,596,0,11,1400,793,575,32,3,9,36,2,0,10,6,1,6,27,11,270,12,47,7,128
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 5 PARTOŞ",43,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:31:27",830,829,1,410,398,0,12,1001,591,396,14,1,5,43,2,3,14,4,1,2,12,9,159,16,7,14,104
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL OARDA DE SUS",50,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:14:22",728,728,0,352,341,0,11,900,548,342,10,3,3,24,6,3,12,4,2,0,15,10,150,7,1,6,96
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL ”PRICHINDELUL”",248,FĂRĂU,4302,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:21:17",451,451,0,315,286,0,29,471,156,290,25,1,0,3,0,0,2,2,1,0,4,4,240,0,0,7,26
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMEA COPIILOR” BLAJ",77,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:43:09",562,561,1,290,279,0,11,600,310,282,8,3,3,30,0,0,10,1,0,1,13,11,163,5,7,4,31
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 11",19,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:30:00",1086,1086,0,413,378,0,35,1300,887,395,18,6,4,28,2,2,15,9,2,0,14,10,180,6,12,14,91
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",24,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:55:36",1016,1016,0,451,434,0,17,1200,749,432,19,4,6,50,6,0,12,3,0,2,19,16,220,11,5,7,71
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",25,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:23:29",1158,1158,0,579,561,0,18,1300,721,562,17,8,5,36,6,3,19,5,2,2,19,28,271,17,7,15,119
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",37,"MUNICIPIUL ALBA IULIA",1017,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 09:49:05",1564,1564,0,662,636,0,26,1700,1038,649,13,9,6,71,8,5,22,3,5,6,34,29,266,28,14,22,121
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 9",15,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:36:40",1270,1270,0,509,463,0,46,1400,891,491,18,5,10,39,7,9,9,0,7,6,33,17,192,19,6,19,113
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICOT” CUGIR",146,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:55:00",1141,1141,0,508,501,0,7,1200,692,496,12,3,4,65,5,3,14,1,0,4,16,13,278,9,7,13,61
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIMII PAŞI” AIUD",57,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:29:11",1051,1051,0,547,535,0,12,1156,609,506,41,13,7,29,4,2,10,3,2,7,10,7,277,7,60,5,63
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIMII PAŞI” AIUD",56,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:08:40",873,873,0,424,405,0,19,960,536,417,7,4,0,13,4,0,8,7,0,4,13,21,165,10,97,13,58
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT STEP BY STEP NR. 12",21,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:23:07",1029,1025,4,456,439,1,16,1200,744,453,3,2,3,40,6,0,10,4,3,3,17,23,236,12,7,9,78
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT STEP BY STEP NR. 12",20,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:07:36",1006,984,22,460,440,19,1,1100,640,448,12,4,2,33,11,1,11,4,5,4,16,31,202,18,12,11,83
1,ALBA,"GRADINIŢA DE COPII CU PROGRAM NORMAL ICLOD",380,SÂNCEL,7348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:18:18",297,297,0,138,124,0,14,327,189,124,14,0,1,2,0,0,2,0,1,1,5,0,96,1,0,0,15
1,ALBA,"GRUP ȘCOLAR DE TURISM ARIEȘENI",195,ARIEŞENI,2381,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:35:46",501,501,0,478,406,0,72,600,122,457,21,2,2,6,1,1,1,2,2,1,7,11,343,4,3,7,64
1,ALBA,"GRUP ȘCOLAR DE TURISM ARIEȘENI",194,ARIEŞENI,2381,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:47:31",541,541,0,483,434,0,49,560,77,453,30,0,0,14,0,0,6,0,0,0,11,8,342,5,0,4,63
1,ALBA,"INTERNAT ŞCOLAR - OCOLIŞ",330,OCOLIŞ,6119,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:36",240,240,0,203,175,0,28,250,47,193,10,4,1,3,2,0,6,1,0,2,2,2,140,3,0,8,19
1,ALBA,"LICEUL ”CORNELIU MEDREA” ZLATNA",175,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:51:49",1307,1307,0,646,632,0,14,1432,786,615,31,1,2,19,7,4,10,0,1,3,38,14,347,21,11,9,128
1,ALBA,"LICEUL CU PROGRAM SPORTIV",28,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:00:54",1398,1398,0,648,625,0,23,1500,852,629,19,8,6,69,8,6,21,1,1,4,13,46,269,30,15,18,114
1,ALBA,"LICEUL CU PROGRAM SPORTIV",26,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:40:59",1302,1302,0,607,570,0,37,1400,793,590,17,7,3,48,10,3,27,7,6,3,15,25,260,18,13,22,123
1,ALBA,"LICEUL CU PROGRAM SPORTIV",27,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:57:39",1313,1313,0,593,581,0,12,1402,809,579,14,3,3,51,9,1,20,5,0,4,22,28,268,19,10,21,115
1,ALBA,"LICEUL CU PROGRAM SPORTIV",29,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:29:35",954,954,0,398,380,0,18,1100,702,388,10,5,3,32,5,3,16,3,2,1,16,20,172,15,4,13,78
1,ALBA,"LICEUL CU PROGRAM SPORTIV SEBEŞ",98,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:21:35",1411,1411,0,629,615,0,14,1500,871,611,18,5,1,42,6,2,18,6,5,2,19,27,314,19,7,15,123
1,ALBA,"LICEUL CU PROGRAM SPORTIV SEBEŞ",100,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:22:52",1274,1274,0,596,577,0,19,1399,803,589,7,4,8,44,3,3,16,2,3,1,34,41,288,25,7,7,103
1,ALBA,"LICEUL CU PROGRAM SPORTIV SEBEŞ",99,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:29:42",1424,1424,0,706,681,0,25,1600,894,682,24,4,6,52,5,2,11,7,6,3,27,30,338,25,8,20,138
1,ALBA,"LICEUL ”DR. LAZĂR CHIRILĂ”",119,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:25:41",575,575,0,346,334,0,12,630,284,340,6,6,3,11,1,2,4,3,0,0,7,8,139,16,4,4,132
