precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"GHEORGHE VLAD-DAN-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL PATRIOȚILOR-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA AUR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
31,PRAHOVA,"COLEGIUL FERDINAND I",480,MĂNECIU,134096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:05:49",1049,1049,0,551,533,0,18,1200,649,532,19,14,3,2,18,1,3,5,305,30,5,3,32,13,12,86,0
31,PRAHOVA,"COLEGIUL ION KALINDERU",218,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:03:43",864,864,0,598,528,0,70,900,302,577,21,19,24,8,63,6,4,10,214,92,3,2,8,34,22,64,4
31,PRAHOVA,"COLEGIUL ”MIHAIL CANTACUZINO” SALA AP.1",252,"ORAŞ SINAIA",131540,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:26:47",1493,1493,0,937,922,0,15,1600,663,878,57,40,6,7,42,0,8,27,449,66,21,5,11,43,19,128,6
31,PRAHOVA,"COLEGIUL ”MIHAIL CANTACUZINO” SALA AP.2",253,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:17:34",966,966,0,563,540,0,23,1100,537,534,29,14,8,4,19,3,11,20,271,48,6,5,6,19,20,76,4
31,PRAHOVA,"COLEGIUL NAŢIONAL ”ALEXANDRU IOAN CUZA”",4,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:43:22",1009,1009,0,462,438,0,24,1100,638,438,24,23,2,3,22,6,11,16,122,86,6,2,15,19,36,63,6
31,PRAHOVA,"COLEGIUL NAŢIONAL ”ION LUCA CARAGIALE”",9,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:09:58",1416,1416,0,510,485,0,25,1600,1090,479,31,19,6,4,41,21,12,23,132,87,11,5,11,17,22,67,1
31,PRAHOVA,"COLEGIUL NAŢIONAL ”ION LUCA CARAGIALE”",10,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:39:10",1108,1108,0,444,433,0,11,1200,756,424,20,25,2,0,32,4,4,14,149,58,6,4,6,25,22,70,3
31,PRAHOVA,"COLEGIUL NAŢIONAL ”MIHAI VITEAZUL”",16,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:03:47",629,629,0,280,267,0,13,700,420,277,3,12,2,1,17,1,6,17,71,67,0,2,0,12,17,45,7
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",145,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:57:46",822,822,0,294,280,0,14,900,606,293,1,10,3,3,19,3,13,11,91,38,1,2,7,27,18,45,2
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",148,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:11:00",1219,1219,0,498,487,0,11,1300,802,466,28,14,4,3,53,10,11,20,162,65,5,4,7,15,34,58,1
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",146,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:11:07",885,885,0,363,349,0,14,1000,637,350,13,14,0,6,27,3,10,14,91,61,6,7,7,20,32,46,6
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",147,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:04:04",883,883,0,349,348,0,1,1000,651,331,18,18,3,6,27,5,5,20,97,35,6,4,8,16,26,47,8
31,PRAHOVA,"COLEGIUL NAŢIONAL”NICOLAE GRIGORESCU” - (SALA DE CLASA)",160,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:51:08",1180,1180,0,605,577,0,28,1300,695,584,21,22,21,5,29,2,4,21,233,89,6,6,12,31,35,66,2
31,PRAHOVA,"COLEGIUL NAŢIONAL”NICOLAE GRIGORESCU” - (SALA DE CLASA)",159,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:20:18",1069,1069,0,558,526,0,32,1200,642,533,25,14,22,7,21,4,7,29,227,50,2,4,10,28,34,71,3
31,PRAHOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ”REGINA MARIA” (FOST COLEGIUL NAȚIONAL ”JEAN MONNET”)”",53,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:34:00",1075,1075,0,513,493,0,20,1200,687,491,22,17,3,3,26,6,4,19,129,95,5,4,14,21,54,85,6
31,PRAHOVA,"COLEGIUL ”SPIRU HARET”(FOST LICEUL DE CONSTRUCTII MASINI)",72,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:43:35",832,832,0,458,320,0,138,900,452,425,23,13,3,3,29,7,4,13,177,47,9,5,4,19,21,70,1
31,PRAHOVA,"COLEGIUL TEHNIC CONSTANTIN ISTRATI (CAMIN)",170,"MUNICIPIUL CÂMPINA",131256,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:53:06",1545,1545,0,770,753,0,17,1700,930,747,23,17,25,4,56,9,8,35,317,74,12,6,13,34,52,84,1
31,PRAHOVA,"COLEGIUL TEHNIC CONSTANTIN ISTRATI - SALA DE CLASA)",171,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:01:07",1512,1512,0,725,682,0,43,1700,975,699,26,23,41,3,36,5,4,21,254,77,2,4,15,38,62,108,6
31,PRAHOVA,"COLEGIUL TEHNIC FORESTIER - (SALA DE SPORT)",168,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:55:47",1101,1101,0,596,576,0,20,1200,604,565,31,19,24,4,31,5,7,29,238,70,3,4,7,25,31,60,8
31,PRAHOVA,"COLEGIUL TEHNIC FORESTIER - (SALA DE SPORT)",169,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:57:16",1184,1184,0,600,588,0,12,1300,700,578,22,12,25,6,23,5,4,25,212,67,10,2,15,7,49,112,4
31,PRAHOVA,"CONSILIUL LOCAL APOSTOLACHE",295,APOSTOLACHE,132011,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:04:29",786,786,0,465,448,0,17,901,436,414,51,10,6,3,28,1,0,3,261,12,4,5,1,1,2,77,0
31,PRAHOVA,"CONSILIUL LOCAL APOSTOLACHE",294,APOSTOLACHE,132011,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:47:54",845,845,0,552,525,0,27,900,348,521,31,14,10,1,34,5,4,10,327,34,6,4,7,4,7,54,0
31,PRAHOVA,"CONTAINER MOBIL AMPLASAT IN CURTEA SCOLII CU CLS. I-IV SATU NOU",307,"BABA ANA",132164,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:37:22",92,92,0,56,47,0,9,100,44,48,8,0,1,0,5,0,1,1,26,2,0,0,6,0,1,3,2
31,PRAHOVA,"COOPERATIVA DE CONSUM",399,DRĂGĂNEŞTI,133018,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:09:37",302,302,0,188,173,0,15,400,212,179,9,2,1,1,13,3,1,4,87,19,4,4,0,2,1,37,0
31,PRAHOVA,"DIRECŢIA GENERALĂ DE ASISTENŢĂ SOCIALĂ ŞI PROTECŢIA COPILULUI PRAHOVA",83,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:31:26",1219,1219,0,513,498,0,15,1300,787,477,36,21,0,4,32,10,13,22,169,69,2,5,10,23,23,70,4
31,PRAHOVA,"DIRECŢIA GENERALĂ DE ASISTENŢĂ SOCIALĂ ŞI PROTECŢIA COPILULUI PRAHOVA",82,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:28:05",1222,1222,0,463,456,0,7,1300,837,434,29,22,1,5,36,7,7,18,139,61,7,5,12,23,20,69,2
31,PRAHOVA,"DIRECŢIA JUDEŢEANĂ PENTRU SPORT ŞI TINERET PRAHOVA",11,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:39",1112,1112,0,440,431,0,9,1200,760,420,20,20,2,4,28,8,3,19,140,57,7,5,11,24,14,74,4
31,PRAHOVA,"DIRECŢIA JUDEŢEANĂ PENTRU SPORT ŞI TINERET PRAHOVA",12,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:12:37",1241,1239,2,521,503,0,18,1400,879,492,29,15,1,6,33,9,10,19,156,84,5,7,8,27,39,64,9
31,PRAHOVA,"DISPENSAR UMAN BĂNEŞTI",313,BĂNEŞTI,132315,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:42:22",1370,1370,0,785,760,0,25,1500,715,762,23,19,18,2,31,52,3,20,320,78,9,3,19,26,38,122,2
31,PRAHOVA,"FOSTA SCOALA CU CLS. I - IV GALMEIA",499,PLOPU,134390,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:10:04",215,215,0,156,148,0,8,293,137,152,4,0,0,0,10,0,1,0,100,12,2,1,0,0,1,22,3
31,PRAHOVA,"FOSTA ŞCOALĂ GENERALĂ CU CLASELE I-IV DIN SATUL TÂRLEŞTI",518,POSEŞTI,134648,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:31:41",427,427,0,278,269,0,9,499,230,246,22,2,2,2,28,0,2,4,142,8,1,5,5,1,0,42,2
31,PRAHOVA,"FOSTA ŞCOALĂ SAT SFÂRLEANCA",406,DUMBRĂVEŞTI,131461,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:21:54",475,475,0,364,345,0,19,500,136,348,16,2,2,0,27,1,2,13,222,6,3,4,1,17,1,46,1
31,PRAHOVA,"FOSTUL SEDIU AL GRADINŢEI DE COPII DIN COLONIA BRAZI",341,BRAZI,130712,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:43:56",325,325,0,198,187,0,11,400,202,182,16,8,0,2,21,2,1,7,61,12,3,9,1,8,6,40,1
31,PRAHOVA,"FOSTUL SEDIU AL PRIMARIEI",533,RÂFOV,135020,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:39:48",278,278,0,169,159,0,10,300,131,161,8,0,0,1,8,3,1,2,81,14,2,2,18,4,0,24,1
31,PRAHOVA,"FOSTUL SEDIU AL PRIMARIEI",534,RÂFOV,135020,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:55:29",128,128,0,95,81,0,14,202,107,91,4,4,0,1,0,2,0,0,67,4,0,0,4,2,0,7,0
31,PRAHOVA,"FOSTUL SEDIU AL ŞCOLII GIMNAZIALE DIN SATUL STEJARU",346,BRAZI,130712,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:16:25",508,508,0,246,237,0,9,600,354,214,32,1,4,1,19,3,1,9,104,8,3,5,4,5,1,46,0
31,PRAHOVA,"GARA PLOIEŞTI TRIAJ",157,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:36:33",165,165,0,75,65,0,10,200,125,69,6,2,0,1,4,0,0,0,24,9,2,0,1,4,1,21,0
31,PRAHOVA,"GRADINITA BORDENII MARI",550,SCORŢENI,135164,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:25:12",1164,1164,0,795,776,0,19,1300,535,716,49,16,7,3,62,7,4,14,414,54,6,8,22,2,1,92,4
31,PRAHOVA,"GRĂDINIȚA „CASTELUL PITICILOR”",286,ADUNAŢI,131899,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:19:49",761,761,0,543,534,0,9,800,257,509,34,9,5,0,10,1,1,10,392,10,1,2,4,7,12,43,2
31,PRAHOVA,"GRADINITA CHIOJDEANCA",372,CHIOJDEANCA,132645,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:49:32",772,772,0,608,550,0,58,806,199,552,55,6,2,1,31,2,2,5,333,37,2,8,4,2,4,110,3
31,PRAHOVA,"GRĂDINIȚA COȘERELE",441,GORNET-CRICOV,133615,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:08:49",635,635,0,422,390,0,32,700,278,391,31,8,3,1,20,1,1,3,247,15,3,1,0,22,4,56,6
31,PRAHOVA,"GRADINITA COSLEGI",602,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:37:55",536,536,0,275,268,0,7,600,325,254,21,10,5,2,20,1,1,3,139,7,5,10,9,4,5,32,1
31,PRAHOVA,"GRĂDINIŢA CU PP SI PN ”FRAM - URSUL POLAR”",221,"ORAŞ BUŞTENI",131210,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:26:18",547,547,0,342,318,0,24,600,258,320,22,15,1,2,26,2,4,7,135,45,1,5,9,14,16,38,0
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",389,CORNU,132805,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:49:21",822,822,0,553,535,0,18,900,347,533,20,15,9,4,27,3,2,8,328,37,5,5,8,14,8,49,11
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",387,CORNU,132805,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:45",1335,1334,1,724,698,0,26,1500,776,696,28,20,6,4,31,3,5,21,387,47,4,6,10,23,17,108,4
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",544,SÂNGERU,135244,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:38:57",1299,1299,0,395,393,0,2,1400,1005,360,35,6,0,0,15,1,2,1,259,2,2,5,3,2,1,61,0
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",545,SÂNGERU,135244,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:31:19",671,671,0,345,329,0,16,800,471,296,33,6,3,3,14,1,0,4,201,13,1,2,0,2,5,40,1
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",548,SÂNGERU,135244,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:44:48",523,523,0,263,258,0,5,532,269,252,11,2,1,1,24,0,2,2,162,11,3,1,3,3,3,34,0
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",546,SÂNGERU,135244,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:40:16",419,419,0,237,226,0,11,520,283,223,14,3,0,0,14,0,0,8,134,3,2,5,2,4,1,46,1
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL",565,ŞOIMARI,135501,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:18:52",561,561,0,388,383,0,5,600,212,339,49,2,5,1,57,3,3,4,119,12,11,11,39,4,3,63,2
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL BLEJOI, SAT BLEJOI, NR. 511",334,BLEJOI,130678,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:56:33",1605,1605,0,933,918,0,15,1800,867,902,31,20,8,12,32,6,10,32,441,92,10,6,16,30,40,142,5
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL BUDA NR. 46 A",298,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:11:03",440,440,0,364,260,0,104,500,136,349,15,7,4,0,28,3,4,3,199,14,6,2,4,10,4,61,0
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL CASUTA FERMECATA SAT RACHIERI",605,"VALEA CĂLUGĂREASCĂ",135949,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:29:19",1200,1200,0,616,607,0,9,1300,684,563,53,4,14,3,37,1,2,7,400,4,2,11,7,4,4,61,2
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL-CLADIRE ANEXA",547,SÂNGERU,135244,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:20:35",1100,1100,0,608,594,0,14,1208,600,538,70,8,2,0,41,2,0,3,341,14,2,5,0,1,5,113,1
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL FÂNTÂNELE",408,FÂNTÂNELE,133278,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:47:02",794,794,0,516,499,0,17,900,384,474,42,7,0,0,23,7,3,7,235,29,12,10,34,9,16,81,1
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL FÂNTÂNELE",407,FÂNTÂNELE,133278,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:55:08",795,795,0,531,508,0,23,900,369,480,51,25,1,3,33,7,1,19,198,44,9,9,19,17,15,77,3
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL FUNDENI",448,"GURA VITIOAREI",131835,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:44:37",466,466,0,306,293,0,13,500,194,277,29,9,1,2,11,0,1,4,176,14,1,3,6,8,5,36,0
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL GHIOȘEȘTI",230,"ORAŞ COMARNIC",131336,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:44:58",1565,1565,0,952,927,0,25,1623,671,915,37,13,9,2,47,5,3,6,583,23,5,3,2,10,0,202,2
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL GURA BELIEI ”ALBINUŢA”",214,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:58:02",1032,1032,0,550,520,0,30,1100,550,525,25,16,3,1,26,2,4,12,268,32,1,1,6,4,24,123,2
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL ”JERCĂLĂI” ORAȘUL URLAȚI",273,"ORAŞ URLAŢI",131620,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:19:34",737,737,0,315,306,0,9,800,485,292,23,2,0,1,41,1,3,5,158,12,2,5,3,3,4,52,0
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL MALAMUC, NUMĂRUL 149C",431,GHERGHIŢA,133429,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:55:49",325,325,0,240,208,0,32,400,160,233,7,2,3,1,18,1,3,6,166,4,2,0,0,3,2,21,1
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NEDELEA NR. 47A",299,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:20:38",806,806,0,597,479,0,118,900,303,548,49,11,7,5,29,3,5,12,271,33,9,15,7,30,10,99,2
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL, NR.1",200,"ORAŞ BOLDEŞTI-SCĂENI",131069,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:12:02",1422,1422,0,820,803,0,17,1645,825,740,80,28,5,0,27,4,7,13,416,30,13,8,8,16,12,142,11
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",280,"ORAŞ VĂLENII DE MUNTE",131817,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:10:10",1417,1417,0,799,762,0,37,1599,800,775,24,25,4,4,33,20,9,18,396,44,14,12,18,36,16,119,7
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",130,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:02:05",997,997,0,378,373,0,5,1100,722,362,16,18,5,4,27,3,2,12,116,51,2,2,3,21,33,59,4
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",128,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:23:44",1203,1203,0,465,456,0,9,1300,835,443,22,25,3,4,30,5,12,11,151,53,7,11,3,29,28,68,3
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",129,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:21",854,854,0,326,311,0,15,898,572,301,25,12,0,5,12,11,8,17,88,37,4,3,5,13,25,60,1
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2",267,"ORAŞ SLĂNIC",131577,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:23:51",916,916,0,597,568,0,29,998,401,558,39,12,3,5,58,9,5,10,228,70,10,9,12,20,7,95,5
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.2 VÎLCĂNEŞTI",622,VÂLCĂNEŞTI,136198,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:12:56",706,706,0,418,412,0,6,800,382,400,18,9,6,2,9,2,4,1,259,30,6,4,2,8,5,52,1
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",476,MĂNECIU,134096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:49:40",1318,1318,0,797,780,0,17,1400,603,753,44,16,4,2,47,4,4,11,476,30,6,1,23,19,13,96,1
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",99,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:25:27",831,831,0,369,361,0,8,900,531,348,21,22,1,6,17,10,9,17,94,54,4,5,3,24,24,49,9
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",100,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:50:48",782,782,0,332,320,0,12,900,568,319,13,11,1,7,30,8,7,16,93,39,6,6,8,18,21,45,3
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",101,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:11:44",1275,1275,0,393,385,0,8,1400,1007,355,38,20,3,3,36,8,7,14,115,44,15,6,6,16,0,60,2
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL NR.3(SALA DE CLASA SI DE JOC)",179,"MUNICIPIUL CÂMPINA",131256,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:21:34",1593,1593,0,671,656,0,15,1811,1125,633,38,14,16,5,53,7,2,22,256,42,6,6,10,34,45,115,0
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4",281,"ORAŞ VĂLENII DE MUNTE",131817,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:29:04",954,954,0,537,528,0,9,997,460,509,28,7,2,7,30,10,3,5,263,25,5,4,9,11,7,118,3
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 (FOSTA GRADINITA DE COPII NR. 4)",46,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:00:14",758,758,0,440,420,0,20,800,360,380,11,6,4,8,24,3,5,12,129,66,5,2,6,21,23,64,2
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 50 (FOSTA GRĂDINIŢĂ NR. 50)",89,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:30",1114,1114,0,465,452,0,13,1200,735,452,13,20,0,4,18,14,16,22,128,77,8,3,8,32,38,57,7
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 50 (FOSTA GRĂDINIŢĂ NR. 50)",88,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:42",1026,1026,0,475,466,0,9,1100,625,438,37,22,2,2,25,10,9,11,144,65,7,5,11,20,30,72,3
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL ODAILE",529,"PUCHENII MARI",134942,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:32:09",1284,1284,0,769,745,0,24,1400,631,706,63,21,2,3,47,7,7,11,394,72,10,11,2,17,7,93,2
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL OGRETIN",394,DRAJNA,132896,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:23",1040,1040,0,627,618,0,9,1100,473,581,46,9,2,1,27,1,2,5,362,24,10,7,6,9,3,111,2
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL PĂCUREŢI",491,PĂCUREŢI,134336,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:09:23",934,934,0,745,656,0,89,1000,255,701,44,3,7,1,31,12,4,4,418,4,1,4,1,19,5,185,2
31,PRAHOVA,"GRADINITA CU PROGRAM NORMALPIETROSANI",531,"PUCHENII MARI",134942,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:45:33",921,921,0,475,463,0,12,1000,525,454,21,7,2,2,24,3,1,12,188,99,1,10,2,15,16,72,0
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL PLOIEȘTIORI, SAT PLOIEȘTIORI, NR. 537",335,BLEJOI,130678,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:01:53",1179,1179,0,676,659,0,17,1300,624,663,13,19,2,8,54,5,7,16,268,54,8,18,11,34,25,129,5
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL PODUL LUNG",231,"ORAŞ COMARNIC",131336,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:26:12",450,450,0,242,232,0,10,500,258,224,18,2,3,0,8,3,1,0,140,7,1,3,3,3,8,42,0
