precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA AUR-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi"
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 NĂRUJA",225,NĂRUJA,176891,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 16:24:40",965,965,0,632,602,0,30,1062,430,604,28,1,24,0,13,0,437,3,1,1,1,20,79,0,9,7,8
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 POPEȘTI",253,POPEŞTI,178901,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:20:52",905,905,0,527,516,0,11,994,467,499,28,1,37,2,11,0,248,0,3,4,7,5,149,5,10,7,10
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 SURAIA",295,SURAIA,177842,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:43:20",1571,1571,0,812,770,0,42,1720,908,759,53,2,40,2,8,4,504,1,1,5,18,14,69,10,7,69,5
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 GUGEŞTI",182,GUGEŞTI,176301,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:28:34",868,868,0,405,386,0,19,954,549,383,22,2,25,5,5,0,238,2,2,5,1,2,59,4,6,26,1
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 (STRUCTURA CARAGEA)",88,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:31:48",901,901,0,461,443,0,18,997,536,440,21,2,23,4,7,2,269,3,1,13,5,15,56,4,5,23,8
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 FOCȘANI",57,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:18:43",1543,1543,0,685,662,0,23,1700,1015,653,32,3,31,6,20,2,330,4,6,15,5,37,88,4,5,74,23
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 (STRUCTURA UNIREA)",90,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:49",1614,1614,0,733,712,0,21,1784,1051,685,48,1,51,11,13,1,375,4,1,15,4,13,128,1,9,43,15
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL PALTIN",234,PALTIN,177101,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:16:19",1085,1085,0,759,719,0,40,1183,424,695,64,4,51,2,9,0,480,4,3,4,4,10,78,2,9,19,16
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL RĂDULEŞTI",330,VÂNĂTORI,178607,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:54:11",701,701,0,346,336,0,10,774,428,325,21,1,16,1,2,0,187,1,3,4,3,1,77,0,3,23,3
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL RUCĂRENI",286,SOVEJA,177762,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 19:41:21",679,679,0,429,380,0,49,747,318,399,30,2,9,2,10,0,305,0,2,1,3,3,34,3,3,15,7
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL SATU NOU",95,"ORAŞ PANCIU",175055,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:12:27",765,765,0,400,380,0,20,842,442,388,12,4,34,7,3,2,162,4,2,8,6,3,101,2,2,43,5
41,VRANCEA,"GRADINITA CU PROGRAM NORMAL STUPINA",208,MĂICĂNEŞTI,176613,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:27:04",259,259,0,206,184,0,22,285,79,186,20,0,3,2,2,2,133,1,1,3,2,1,16,0,0,3,17
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL VARNIȚA",261,RĂCOASA,177405,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:38:15",447,447,0,212,207,0,5,489,275,193,19,1,12,1,1,1,96,0,0,1,0,4,57,1,0,15,3
41,VRANCEA,"GRADINITA CU PROGRAM NORMAL VIISOARA",243,PĂUNEŞTI,177236,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:05:59",779,779,0,356,345,0,11,854,498,313,43,2,10,47,10,0,140,0,4,5,1,5,67,3,6,10,3
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORNAL SÎRBI",317,ŢIFEŞTI,178180,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:27:08",587,587,0,302,291,0,11,650,348,276,26,0,7,2,6,2,179,1,2,1,1,1,48,1,0,21,4
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT GOLEŞTI",177,GOLEŞTI,174824,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:00:41",967,967,0,476,471,0,5,1066,590,461,15,1,22,4,9,2,233,2,3,6,8,14,112,3,3,32,7
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1",54,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:50:54",885,885,0,365,352,0,13,976,611,345,20,0,10,7,8,0,172,4,1,11,1,13,64,1,1,42,10
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",52,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:30:36",1654,1654,0,712,699,0,13,1829,1117,681,31,6,39,12,18,5,357,3,8,17,2,32,93,1,3,55,30
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",53,"MUNICIPIUL FOCŞANI",174744,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:47:18",1753,1753,0,808,783,0,25,1933,1125,765,43,5,30,16,25,2,335,3,8,23,0,28,135,4,7,93,51
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 15",16,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:08:40",1692,1692,0,752,742,0,10,1863,1111,708,44,5,43,22,25,3,313,5,5,15,4,34,101,1,3,100,29
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 15",15,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:47:34",878,878,0,393,384,0,9,963,570,374,19,7,26,13,4,4,174,2,2,9,2,15,63,1,4,36,12
41,VRANCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 15 FOCȘANI",14,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:02:41",1454,1454,0,607,592,0,15,1606,999,577,30,3,30,9,24,2,267,1,3,19,3,18,89,2,5,71,31
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",28,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:56:32",1248,1248,0,465,445,0,20,1382,917,444,21,4,22,11,15,2,201,4,3,11,2,15,61,4,3,61,25
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",29,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:32:03",1540,1540,0,597,578,0,19,1705,1108,577,20,4,32,10,17,2,312,4,4,8,3,9,94,3,2,59,14
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 17",58,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:04",1001,1001,0,430,417,0,13,1106,676,404,26,2,21,11,18,4,185,1,4,6,1,13,61,2,4,56,15
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 18",43,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 20:09:23",976,976,0,452,441,0,11,1079,627,436,16,2,22,5,12,3,222,1,1,15,3,15,66,4,2,56,7
41,VRANCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 18 FOCȘANI",42,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 08:29:57",1388,1388,0,613,599,0,14,1532,918,596,17,1,28,11,18,2,263,3,3,13,1,38,115,4,3,69,24
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 8",56,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:35:37",884,884,0,376,361,0,15,980,604,355,21,4,15,9,7,3,153,4,2,5,0,0,64,2,3,63,21
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT PETREŞTI",329,VÂNĂTORI,178607,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:40:37",1273,1273,0,585,573,0,12,1404,819,566,19,1,49,10,7,4,245,0,1,14,5,18,106,6,11,66,23
41,VRANCEA,"GRĂDINIȚA DE COPII - SALA II",120,BROŞTENI,175466,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:48:17",526,526,0,318,314,0,4,579,261,289,29,1,18,4,3,0,153,1,0,7,0,5,76,0,1,10,10
41,VRANCEA,"GRADINITA GOLESTII DE SUS",150,COTEŞTI,175885,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 08:58:58",354,354,0,237,218,0,19,389,152,224,13,1,12,3,4,0,100,0,1,2,2,5,35,0,2,48,9
41,VRANCEA,"GRADINITA NR 1",360,VULTURU,178821,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:25:43",1263,1263,0,421,405,0,16,1391,970,393,28,2,15,2,8,1,227,4,5,9,4,3,66,0,2,36,9
41,VRANCEA,"GRADINITA NR. 1 CENTRU HOMOCEA",191,HOMOCEA,176445,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:32:28",1721,1721,0,551,514,0,37,1899,1348,493,58,2,59,9,4,0,331,0,0,0,0,5,63,4,7,3,6
41,VRANCEA,"GRĂDINIȚA, SAT VETREȘTI-HERĂSTRĂU",232,NISTOREŞTI,177003,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:09:23",775,775,0,480,471,0,9,853,373,435,45,1,33,5,5,0,231,4,0,9,3,2,108,3,11,14,6
41,VRANCEA,"GRADINITA SPERIETI",216,MOVILIŢA,176793,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:06:12",389,389,0,209,193,0,16,433,224,195,14,0,8,1,0,2,98,2,1,2,3,4,35,0,3,32,4
41,VRANCEA,"GRADINITA „VOINICELUL” NECULELE",347,VINTILEASCA,178475,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:30:16",360,360,0,226,205,0,21,399,173,213,13,0,9,0,4,0,163,1,0,1,0,1,28,0,1,5,0
41,VRANCEA,"IMOBIL BIROURI",139,CIORĂŞTI,175590,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:52:38",472,472,0,272,244,0,28,521,249,241,31,0,6,1,0,2,204,0,0,0,1,1,18,1,2,5,0
41,VRANCEA,"INSPECTORATUL TERITORIAL DE MUNCĂ VRANCEA",36,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:14:39",1203,1203,0,586,567,0,19,1325,742,567,16,3,24,9,13,8,274,4,5,18,1,16,93,2,2,75,20
41,VRANCEA,"INTERNAT SCOLAR",230,NEREJU,176944,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 22:32:22",575,575,0,360,350,0,10,631,271,310,50,0,18,1,0,1,228,1,0,0,1,1,55,1,3,0,0
41,VRANCEA,"LICEUL DE AGRICULTURĂ ȘI INDUSTRIE ALIMENTARĂ",87,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:29",1582,1582,0,851,831,0,20,1742,891,800,51,9,36,4,15,1,517,4,4,7,7,12,104,9,7,41,23
41,VRANCEA,"LICEUL TEHNOLOGIC ”ALEXANDRU IOAN CUZA” PANCIU",93,"ORAŞ PANCIU",175055,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:24:31",1270,1270,0,669,631,0,38,1404,735,644,25,3,51,2,18,3,279,5,3,14,5,18,130,7,3,78,25
41,VRANCEA,"LICEUL TEHNOLOGIC ”EREMIA GRIGORESCU”",77,"ORAŞ MĂRĂŞEŞTI",174922,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:56:33",1563,1563,0,593,586,0,7,1725,1132,573,20,0,19,26,12,4,292,4,1,6,1,23,134,0,2,38,11
41,VRANCEA,"LICEUL TEHNOLOGIC ”EREMIA GRIGORESCU”",78,"ORAŞ MĂRĂŞEŞTI",174922,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:20:45",1383,1383,0,581,553,0,28,1524,943,555,26,5,32,28,6,0,247,4,4,7,2,2,146,2,2,44,24
41,VRANCEA,"LICEUL TEHNOLOGIC ”G.G.LONGINESCU”",18,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:40:39",1396,1396,0,631,618,0,13,1533,902,583,48,9,33,5,9,3,291,6,2,13,7,16,115,4,1,55,14
41,VRANCEA,"LICEUL TEHNOLOGIC ”G.G.LONGINESCU”",17,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:16:12",720,720,0,375,350,0,25,791,416,358,17,3,22,2,13,0,170,2,1,8,2,14,57,11,1,40,12
41,VRANCEA,"LICEUL TEORETIC ”DUILIU ZAMFIRESCU” ODOBEȘTI",86,"ORAŞ ODOBEŞTI",175019,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:46:09",1526,1526,0,807,766,0,41,1678,871,765,42,4,33,3,6,2,478,3,4,18,2,24,103,12,7,55,11
41,VRANCEA,"LICEUL TEORETIC ”GRIGORE GHEBA” DUMITREȘTI",155,DUMITREŞTI,175983,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:45:26",596,596,0,429,390,0,39,654,225,408,21,1,4,3,17,1,263,1,1,8,2,7,70,1,1,26,2
41,VRANCEA,"LICEUL TEORETIC ”IOAN SLAVICI”",92,"ORAŞ PANCIU",175055,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:52:07",1050,1050,0,485,450,0,35,1163,678,468,17,6,45,7,11,8,197,2,2,10,0,17,63,4,6,81,9
41,VRANCEA,"LICEUL TEORETIC ”IOAN SLAVICI”",91,"ORAŞ PANCIU",175055,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:34:00",1316,1316,0,616,605,0,11,1448,832,578,38,7,43,3,11,12,259,3,5,22,1,0,97,3,3,98,11
41,VRANCEA,"MUZEUL SATULUI",294,SURAIA,177842,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:17:30",1533,1533,0,742,719,0,23,1678,936,698,44,5,36,4,12,6,428,3,6,4,1,13,61,6,11,89,13
41,VRANCEA,"OBŞTEA PRISACA",323,"VALEA SĂRII",178313,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:57:40",138,138,0,102,97,0,5,149,47,99,3,0,7,0,0,0,65,1,1,0,1,0,14,1,1,7,1
41,VRANCEA,"PRIMARIA COMUNEI SIHLEA",273,SIHLEA,177600,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:04:17",1880,1880,0,1008,990,0,18,2077,1069,933,75,3,36,4,7,0,691,1,1,7,6,6,128,3,8,26,6
41,VRANCEA,PRIMARIE,143,CORBIŢA,175787,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 21:32:06",334,334,0,203,185,0,18,366,163,189,14,3,9,0,1,0,146,1,0,0,2,2,18,1,2,3,1
41,VRANCEA,PRIMARIE,306,TÂMBOEŞTI,178046,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:47:00",1167,1167,0,671,630,0,41,1281,610,532,139,2,12,0,6,1,421,1,2,1,5,0,63,3,4,9,2
41,VRANCEA,"SALA DE FESTIVITĂŢI MUNCEI",355,VRÂNCIOAIA,178750,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:35:28",529,529,0,314,286,0,28,581,267,290,24,2,17,1,6,1,189,3,1,1,3,0,39,1,2,20,4
41,VRANCEA,"SALA DE ȘEDINȚE MĂRĂȘTI",260,RĂCOASA,177405,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:48:35",375,375,0,205,186,0,19,414,209,184,21,1,3,0,3,0,84,0,0,2,2,0,71,2,1,14,1
41,VRANCEA,"SALA DE ŞEDINŢE ŞI WORKSHOP",354,VRÂNCIOAIA,178750,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:14:45",474,474,0,273,250,0,23,525,252,237,36,0,7,1,1,0,161,2,1,4,2,0,34,1,1,20,2
41,VRANCEA,"SALA DE SPORT",67,"MUNICIPIUL ADJUD",174860,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:37:58",1165,1165,0,553,532,0,21,1286,733,528,25,5,34,21,22,1,258,3,2,18,1,19,92,3,5,38,6
41,VRANCEA,"SALA DE SPORT VIDRA",335,VIDRA,178377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:34:03",1455,1455,0,749,721,0,28,1603,854,709,40,1,33,1,10,1,404,1,3,10,10,18,132,4,10,46,25
41,VRANCEA,"SALĂ FESTIVITĂŢI",321,"VALEA SĂRII",178313,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:59:31",597,597,0,397,368,0,29,656,259,366,31,0,26,1,10,1,223,0,3,1,3,5,65,0,7,16,5
41,VRANCEA,"SALA SPORTURILOR",35,"MUNICIPIUL FOCŞANI",174744,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:23:18",1189,1189,0,496,491,0,5,1312,816,478,18,0,21,6,11,6,219,2,2,19,2,22,71,4,2,85,6
41,VRANCEA,"SC FREEDOM CAFE-BAR S.R.L.",59,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:17:23",1358,1358,0,726,561,0,165,1499,773,679,47,0,47,17,14,2,320,3,3,10,3,15,168,2,7,53,15
41,VRANCEA,SCOALA,110,BOGHEŞTI,175260,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 16:21:59",388,388,0,290,275,0,15,426,136,268,22,0,17,24,10,0,162,1,2,1,1,2,29,0,1,15,3
41,VRANCEA,"SCOALA BECIU",332,VÂRTEŞCOIU,178689,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:45:24",355,355,0,187,179,0,8,387,200,176,11,0,3,0,2,0,135,2,1,2,0,0,23,0,1,6,1
41,VRANCEA,"SCOALA BLIDARI",129,CÂRLIGELE,175732,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:55:45",452,452,0,287,259,0,28,490,203,273,14,2,15,3,3,2,173,0,1,5,1,1,40,7,3,13,4
41,VRANCEA,"SCOALA BOTARLAU",361,VULTURU,178821,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:14:04",1211,1211,0,409,384,0,25,1333,924,394,15,2,37,1,13,1,193,0,2,6,2,3,81,0,9,32,12
41,VRANCEA,"SCOALA CALIENII-NOI",223,NĂNEŞTI,176855,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:46:36",262,262,0,156,134,0,22,287,131,145,11,1,3,0,1,0,96,1,2,0,1,3,11,1,2,23,0
41,VRANCEA,"ŞCOALA CODREŞTI",138,CIORĂŞTI,175590,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:29:27",154,154,0,110,86,0,24,169,59,95,15,0,6,0,3,0,68,0,0,0,0,2,11,1,1,3,0
41,VRANCEA,"SCOALA CU CLASELE I-IV",118,BORDEŞTI,175439,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:56:58",404,404,0,260,236,0,24,445,185,243,17,0,7,1,0,0,142,0,1,0,0,2,43,14,0,31,2
41,VRANCEA,"ŞCOALA CU CLASELE I-IV",226,NĂRUJA,176891,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 16:55:39",540,540,0,322,307,0,15,592,270,302,20,0,16,1,3,0,204,1,1,0,1,5,62,0,2,6,0
41,VRANCEA,"SCOALA CU CLASELE I-IV DEALU SARII",202,JITIA,176551,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:30:12",136,136,0,92,86,0,6,150,58,80,12,0,0,0,2,0,60,1,0,1,0,4,8,2,0,2,0
41,VRANCEA,"ŞCOALA CU CLASELE I-IV DOAGA",174,GAROAFA,176212,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:05:34",364,364,0,203,190,0,13,403,200,194,9,2,5,3,3,0,122,1,1,0,0,2,36,1,3,9,6
41,VRANCEA,"ŞCOALA CU CLASELE I-IV FUNDATURA",237,PĂULEŞTI,178910,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:03:36",431,431,0,268,260,0,8,476,208,239,29,5,7,0,4,1,167,0,0,2,2,4,21,0,6,18,2
41,VRANCEA,"SCOALA CU CLASELE I-IV JITIA",200,JITIA,176551,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:39:57",581,581,0,371,352,0,19,641,270,333,38,0,18,3,1,2,244,0,0,2,2,1,48,1,2,9,0
41,VRANCEA,"SCOALA CU CLASELE I-IV JITIA DE JOS NR.1",203,JITIA,176551,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:42:27",339,339,0,237,225,0,12,372,135,222,15,0,8,1,1,0,164,0,3,2,1,0,28,1,3,7,3
41,VRANCEA,"ȘCOALA CU CLASELE I-IV OLEȘEȘTI",316,ŢIFEŞTI,178180,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:10:45",698,698,0,396,384,0,12,769,373,368,28,1,22,1,6,1,209,2,1,14,4,3,59,1,1,34,9
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT MAHRIU, SCOALA COORDONATORARE POIANA CRISTEI",248,"POIANA CRISTEI",177263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:40:31",275,275,0,179,172,0,7,305,126,166,13,0,8,0,1,1,93,0,0,1,2,1,21,0,0,37,1
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT PETREANU. SCOALA COORDONATOARE POIANA CRISTEI",249,"POIANA CRISTEI",177263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:03:47",115,115,0,84,75,0,9,126,42,78,6,0,0,0,0,0,56,0,0,0,1,0,14,0,0,6,1
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT PODU LACULUI, SCOALA COORDONATOARE POIANA CRISTEI",250,"POIANA CRISTEI",177263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:14:09",489,489,0,343,337,0,6,538,195,299,44,1,15,1,3,2,137,0,1,3,2,2,23,1,5,99,4
41,VRANCEA,"SCOALA CU CLASELE I - IV VITANESTII DE SUB MAGURA",116,BOLOTEŞTI,175368,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:52:57",602,602,0,351,319,0,32,662,311,334,17,1,12,2,5,0,226,0,0,2,5,1,52,4,0,18,6
41,VRANCEA,"SCOALA CU CLASELE I-VIII",192,HOMOCEA,176445,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:23:30",1275,1275,0,501,488,0,13,1404,903,475,26,0,50,8,6,0,290,2,3,4,2,1,74,0,14,16,5
41,VRANCEA,"SCOALA CU CLASELE I-VIII SAT TIRITU, SCOALA COORDONATOARE POIANA CRISTEI",251,"POIANA CRISTEI",177263,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 09:23:06",216,216,0,127,119,0,8,237,110,112,15,0,6,1,1,0,67,2,2,1,3,1,16,0,0,12,0
41,VRANCEA,"SCOALA ” DIMITRIE GUSTI” NEREJU",228,NEREJU,176944,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 19:40:51",1379,1379,0,869,856,0,13,1524,655,808,61,1,28,7,5,0,608,1,5,4,7,6,107,6,4,14,5
41,VRANCEA,"SCOALA DIN LIVEZILE",349,VIZANTEA-LIVEZI,178545,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:28:50",568,568,0,325,290,0,35,626,301,290,35,1,7,0,1,2,226,1,2,0,4,1,29,1,4,7,4
41,VRANCEA,"SCOALA DIN MESTEACANU",350,VIZANTEA-LIVEZI,178545,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:18:36",284,284,0,136,128,0,8,312,176,128,8,1,6,0,0,0,105,0,2,1,0,0,11,0,0,2,0
41,VRANCEA,"SCOALA DIN VIZANTEA MANASTIREASCA",352,VIZANTEA-LIVEZI,178545,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:36:56",1345,1345,0,647,586,0,61,1488,841,614,33,1,15,3,10,0,533,0,1,2,1,3,31,0,2,10,2
41,VRANCEA,"SCOALA DIN VIZANTEA RAZASEASCA",353,VIZANTEA-LIVEZI,178545,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:18:32",563,563,0,292,263,0,29,618,326,274,18,0,7,2,1,0,245,0,0,0,0,1,9,2,1,6,0
41,VRANCEA,"ŞCOALA DOAGA",81,"ORAŞ MĂRĂŞEŞTI",174922,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:00:59",214,214,0,75,67,0,8,234,159,71,4,1,0,6,0,1,28,0,0,0,0,1,27,0,0,6,1
41,VRANCEA,"SCOALA GENERALA",339,VIDRA,178377,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:07:37",344,344,0,210,193,0,17,380,170,193,17,0,8,0,1,0,103,0,3,2,0,0,59,2,5,9,1
41,VRANCEA,"SCOALA GENERALA",338,VIDRA,178377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 21:29:09",692,692,0,339,312,0,27,757,418,315,24,0,16,0,2,0,178,0,0,1,9,4,70,3,6,20,6
41,VRANCEA,"SCOALA GENERALA",337,VIDRA,178377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:06:42",722,722,0,353,342,0,11,794,441,317,36,1,34,3,0,0,150,0,2,3,1,1,91,3,3,24,1
