precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PATRIOȚILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","GHEORGHE VLAD-DAN-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA AUR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL DIASPORA UNITĂ-voturi"
35,SUCEAVA,"CASA DE PRĂZNUIRE A PAROHIEI ORTODOXE STÂNCUȚA",560,ZVORIŞTEA,151344,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:52:07",140,140,0,94,79,0,15,200,106,89,5,0,0,0,2,1,2,2,0,0,0,1,10,62,7,2,0
35,SUCEAVA,"CASA DE TIP FAMILIAL ”CIREŞARII”",413,OSTRA,149655,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:02:26",1016,1016,0,534,524,0,10,1100,566,507,27,0,4,3,7,0,0,5,0,0,6,0,28,362,86,2,4
35,SUCEAVA,"CASA NAȚIONALĂ",361,IACOBENI,149138,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:01:25",840,840,0,505,492,0,13,920,415,484,21,6,0,10,8,7,11,2,0,4,13,9,25,313,63,8,5
35,SUCEAVA,"CASA POLONĂ ”DOM POLSKI”",388,"MĂNĂSTIREA HUMORULUI",149370,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:32:24",151,151,0,73,63,0,10,200,127,67,6,0,0,1,2,0,0,1,0,0,6,0,2,42,10,0,3
35,SUCEAVA,"CASA SOCIALĂ ”ARHIM. ZENOVIE GHIDESCU”",99,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:30:20",827,827,0,428,418,0,10,900,472,407,21,1,1,2,20,5,4,1,0,5,19,11,39,215,74,5,5
35,SUCEAVA,"CASA TINERETULUI",470,STULPICANI,150356,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:40:07",1205,1205,0,711,703,0,8,1325,614,647,64,4,3,4,10,1,1,2,4,1,10,8,48,454,90,4,3
35,SUCEAVA,"CASA TRADIȚIILOR",501,UDEŞTI,150588,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:16",550,550,0,286,275,0,11,600,314,261,25,2,1,6,14,7,0,3,1,4,8,4,10,110,84,1,6
35,SUCEAVA,"CENTRALA TERMICĂ CU COGENERARE",68,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:50:00",1381,1381,0,663,644,0,19,1500,837,630,33,5,7,23,69,11,6,12,4,2,14,18,30,306,105,3,15
35,SUCEAVA,"CENTRU DE ASISTENTA DUPA PROGRAMUL SCOLAR TIP AFTER SCHOOL",241,BRODINA,147241,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:58:28",617,617,0,330,320,0,10,696,366,292,38,2,0,1,7,0,3,2,0,0,4,0,40,143,83,6,1
35,SUCEAVA,"CENTRU DE ASISTENȚĂ DUPĂ PROGRAMUL ȘCOLAR TIP ”AFTERSCHOOL”",349,HÂRTOP,151549,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:24",1048,1048,0,628,611,0,17,1100,472,582,46,3,5,11,67,3,3,1,4,0,11,20,50,273,117,5,9
35,SUCEAVA,"CENTRU DE ASISTENȚĂ DUPĂ PROGRAMUL ȘCOLAR TIP ”AFTERSCHOOL”",350,HÂRTOP,151549,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:29:59",1034,1034,0,578,570,0,8,1100,522,531,47,0,1,4,99,3,4,7,0,2,11,7,35,253,89,8,8
35,SUCEAVA,"CENTRU DE SERVICII SOCIALE INTEGRATE MĂNĂSTIOARA",189,"ORAŞ SIRET",146655,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:37:34",452,452,0,215,206,0,9,500,274,202,13,3,3,3,4,3,2,2,0,0,2,3,9,136,28,2,2
35,SUCEAVA,"CENTRU DE TINERET",184,"ORAŞ SIRET",146655,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:51:44",1239,1239,0,508,500,0,8,1400,892,487,21,7,2,9,10,2,2,4,2,2,16,13,30,297,80,5,6
35,SUCEAVA,"CENTRU DE ZI PENTRU COPII",523,"VATRA MOLDOVIŢEI",150980,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:37:38",627,627,0,383,365,0,18,700,317,354,29,5,4,4,2,2,5,5,0,0,4,6,8,231,72,4,2
35,SUCEAVA,"CENTRUL CULTURAL BUCOVINA",6,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:36:42",1537,1537,0,656,628,0,28,1700,1044,635,21,7,8,47,84,4,3,1,6,2,20,29,29,263,106,1,25
35,SUCEAVA,"CENTRUL CULTURAL- CASA DE CULTURĂ",156,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:09:42",1797,1797,0,829,792,0,37,1900,1071,785,44,5,8,26,61,2,5,2,4,5,32,22,70,365,150,8,20
35,SUCEAVA,"CENTRUL CULTURAL EDUCAȚIONAL",428,"POIANA STAMPEI",149851,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:56:49",245,245,0,164,153,0,11,250,86,158,6,2,0,1,5,0,1,0,0,1,0,1,11,126,9,0,1
35,SUCEAVA,"CENTRUL CULTURAL FLORIN PIERSIC CORLATA",220,BERCHIŞEŞTI,151576,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:57:05",405,405,0,263,257,0,6,500,237,246,17,1,1,0,4,0,0,3,1,2,1,6,23,166,34,3,1
35,SUCEAVA,"CENTRUL CULTURAL ”MIHAI TELIMAN”",182,"ORAŞ SIRET",146655,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:35:45",1243,1243,0,642,600,0,42,1400,758,599,43,3,4,12,17,3,5,6,2,2,12,16,39,368,90,7,13
35,SUCEAVA,"CENTRUL PENTRU SUSŢINEREA TRADIŢIILOR BUCOVINENE",14,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:54",1322,1322,0,554,531,0,23,1400,846,533,21,11,4,40,64,7,4,5,2,1,16,19,30,223,88,7,12
35,SUCEAVA,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ SUCEAVA, CORP A",52,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:27:00",1797,1797,0,710,699,0,11,2000,1290,684,26,5,6,28,70,6,7,2,3,5,29,22,55,300,125,3,18
35,SUCEAVA,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ SUCEAVA- CORP B",53,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:38:35",1654,1654,0,611,602,0,9,1800,1189,600,11,5,13,22,45,7,4,2,2,4,26,31,41,295,88,3,12
35,SUCEAVA,"CENTRUL SOCIAL DE PRIMIRE, ASISTARE ȘI ÎNGRIJIRE A PERSOANELOR VÂRSTNICE",123,"MUNICIPIUL VATRA DORNEI",146744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:05:20",499,499,0,302,294,0,8,628,326,292,10,0,4,6,8,1,2,1,1,4,8,7,18,172,51,4,5
35,SUCEAVA,"CENTRUL SOCIAL DE ZI PENTRU PERSOANE VÂRSTNICE, SAT BOBEICA",374,"IZVOARELE SUCEVEI",149183,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 01:26:30",337,337,0,215,207,0,8,393,178,188,27,0,2,0,20,1,1,3,0,0,10,2,12,96,33,3,5
35,SUCEAVA,"CENTRU RECREATIV, CARTIER PĂDURENI",188,"ORAŞ SIRET",146655,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:53:46",439,439,0,223,212,0,11,500,277,214,9,0,1,1,5,2,0,0,0,0,0,5,11,157,32,0,0
35,SUCEAVA,"CLĂDIREA ”DOM POLSKI” VICŞANI",411,MUŞENIŢA,149584,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:41:14",177,177,0,116,110,0,6,400,284,111,5,1,1,2,2,1,0,1,0,0,0,0,6,77,16,3,1
35,SUCEAVA,"CLĂDIRE CU DESTINAȚIE ADMINISTRATIVĂ ȘI SOCIAL CULTURALĂ",400,MOARA,149414,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:53:47",199,199,0,120,112,0,8,300,180,106,14,0,0,0,8,0,2,0,0,0,7,1,7,70,11,0,0
35,SUCEAVA,"CLUBUL COPIILOR ŞI ELEVILOR",71,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:23:04",1374,1374,0,537,526,0,11,1500,963,517,20,7,5,32,55,14,4,7,3,3,7,14,22,243,83,4,14
35,SUCEAVA,"CLUBUL COPIILOR ŞI ELEVILOR – SATUL DE VACANŢĂ",73,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:47:53",1628,1628,0,298,282,0,16,1800,1502,283,15,2,1,12,35,10,2,1,0,1,1,8,5,141,58,2,4
35,SUCEAVA,"CLUBUL FERMIERILOR MESTECANIS STR FERMIERILOR NR 14 SAT MESTECANIS COMUNA IACOBENI JUDETUL SUCEAVA",363,IACOBENI,149138,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:28:03",258,258,0,186,177,0,9,290,104,175,11,0,3,6,4,3,2,0,0,1,7,2,2,106,34,1,4
35,SUCEAVA,"COLEGIUL” ALEXANDRU CEL BUN” CORPUL A",161,"ORAŞ GURA HUMORULUI",146584,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:15:01",1749,1749,0,756,746,0,10,1900,1144,728,28,9,8,22,46,10,9,6,2,6,16,29,41,392,115,3,14
35,SUCEAVA,"COLEGIUL ”ALEXANDRU CEL BUN” CORPUL B",158,"ORAŞ GURA HUMORULUI",146584,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:57:47",1955,1955,0,922,905,0,17,2200,1278,876,46,8,10,35,63,8,2,6,2,8,20,36,52,414,179,6,27
35,SUCEAVA,"COLEGIUL ANDRONIC MOTRESCU",115,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:03:26",1622,1622,0,746,733,0,13,1600,854,726,20,3,5,22,37,0,17,10,2,2,21,23,47,348,164,5,20
35,SUCEAVA,"COLEGIUL DE ARTĂ „CIPRIAN PORUMBESCU” SALA A",9,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:49:39",1241,1241,0,319,301,0,18,1400,1081,313,6,4,3,26,37,1,3,2,3,2,15,17,15,128,45,3,9
35,SUCEAVA,"COLEGIUL DE ARTĂ „CIPRIAN PORUMBESCU” SALA B",10,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:23:52",1220,1220,0,538,525,0,13,1300,762,507,31,10,4,31,65,5,8,1,2,3,15,12,24,236,66,5,20
35,SUCEAVA,"COLEGIUL ECONOMIC ” DIMITRIE CANTEMIR”",13,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:51:45",1051,1051,0,496,482,0,14,1200,704,479,17,15,7,31,63,3,0,1,4,3,20,48,22,188,53,2,19
35,SUCEAVA,"COLEGIUL EUDOXIU HURMUZACHI",106,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:51:48",1877,1877,0,779,779,0,0,2100,1321,755,24,10,4,24,36,3,3,3,3,3,31,25,58,379,148,3,22
35,SUCEAVA,"COLEGIUL EUDOXIU HURMUZACHI",105,"MUNICIPIUL RĂDĂUŢI",146628,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:34:02",1827,1827,0,758,738,0,20,2000,1242,735,23,12,7,36,39,4,4,6,5,2,21,19,52,356,144,6,22
35,SUCEAVA,"COLEGIUL LATCU VODA",183,"ORAŞ SIRET",146655,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:52:30",1381,1381,0,640,630,0,10,1500,860,618,22,6,2,20,23,5,3,3,3,11,21,17,41,368,78,3,14
35,SUCEAVA,"COLEGIUL LAȚCU VODĂ ȘCOALA PROFESIONALĂ",185,"ORAŞ SIRET",146655,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:50:03",726,726,0,287,277,0,10,800,513,277,10,2,0,2,7,1,1,1,3,1,0,12,23,188,32,0,4
35,SUCEAVA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”SPIRU HARET”, SALA A",17,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:06:56",1044,1044,0,546,462,0,84,1400,854,532,14,3,4,51,59,8,8,4,0,2,15,21,22,221,101,3,10
35,SUCEAVA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ” SPIRU HARET”, SALA B",18,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:49:50",917,917,0,499,439,0,60,1000,501,499,0,5,1,35,60,2,5,2,1,3,13,26,24,226,70,8,18
35,SUCEAVA,"COLEGIUL NAŢIONAL ”DRAGOŞ VODĂ”",70,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:37:30",1085,1085,0,421,419,0,2,1200,779,404,17,4,3,12,42,10,2,5,4,5,11,23,23,180,62,3,15
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",28,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:55:00",1637,1637,0,809,795,0,14,1800,991,797,12,15,5,43,119,9,14,5,5,5,16,46,33,304,150,6,22
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",29,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:09:42",1785,1785,0,703,696,0,7,1900,1197,676,27,5,5,43,75,6,6,2,2,6,28,23,34,282,135,5,19
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",27,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:56:53",1734,1734,0,357,309,0,48,1900,1543,346,11,3,5,17,26,6,4,3,3,4,12,18,27,125,71,13,9
35,SUCEAVA,"COLEGIUL NAȚIONAL ”MIHAI EMINESCU”",30,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:38:25",1472,1472,0,619,602,0,17,1600,981,603,16,11,11,35,88,3,3,3,2,3,19,22,31,254,102,2,14
35,SUCEAVA,"COLEGIUL NAŢIONAL ”NICU GANE”",82,"MUNICIPIUL FĂLTICENI",146539,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:22:26",1438,1438,0,669,646,0,23,1600,931,638,31,5,3,27,67,2,0,5,2,2,19,21,50,318,91,7,19
35,SUCEAVA,"COLEGIUL NAŢIONAL ”NICU GANE”",83,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:27",1508,1508,0,692,678,0,14,1600,908,661,31,8,0,16,50,2,5,7,0,2,25,23,34,366,99,4,20
35,SUCEAVA,"COLEGIUL NAŢIONAL ”PETRU RAREŞ” SALA A",2,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:48:17",1496,1496,0,751,751,0,0,1600,849,711,40,22,7,56,75,8,3,11,11,6,23,41,29,282,111,9,17
35,SUCEAVA,"COLEGIUL NAŢIONAL ”PETRU RAREŞ” SALA B",3,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:39:37",1515,1515,0,620,606,0,14,1600,980,602,18,12,6,29,74,5,8,5,6,2,21,29,45,268,72,2,18
35,SUCEAVA,"COLEGIUL NAŢIONAL ”ŞTEFAN CEL MARE”",4,"MUNICIPIUL SUCEAVA",146263,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:08:37",1586,1586,0,693,674,0,19,1700,1007,684,9,9,5,40,67,3,11,5,3,4,14,30,30,310,127,3,23
35,SUCEAVA,"COLEGIUL NAȚIONAL ”ȘTEFAN CEL MARE”",5,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:13:24",820,820,0,298,272,0,26,900,602,287,11,7,1,15,42,1,2,2,2,0,10,12,9,131,38,0,15
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP A)",74,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:25:15",1449,1449,0,584,574,0,10,1600,1016,557,27,6,5,24,60,12,6,0,2,4,22,25,14,271,92,2,12
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP B)",75,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:13:13",1379,1379,0,573,564,0,9,1500,927,541,32,3,8,28,48,9,4,4,1,2,8,29,27,273,79,6,12
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP C)",76,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:59:08",1433,1433,0,648,641,0,7,1600,952,613,35,10,5,19,75,4,5,3,2,5,17,17,21,302,106,5,17
35,SUCEAVA,"COLEGIUL TEHNIC",104,"MUNICIPIUL RĂDĂUŢI",146628,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:53:57",1852,1852,0,767,748,0,19,2200,1433,744,23,20,2,46,26,6,14,10,8,7,14,21,48,351,144,6,21
35,SUCEAVA,"COLEGIUL TEHNIC ”A.I.CUZA” SALA A, CALEA UNIRII, NR.49",48,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:54:08",1742,1742,0,654,640,0,14,2000,1346,646,8,10,7,20,76,4,10,6,5,5,17,30,30,262,140,5,19
35,SUCEAVA,"COLEGIUL TEHNIC ”A.I.CUZA” SALA B, CALEA UNIRII, NR.49",49,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:38:03",1441,1441,0,677,659,0,18,1600,923,657,20,9,10,21,56,8,7,6,3,7,26,18,35,322,110,3,16
35,SUCEAVA,"COLEGIUL TEHNIC ”AL. I. CUZA” SALA C",50,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:14:36",1183,1183,0,549,539,0,10,1300,751,533,16,5,7,17,49,2,10,5,1,0,15,22,30,274,82,1,13
35,SUCEAVA,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ, SALA A",31,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:23:53",1725,1725,0,784,761,0,23,1900,1116,756,28,8,3,54,70,5,2,7,6,0,37,36,49,326,127,4,22
35,SUCEAVA,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ, SALA B",32,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:31:08",1805,1805,0,798,772,0,26,2000,1202,776,22,16,8,63,71,7,11,15,7,4,29,29,38,318,130,7,23
35,SUCEAVA,"COLEGIUL TEHNIC ”MIHAI BĂCESCU”",80,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:00:05",1364,1364,0,702,691,0,11,1596,894,676,26,5,5,38,62,2,4,3,3,6,21,31,55,333,87,4,17
35,SUCEAVA,"COLEGIUL TEHNIC „PETRU MUŞAT”",33,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:18:46",1057,1057,0,300,277,0,23,1200,893,282,18,3,1,11,24,4,5,1,3,1,5,11,19,124,61,2,7
35,SUCEAVA,"COLEGIUL TEHNIC RĂDĂUȚI-CLĂDIRE ÎNVĂȚĂMÂNT LICEAL",108,"MUNICIPIUL RĂDĂUŢI",146628,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:22:09",1824,1824,0,692,686,0,6,2200,1508,669,23,21,5,33,40,8,20,8,8,10,19,15,48,280,134,2,18
35,SUCEAVA,"COLEGIUL TEHNIC RĂDĂUȚI-CLĂDIRE ÎNVĂȚĂMÂNT LICEAL",109,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:02:24",1772,1772,0,659,641,0,18,1800,1141,645,14,7,2,27,58,4,7,2,3,6,23,23,34,335,95,4,15
35,SUCEAVA,"COLEGIUL TEHNIC ”SAMUIL ISOPESCU”",8,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:22:03",1198,1198,0,662,630,0,32,1300,638,592,70,12,4,0,82,6,7,7,3,2,21,22,25,276,110,2,13
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",95,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:00:24",1300,1300,0,547,533,0,14,1500,953,519,28,2,3,13,38,2,6,4,2,6,11,13,29,306,68,6,10
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",97,"MUNICIPIUL FĂLTICENI",146539,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:38:25",1683,1683,0,852,840,0,12,1900,1048,820,32,12,8,32,80,6,6,5,4,4,26,23,48,404,143,8,11
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",96,"MUNICIPIUL FĂLTICENI",146539,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:47:54",1371,1371,0,602,598,0,4,1500,898,569,33,2,5,9,60,4,3,4,1,3,19,18,28,305,89,2,17
35,SUCEAVA,"COMPLEX CFR GARA MARE",128,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:52:18",1078,1078,0,560,542,0,18,1200,640,548,12,2,6,13,27,8,6,6,3,4,11,15,27,290,114,7,9
35,SUCEAVA,"CONTAINER MOBIL",390,"MĂNĂSTIREA HUMORULUI",149370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:26:53",328,328,0,185,181,0,4,400,215,174,11,8,1,0,34,1,6,1,0,0,0,1,7,89,22,0,4
35,SUCEAVA,"CONTAINER MOBIL",308,FÂNTÂNELE,148453,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:49:44",166,166,0,106,102,0,4,200,94,99,7,6,0,1,3,1,3,1,0,0,3,1,4,59,15,2,0
35,SUCEAVA,"CONTAINER MOBIL",397,MOARA,149414,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:43:49",217,217,0,113,104,0,9,300,187,104,9,0,0,2,2,0,0,1,0,1,7,3,8,32,47,0,1
35,SUCEAVA,"CONTAINER MOBIL AMPLASAT ÎN CURTEA ȘCOLII DELENI",425,"PÂRTEŞTII DE JOS",149780,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:54:50",564,564,0,315,289,0,26,600,285,298,17,3,1,4,18,4,23,2,1,3,2,2,17,135,73,0,10
35,SUCEAVA,"CORPUL A LICEUL TEHNOLOGIC IORGU VÂRNAV LITEANU LITENI",167,"ORAŞ LITENI",149227,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:51:55",983,983,0,450,440,0,10,1100,650,426,24,4,2,5,21,1,7,3,3,1,8,16,28,220,100,4,3
35,SUCEAVA,"CORPUL III LICEUL TEHNOLOGIC IORGU VÂRNAV LITEANU LITENI",166,"ORAŞ LITENI",149227,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:39",1317,1317,0,643,627,0,16,1500,857,605,38,6,7,2,20,4,3,6,2,4,15,22,19,350,119,10,16
35,SUCEAVA,"CRESA HIPODROM",111,"MUNICIPIUL RĂDĂUŢI",146628,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:55:48",1775,1775,0,683,663,0,20,2000,1317,659,24,6,4,30,20,4,9,5,5,5,26,15,55,347,107,5,16
35,SUCEAVA,"DIRECŢIA SILVICĂ SUCEAVA",16,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:12:00",1020,1020,0,525,443,0,82,1300,775,504,21,10,6,42,45,8,9,4,0,2,22,17,30,220,78,2,9
35,SUCEAVA,"GALERIILE DE ARTA",102,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:08:13",1696,1696,0,731,709,0,22,1600,869,703,28,2,6,30,32,6,4,19,2,6,25,17,48,343,139,4,20
35,SUCEAVA,"GARA BURDUJENI",44,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:21:59",1649,1649,0,266,241,0,25,2200,1934,257,9,1,5,6,16,1,2,3,0,1,7,7,15,133,51,4,5
35,SUCEAVA,"GARA BURDUJENI",45,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:57:26",1919,1919,0,652,623,0,29,2100,1448,629,23,5,7,22,54,8,7,3,5,1,31,18,47,253,142,8,18
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL BĂDEUȚI",175,"ORAŞ MILIŞĂUŢI",146931,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:16:22",1265,1265,0,623,609,0,14,1400,777,572,51,5,2,4,128,1,2,4,0,2,14,12,25,250,110,6,7
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂŞTI",228,BOROAIA,147072,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:59:48",857,857,0,430,420,0,10,1000,570,403,27,0,1,7,22,1,0,2,0,1,7,11,44,259,41,4,3
