precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA AUR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi"
31,PRAHOVA,"COLEGIUL FERDINAND I",480,MĂNECIU,134096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:05:49",1049,1049,0,551,533,0,18,1200,649,532,19,3,86,305,30,18,14,5,5,3,2,32,0,13,1,12,3
31,PRAHOVA,"COLEGIUL ION KALINDERU",218,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:03:43",864,864,0,598,528,0,70,900,302,577,21,2,64,214,92,63,19,10,3,24,8,8,4,34,6,22,4
31,PRAHOVA,"COLEGIUL ”MIHAIL CANTACUZINO” SALA AP.1",252,"ORAŞ SINAIA",131540,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:26:47",1493,1493,0,937,922,0,15,1600,663,878,57,5,128,449,66,42,40,27,21,6,7,11,6,43,0,19,8
31,PRAHOVA,"COLEGIUL ”MIHAIL CANTACUZINO” SALA AP.2",253,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:17:34",966,966,0,563,540,0,23,1100,537,534,29,5,76,271,48,19,14,20,6,8,4,6,4,19,3,20,11
31,PRAHOVA,"COLEGIUL NAŢIONAL ”ALEXANDRU IOAN CUZA”",4,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:43:22",1009,1009,0,462,438,0,24,1100,638,438,24,2,63,122,86,22,23,16,6,2,3,15,6,19,6,36,11
31,PRAHOVA,"COLEGIUL NAŢIONAL ”ION LUCA CARAGIALE”",9,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:09:58",1416,1416,0,510,485,0,25,1600,1090,479,31,5,67,132,87,41,19,23,11,6,4,11,1,17,21,22,12
31,PRAHOVA,"COLEGIUL NAŢIONAL ”ION LUCA CARAGIALE”",10,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:39:10",1108,1108,0,444,433,0,11,1200,756,424,20,4,70,149,58,32,25,14,6,2,0,6,3,25,4,22,4
31,PRAHOVA,"COLEGIUL NAŢIONAL ”MIHAI VITEAZUL”",16,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:03:47",629,629,0,280,267,0,13,700,420,277,3,2,45,71,67,17,12,17,0,2,1,0,7,12,1,17,6
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",145,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:57:46",822,822,0,294,280,0,14,900,606,293,1,2,45,91,38,19,10,11,1,3,3,7,2,27,3,18,13
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",148,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:11:00",1219,1219,0,498,487,0,11,1300,802,466,28,4,58,162,65,53,14,20,5,4,3,7,1,15,10,34,11
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",146,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:11:07",885,885,0,363,349,0,14,1000,637,350,13,7,46,91,61,27,14,14,6,0,6,7,6,20,3,32,10
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",147,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:04:04",883,883,0,349,348,0,1,1000,651,331,18,4,47,97,35,27,18,20,6,3,6,8,8,16,5,26,5
31,PRAHOVA,"COLEGIUL NAŢIONAL”NICOLAE GRIGORESCU” - (SALA DE CLASA)",160,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:51:08",1180,1180,0,605,577,0,28,1300,695,584,21,6,66,233,89,29,22,21,6,21,5,12,2,31,2,35,4
31,PRAHOVA,"COLEGIUL NAŢIONAL”NICOLAE GRIGORESCU” - (SALA DE CLASA)",159,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:20:18",1069,1069,0,558,526,0,32,1200,642,533,25,4,71,227,50,21,14,29,2,22,7,10,3,28,4,34,7
31,PRAHOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ”REGINA MARIA” (FOST COLEGIUL NAȚIONAL ”JEAN MONNET”)”",53,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:34:00",1075,1075,0,513,493,0,20,1200,687,491,22,4,85,129,95,26,17,19,5,3,3,14,6,21,6,54,4
31,PRAHOVA,"COLEGIUL ”SPIRU HARET”(FOST LICEUL DE CONSTRUCTII MASINI)",72,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:43:35",832,832,0,458,320,0,138,900,452,425,23,5,70,177,47,29,13,13,9,3,3,4,1,19,7,21,4
31,PRAHOVA,"COLEGIUL TEHNIC CONSTANTIN ISTRATI (CAMIN)",170,"MUNICIPIUL CÂMPINA",131256,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:53:06",1545,1545,0,770,753,0,17,1700,930,747,23,6,84,317,74,56,17,35,12,25,4,13,1,34,9,52,8
31,PRAHOVA,"COLEGIUL TEHNIC CONSTANTIN ISTRATI - SALA DE CLASA)",171,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:01:07",1512,1512,0,725,682,0,43,1700,975,699,26,4,108,254,77,36,23,21,2,41,3,15,6,38,5,62,4
31,PRAHOVA,"COLEGIUL TEHNIC FORESTIER - (SALA DE SPORT)",168,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:55:47",1101,1101,0,596,576,0,20,1200,604,565,31,4,60,238,70,31,19,29,3,24,4,7,8,25,5,31,7
31,PRAHOVA,"COLEGIUL TEHNIC FORESTIER - (SALA DE SPORT)",169,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:57:16",1184,1184,0,600,588,0,12,1300,700,578,22,2,112,212,67,23,12,25,10,25,6,15,4,7,5,49,4
31,PRAHOVA,"CONSILIUL LOCAL APOSTOLACHE",295,APOSTOLACHE,132011,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:04:29",786,786,0,465,448,0,17,901,436,414,51,5,77,261,12,28,10,3,4,6,3,1,0,1,1,2,0
31,PRAHOVA,"CONSILIUL LOCAL APOSTOLACHE",294,APOSTOLACHE,132011,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:47:54",845,845,0,552,525,0,27,900,348,521,31,4,54,327,34,34,14,10,6,10,1,7,0,4,5,7,4
31,PRAHOVA,"CONTAINER MOBIL AMPLASAT IN CURTEA SCOLII CU CLS. I-IV SATU NOU",307,"BABA ANA",132164,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:37:22",92,92,0,56,47,0,9,100,44,48,8,0,3,26,2,5,0,1,0,1,0,6,2,0,0,1,1
31,PRAHOVA,"COOPERATIVA DE CONSUM",399,DRĂGĂNEŞTI,133018,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:09:37",302,302,0,188,173,0,15,400,212,179,9,4,37,87,19,13,2,4,4,1,1,0,0,2,3,1,1
31,PRAHOVA,"DIRECŢIA GENERALĂ DE ASISTENŢĂ SOCIALĂ ŞI PROTECŢIA COPILULUI PRAHOVA",83,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:31:26",1219,1219,0,513,498,0,15,1300,787,477,36,5,70,169,69,32,21,22,2,0,4,10,4,23,10,23,13
31,PRAHOVA,"DIRECŢIA GENERALĂ DE ASISTENŢĂ SOCIALĂ ŞI PROTECŢIA COPILULUI PRAHOVA",82,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:28:05",1222,1222,0,463,456,0,7,1300,837,434,29,5,69,139,61,36,22,18,7,1,5,12,2,23,7,20,7
31,PRAHOVA,"DIRECŢIA JUDEŢEANĂ PENTRU SPORT ŞI TINERET PRAHOVA",11,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:39",1112,1112,0,440,431,0,9,1200,760,420,20,5,74,140,57,28,20,19,7,2,4,11,4,24,8,14,3
31,PRAHOVA,"DIRECŢIA JUDEŢEANĂ PENTRU SPORT ŞI TINERET PRAHOVA",12,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:12:37",1241,1239,2,521,503,0,18,1400,879,492,29,7,64,156,84,33,15,19,5,1,6,8,9,27,9,39,10
31,PRAHOVA,"DISPENSAR UMAN BĂNEŞTI",313,BĂNEŞTI,132315,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:42:22",1370,1370,0,785,760,0,25,1500,715,762,23,3,122,320,78,31,19,20,9,18,2,19,2,26,52,38,3
31,PRAHOVA,"FOSTA SCOALA CU CLS. I - IV GALMEIA",499,PLOPU,134390,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:10:04",215,215,0,156,148,0,8,293,137,152,4,1,22,100,12,10,0,0,2,0,0,0,3,0,0,1,1
31,PRAHOVA,"FOSTA ŞCOALĂ GENERALĂ CU CLASELE I-IV DIN SATUL TÂRLEŞTI",518,POSEŞTI,134648,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:31:41",427,427,0,278,269,0,9,499,230,246,22,5,42,142,8,28,2,4,1,2,2,5,2,1,0,0,2
31,PRAHOVA,"FOSTA ŞCOALĂ SAT SFÂRLEANCA",406,DUMBRĂVEŞTI,131461,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:21:54",475,475,0,364,345,0,19,500,136,348,16,4,46,222,6,27,2,13,3,2,0,1,1,17,1,1,2
31,PRAHOVA,"FOSTUL SEDIU AL GRADINŢEI DE COPII DIN COLONIA BRAZI",341,BRAZI,130712,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:43:56",325,325,0,198,187,0,11,400,202,182,16,9,40,61,12,21,8,7,3,0,2,1,1,8,2,6,1
31,PRAHOVA,"FOSTUL SEDIU AL PRIMARIEI",533,RÂFOV,135020,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:39:48",278,278,0,169,159,0,10,300,131,161,8,2,24,81,14,8,0,2,2,0,1,18,1,4,3,0,1
31,PRAHOVA,"FOSTUL SEDIU AL PRIMARIEI",534,RÂFOV,135020,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:55:29",128,128,0,95,81,0,14,202,107,91,4,0,7,67,4,0,4,0,0,0,1,4,0,2,2,0,0
31,PRAHOVA,"FOSTUL SEDIU AL ŞCOLII GIMNAZIALE DIN SATUL STEJARU",346,BRAZI,130712,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:16:25",508,508,0,246,237,0,9,600,354,214,32,5,46,104,8,19,1,9,3,4,1,4,0,5,3,1,1
31,PRAHOVA,"GARA PLOIEŞTI TRIAJ",157,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:36:33",165,165,0,75,65,0,10,200,125,69,6,0,21,24,9,4,2,0,2,0,1,1,0,4,0,1,0
31,PRAHOVA,"GRADINITA BORDENII MARI",550,SCORŢENI,135164,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:25:12",1164,1164,0,795,776,0,19,1300,535,716,49,8,92,414,54,62,16,14,6,7,3,22,4,2,7,1,4
31,PRAHOVA,"GRĂDINIȚA „CASTELUL PITICILOR”",286,ADUNAŢI,131899,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:19:49",761,761,0,543,534,0,9,800,257,509,34,2,43,392,10,10,9,10,1,5,0,4,2,7,1,12,1
31,PRAHOVA,"GRADINITA CHIOJDEANCA",372,CHIOJDEANCA,132645,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:49:32",772,772,0,608,550,0,58,806,199,552,55,8,110,333,37,31,6,5,2,2,1,4,3,2,2,4,2
31,PRAHOVA,"GRĂDINIȚA COȘERELE",441,GORNET-CRICOV,133615,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:08:49",635,635,0,422,390,0,32,700,278,391,31,1,56,247,15,20,8,3,3,3,1,0,6,22,1,4,1
31,PRAHOVA,"GRADINITA COSLEGI",602,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:37:55",536,536,0,275,268,0,7,600,325,254,21,10,32,139,7,20,10,3,5,5,2,9,1,4,1,5,1
31,PRAHOVA,"GRĂDINIŢA CU PP SI PN ”FRAM - URSUL POLAR”",221,"ORAŞ BUŞTENI",131210,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:26:18",547,547,0,342,318,0,24,600,258,320,22,5,38,135,45,26,15,7,1,1,2,9,0,14,2,16,4
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",389,CORNU,132805,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:49:21",822,822,0,553,535,0,18,900,347,533,20,5,49,328,37,27,15,8,5,9,4,8,11,14,3,8,2
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",387,CORNU,132805,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:45",1335,1334,1,724,698,0,26,1500,776,696,28,6,108,387,47,31,20,21,4,6,4,10,4,23,3,17,5
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",544,SÂNGERU,135244,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:38:57",1299,1299,0,395,393,0,2,1400,1005,360,35,5,61,259,2,15,6,1,2,0,0,3,0,2,1,1,2
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",545,SÂNGERU,135244,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:31:19",671,671,0,345,329,0,16,800,471,296,33,2,40,201,13,14,6,4,1,3,3,0,1,2,1,5,0
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",548,SÂNGERU,135244,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:44:48",523,523,0,263,258,0,5,532,269,252,11,1,34,162,11,24,2,2,3,1,1,3,0,3,0,3,2
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",546,SÂNGERU,135244,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:40:16",419,419,0,237,226,0,11,520,283,223,14,5,46,134,3,14,3,8,2,0,0,2,1,4,0,1,0
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL",565,ŞOIMARI,135501,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:18:52",561,561,0,388,383,0,5,600,212,339,49,11,63,119,12,57,2,4,11,5,1,39,2,4,3,3,3
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL BLEJOI, SAT BLEJOI, NR. 511",334,BLEJOI,130678,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:56:33",1605,1605,0,933,918,0,15,1800,867,902,31,6,142,441,92,32,20,32,10,8,12,16,5,30,6,40,10
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL BUDA NR. 46 A",298,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:11:03",440,440,0,364,260,0,104,500,136,349,15,2,61,199,14,28,7,3,6,4,0,4,0,10,3,4,4
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL CASUTA FERMECATA SAT RACHIERI",605,"VALEA CĂLUGĂREASCĂ",135949,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:29:19",1200,1200,0,616,607,0,9,1300,684,563,53,11,61,400,4,37,4,7,2,14,3,7,2,4,1,4,2
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL-CLADIRE ANEXA",547,SÂNGERU,135244,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:20:35",1100,1100,0,608,594,0,14,1208,600,538,70,5,113,341,14,41,8,3,2,2,0,0,1,1,2,5,0
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL FÂNTÂNELE",408,FÂNTÂNELE,133278,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:47:02",794,794,0,516,499,0,17,900,384,474,42,10,81,235,29,23,7,7,12,0,0,34,1,9,7,16,3
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL FÂNTÂNELE",407,FÂNTÂNELE,133278,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:55:08",795,795,0,531,508,0,23,900,369,480,51,9,77,198,44,33,25,19,9,1,3,19,3,17,7,15,1
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL FUNDENI",448,"GURA VITIOAREI",131835,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:44:37",466,466,0,306,293,0,13,500,194,277,29,3,36,176,14,11,9,4,1,1,2,6,0,8,0,5,1
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL GHIOȘEȘTI",230,"ORAŞ COMARNIC",131336,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:44:58",1565,1565,0,952,927,0,25,1623,671,915,37,3,202,583,23,47,13,6,5,9,2,2,2,10,5,0,3
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL GURA BELIEI ”ALBINUŢA”",214,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:58:02",1032,1032,0,550,520,0,30,1100,550,525,25,1,123,268,32,26,16,12,1,3,1,6,2,4,2,24,4
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL ”JERCĂLĂI” ORAȘUL URLAȚI",273,"ORAŞ URLAŢI",131620,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:19:34",737,737,0,315,306,0,9,800,485,292,23,5,52,158,12,41,2,5,2,0,1,3,0,3,1,4,3
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL MALAMUC, NUMĂRUL 149C",431,GHERGHIŢA,133429,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:55:49",325,325,0,240,208,0,32,400,160,233,7,0,21,166,4,18,2,6,2,3,1,0,1,3,1,2,3
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NEDELEA NR. 47A",299,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:20:38",806,806,0,597,479,0,118,900,303,548,49,15,99,271,33,29,11,12,9,7,5,7,2,30,3,10,5
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL, NR.1",200,"ORAŞ BOLDEŞTI-SCĂENI",131069,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:12:02",1422,1422,0,820,803,0,17,1645,825,740,80,8,142,416,30,27,28,13,13,5,0,8,11,16,4,12,7
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",280,"ORAŞ VĂLENII DE MUNTE",131817,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:10:10",1417,1417,0,799,762,0,37,1599,800,775,24,12,119,396,44,33,25,18,14,4,4,18,7,36,20,16,9
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",130,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:02:05",997,997,0,378,373,0,5,1100,722,362,16,2,59,116,51,27,18,12,2,5,4,3,4,21,3,33,2
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",128,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:23:44",1203,1203,0,465,456,0,9,1300,835,443,22,11,68,151,53,30,25,11,7,3,4,3,3,29,5,28,12
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",129,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:21",854,854,0,326,311,0,15,898,572,301,25,3,60,88,37,12,12,17,4,0,5,5,1,13,11,25,8
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2",267,"ORAŞ SLĂNIC",131577,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:23:51",916,916,0,597,568,0,29,998,401,558,39,9,95,228,70,58,12,10,10,3,5,12,5,20,9,7,5
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.2 VÎLCĂNEŞTI",622,VÂLCĂNEŞTI,136198,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:12:56",706,706,0,418,412,0,6,800,382,400,18,4,52,259,30,9,9,1,6,6,2,2,1,8,2,5,4
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",476,MĂNECIU,134096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:49:40",1318,1318,0,797,780,0,17,1400,603,753,44,1,96,476,30,47,16,11,6,4,2,23,1,19,4,13,4
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",99,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:25:27",831,831,0,369,361,0,8,900,531,348,21,5,49,94,54,17,22,17,4,1,6,3,9,24,10,24,9
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",100,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:50:48",782,782,0,332,320,0,12,900,568,319,13,6,45,93,39,30,11,16,6,1,7,8,3,18,8,21,7
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",101,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:11:44",1275,1275,0,393,385,0,8,1400,1007,355,38,6,60,115,44,36,20,14,15,3,3,6,2,16,8,0,7
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL NR.3(SALA DE CLASA SI DE JOC)",179,"MUNICIPIUL CÂMPINA",131256,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:21:34",1593,1593,0,671,656,0,15,1811,1125,633,38,6,115,256,42,53,14,22,6,16,5,10,0,34,7,45,2
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4",281,"ORAŞ VĂLENII DE MUNTE",131817,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:29:04",954,954,0,537,528,0,9,997,460,509,28,4,118,263,25,30,7,5,5,2,7,9,3,11,10,7,3
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 (FOSTA GRADINITA DE COPII NR. 4)",46,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:00:14",758,758,0,440,420,0,20,800,360,380,11,2,64,129,66,24,6,12,5,4,8,6,2,21,3,23,5
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 50 (FOSTA GRĂDINIŢĂ NR. 50)",89,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:30",1114,1114,0,465,452,0,13,1200,735,452,13,3,57,128,77,18,20,22,8,0,4,8,7,32,14,38,16
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 50 (FOSTA GRĂDINIŢĂ NR. 50)",88,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:42",1026,1026,0,475,466,0,9,1100,625,438,37,5,72,144,65,25,22,11,7,2,2,11,3,20,10,30,9
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL ODAILE",529,"PUCHENII MARI",134942,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:32:09",1284,1284,0,769,745,0,24,1400,631,706,63,11,93,394,72,47,21,11,10,2,3,2,2,17,7,7,7
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL OGRETIN",394,DRAJNA,132896,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:23",1040,1040,0,627,618,0,9,1100,473,581,46,7,111,362,24,27,9,5,10,2,1,6,2,9,1,3,2
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL PĂCUREŢI",491,PĂCUREŢI,134336,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:09:23",934,934,0,745,656,0,89,1000,255,701,44,4,185,418,4,31,3,4,1,7,1,1,2,19,12,5,4
31,PRAHOVA,"GRADINITA CU PROGRAM NORMALPIETROSANI",531,"PUCHENII MARI",134942,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:45:33",921,921,0,475,463,0,12,1000,525,454,21,10,72,188,99,24,7,12,1,2,2,2,0,15,3,16,1
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL PLOIEȘTIORI, SAT PLOIEȘTIORI, NR. 537",335,BLEJOI,130678,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:01:53",1179,1179,0,676,659,0,17,1300,624,663,13,18,129,268,54,54,19,16,8,2,8,11,5,34,5,25,7
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL PODUL LUNG",231,"ORAŞ COMARNIC",131336,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:26:12",450,450,0,242,232,0,10,500,258,224,18,3,42,140,7,8,2,0,1,3,0,3,0,3,3,8,1
