precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"GHEORGHE VLAD-DAN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ROMÂNIA MARE-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA AUR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL CIG",117,"ORAŞ TĂŞNAD",136642,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:48:26",333,333,0,220,180,0,40,350,130,200,20,3,5,7,2,5,1,2,1,0,0,1,2,0,36,135,0
32,"SATU MARE","GRĂDINIȚA CU PROGRAM NORMAL HRIP",257,PĂULEŞTI,138431,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:12:08",590,590,0,351,326,0,25,700,349,294,57,0,4,5,0,73,1,1,1,1,2,0,0,0,15,191,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL IANCULEŞTI",88,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:29:43",276,276,0,152,138,0,14,489,337,142,10,3,9,8,11,1,0,2,4,0,0,0,0,1,30,72,1
32,"SATU MARE","GRADINITA CU PROGRAM NORMAL LIVADA",96,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:33:36",1426,1426,0,675,662,0,13,1600,925,634,41,3,11,24,10,432,2,0,6,6,2,5,1,0,43,89,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL MOIŞENI",178,CERTEZE,137407,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:53",1176,1176,0,446,436,0,10,1295,849,370,76,10,16,64,16,3,2,14,5,4,3,6,2,2,29,194,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.10",81,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:56:59",1770,1770,0,713,698,0,15,1900,1187,695,18,9,25,13,6,368,2,3,3,10,0,15,2,2,56,178,3
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.21",16,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:31:57",1257,1257,0,522,504,0,18,1419,897,507,15,10,53,16,11,194,2,3,4,15,3,7,2,3,46,137,1
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.21",17,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:40:45",1801,1789,12,794,782,12,0,794,11,756,27,21,81,35,10,242,2,1,5,43,4,12,3,3,96,197,1
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.5",84,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:55:04",1908,1908,0,827,804,0,23,2100,1273,796,31,10,16,20,3,496,1,1,5,18,3,15,5,1,38,163,1
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.8",85,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:07:37",1356,1356,0,682,666,0,16,1512,830,665,17,8,27,10,5,386,4,2,1,7,0,6,2,0,48,159,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.9",80,"MUNICIPIUL CAREI",136526,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:24:45",1098,1098,0,476,464,0,12,1200,724,468,8,4,8,11,10,293,0,1,1,7,1,6,1,3,27,94,1
32,"SATU MARE","GRĂDINIȚA CU PROGRAM NORMAL PIȘCARI",310,TEREBEŞTI,139054,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:13:49",401,394,7,303,275,7,21,440,137,281,22,0,2,3,0,2,0,0,0,1,3,0,5,0,21,244,0
32,"SATU MARE","GRADINITA CU PROGRAM NORMAL SUSANI",317,TURŢ,139170,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:11:47",909,909,0,362,350,0,12,1003,641,323,39,3,51,9,1,3,0,1,1,4,2,10,0,1,69,168,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL VALEA MORII",119,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:35:43",149,149,0,92,81,0,11,160,68,87,5,3,0,6,0,4,0,0,3,2,1,0,1,2,14,51,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT",72,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:45:59",1242,1242,0,498,491,0,7,1400,902,482,16,12,40,12,12,188,0,3,4,20,2,17,3,4,64,98,3
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT",71,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:17:38",975,972,3,401,389,0,12,1100,699,391,10,9,24,12,3,162,0,3,5,9,2,12,1,5,51,93,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT – ” 14 MAI ”",56,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:47:00",1029,1016,13,434,421,0,13,1100,666,424,10,1,24,18,7,240,0,0,3,4,0,7,1,3,32,81,3
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT – ” 14 MAI ”",55,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:05:16",1455,1455,0,560,552,0,8,1600,1040,544,16,8,41,15,11,275,4,4,1,20,2,10,0,4,36,113,0
32,"SATU MARE","GRĂDINIȚA CU PROGRAM PRELUNGIT ARDUD",91,"ORAŞ ARDUD",136848,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:46",933,933,0,488,480,0,8,1041,553,467,21,4,27,20,15,40,1,2,5,8,0,10,1,2,170,159,3
32,"SATU MARE","GRADINITA CU PROGRAM PRELUNGIT ”DRAGA MEA” (GRADINITA ”DRAGA MEA”(",1,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:55:23",1886,1886,0,676,655,0,21,2100,1424,643,33,3,35,31,8,323,4,0,4,4,5,6,3,9,69,136,3
32,"SATU MARE","GRADINITA CU PROGRAM PRELUNGIT ”DRAGA MEA” (GRADINITA ”DRAGA MEA”(",2,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:11:19",1579,1579,0,659,648,0,11,1700,1041,644,15,18,58,14,9,255,4,2,2,38,1,10,3,4,64,157,5
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12",54,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:39:58",1274,1274,0,497,432,0,65,1400,903,479,18,5,30,19,8,296,1,1,5,5,0,2,0,1,26,80,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR.13",32,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:35:33",1181,1181,0,527,516,0,11,1300,773,522,5,5,29,9,7,286,3,0,5,9,3,4,1,0,44,115,2
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",33,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:08:42",1100,1100,0,493,480,0,13,1200,707,478,15,4,30,13,8,245,0,4,2,12,5,10,1,3,39,100,2
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",34,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:02:22",1236,1236,0,560,549,0,11,1300,740,556,4,6,36,17,2,320,1,4,4,8,1,13,1,2,45,95,1
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 9",28,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:56:25",1277,1275,2,416,405,0,11,1400,984,406,10,6,26,21,4,220,2,1,6,12,1,6,1,1,23,75,1
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 9",27,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:41:57",1233,1231,2,475,461,0,14,1300,825,454,21,7,18,16,7,242,0,1,2,8,2,5,2,5,45,92,2
32,"SATU MARE","GRĂDINIŢA DABOLŢ",208,HALMEU,137764,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:49:09",333,333,0,184,171,0,13,390,206,172,12,2,3,3,1,143,0,0,0,0,0,1,0,0,5,14,0
32,"SATU MARE","GRADINITA DE COPII",241,MOFTIN,138208,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:15:41",420,420,0,234,222,0,12,388,154,196,38,0,3,7,2,23,1,0,2,1,0,3,1,1,14,135,3
32,"SATU MARE","GRĂDINIŢA DE COPII ŞANDRA",142,BELTIUG,136964,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:53:33",225,225,0,94,85,0,9,250,156,88,6,1,3,4,0,7,0,1,2,0,0,0,0,1,5,64,0
32,"SATU MARE","GRĂDINIȚA ”GEORGE TOPÂRCEANU”",258,PĂULEŞTI,138431,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:06:35",619,618,1,367,354,1,12,700,333,350,17,1,4,3,0,203,0,1,1,0,1,1,0,1,4,130,0
32,"SATU MARE","GRĂDINIŢA LIVADA MICĂ",100,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:54:47",246,246,0,109,99,0,10,265,156,105,4,1,5,16,4,15,0,2,6,1,0,0,0,0,15,40,0
32,"SATU MARE","GRĂDINIŢA MESTEACĂN",209,HALMEU,137764,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:41:48",374,374,0,143,134,0,9,426,283,128,15,4,4,15,4,12,3,0,3,1,1,1,0,0,26,53,1
32,"SATU MARE","GRĂDINIŢA NR.15",51,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:54:59",1589,1589,0,862,838,0,24,1800,938,849,13,14,50,19,6,537,2,0,1,31,3,11,5,4,47,115,4
32,"SATU MARE","GRADINITA NR. II MICULA",235,MICULA,138164,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:27:49",1481,1481,0,715,692,0,23,1600,885,673,42,10,9,23,7,257,1,3,8,3,1,3,1,0,171,176,0
32,"SATU MARE","GRĂDINIŢA SANISLĂU",277,SANISLĂU,138663,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:17:32",1316,1312,4,728,704,1,23,1430,702,641,87,1,10,24,4,479,2,0,2,1,1,5,0,1,50,61,0
32,"SATU MARE","GRĂDINIŢA SUDURĂU",283,SANTĂU,138734,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:32:16",152,152,0,92,83,0,9,194,102,88,4,0,3,0,0,19,1,0,0,1,0,0,0,1,4,59,0
32,"SATU MARE","LICEUL CU PROGRAM SPORTIV",58,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:55:34",1184,1178,6,617,594,0,23,1306,689,603,14,8,34,15,9,349,2,1,4,31,2,15,0,3,39,87,4
32,"SATU MARE","LICEUL REFORMAT ( LICEUL TEOLOGIC REFORMAT)",63,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:27:31",928,928,0,542,489,0,53,1100,558,540,2,3,41,8,2,324,1,0,0,21,3,8,2,1,39,82,5
32,"SATU MARE","LICEUL ROMANO-CATOLIC”JOSEPHUS CALASANTIUS”",75,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:55:29",1570,1570,0,672,658,0,14,1700,1028,636,36,8,16,16,9,374,1,3,3,3,3,5,0,1,26,165,3
32,"SATU MARE","LICEUL TEHNOLOGIC",89,"ORAŞ ARDUD",136848,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:03:20",1438,1438,0,637,610,0,27,1538,901,613,24,4,33,29,10,205,3,0,2,9,3,5,1,1,127,179,2
32,"SATU MARE","LICEUL TEHNOLOGIC ANGHEL SALIGNY TURT, CORPUL A",314,TURŢ,139170,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:01:29",1514,1514,0,632,623,0,9,1668,1036,583,49,12,148,17,5,6,0,1,3,8,2,9,3,4,104,259,2
32,"SATU MARE","LICEUL TEHNOLOGIC ANGHEL SALIGNY TURT, CORPUL B",315,TURŢ,139170,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:57:22",1284,1284,0,537,533,0,4,1414,877,483,54,7,96,9,1,6,3,1,4,5,2,6,0,4,112,227,0
32,"SATU MARE","LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUȘ ” (GRUP SCOLAR ”CONSTANTIN BRANCUS ” SATU MARE)",57,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:54:51",1303,1303,0,657,623,0,34,1400,743,645,12,11,49,19,10,270,4,0,4,44,2,9,2,3,49,161,8
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",41,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:39",1302,1302,0,565,556,0,9,1396,831,551,14,19,38,21,10,256,0,1,6,14,2,9,1,2,61,110,1
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",42,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:38:31",1309,1309,0,597,590,0,7,1400,803,584,13,8,44,18,5,269,2,1,4,16,4,13,5,8,43,144,0
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",43,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:05",1226,1212,14,544,530,0,14,1300,756,530,14,11,45,26,9,252,2,5,3,15,1,6,2,0,41,111,1
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",44,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:11",1599,1599,0,728,713,0,15,1700,972,715,13,19,73,28,9,294,2,4,3,29,3,20,1,10,65,152,3
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",45,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:06:13",1286,1286,0,564,554,0,10,1400,836,554,10,10,45,21,8,261,2,1,2,19,0,7,2,1,55,117,3
32,"SATU MARE","LICEUL TEHNOLOGIC ”SIMION BĂRNUŢIU”",77,"MUNICIPIUL CAREI",136526,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:38:01",1540,1540,0,763,752,0,11,1723,960,753,10,4,21,8,2,534,2,0,2,14,4,5,2,1,40,113,1
32,"SATU MARE","LICEUL TEOLOGIC”NICOLAE STEINHARDT ”",53,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:23:00",1475,1474,1,679,654,0,25,1600,921,659,20,10,42,19,8,358,1,0,4,21,2,11,0,3,62,118,0
32,"SATU MARE","LICEUL TEOLOGIC”NICOLAE STEINHARDT ”",52,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:25:23",1453,1452,1,519,503,1,15,1601,1083,502,16,9,36,12,3,271,2,2,0,13,0,12,0,1,30,108,3
32,"SATU MARE","LICEUL TEOLOGIC ROMANO-CATOLIC ” HÁM JÁNOS ”",62,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:53:25",789,789,0,334,311,0,23,1001,667,326,8,5,26,6,4,154,2,1,0,27,4,3,0,2,27,65,0
32,"SATU MARE","LICEUL TEORETIC",109,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:43:17",1251,1251,0,454,436,0,18,1338,884,419,35,11,38,15,7,22,3,3,1,15,1,6,0,2,52,242,1
32,"SATU MARE","LICEUL TEORETIC",108,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:43:57",1418,1412,6,553,521,6,26,1638,1085,528,25,15,62,27,8,29,4,1,1,12,1,14,1,4,67,278,4
32,"SATU MARE","LICEUL TEORETIC",110,"ORAŞ NEGREŞTI-OAŞ",136599,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:30:59",1277,1277,0,522,510,0,12,1338,816,503,19,9,60,9,6,9,0,1,0,2,0,2,2,1,35,363,4
32,"SATU MARE","LICEUL TEORETIC CAREI",83,"MUNICIPIUL CAREI",136526,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:05:15",1540,1540,0,560,543,0,17,1700,1140,540,20,6,11,11,10,337,0,3,3,7,1,7,1,0,26,114,3
32,"SATU MARE","LICEUL TEORETIC GERMAN ” JOHANN ETTINGER ”",21,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:51:32",1742,1742,0,740,731,0,9,1900,1160,726,14,17,58,33,20,306,2,3,1,9,6,13,1,3,76,173,5
32,"SATU MARE","MAGAZIN TIP P",259,PĂULEŞTI,138431,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:34:05",180,180,0,113,101,0,12,200,87,104,9,4,2,3,1,2,0,1,1,2,1,2,0,0,14,70,1
32,"SATU MARE","MUZEUL MUNICIPAL CAREI",86,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:07:24",1928,1928,0,840,826,0,14,2109,1269,818,22,12,19,16,7,518,3,1,2,9,2,6,0,5,68,150,0
32,"SATU MARE",PRIMĂRIA,319,TURULUNG,139214,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:04:46",923,920,3,482,461,1,20,1200,718,455,27,1,2,4,1,424,0,3,0,0,0,1,1,1,4,13,0
32,"SATU MARE","PRIMARIA AGRIS",123,AGRIŞ,179873,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:37:18",892,892,0,584,565,0,19,992,408,535,49,3,9,8,2,461,5,1,0,3,1,2,0,0,11,29,0
32,"SATU MARE","PRIMARIA BÂRSĂU",135,BÂRSĂU,137103,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:38:15",1312,1312,0,969,863,0,106,1619,650,897,72,19,27,29,17,10,4,8,8,7,1,7,0,5,139,612,4
32,"SATU MARE","PRIMARIA BOTIZ",154,BOTIZ,137185,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:51",1479,1479,0,638,632,0,6,1643,1005,614,24,11,51,30,7,222,0,1,5,6,2,12,3,5,58,199,2
32,"SATU MARE","PRIMARIA CALINESTI OAS",156,CĂLINEŞTI-OAŞ,137229,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:05:06",1371,1371,0,776,745,0,31,1450,674,701,75,23,94,29,17,11,11,4,11,4,2,10,1,6,178,298,2
32,"SATU MARE","PRIMARIA COM. CAMARZANA",161,CĂMĂRZANA,137274,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:12:25",1053,1053,0,463,410,0,53,1200,779,355,66,3,11,18,3,3,1,4,2,5,0,4,0,5,64,225,7
32,"SATU MARE","PRIMARIA COMUNEI",203,"GHERŢA MICĂ",137746,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:40",1570,1570,0,592,567,0,25,1731,1139,551,41,4,20,24,8,4,0,4,10,9,0,7,3,2,143,313,0
32,"SATU MARE","PRIMARIA COMUNEI BOGDAND",150,BOGDAND,137130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:22:16",753,753,0,437,408,0,29,801,364,421,16,0,1,1,0,408,0,0,1,0,0,0,0,1,1,8,0
32,"SATU MARE","PRIMĂRIA COMUNEI CĂPLENI",164,CĂPLENI,136553,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:44:26",1203,1203,0,690,667,0,23,1330,640,681,9,1,1,1,0,671,0,0,0,0,0,1,0,0,2,4,0
32,"SATU MARE","PRIMARIA COMUNEI DOBA",193,DOBA,137611,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:43",1022,1022,0,632,626,0,6,1138,506,559,73,4,5,22,5,164,1,4,1,16,4,4,5,2,56,265,1
32,"SATU MARE","PRIMARIA COMUNEI DOROLT",198,DOROLŢ,137675,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:01:21",1530,1530,0,851,824,0,27,1690,839,820,31,2,9,9,4,741,1,3,0,0,0,3,2,3,14,29,0
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",264,PIŞCOLT,138574,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:11:19",902,902,0,567,540,0,27,992,425,526,41,4,16,25,2,153,3,4,2,17,2,4,1,0,56,237,0
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",265,PIŞCOLT,138574,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:19:59",884,884,0,579,541,0,38,973,394,499,80,0,0,0,5,211,2,0,0,25,0,0,1,1,21,232,1
32,"SATU MARE","PRIMARIA COMUNEI SUPUR",295,SUPUR,138921,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:50:52",993,993,0,580,553,0,27,1014,434,535,45,13,11,26,1,30,0,1,8,5,1,8,2,3,78,348,0
32,"SATU MARE","PRIMARIA COMUNEI TIREAM",311,TIREAM,139107,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:04:45",1399,1399,0,747,719,0,28,1499,752,674,73,1,4,26,4,456,3,2,2,2,2,0,3,1,55,111,2
32,"SATU MARE","PRIMĂRIA COMUNEI VETIŞ",331,VETIŞ,139358,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:44:03",1295,1295,0,696,679,0,17,1430,734,660,36,4,13,21,3,375,5,0,5,18,0,6,0,1,41,167,1
32,"SATU MARE","PRIMĂRIA COMUNEI VETIȘ",332,VETIŞ,139358,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:51:48",881,881,0,503,491,0,12,970,467,474,29,14,18,15,10,146,0,3,4,16,1,6,2,3,44,192,0
32,"SATU MARE","PRIMARIA CRAIDOROLT",180,CRAIDOROLŢ,137443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:44:59",848,848,0,503,493,0,10,900,397,413,90,2,10,11,0,136,1,1,2,4,1,2,2,6,34,199,2
32,"SATU MARE","PRIMARIA MEDIESU AURIT",226,"MEDIEŞU AURIT",138084,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:47:42",910,910,0,599,564,0,35,1000,401,566,33,10,29,30,13,19,1,2,9,16,4,9,3,1,99,316,5
32,"SATU MARE","PRIMARIA SACASENI",284,SĂCĂŞENI,138770,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:39:20",810,810,0,500,465,0,35,880,380,449,51,0,12,14,3,277,1,1,3,1,1,0,1,0,26,109,0
32,"SATU MARE","PRIMARIA TARNA MARE",302,"TARNA MARE",139009,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:29:16",1677,1677,0,792,785,0,7,1833,1041,718,74,9,11,23,4,62,2,0,2,5,1,9,3,3,98,485,1
32,"SATU MARE","PRIMARIA TEREBESTI",308,TEREBEŞTI,139054,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:01:48",687,670,17,409,368,17,24,718,309,360,49,1,16,8,7,31,1,0,3,1,2,0,0,3,31,253,3
32,"SATU MARE","PRIMĂRIA VIILE SATU MARE",335,"VIILE SATU MARE",139394,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:33:16",907,905,2,599,541,1,57,1007,408,584,15,3,8,9,1,484,3,0,3,3,0,3,0,1,22,44,0
32,"SATU MARE","SCALA CU CLS.I-VIII BECHENI",287,SĂUCA,138805,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:49:18",426,426,0,296,291,0,5,430,134,232,64,1,0,2,0,76,0,0,0,1,0,0,0,2,5,145,0
32,"SATU MARE","ŞC. CU CLS.I-VIII NR. 9",20,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:31:04",1236,1236,0,531,520,0,11,1321,790,516,15,17,44,17,16,116,0,2,3,16,1,10,3,2,89,176,4
32,"SATU MARE","SC. GIMNAZIALA ANDRID",126,ANDRID,136768,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:21:01",973,973,0,621,591,0,30,1092,471,579,42,10,10,15,2,343,3,0,6,1,2,1,1,1,36,145,3
32,"SATU MARE","SC. GIMNAZIALA IRINA",128,ANDRID,136768,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:46:16",445,436,9,327,318,0,9,480,153,317,10,0,1,1,0,308,0,0,0,1,0,0,0,0,1,5,0
32,"SATU MARE","SCOALA CEHAL",173,CEHAL,137363,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:21:30",565,558,7,450,383,5,62,561,111,434,16,10,31,18,5,6,0,1,0,2,0,0,2,6,44,305,4
32,"SATU MARE","SCOALA CLS. I-VIII HOMORODU DE MIJLOC",214,HOMOROADE,137899,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:47",574,516,58,361,303,0,58,551,190,339,22,5,20,14,3,8,2,5,1,5,1,5,1,6,67,195,1
