precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ROMÂNIA SOCIALISTĂ-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL DIASPORA UNITĂ-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ROMÂNIA MARE-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA AUR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi"
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",294,DRĂGUŞENI,76175,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:00:01",442,442,0,193,185,0,8,486,293,185,8,1,0,0,1,0,1,0,3,5,0,2,2,65,1,1,103
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",295,DRĂGUŞENI,76175,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:42:38",219,219,0,144,132,0,12,244,100,135,9,0,0,0,0,0,0,0,1,2,0,0,0,15,0,2,115
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",273,COSMEŞTI,76040,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:48:51",918,918,0,457,423,0,34,1016,559,420,37,0,0,1,30,0,3,0,6,21,0,3,2,111,3,2,238
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR.1",419,ŢEPU,77377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:42:14",798,798,0,612,560,0,52,880,268,587,25,0,0,2,5,0,7,7,7,20,0,0,2,84,5,104,344
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 CIUREȘTII NOI",229,BĂLĂŞEŞTI,75613,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:05:54",426,426,0,249,226,0,23,469,220,237,12,2,0,1,13,2,3,0,0,4,0,0,0,36,0,0,176
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR.1, COMUNA REDIU",387,REDIU,77082,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:39:16",1219,1219,0,673,659,0,14,1326,653,631,42,3,17,49,0,2,0,6,0,2,0,9,7,9,0,0,527
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR. 1 FOLTESTI - SALA NR.1",299,FOLTEŞTI,76282,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:11:59",833,833,0,400,392,0,8,917,517,373,27,0,0,4,6,1,6,4,3,25,1,0,1,36,6,0,280
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR.1 FOLTESTI - SALA NR.2",300,FOLTEŞTI,76282,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:03:24",891,891,0,464,451,0,13,977,513,432,32,2,2,3,13,1,2,7,1,23,1,1,1,48,4,3,320
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR.1 MATCA",345,MATCA,76692,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:22:13",1418,1418,0,736,722,0,14,1581,845,698,38,4,0,8,16,1,9,4,5,38,1,1,6,62,4,4,535
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 SAT PLEŞA",238,BEREŞTI-MERIA,75356,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:25:48",502,502,0,289,271,0,18,556,267,277,12,0,0,3,3,0,2,1,1,11,0,1,0,27,0,1,227
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 SLOBOZIA CORNI",313,GHIDIGENI,76406,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:36:15",648,648,0,343,336,0,7,715,372,323,20,0,0,3,5,2,5,3,4,18,0,1,2,44,1,12,223
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 20, ARONDATĂ ȘCOLII GIMNAZIALE ”MIRON COSTIN” (GRĂDINIȚA NR. 20 - ANEXA ȘCOLII NR. 12)",175,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:46:20",1718,1718,0,685,667,0,18,1891,1206,667,18,6,2,64,97,2,32,19,34,40,9,3,2,81,5,17,254
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 20, ARONDATĂ ȘCOLII GIMNAZIALE ”MIRON COSTIN” (GRĂDINIȚA NR. 20 - ANEXA ȘCOLII NR. 12)",176,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:38:05",1305,1305,0,468,457,0,11,1438,970,454,14,7,3,26,39,3,9,10,9,28,6,9,5,57,8,10,225
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 29, ARONDATĂ GRĂDINIȚEI CU PROGRAM PRELUNGIT ”CAMIL RESSU” (GRĂDINIȚA FILEȘTI - GRĂDINIȚA NR.29)",140,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:32:30",469,469,0,207,198,0,9,517,310,193,14,0,0,1,15,0,7,6,7,24,2,2,2,39,2,12,74
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 UMBRĂREȘTI-DEAL",425,UMBRĂREŞTI,77402,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:20:45",1007,1007,0,537,527,0,10,1110,573,514,23,2,1,2,13,1,7,2,7,41,3,1,5,56,0,1,372
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 59 (FOSTA ȘCOALĂ GIMNAZIALĂ ”NICOLAE MANTU”)",96,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:19:06",1357,1357,0,536,524,0,12,2000,1464,518,18,4,5,21,60,5,20,17,19,25,10,5,1,74,6,13,233
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 59 (FOSTA ȘCOALĂ GIMNAZIALĂ ”NICOLAE MANTU”)",95,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:12:03",1548,1548,0,625,611,0,14,2000,1375,606,19,4,4,23,64,2,22,17,28,27,2,9,3,76,1,23,301
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL ”VIOLETA” PECHEA",373,PECHEA,76969,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:30:27",1279,1279,0,519,504,0,15,1411,892,483,36,1,0,6,18,1,3,4,8,20,1,4,6,65,3,23,320
18,GALAŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”MOTANUL ÎNCĂLȚAT” (GRĂDINIȚA CU PROGRAM PRELUNGIT ”PRICHINDEL” - GRĂDINIȚA ”PRICHINDEL” - GRĂDINIȚA NR. 62)",70,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:55:20",1456,1456,0,638,626,0,12,1602,964,619,19,6,3,21,72,2,20,20,23,40,7,6,3,73,5,22,296
18,GALAŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”MOTANUL ÎNCĂLȚAT” (GRĂDINIȚA CU PROGRAM PRELUNGIT ”PRICHINDEL” - GRĂDINIȚA ”PRICHINDEL” - GRĂDINIȚA NR. 62)",71,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:13:52",1369,1369,0,526,510,0,16,1517,991,502,24,4,1,24,39,5,14,10,19,22,6,8,1,59,3,22,265
18,GALAŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”MOTANUL ÎNCĂLȚAT” (GRĂDINIȚA CU PROGRAM PRELUNGIT ”PRICHINDEL” - GRĂDINIȚA ”PRICHINDEL” - GRĂDINIȚA NR. 62)",72,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:00:30",1300,1300,0,522,507,0,15,1431,909,500,22,7,1,35,67,2,23,21,15,27,8,6,1,54,6,25,202
18,GALAŢI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 17",192,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:15:12",833,833,0,351,341,0,10,920,569,340,11,0,2,7,20,2,5,6,10,14,0,2,0,42,2,6,222
18,GALAŢI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 17",191,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:04:02",1182,1182,0,546,543,0,3,1304,758,519,27,3,2,8,27,2,19,13,13,36,1,2,4,80,0,8,301
18,GALAŢI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1 COROD",266,COROD,75953,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:12:27",1184,1184,0,645,625,0,20,1200,555,605,40,8,0,11,11,1,17,2,3,30,0,2,6,75,7,2,430
18,GALAŢI,"GRADINITA CU PROGRAM PRELUNGIT NR.1 MATCA",344,MATCA,76692,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:01:54",1603,1603,0,887,873,0,14,1770,883,848,39,3,2,0,26,2,15,3,25,52,3,6,4,79,5,0,623
18,GALAŢI,"GRADINITA CU PROGRAM PRELUNGIT NR.1 MATCA",343,MATCA,76692,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:12:09",1484,1484,0,775,768,0,7,1636,861,741,34,5,0,5,19,0,9,5,7,34,0,3,7,58,5,4,580
18,GALAŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 47, ARONDATĂ GRĂDINIȚEI CU PROGRAM NORMAL ”ION CREANGĂ” (GRĂDINIȚA NR.47)",152,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:11:31",1900,1900,0,607,603,0,4,2091,1484,577,30,2,0,12,42,4,22,13,10,45,7,7,9,80,10,17,297
18,GALAŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 47, ARONDATĂ GRĂDINIȚEI CU PROGRAM NORMAL ”ION CREANGĂ” (GRĂDINIȚA NR.47)",154,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:27:47",1702,1702,0,244,236,0,8,2000,1756,232,12,2,0,5,10,3,5,3,8,19,2,4,0,40,3,19,109
18,GALAŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 47, ARONDATĂ GRĂDINIȚEI CU PROGRAM NORMAL ”ION CREANGĂ” (GRĂDINIȚA NR.47)",151,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:45:17",1761,1761,0,562,553,0,9,1954,1392,542,20,3,2,12,37,6,14,12,19,36,2,4,2,103,5,30,255
18,GALAŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 47, ARONDATĂ GRĂDINIȚEI CU PROGRAM NORMAL ”ION CREANGĂ” (GRĂDINIȚA NR.47)",153,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:00:12",1815,1815,0,549,537,0,12,1990,1441,536,13,5,2,13,30,3,25,9,9,36,5,3,3,96,7,35,255
18,GALAŢI,"GRĂDINIŢA CU PROGRAM PRELUNGIT PRICHINDEL",205,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:59:56",1129,1129,0,470,466,0,4,1244,774,458,12,1,1,17,23,3,13,13,9,22,4,5,0,70,4,7,266
18,GALAŢI,"GRĂDINIŢA CU PROGRAM PRELUNGIT PRICHINDEL",204,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:11:29",963,963,0,454,445,0,9,1064,610,439,15,3,1,14,30,0,13,8,12,18,2,2,2,80,2,2,250
18,GALAŢI,"GRĂDINIŢA MOSCU",217,"ORAŞ TÂRGU BUJOR",75472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:57:43",961,961,0,543,504,0,39,1060,517,523,20,4,1,5,14,0,7,4,11,20,2,0,3,48,10,8,386
18,GALAŢI,"GRADINITA MOVILENI",407,ŞENDRENI,75114,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:32:13",558,558,0,317,307,0,10,616,299,300,17,2,1,1,37,1,15,3,6,20,2,3,0,34,5,5,165
18,GALAŢI,"GRĂDINIȚA NR.1 BRĂHĂȘEȘTI",246,BRĂHĂŞEŞTI,75766,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:43:22",1004,1004,0,433,413,0,20,1107,674,413,20,1,2,1,5,0,2,5,5,16,0,1,1,51,2,1,320
18,GALAŢI,"GRĂDINIȚA NR.1 BRĂHĂȘEȘTI",245,BRĂHĂŞEŞTI,75766,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:13:00",1387,1387,0,558,519,0,39,1531,972,517,41,3,0,6,4,0,9,3,4,26,1,0,2,62,1,2,394
18,GALAŢI,"GRADINIŢA NR.2 CĂSUŢA PITICILOR",214,"ORAŞ TÂRGU BUJOR",75472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:21:10",1874,1874,0,325,306,0,19,2067,1742,295,30,0,3,2,6,0,1,4,0,6,2,1,2,24,2,1,241
18,GALAŢI,"GRADINIŢA NR.2 CĂSUŢA PITICILOR",213,"ORAŞ TÂRGU BUJOR",75472,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:29:21",1915,1915,0,369,363,0,6,2127,1758,353,16,0,2,1,10,0,0,3,7,16,2,1,3,36,7,1,264
18,GALAŢI,"GRADINITA NR. 3",338,LIEŞTI,76674,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:49:54",1464,1464,0,814,808,0,6,1617,809,674,134,7,0,0,12,3,2,0,6,41,3,8,6,88,4,1,493
18,GALAŢI,"GRADINIȚA SALCIA",422,UMBRĂREŞTI,77402,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:14:20",703,703,0,326,317,0,9,776,450,306,20,0,0,3,5,0,5,5,0,3,2,1,2,32,21,1,226
18,GALAŢI,"GRADINITA SERBESTII VECHI",408,ŞENDRENI,75114,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:00:06",805,805,0,431,421,0,10,882,451,414,17,1,1,13,34,4,10,5,8,21,3,4,2,92,3,13,200
18,GALAŢI,"GRADINITA SMULTI",401,SMULŢI,77260,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:50:59",1091,1091,0,738,597,0,141,1203,465,694,44,5,1,5,16,2,4,3,7,36,0,7,3,67,5,4,529
18,GALAŢI,"GRADINIȚA TORCEȘTI",424,UMBRĂREŞTI,77402,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:43:51",601,601,0,362,355,0,7,663,301,338,24,0,1,1,2,0,5,3,4,27,1,2,8,29,5,1,249
18,GALAŢI,"GRĂDINIŢA TUDOR VLADIMIRESCU,",410,"TUDOR VLADIMIRESCU",77313,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:02:41",1364,1364,0,835,814,0,21,1504,669,814,21,6,1,6,22,3,12,10,11,49,1,2,7,293,6,7,378
18,GALAŢI,"GRADINITA TULUCESTI",413,TULUCEŞTI,77331,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:44:29",1791,1791,0,866,835,0,31,1972,1106,846,20,4,1,21,35,2,25,6,11,43,5,2,4,78,45,8,556
18,GALAŢI,"LICEUL DE TRANSPORTURI AUTO ”TRAIAN VUIA” (COLEGIUL TEHNIC ”TRAIAN VUIA” - GRUP ŞCOLAR TRANSPORTURI AUTO)",116,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:32:51",1290,1290,0,515,503,0,12,1426,911,492,23,7,12,37,58,3,7,11,18,19,4,3,6,48,6,15,238
18,GALAŢI,"LICEUL DE TRANSPORTURI AUTO ”TRAIAN VUIA” (COLEGIUL TEHNIC ”TRAIAN VUIA” - GRUP ŞCOLAR TRANSPORTURI AUTO)",115,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:04:43",1198,1198,0,511,479,0,32,1323,825,481,16,1,5,28,54,2,13,16,19,20,2,4,3,53,5,10,246
18,GALAŢI,"LICEUL DE TRANSPORTURI AUTO ”TRAIAN VUIA” (COLEGIUL TEHNIC ”TRAIAN VUIA” - GRUP ŞCOLAR TRANSPORTURI AUTO)",117,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:48:49",1221,1221,0,485,478,0,7,1346,861,473,12,5,0,24,66,2,16,14,15,19,5,3,1,45,4,13,241
18,GALAŢI,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY” (GRUP ȘCOLAR INDUSTRIAL ”ANGHEL SALIGNY” - LICEUL INDUSTRIAL NR.9)",128,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:47:59",1819,1819,0,556,548,0,8,2000,1444,525,31,7,4,17,24,7,22,11,18,39,6,4,7,98,9,19,233
18,GALAŢI,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY” (GRUP ȘCOLAR INDUSTRIAL ”ANGHEL SALIGNY” - LICEUL INDUSTRIAL NR.9)",127,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:30:13",1670,1670,0,140,133,0,7,1850,1710,133,7,0,1,8,9,0,2,4,2,10,1,3,0,16,1,5,71
18,GALAŢI,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY” (GRUP ȘCOLAR INDUSTRIAL ”ANGHEL SALIGNY” - LICEUL INDUSTRIAL NR.9)",125,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:27:08",1818,1818,0,382,370,0,12,2016,1634,371,11,4,6,20,35,2,8,8,10,24,1,4,1,54,6,13,175
18,GALAŢI,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY” (GRUP ȘCOLAR INDUSTRIAL ”ANGHEL SALIGNY” - LICEUL INDUSTRIAL NR.9)",126,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:10",1669,1669,0,62,58,0,4,1862,1800,60,2,0,0,0,2,1,0,5,0,4,2,2,0,10,1,3,30
18,GALAŢI,"LICEUL TEHNOLOGIC ”AUREL VLAICU” (COLEGIUL TEHNIC ”AUREL VLAICU” - GRUP ȘCOLAR METALURGIC - LICEUL INDUSTRIAL NR. 3 )",157,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:38:12",1847,1847,0,668,658,0,10,2039,1371,643,25,8,3,42,43,4,24,20,18,44,10,4,2,82,9,22,308
18,GALAŢI,"LICEUL TEHNOLOGIC ”AUREL VLAICU” (COLEGIUL TEHNIC ”AUREL VLAICU” - GRUP ȘCOLAR METALURGIC - LICEUL INDUSTRIAL NR. 3 )",155,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:22:19",1649,1649,0,472,461,0,11,1815,1345,452,18,7,1,12,13,2,10,15,10,34,6,8,1,68,0,28,237
18,GALAŢI,"LICEUL TEHNOLOGIC ”AUREL VLAICU” (COLEGIUL TEHNIC ”AUREL VLAICU” - GRUP ȘCOLAR METALURGIC - LICEUL INDUSTRIAL NR. 3 )",156,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:08:53",1796,1796,0,207,187,0,20,1995,1788,198,9,1,0,3,14,2,9,0,4,19,3,0,1,35,6,9,92
18,GALAŢI,"LICEUL TEHNOLOGIC ”AUREL VLAICU” (COLEGIUL TEHNIC ”AUREL VLAICU” - GRUP ȘCOLAR METALURGIC - LICEUL INDUSTRIAL NR. 3 )",158,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:25:24",1754,1754,0,586,577,0,9,1934,1348,552,34,7,2,17,37,4,25,17,27,32,6,8,4,81,3,23,259
18,GALAŢI,"LICEUL TEHNOLOGIC ”CAROL I” (LICEUL TEHNOLOGIC CĂI FERATE - GRUP ȘCOLAR INDUSTRIAL TRANSPORTURI CF - LICEUL CFR)",164,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:01:30",1628,1628,0,577,567,0,10,1790,1213,562,15,7,2,22,56,2,25,17,22,31,5,8,1,68,8,18,270
18,GALAŢI,"LICEUL TEHNOLOGIC ”CAROL I” (LICEUL TEHNOLOGIC CĂI FERATE - GRUP ȘCOLAR INDUSTRIAL TRANSPORTURI CF - LICEUL CFR)",162,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:39:38",1713,1713,0,600,591,0,9,1890,1290,563,37,4,7,22,52,5,22,22,31,39,8,3,1,56,1,15,275
18,GALAŢI,"LICEUL TEHNOLOGIC ”CAROL I” (LICEUL TEHNOLOGIC CĂI FERATE - GRUP ȘCOLAR INDUSTRIAL TRANSPORTURI CF - LICEUL CFR)",163,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:49:06",1647,1647,0,610,607,0,3,1806,1196,592,18,4,3,27,54,5,26,21,22,32,6,3,3,69,0,17,300
18,GALAŢI,"LICEUL TEHNOLOGIC ”ELENA CARAGIANI”",210,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:01:29",1949,1949,0,260,250,0,10,2158,1898,251,9,5,4,5,14,1,6,6,2,14,3,3,0,32,2,0,154
18,GALAŢI,"LICEUL TEHNOLOGIC ” EREMIA GRIGORESCU”",216,"ORAŞ TÂRGU BUJOR",75472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:52:40",979,979,0,567,538,0,29,1080,513,545,22,7,4,15,23,0,9,11,13,31,9,3,4,50,2,4,360
18,GALAŢI,"LICEUL TEHNOLOGIC ”GENERAL DE MARINA NICOLAE DUMITRESCU MAICAN” (LICEUL TEHNOLOGIC DE MARINĂ - GRUP ȘCOLAR INDUSTRIAL DE MARINĂ - LICEUL DE MARINĂ)",50,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:32:12",1282,1282,0,476,471,0,5,1418,942,452,24,6,2,31,55,2,8,18,18,21,5,6,4,59,2,22,193
18,GALAŢI,"LICEUL TEHNOLOGIC ”GENERAL DE MARINA NICOLAE DUMITRESCU MAICAN” (LICEUL TEHNOLOGIC DE MARINĂ - GRUP ȘCOLAR INDUSTRIAL DE MARINĂ - LICEUL DE MARINĂ)",49,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:20:26",1511,1511,0,553,525,0,28,1665,1112,524,29,4,2,14,41,7,20,7,22,41,8,9,3,76,7,25,238
18,GALAŢI,"LICEUL TEHNOLOGIC ”GENERAL DE MARINA NICOLAE DUMITRESCU MAICAN” (LICEUL TEHNOLOGIC DE MARINĂ - GRUP ȘCOLAR INDUSTRIAL DE MARINĂ - LICEUL DE MARINĂ)",48,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:11:37",1302,1297,5,405,393,5,7,1430,1025,380,25,2,2,9,27,6,14,18,8,36,3,6,0,59,7,23,160
18,GALAŢI,"LICEUL TEHNOLOGIC NR.1",283,CUDALBI,76157,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:30:23",1553,1553,0,865,817,0,48,1717,852,809,56,2,2,1,35,1,11,5,12,46,5,6,0,96,0,5,582
18,GALAŢI,"LICEUL TEHNOLOGIC OVIDIU CALEDONIU",196,"MUNICIPIUL TECUCI",75203,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:22:43",1277,1277,0,601,586,0,15,1406,805,574,27,8,3,8,33,4,14,8,12,47,2,3,3,89,9,6,325
18,GALAŢI,"LICEUL TEHNOLOGIC ”PAUL DIMO” (COLEGIUL TEHNIC ”PAUL DIMO” - LICEUL ENERGETIC NR.4)",144,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:11:24",1043,1043,0,390,383,0,7,1151,761,374,16,2,0,15,29,3,8,7,16,23,3,5,0,52,2,3,206
18,GALAŢI,"LICEUL TEHNOLOGIC ”PAUL DIMO” (COLEGIUL TEHNIC ”PAUL DIMO” - LICEUL ENERGETIC NR.4)",143,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:22:38",1389,1389,0,535,527,0,8,1540,1005,511,24,7,0,14,43,1,23,14,19,33,6,3,3,68,3,22,252
18,GALAŢI,"LICEUL TEHNOLOGIC ”PAUL DIMO” (COLEGIUL TEHNIC ”PAUL DIMO” - LICEUL ENERGETIC NR.4)",142,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:05:28",1339,1339,0,476,465,0,11,1480,1004,453,23,2,3,17,39,5,23,9,22,28,8,3,1,69,3,15,206
18,GALAŢI,"LICEUL TEHNOLOGIC ”PAUL DIMO” (COLEGIUL TEHNIC ”PAUL DIMO” - LICEUL ENERGETIC NR.4)",141,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:04:46",1324,1324,0,479,463,0,16,1462,983,463,16,2,0,11,23,1,24,12,13,39,5,2,3,66,8,24,230
18,GALAŢI,"LICEUL TEHNOLOGIC ”RADU NEGRU” (COLEGIUL TEHNIC ”RADU NEGRU” - GRUP ȘCOLAR ”RADU NEGRU”)",41,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:53:03",1789,1789,0,849,689,0,160,1976,1127,828,21,7,5,46,92,4,25,18,21,37,14,13,7,117,8,24,390
18,GALAŢI,"LICEUL TEHNOLOGIC ”RADU NEGRU” (COLEGIUL TEHNIC ”RADU NEGRU” - GRUP ȘCOLAR ”RADU NEGRU”)",40,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:29:43",1559,1559,0,685,514,0,171,1723,1038,649,36,10,2,0,65,4,24,15,23,33,8,4,3,140,5,16,297
18,GALAŢI,"LICEUL TEHNOLOGIC ”TUDOR VLADIMIRESCU”",411,"TUDOR VLADIMIRESCU",77313,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:25:06",923,923,0,487,467,0,20,1015,528,469,18,3,0,0,12,1,3,1,4,4,2,5,2,183,4,1,244
