precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA AUR-voturi"
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL DEDULEŞTI",382,TOPLICENI,49769,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:40:05",722,722,0,482,458,0,24,790,308,442,40,4,287,2,2,0,27,3,7,2,14,27,6,2,7,2,50
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL DIN SATUL ŞARÎNGA",312,PIETROASELE,48487,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:39:10",1100,1100,0,646,580,0,66,1211,565,602,44,13,320,3,4,14,4,4,7,2,133,17,11,1,4,6,59
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL ILEANA",243,"GLODEANU SĂRAT",46867,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:29:22",316,316,0,236,222,0,14,351,115,215,21,3,142,0,0,0,1,2,2,1,19,18,4,2,0,1,20
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL LIMPEZIŞ",291,"MOVILA BANULUI",47774,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:31:48",786,786,0,567,538,0,29,860,293,528,39,2,413,2,2,2,4,1,0,1,10,29,7,0,4,5,46
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL LIPIA",283,MEREI,47453,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:12:26",1574,1574,0,990,956,0,34,1730,740,939,51,0,679,2,16,7,5,0,0,0,22,45,20,0,15,16,112
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL MITROPOLIA",166,BRĂDEANU,45496,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:50:21",317,317,0,216,215,0,1,350,134,195,21,1,159,1,0,0,0,1,2,1,1,13,5,1,0,3,7
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL MOISICA",368,SMEENI,49545,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:42:22",279,279,0,151,143,0,8,310,159,146,5,0,104,0,1,0,2,0,3,0,8,10,1,0,3,2,12
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL MOVILA BANULUI",289,"MOVILA BANULUI",47774,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:08:17",983,983,0,643,618,0,25,1080,437,607,36,0,474,2,4,6,1,4,0,2,6,35,5,0,5,8,55
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL NIȘCOV",407,VERNEŞTI,50102,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:25:43",1050,1050,0,519,502,0,17,1160,641,489,30,2,265,3,9,3,5,1,3,2,54,38,18,1,10,7,68
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL NITRARIA BERCA",146,BERCA,45101,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:37:07",919,919,0,455,447,0,8,1015,560,437,18,2,256,5,6,2,5,0,8,3,50,15,14,1,9,9,52
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 COMUNA CISLĂU",208,CISLĂU,46313,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:49:15",1767,1767,0,1131,1070,0,61,4109,2978,1049,82,10,653,2,6,12,34,5,17,3,62,64,26,0,21,21,113
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL NR. 2 COMUNA PADINA",298,PADINA,48138,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:18:41",1227,1227,0,694,662,0,32,1351,657,625,69,2,456,2,0,2,4,4,8,3,19,41,8,2,5,11,58
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 TĂBĂRĂȘTI",235,GĂLBINAŞI,46769,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:51:44",1053,1053,0,655,632,0,23,1150,495,612,43,3,414,2,5,2,5,2,6,2,33,47,9,1,11,9,61
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL ”ORIZONT”",86,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:36:32",1406,1406,0,655,641,0,14,1600,948,623,29,2,383,7,8,4,8,2,6,4,25,26,8,3,8,12,117
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL PIETROSU",225,COSTEŞTI,46484,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:23:27",1055,1055,0,472,467,0,5,1160,688,430,42,9,299,0,6,11,0,2,1,1,19,21,7,0,3,2,49
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL RĂDUCEŞTI",385,TOPLICENI,49769,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:49:30",389,389,0,230,218,0,12,430,200,211,19,2,146,0,2,1,1,0,2,1,7,14,2,0,0,2,31
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL RĂTEŞTI",152,BERCA,45101,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:47",717,717,0,326,315,0,11,800,474,307,19,1,195,0,12,3,0,2,5,1,27,15,5,0,7,4,30
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL RUBLA",400,"VALEA RÂMNICULUI",50022,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:53:09",911,911,0,553,540,0,13,1000,447,530,23,4,376,1,2,5,3,1,5,6,14,45,10,1,8,7,42
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL SĂGEATA",338,SĂGEATA,49073,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:40:14",1026,1026,0,710,650,0,60,1136,426,670,40,5,505,3,2,4,4,3,4,4,6,25,4,0,4,7,90
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL SĂHĂTENI",344,SĂHĂTENI,49153,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:26:32",1286,1286,0,879,850,0,29,1420,541,840,39,9,535,4,10,6,7,7,18,3,29,47,24,1,11,22,107
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL SAT BALTA ALBĂ",136,"BALTA ALBĂ",44934,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:35:25",409,408,1,319,286,0,33,453,134,286,33,5,204,5,1,4,2,2,2,0,24,4,0,0,2,1,30
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL SAT IZVORU DULCE COMUNA MEREI",282,MEREI,47453,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:13:40",692,692,0,353,342,0,11,760,407,332,21,1,185,1,4,2,3,1,6,2,7,17,3,3,2,7,88
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL SAT PADURENI, COMUNA TISAU",376,TISĂU,49643,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:17:18",404,404,0,221,210,0,11,450,229,208,13,0,118,1,2,1,3,1,0,0,10,9,6,1,0,5,51
10,BUZĂU,"GRADINIŢA CU PROGRAM NORMAL SAT VALEA SĂLCIILOR, COMUNA TISAU",379,TISĂU,49643,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:16:11",531,531,0,324,313,0,11,590,266,309,15,2,205,2,2,1,6,0,1,2,15,8,4,0,1,5,55
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL SCUTELNICI",358,SCUTELNICI,49439,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:55:16",819,819,0,502,448,0,54,900,398,468,34,1,353,0,5,3,0,2,5,2,19,29,2,1,2,4,40
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL SMEENI",364,SMEENI,49545,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:38:35",1095,1095,0,592,569,0,23,1200,608,554,38,6,382,2,5,2,0,4,9,0,31,36,8,0,6,11,52
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL UDAŢI- MÂNZU",370,SMEENI,49545,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:58:20",705,705,0,356,350,0,6,780,424,339,17,2,236,1,3,1,1,1,8,0,8,22,8,0,5,5,38
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL VADU PAŞII",393,"VADU PAŞII",49956,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:06:38",1653,1653,0,1043,1028,0,15,1821,778,984,59,4,687,2,14,2,5,5,9,3,41,53,19,6,12,17,105
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”BOBOCEII DIN MICRO III”",72,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:36:20",1316,1316,0,589,566,0,23,1400,811,571,18,3,285,8,24,4,4,7,5,10,53,25,28,2,20,16,77
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMEA COPILĂRIEI”",92,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:35:16",1546,1546,0,716,709,0,7,1700,984,689,27,4,412,4,12,12,5,1,11,6,28,58,18,1,15,14,88
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMEA COPILĂRIEI”",93,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:29:33",1623,1622,1,676,673,0,3,1800,1124,657,19,2,384,4,15,11,2,3,12,4,43,51,14,1,16,17,78
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”MUGURAŞII”",91,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:16",1356,1356,0,567,561,0,6,1500,933,540,27,0,344,2,4,1,4,2,7,5,17,47,4,2,16,13,72
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1",51,"MUNICIPIUL BUZĂU",44818,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:18:19",1413,1413,0,783,759,0,24,1500,715,759,24,1,374,10,46,7,2,5,5,4,132,20,44,0,29,33,47
10,BUZĂU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",100,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:16:14",1389,1389,0,610,600,0,10,1500,890,595,15,2,374,1,13,4,4,2,7,3,27,36,23,0,12,16,71
10,BUZĂU,"GRADINIȚA CU PROGRAM PRELUNGIT NR.4",62,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:29:11",1208,1208,0,529,510,0,19,1300,771,509,20,2,252,2,17,6,6,4,3,5,63,19,25,1,21,13,70
10,BUZĂU,"GRADINIȚA CU PROGRAM PRELUNGIT NR.8",44,"MUNICIPIUL BUZĂU",44818,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:53:35",932,932,0,437,425,0,12,1000,563,412,25,2,209,0,20,4,5,8,4,6,29,33,21,0,14,10,47
10,BUZĂU,"GRADINIȚA CU PROGRAM PRELUNGIT NR.8",45,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:03:47",760,760,0,345,328,0,17,850,505,338,7,2,178,1,13,0,2,3,12,2,36,14,12,2,16,9,36
10,BUZĂU,"GRADINIȚA CU PROGRAM PRELUNGIT NR.8",46,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:09:28",1553,1553,0,707,690,0,17,1700,993,685,22,3,361,6,25,4,8,8,8,7,72,22,28,4,13,25,91
10,BUZĂU,"GRĂDINIŢA DĂSCĂLEŞTI",322,PUIEŞTI,48842,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:45:20",536,536,0,317,300,0,17,571,254,289,28,3,225,1,3,2,1,0,1,2,15,14,1,0,5,5,11
10,BUZĂU,"GRĂDINIŢA DE COPII POŞTA CÎLNĂU",317,"POŞTA CÂLNĂU",48771,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:04:02",977,977,0,624,599,0,25,1070,461,581,28,3,385,0,9,3,4,3,3,2,28,35,11,0,14,13,68
10,BUZĂU,"GRĂDINIŢA DE COPII POŞTA CÎLNĂU",316,"POŞTA CÂLNĂU",48771,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:45:17",1020,1020,0,559,548,0,11,1100,541,542,17,5,399,0,5,0,4,5,11,2,18,28,3,0,6,9,47
10,BUZĂU,"GRĂDINIŢA DE COPII VADU SOREŞTI",419,ZĂRNEŞTI,50415,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:23",994,994,0,670,640,0,30,1090,420,629,41,4,473,1,4,3,2,3,8,1,51,14,5,0,7,9,44
10,BUZĂU,"GRĂDINIŢA DE COPII ZĂRNEŞTI",420,ZĂRNEŞTI,50415,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:16:40",832,832,0,589,559,0,30,910,321,549,40,4,365,2,6,2,3,5,5,0,60,18,9,0,3,8,59
10,BUZĂU,"GRADINITA PN PIETROIU",176,BUDA,45673,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:11:53",512,512,0,325,304,0,21,560,235,268,57,4,176,0,1,2,1,0,4,0,49,8,1,0,1,0,21
10,BUZĂU,"GRĂDINITA POD VINETIS - VECHE",110,"ORAŞ NEHOIU",47916,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:30:34",513,513,0,341,330,0,11,570,229,314,27,0,189,0,3,0,4,1,3,0,8,36,6,0,8,7,49
10,BUZĂU,"GRĂDINIŢA PROSCA",295,NĂENI,47854,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:43:46",162,162,0,130,114,0,16,178,48,121,9,0,81,0,2,0,0,1,2,0,8,11,0,0,0,1,15
10,BUZĂU,"GRĂDINIŢA SĂTUC",153,BERCA,45101,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:04:05",549,549,0,293,283,0,10,601,308,281,12,0,185,0,5,1,0,2,2,2,19,14,7,0,2,5,37
10,BUZĂU,"GRUP SCOLAR TEHNIC NEHOIU STR. SCOLII",103,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:00:50",920,920,0,491,469,0,22,1010,519,467,24,4,256,1,0,3,4,1,4,5,55,25,17,2,25,9,56
10,BUZĂU,"LICEUL AGRICOL ”DR. CONSTANTIN ANGELESCU”",40,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:59:05",1233,1233,0,605,584,0,21,1400,795,588,17,4,276,12,20,12,8,5,4,3,75,33,31,6,23,21,55
10,BUZĂU,"LICEUL CU PROGRAM SPORTIV ”IOLANDA BALAŞ SÖTER”",70,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:21:01",1193,1193,0,534,526,0,8,1300,766,510,24,0,248,6,23,2,7,3,3,4,42,17,27,0,14,22,92
10,BUZĂU,"LICEUL CU PROGRAM SPORTIV ”IOLANDA BALAŞ SÖTER”",69,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:24:34",804,804,0,316,308,0,8,900,584,305,11,9,174,2,5,1,10,1,2,2,22,12,7,2,7,12,37
10,BUZĂU,"LICEUL CU PROGRAM SPORTIV ”IOLANDA BALAŞ SÖTER”",71,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:14:13",1013,1013,0,424,412,0,12,1100,676,409,15,1,224,3,10,2,7,5,11,3,26,27,10,0,13,7,60
10,BUZĂU,"LICEUL DE ARTE ”MARGARETA STERIAN”",33,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:38:51",1386,1386,0,630,604,0,26,1500,870,608,22,2,312,4,21,7,7,1,3,7,59,33,32,5,25,12,78
10,BUZĂU,"LICEUL ECONOMIC ”ELINA MATEI BASARAB”",101,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:16:58",1363,1363,0,593,583,0,10,1500,907,565,28,4,352,4,3,5,4,6,2,10,38,32,21,0,7,13,64
10,BUZĂU,"LICEUL TEHNIC BUZĂU",31,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:39:22",792,792,0,360,355,0,5,900,540,345,15,3,223,2,10,14,2,4,4,1,12,13,9,1,6,11,30
10,BUZĂU,"LICEUL TEHNIC BUZĂU",32,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:25:01",811,811,0,378,359,0,19,900,522,360,18,2,208,2,10,8,4,4,3,3,15,19,11,1,14,15,41
10,BUZĂU,"LICEUL TEHNOLOGIC ”DIMITRIE FILIPESCU”",38,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:26:56",1331,1331,0,570,559,0,11,1500,930,550,20,3,304,3,9,4,3,6,9,2,35,36,21,1,16,15,83
10,BUZĂU,"LICEUL TEHNOLOGIC ”DIMITRIE FILIPESCU”",39,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:05:51",1403,1403,0,472,463,0,9,1500,1028,452,20,0,230,4,11,9,4,6,8,3,29,43,11,1,11,8,74
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”",11,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:17",1181,1181,0,507,498,0,9,1300,793,497,10,1,267,8,6,2,7,6,5,4,49,26,19,0,19,14,64
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”",10,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:27:57",1320,1320,0,545,535,0,10,1500,955,533,12,2,261,5,14,2,4,6,3,6,55,37,28,1,21,11,77
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”",9,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:21:29",1523,1523,0,621,613,0,8,1700,1079,603,18,1,334,11,13,11,8,6,4,2,51,32,27,1,23,5,74
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”",12,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:32:36",1326,1326,0,538,527,0,11,1500,962,522,16,1,286,3,21,3,5,4,3,2,50,27,21,6,22,8,60
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”– SALĂ DE SPORT",8,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:41:42",1075,1075,0,468,460,0,8,1200,732,448,20,4,181,4,20,1,2,4,6,4,50,31,22,2,12,26,79
10,BUZĂU,"LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”– SALĂ DE SPORT",7,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:35:38",964,964,0,423,410,0,13,1100,677,398,25,2,175,5,29,1,8,4,2,4,52,23,18,1,7,15,52
10,BUZĂU,"LICEUL TEHNOLOGIC ”HENRI COANDĂ”",24,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:38:23",1257,1257,0,362,350,0,12,1400,1038,344,18,0,176,7,1,1,0,1,2,1,8,69,4,0,4,7,63
10,BUZĂU,"LICEUL TEHNOLOGIC ”HENRI COANDĂ”",25,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:55:38",1096,1096,0,481,471,0,10,1200,719,461,20,4,250,3,8,2,6,1,3,7,25,24,18,3,21,7,79
10,BUZĂU,"LICEUL TEHNOLOGIC ”HENRI COANDĂ”",26,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:38:21",1262,1262,0,510,503,0,7,1400,890,494,16,3,269,1,19,4,6,6,6,3,49,12,27,1,11,16,61
10,BUZĂU,"LICEUL TEHNOLOGIC ”HENRI COANDĂ”",23,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:08:39",1351,1351,0,481,451,0,30,1500,1019,456,25,2,260,5,9,2,6,1,0,3,29,27,11,0,4,20,77
10,BUZĂU,"LICEUL TEHNOLOGIC MESERII ŞI SERVICII",76,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:25",971,971,0,358,342,0,16,1100,742,339,19,2,175,2,6,4,2,4,8,1,13,26,13,0,15,12,56
10,BUZĂU,"LICEUL TEHNOLOGIC MESERII ŞI SERVICII",77,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:06:15",1434,1434,0,509,500,0,9,1600,1091,475,34,1,282,2,6,3,1,4,9,4,21,28,10,4,11,9,80
10,BUZĂU,"LICEUL TEHNOLOGIC PĂTÂRLAGELE",119,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:25:10",1033,1033,0,570,559,0,11,1140,570,551,19,4,288,7,14,2,9,6,3,2,20,33,22,1,32,10,98
10,BUZĂU,"LICEUL TEHNOLOGIC PĂTÂRLAGELE",118,"ORAŞ PĂTÂRLAGELE",48325,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:23:54",893,893,0,524,503,0,21,980,456,502,22,2,284,0,10,5,5,2,5,2,19,17,13,1,38,17,82
10,BUZĂU,"LICEUL TEHNOLOGIC RUȘEȚU",334,RUŞEŢU,49046,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:44:39",928,928,0,667,641,0,26,1030,363,560,107,4,273,8,12,2,1,3,19,0,42,26,25,3,5,19,118
10,BUZĂU,"LICEUL TEHNOLOGIC SF.MUCENIC SAVA, BERCA",147,BERCA,45101,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:48",648,648,0,337,326,0,11,721,384,326,11,2,171,2,6,2,2,1,1,1,60,11,7,2,6,13,39
10,BUZĂU,"LICEUL TEHNOLOGIC ”VICTOR FRUNZĂ”",87,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:44:19",1638,1638,0,635,622,0,13,1800,1165,586,49,5,323,4,10,1,4,6,16,5,18,61,12,2,6,14,99
10,BUZĂU,"LICEUL TEHNOLOGIC ”VICTOR FRUNZĂ”",88,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:04:38",1285,1285,0,674,593,0,81,1400,741,632,27,1,394,2,8,7,7,7,6,2,32,41,19,1,12,9,84
10,BUZĂU,"LICEUL TEORETIC DE INFORMATICĂ ”ALEXANDRU MARGHILOMAN”",22,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:23:50",1298,1298,0,560,547,0,13,1400,840,547,13,1,274,3,14,4,2,2,4,1,54,32,32,1,18,27,78
10,BUZĂU,"LICEUL TEORETIC DE INFORMATICĂ ”ALEXANDRU MARGHILOMAN”",20,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:18:03",1260,1260,0,578,564,0,14,1400,822,562,16,0,285,8,12,6,5,11,5,2,51,35,14,2,18,12,96
10,BUZĂU,"LICEUL TEORETIC DE INFORMATICĂ ”ALEXANDRU MARGHILOMAN”",21,"MUNICIPIUL BUZĂU",44818,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:38:17",1225,1225,0,520,513,0,7,1400,880,500,20,1,254,5,8,7,4,10,8,35,47,3,19,3,15,11,70
10,BUZĂU,"LICEUL TEORETIC POGOANELE",128,"ORAŞ POGOANELE",48744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:12:03",1444,1444,0,942,870,0,72,1594,652,874,68,4,504,6,12,3,3,4,13,0,56,34,11,0,5,9,210
10,BUZĂU,"LICEUL TEORETIC ”ŞTEFAN CEL MARE”",95,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:30:39",1213,1213,0,567,553,0,14,1300,733,545,22,1,313,5,8,5,3,4,6,6,34,52,13,2,13,16,64
10,BUZĂU,"PRIMARIA COMUNEI BĂLĂCEANU",139,BĂLĂCEANU,44989,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:42:49",1196,1196,0,988,892,0,96,1310,322,934,54,6,706,10,3,6,3,5,0,2,20,40,12,1,6,11,103
10,BUZĂU,"PRIMARIA LARGU",258,LARGU,47159,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:31:02",1169,1169,0,925,825,0,100,1290,365,826,99,1,643,2,5,2,1,3,3,3,16,33,10,1,9,23,71
10,BUZĂU,"PRIMARIA MĂRGĂRITEŞTI",273,MĂRGĂRITEŞTI,47417,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:13:41",441,441,0,387,309,0,78,490,103,350,37,2,294,2,5,0,1,0,1,1,7,10,5,0,1,1,20
10,BUZĂU,"PRIMĂRIA RACOVIŢENI",326,RACOVIŢENI,48922,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:30:52",982,982,0,605,589,0,16,1080,475,556,49,0,406,2,4,4,1,2,4,3,37,23,3,0,2,8,57
10,BUZĂU,"PRIMARIA STILPU",372,STÂLPU,49625,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:00:58",1170,1169,1,718,707,0,11,1290,572,672,46,3,483,2,7,9,1,2,5,1,34,21,7,3,0,8,86
10,BUZĂU,"SALA DE FESTIVITATI A PRIMARIEI BISOCA",155,BISOCA,45245,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:06:21",424,424,0,262,247,0,15,470,208,238,24,0,188,1,1,0,0,0,3,0,2,8,5,0,0,1,29
