precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL PATRIOȚILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.1",243,JILAVA,179383,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:01:28",1853,1853,0,1125,1087,0,38,2013,888,1052,73,7,610,27,7,155,20,26,42,90,2,38,4,12,5,5,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",138,BALOTEŞTI,100969,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:11:19",1014,1014,0,587,574,0,13,1100,513,564,23,0,285,6,8,93,13,11,56,32,4,20,4,18,6,5,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",137,BALOTEŞTI,100969,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:57:45",1251,1251,0,742,697,0,45,1350,608,705,37,5,360,7,6,101,31,32,62,44,2,30,3,6,9,5,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",1,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:47:10",1396,1396,0,696,651,0,45,1500,804,662,34,3,287,11,4,122,12,23,62,71,2,32,8,7,5,13,0
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",2,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:09",1393,1393,0,766,737,0,29,1550,784,729,37,3,322,12,8,128,17,35,51,86,2,19,7,12,5,20,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",4,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:52:25",1064,1064,0,570,553,0,17,1150,580,547,23,2,258,11,7,94,10,17,45,52,3,15,5,7,7,13,1
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",3,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:03:44",1455,1455,0,756,740,0,16,1600,844,730,26,10,339,12,6,133,30,25,64,57,12,11,5,10,2,9,5
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",5,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:28:57",1469,1469,0,716,693,0,23,1600,884,701,15,7,287,5,7,89,42,26,92,45,1,46,13,16,7,14,4
25,ILFOV,"SCOALA GIMNAZIALA NR.1 BRANESTI",150,BRĂNEŞTI,101298,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:10",1335,1335,0,751,712,0,39,1500,749,717,34,10,416,6,5,100,16,27,45,34,4,25,5,12,4,0,8
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",21,"ORAŞ BUFTEA",100576,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:46:40",1726,1726,0,970,946,0,24,1900,930,933,37,12,481,6,6,121,28,28,89,64,9,20,20,27,6,14,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",22,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:34:08",1801,1801,0,971,950,0,21,2000,1029,927,44,11,503,8,5,126,21,32,69,76,4,21,12,20,9,8,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",20,"ORAŞ BUFTEA",100576,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:39:10",1631,1631,0,936,935,0,1,1800,864,896,37,8,486,12,7,120,18,29,60,78,4,25,16,24,0,8,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",184,CIOROGÂRLA,101957,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:19:12",1952,1952,0,1204,1162,0,42,2150,946,1150,54,10,716,12,2,168,0,33,81,64,5,26,3,9,11,8,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",183,CIOROGÂRLA,101957,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:47:09",1473,1473,0,1075,1007,0,68,1600,525,982,37,4,627,5,4,85,41,27,69,49,4,22,11,12,9,10,3
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",127,"1 DECEMBRIE",102543,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:30:09",1972,1972,0,988,950,0,38,2200,1212,952,36,7,383,5,5,266,48,26,109,40,6,25,6,11,2,13,0
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",128,"1 DECEMBRIE",102543,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:50:24",1867,1867,0,891,865,0,26,2050,1159,840,51,8,320,8,0,252,27,41,56,63,3,26,13,14,3,4,2
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",130,"1 DECEMBRIE",102543,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:49:43",1560,1560,0,796,767,0,29,1700,904,757,39,6,280,2,6,242,16,27,43,75,3,27,9,10,4,3,4
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",129,"1 DECEMBRIE",102543,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:37:21",1650,1650,0,935,908,0,27,1800,865,893,42,9,383,12,4,251,26,19,51,74,2,30,11,7,5,7,2
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1 MOARA VLASIEI",248,"MOARA VLĂSIEI",104243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:40:44",1862,1862,0,1008,980,0,28,1997,989,963,45,4,662,10,0,97,23,18,34,56,3,26,4,8,3,11,4
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",251,MOGOŞOAIA,179463,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:18:31",1491,1491,0,825,772,0,53,1600,775,805,20,13,375,6,4,103,49,21,127,45,8,18,6,4,8,14,4
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",250,MOGOŞOAIA,179463,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 03:40:44",1329,1329,0,860,783,0,77,1450,590,833,27,9,394,4,2,89,70,25,160,17,2,28,12,11,4,2,4
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -",252,MOGOŞOAIA,179463,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:45:08",1376,1375,1,865,822,1,42,1500,635,834,31,6,468,8,3,93,41,24,90,42,6,17,10,9,4,10,3
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -CORP B",253,MOGOŞOAIA,179463,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:38:18",1677,1677,0,1034,1006,0,28,1800,766,986,48,6,719,10,1,89,16,12,54,42,8,10,5,3,2,7,2
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -CORP B",254,MOGOŞOAIA,179463,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 03:32:05",1734,1734,0,1010,949,0,61,1900,890,991,19,4,309,4,2,89,150,56,277,20,6,29,3,15,7,9,11
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",64,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:46:30",1687,1687,0,684,669,0,15,1850,1166,653,29,6,366,5,2,104,15,22,40,39,4,20,1,14,6,9,0
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",66,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:42:04",1856,1856,0,774,743,0,31,2000,1226,735,39,9,345,16,11,127,24,25,49,70,3,16,5,15,4,14,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",71,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:57:32",1516,1516,0,617,595,0,22,1700,1085,594,21,20,239,2,6,99,27,26,72,41,2,22,2,23,4,8,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",67,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:52:21",1875,1875,0,844,824,0,20,2050,1206,811,33,17,422,7,6,135,16,15,61,54,12,27,4,16,7,11,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",69,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:03:32",1502,1502,0,716,698,0,18,1600,884,689,27,5,370,4,1,92,21,22,58,59,3,31,3,7,6,4,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",65,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:08:19",1762,1762,0,778,747,0,31,1900,1122,747,31,9,329,6,4,121,42,35,92,34,5,23,6,17,6,11,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",72,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:25:03",1069,1069,0,500,469,0,31,1150,650,482,18,12,209,4,4,104,9,15,43,32,5,17,3,8,4,12,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",74,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:11:06",1740,1740,0,650,630,0,20,1900,1250,636,14,15,220,2,4,95,50,23,124,28,4,35,3,15,3,10,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",73,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:23:45",1503,1503,0,557,538,0,19,1597,1040,546,11,9,170,8,4,70,45,23,120,22,6,30,3,25,7,0,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",63,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:57:34",1559,1559,0,628,612,0,16,1700,1072,600,28,9,304,5,3,84,27,21,54,37,1,15,6,13,1,19,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",70,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:57:37",1566,1566,0,750,733,0,17,1700,950,707,43,10,393,4,2,127,18,33,22,57,2,7,5,12,5,10,0
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",68,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:32",1245,1245,0,537,521,0,16,1350,813,504,33,4,269,4,2,79,13,22,38,33,4,13,3,8,6,4,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",273,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:03:58",1135,1135,0,887,838,0,49,1250,363,803,84,7,551,3,3,70,5,8,8,119,5,5,4,1,1,11,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",276,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:14:25",1275,1275,0,1011,967,0,44,1349,338,868,143,3,635,11,3,102,7,2,14,70,4,7,0,1,3,6,0
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",274,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:21:28",1253,1253,0,984,950,0,34,1400,416,821,163,8,569,2,0,67,0,0,6,116,25,0,8,0,0,20,0
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP A",280,TUNARI,105570,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:14:34",1761,1761,0,1260,1103,0,157,1900,640,1230,30,13,748,10,2,116,51,41,115,35,9,45,8,15,6,8,8
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP B",282,TUNARI,105570,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 07:36:37",1786,1786,0,1045,947,0,98,1950,905,1024,21,6,510,10,5,121,0,48,203,20,4,53,6,14,7,11,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP C",281,TUNARI,105570,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:10:39",1523,1523,0,1022,933,0,89,1649,627,990,32,6,561,6,1,98,63,31,108,45,4,30,4,8,10,10,5
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - SALA DE SPORT",279,TUNARI,105570,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:31:56",1949,1949,0,1280,1149,0,131,2150,870,1231,49,3,762,4,1,117,61,38,124,43,2,44,5,12,4,10,1
25,ILFOV,"SCOALA GIMNAZIALA NR.2",197,CORBEANCA,102160,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:13:41",1232,1232,0,820,745,0,75,1350,530,784,32,4,201,11,3,155,61,27,170,49,5,24,7,27,6,32,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",233,GLINA,179347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:42:22",1194,1194,0,572,556,0,16,1300,728,537,35,3,326,4,3,92,6,9,23,31,2,16,2,10,4,5,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",122,"ORAŞ VOLUNTARI",179551,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:45:54",1885,1885,0,996,955,0,41,2100,1104,955,41,21,533,13,8,102,23,29,55,73,11,28,8,23,10,7,11
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",123,"ORAŞ VOLUNTARI",179551,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:29:23",1868,1868,0,1029,1022,0,7,2050,1021,993,36,16,577,0,5,125,17,23,78,47,6,41,12,23,12,3,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",234,GLINA,179347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:19:19",936,936,0,548,496,0,52,1000,452,528,20,1,296,6,1,66,17,39,41,22,2,12,4,12,2,5,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",124,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:13:53",1770,1770,0,1004,980,0,24,1950,946,960,44,7,491,12,9,131,29,28,67,77,2,54,7,26,6,12,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",160,CERNICA,101742,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:57:14",1319,1319,0,781,753,0,28,1450,669,748,33,4,563,4,1,62,2,3,12,62,3,18,0,5,2,4,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",161,CERNICA,101742,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:04:31",1335,1335,0,773,751,0,22,1500,727,734,39,6,607,6,1,52,3,7,3,30,0,11,1,1,2,4,0
25,ILFOV,"ȘCOALA GIMNAZIALA NR.2",198,CORBEANCA,102160,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:03:30",1380,1380,0,877,831,0,46,1496,619,844,33,7,196,8,3,117,111,27,254,43,3,27,4,7,10,24,3
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",245,JILAVA,179383,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 02:16:37",821,821,0,1670,556,0,1114,1953,283,1405,265,19,886,25,7,276,12,12,19,56,16,12,13,5,24,21,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",244,JILAVA,179383,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 02:43:58",1291,1291,0,738,724,0,14,1400,662,706,32,5,420,7,6,122,13,12,36,35,7,24,3,5,2,8,1
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",26,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:56:48",1443,1443,0,905,872,0,33,1600,695,851,54,4,455,2,3,139,22,20,77,35,14,33,12,14,4,15,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",25,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:21:43",1246,1246,0,751,721,0,30,1300,549,730,21,5,321,10,4,131,26,37,66,45,2,19,17,18,7,18,4
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",27,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:32:55",1671,1671,0,1187,1180,0,7,1850,663,1162,25,10,578,10,8,209,28,32,89,87,10,37,23,16,10,12,3
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",28,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:12:57",1577,1577,0,998,966,0,32,1700,702,958,40,2,492,13,5,148,20,25,78,67,7,49,18,21,5,8,0
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",211,DOBROEŞTI,179310,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:31:43",1772,1772,0,834,789,0,45,1916,1082,759,34,10,267,5,9,91,50,24,151,23,7,43,10,23,5,35,6
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",213,DOBROEŞTI,179310,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:16:46",1895,1895,0,623,571,0,52,2100,1477,609,14,5,117,13,3,104,38,47,141,34,9,42,2,17,4,31,2
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",212,DOBROEŞTI,179310,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:35:58",1653,1653,0,735,703,0,32,1800,1065,726,9,4,255,10,6,88,60,28,138,37,3,41,8,14,5,26,3
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 CREŢEŞTI",287,VIDRA,105936,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:25:49",1135,1135,0,584,574,0,10,1250,666,560,24,0,355,9,1,95,8,7,14,40,5,11,2,6,1,5,1
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 CREŢEŞTI",288,VIDRA,105936,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:23:17",1007,1007,0,464,459,0,5,1100,636,434,30,1,242,2,2,101,9,5,20,25,3,9,2,9,3,1,0
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2 DÂRVARI",185,CIOROGÂRLA,101957,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:45:14",1842,1842,0,1159,1130,0,29,2000,841,1079,80,12,782,12,0,106,13,10,32,75,5,9,3,13,2,4,1
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 MOARA VLASIEI",247,"MOARA VLĂSIEI",104243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 02:59:23",1898,1898,0,1033,1000,0,33,2100,1067,987,46,5,584,10,2,131,18,29,52,73,6,34,5,20,9,6,3
25,ILFOV,"SCOALA GIMNAZIALA NR.2 PERIS",257,PERIŞ,104546,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:30:18",1054,1054,0,671,654,0,17,1150,479,624,47,2,211,7,3,154,11,15,119,47,1,26,7,8,5,8,0
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2 PERIȘ",259,PERIŞ,104546,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:17:00",1012,1012,0,618,598,0,20,1100,482,583,35,6,227,11,4,123,10,15,77,52,10,12,10,4,9,10,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",109,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:51",1660,1660,0,744,715,0,29,1850,1106,727,17,5,198,0,2,83,101,41,190,19,3,29,1,21,17,10,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",106,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:01:03",1860,1860,0,681,648,0,33,2050,1369,675,6,3,187,2,0,78,97,38,203,7,6,31,0,9,7,6,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",107,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:00:28",1676,1676,0,653,601,0,52,1797,1144,641,12,8,190,3,2,66,83,48,152,16,5,22,3,16,7,12,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",99,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:36:43",1599,1599,0,1081,1046,0,35,1700,619,1052,29,7,655,5,3,206,23,22,39,45,1,15,8,16,3,2,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",232,GLINA,179347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:01:32",1547,1547,0,825,812,0,13,1702,877,752,73,4,481,4,1,197,8,1,2,32,6,10,0,4,0,2,0
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",108,"ORAŞ VOLUNTARI",179551,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 18:47:54",1769,1769,0,794,755,0,39,1950,1156,768,26,12,309,6,9,109,55,41,95,43,0,31,6,22,16,7,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",98,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:32:22",1824,1824,0,1349,1283,0,66,2000,651,1310,39,10,656,7,3,302,40,27,123,49,13,27,9,19,7,5,13
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",158,CERNICA,101742,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:17:29",1544,1544,0,893,846,0,47,1700,807,835,58,9,601,4,3,78,11,6,16,72,4,17,0,7,2,2,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",157,CERNICA,101742,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:44:41",1258,1258,0,759,710,0,49,1400,641,726,33,5,520,1,2,64,7,14,9,70,9,6,6,8,0,5,0
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3",111,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:30:40",1896,1896,0,795,716,0,79,2100,1305,781,14,5,199,0,2,97,101,61,193,20,14,38,2,17,15,11,6
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3",110,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:06:07",1854,1854,0,803,725,0,78,2050,1247,789,14,10,180,3,2,89,135,49,201,21,13,28,9,24,3,19,3
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 ”AL. DIMITRIE GHICA ”",249,"MOARA VLĂSIEI",104243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 02:33:40",1606,1606,0,957,931,0,26,1800,843,927,30,3,608,10,5,91,32,15,41,48,1,35,8,17,5,6,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3 BUFTEA",32,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:03:14",613,613,0,422,383,0,39,700,278,404,18,6,210,7,3,54,11,10,44,19,0,15,7,10,3,5,0
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3 BUFTEA",31,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:38:16",1750,1750,0,1188,1155,0,33,1900,712,1149,39,12,543,14,16,179,52,47,96,83,13,25,25,24,9,10,1
25,ILFOV,"SCOALA GIMNAZIALA NR.3, ŞINDRILIŢA",229,GĂNEASA,103130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:36:40",1157,1157,0,926,914,0,12,1300,374,856,70,4,688,7,2,93,1,6,5,23,8,9,1,1,4,4,0
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 SINTEŞTI",290,VIDRA,105936,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:29:51",1137,1137,0,421,417,0,4,1250,829,249,172,0,207,0,0,28,0,0,0,14,0,0,0,0,0,0,0
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 SINTEŞTI",289,VIDRA,105936,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:34:37",840,840,0,397,383,0,14,900,503,380,17,2,250,5,0,60,4,7,10,18,2,10,0,5,4,3,0
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 4 BUFTEA",29,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:41:24",1108,1108,0,772,753,0,19,1200,428,709,63,1,441,5,0,102,9,14,46,47,5,9,12,7,7,2,2
25,ILFOV,"SCOALA GIMNAZIALA ” PETRU RARES”",167,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:03:21",1921,1921,0,1022,816,0,206,2100,1078,1009,13,4,327,3,8,84,116,112,174,57,6,60,11,22,10,12,3
25,ILFOV,"SCOALA GIMNAZIALA ”PETRU RARES”",170,CHIAJNA,179249,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:27:34",1946,1946,0,785,608,0,177,2100,1315,772,13,3,174,7,5,70,101,102,144,40,6,62,8,25,13,8,4
25,ILFOV,"SCOALA GIMNAZIALA ”PETRU RARES””",168,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:01:41",1926,1926,0,761,592,0,169,2100,1339,748,13,6,149,8,1,59,100,86,173,40,4,59,6,31,15,7,4
