precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA AUR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","GHEORGHE VLAD-DAN-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
5,BIHOR,"CĂMINUL CULTURAL",512,RĂBĂGANI,30648,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:56:17",361,361,0,312,260,0,52,387,75,303,9,1,0,4,1,40,0,2,4,0,8,5,0,215,6,3,14
5,BIHOR,"CĂMINUL CULTURAL",388,DRĂGEŞTI,29341,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:57:04",226,226,0,189,164,0,25,244,55,167,22,0,1,0,0,33,0,3,1,0,1,2,0,121,1,0,4
5,BIHOR,"CĂMINUL CULTURAL",610,TĂMĂŞEU,32153,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:25:15",907,907,0,613,593,0,20,992,360,583,29,0,2,0,0,14,0,508,2,0,4,0,5,33,0,5,10
5,BIHOR,"CĂMINUL CULTURAL",340,"COCIUBA MARE",28763,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:42:05",415,415,0,349,275,0,74,453,104,342,7,0,2,2,0,51,0,3,3,0,8,1,4,242,7,4,15
5,BIHOR,"CĂMINUL CULTURAL",265,BRATCA,27686,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:45:01",342,342,0,264,243,0,21,374,110,245,18,0,1,1,1,48,0,3,2,2,1,4,4,146,2,7,23
5,BIHOR,"CĂMINUL CULTURAL",276,BUDUREASA,27846,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:33:58",314,314,0,237,231,0,6,341,111,217,13,1,0,5,0,45,0,6,2,1,7,0,6,127,4,5,8
5,BIHOR,"CĂMINUL CULTURAL",611,TĂMĂŞEU,32153,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:20:39",195,195,0,139,126,0,13,210,71,134,5,1,0,2,0,6,0,105,0,0,3,0,0,10,2,0,5
5,BIHOR,"CĂMINUL CULTURAL",235,"AVRAM IANCU",27285,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:18:14",173,173,0,79,68,0,11,185,106,76,3,0,0,3,1,5,0,32,0,0,1,1,0,30,0,0,3
5,BIHOR,"CĂMINUL CULTURAL",338,"COCIUBA MARE",28763,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:45:45",714,714,0,515,495,0,20,779,265,495,19,2,0,2,0,56,1,6,3,1,8,2,4,364,1,8,37
5,BIHOR,"CĂMINUL CULTURAL",263,BRATCA,27686,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:41:03",1054,1054,0,739,690,0,49,1159,420,695,44,3,3,0,2,167,2,2,13,3,6,0,5,431,21,4,33
5,BIHOR,"CĂMINUL CULTURAL",608,TARCEA,31565,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:49:13",594,594,0,331,310,0,21,651,320,320,11,0,0,1,0,4,0,297,0,1,0,0,0,14,3,0,0
5,BIHOR,"CĂMINUL CULTURAL",508,RĂBĂGANI,30648,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:33:09",535,535,0,412,354,0,58,577,165,394,18,0,3,2,1,63,0,2,2,3,9,2,2,284,5,0,16
5,BIHOR,"CĂMINUL CULTURAL",446,MĂDĂRAS,30014,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:39:35",190,190,0,123,114,0,9,203,80,106,17,0,3,0,0,14,0,0,1,0,2,0,1,78,1,1,5
5,BIHOR,"CĂMINUL CULTURAL",274,BUDUREASA,27846,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:53:22",820,820,0,648,621,0,27,895,247,597,51,4,3,17,9,107,0,13,9,0,13,0,6,362,15,7,32
5,BIHOR,"CĂMINUL CULTURAL",297,CĂBEŞTI,28077,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:40:18",221,221,0,204,185,0,19,246,42,195,9,0,0,1,0,43,0,4,4,1,2,3,0,119,0,2,16
5,BIHOR,"CĂMINUL CULTURAL",509,RĂBĂGANI,30648,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:20:21",185,185,0,154,136,0,18,197,43,150,4,0,0,0,1,21,0,2,0,0,3,0,0,118,1,0,4
5,BIHOR,"CĂMINUL CULTURAL",264,BRATCA,27686,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:33:10",382,382,0,291,267,0,24,418,134,263,21,0,0,0,1,72,0,0,0,2,0,1,0,164,1,3,19
5,BIHOR,"CĂMINUL CULTURAL",349,"CRIŞTIORU DE JOS",28889,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:49:32",61,61,0,50,36,0,14,72,22,45,4,0,0,0,1,12,0,1,0,0,0,1,0,28,0,0,2
5,BIHOR,"CĂMINUL CULTURAL",350,"CRIŞTIORU DE JOS",28889,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:02:07",363,363,0,300,251,0,49,403,103,272,28,0,2,2,1,43,0,2,6,3,9,11,3,170,3,0,17
5,BIHOR,"CĂMINUL CULTURAL",513,RĂBĂGANI,30648,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:25:29",302,302,0,250,214,0,36,326,76,244,6,0,0,0,1,56,0,1,0,0,4,0,0,157,3,5,17
5,BIHOR,"CĂMINUL CULTURAL",613,TĂMĂŞEU,32153,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:55:43",193,193,0,129,117,0,12,204,75,111,18,0,0,1,0,8,1,87,0,1,3,0,1,7,1,0,1
5,BIHOR,"CĂMINUL CULTURAL",278,BUDUREASA,27846,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:05:20",191,191,0,155,148,0,7,207,52,151,4,0,0,0,1,29,0,2,2,0,4,1,0,98,6,0,8
5,BIHOR,"CĂMINUL CULTURAL",655,VÂRCIOROG,32090,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:34",797,797,0,601,575,0,26,873,272,567,34,2,2,2,3,73,1,14,2,0,12,3,1,416,2,3,31
5,BIHOR,"CĂMINUL CULTURAL",348,"CRIŞTIORU DE JOS",28889,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:28:20",280,280,0,213,189,0,24,309,96,200,13,2,3,1,0,40,0,4,0,0,6,4,0,128,1,0,11
5,BIHOR,"CĂMINUL CULTURAL",218,"ORAŞ VAŞCĂU",27007,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:32:07",107,107,0,102,68,0,34,118,16,100,2,0,0,2,0,19,0,1,0,1,0,2,0,69,4,0,2
5,BIHOR,"CĂMINUL CULTURAL",267,BRATCA,27686,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:25:46",353,353,0,237,229,0,8,384,147,224,13,0,1,4,1,59,4,0,3,1,5,0,5,127,3,0,11
5,BIHOR,"CĂMINUL CULTURAL",536,SĂLACEA,30988,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:50:57",601,601,0,380,373,0,7,658,278,371,9,0,0,0,0,4,0,361,0,0,1,0,1,3,0,0,1
5,BIHOR,"CĂMINUL CULTURAL",295,CĂBEŞTI,28077,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 13:58:13",134,134,0,101,90,0,11,139,38,99,2,0,0,0,0,17,0,2,2,0,7,1,0,66,2,0,2
5,BIHOR,"CĂMINUL CULTURAL",277,BUDUREASA,27846,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:39:18",160,160,0,129,126,0,3,173,44,120,9,1,0,3,0,22,0,1,2,0,5,0,0,83,0,0,3
5,BIHOR,"CĂMINUL CULTURAL",620,TĂUTEU,31654,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:44:59",643,643,0,337,332,0,5,704,367,327,10,1,3,5,1,91,1,24,2,1,7,1,4,140,15,3,28
5,BIHOR,"CĂMINUL CULTURAL",279,BUDUREASA,27846,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:09:34",123,123,0,103,97,0,6,132,29,99,4,0,0,0,0,10,0,2,0,0,0,0,0,84,1,0,2
5,BIHOR,"CĂMINUL CULTURAL",607,TARCEA,31565,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:47:05",729,729,0,329,314,0,15,800,471,308,21,2,0,1,0,21,0,218,1,1,1,2,1,56,1,1,2
5,BIHOR,"CĂMINUL CULTURAL",217,"ORAŞ VAŞCĂU",27007,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:51:05",176,176,0,139,126,0,13,189,50,131,8,1,0,5,0,23,0,2,0,0,5,8,4,70,5,1,7
5,BIHOR,"CĂMINUL CULTURAL",214,"ORAŞ VAŞCĂU",27007,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:32:08",159,159,0,137,117,0,20,172,35,132,5,0,1,0,1,20,0,6,2,0,25,2,0,62,2,1,10
5,BIHOR,"CĂMINUL CULTURAL",266,BRATCA,27686,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:12:50",445,445,0,358,346,0,12,488,130,337,21,1,1,0,1,101,0,2,1,0,2,0,0,195,4,6,23
5,BIHOR,"CĂMINUL CULTURAL",339,"COCIUBA MARE",28763,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:53:55",638,638,0,315,286,0,29,636,321,300,15,0,0,2,1,20,0,2,2,2,8,1,0,250,2,4,6
5,BIHOR,"CĂMINUL CULTURAL",216,"ORAŞ VAŞCĂU",27007,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 13:49:19",110,110,0,108,82,0,26,114,6,100,8,0,2,9,0,13,0,3,0,0,8,3,1,53,2,1,5
5,BIHOR,"CĂMINUL CULTURAL ALMAŞU MARE",238,BALC,27329,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:16:06",606,606,0,428,417,0,11,651,223,393,35,0,0,5,1,64,0,3,4,0,3,1,0,276,5,9,22
5,BIHOR,"CĂMINUL CULTURAL AUŞEU",231,AUŞEU,27212,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:40:23",762,762,0,490,468,0,22,836,346,475,15,0,2,8,4,127,2,7,9,0,15,2,5,249,16,2,27
5,BIHOR,"CĂMINUL CULTURAL BĂIŢA",190,"ORAŞ NUCET",26920,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:27:14",501,501,0,430,348,0,82,547,117,409,21,1,2,7,3,44,2,8,12,1,15,1,14,276,7,2,14
5,BIHOR,"CĂMINUL CULTURAL BALC",237,BALC,27329,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:08:39",1023,1023,0,633,591,0,42,1111,472,585,48,1,1,10,2,36,1,270,8,0,8,1,7,220,4,5,11
5,BIHOR,"CĂMINUL CULTURAL BOTEAN",421,INEU,29724,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:06:18",511,511,0,271,257,0,14,559,288,251,20,1,0,4,4,30,0,3,5,2,2,0,0,185,4,2,9
5,BIHOR,"CĂMINUL CULTURAL BRIHENI",438,LUNCA,29948,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:44:13",232,232,0,209,187,0,22,252,43,198,11,0,0,0,1,36,3,13,2,0,2,1,2,130,0,3,5
5,BIHOR,"CĂMINUL CULTURAL BUTANI",448,MĂGEŞTI,30069,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:27:27",283,283,0,182,179,0,3,302,120,179,3,0,3,5,1,29,0,1,7,1,20,3,3,99,1,1,5
5,BIHOR,"CĂMINUL CULTURAL CACUCIU NOU",449,MĂGEŞTI,30069,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:15:29",295,295,0,218,196,0,22,313,95,209,9,0,0,0,0,31,1,53,5,0,6,0,0,89,7,17,0
5,BIHOR,"CĂMINUL CULTURAL CĂRPINET",303,CĂRPINET,28193,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:14:58",425,425,0,289,275,0,14,464,175,274,15,2,0,1,0,60,0,6,7,1,1,0,6,176,4,2,8
5,BIHOR,"CĂMINUL CULTURAL CĂUAȘD",641,TULCA,31841,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:09:14",380,380,0,260,252,0,8,414,154,249,11,0,0,1,2,27,3,5,3,0,5,10,2,174,3,2,12
5,BIHOR,"CĂMINUL CULTURAL CHIȘLAZ",329,CHIŞLAZ,28530,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:35:00",455,455,0,313,267,0,46,433,120,294,19,0,2,1,2,41,0,6,3,0,5,3,6,209,4,3,9
5,BIHOR,"CĂMINUL CULTURAL CIUMEGHIU",335,CIUMEGHIU,28665,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 01:01:39",1551,1551,0,670,650,0,20,1699,1029,615,55,2,1,0,2,230,1,12,5,3,35,0,7,292,2,3,20
5,BIHOR,"CĂMINUL CULTURAL CORNIŞEŞTI",371,DOBREŞTI,29154,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:51:44",146,146,0,91,73,0,18,158,67,88,3,0,0,0,2,15,0,0,1,3,3,0,0,58,4,0,2
5,BIHOR,"CĂMINUL CULTURAL CORNIȚEL",254,BOROD,27560,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:05:35",417,417,0,280,267,0,13,454,165,270,10,2,3,3,2,57,1,1,5,2,3,0,0,178,2,2,9
5,BIHOR,"CĂMINUL CULTURAL CRESTUR",478,PETREU,27169,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:10:07",402,402,0,203,192,0,11,438,235,182,21,1,0,0,0,7,0,135,1,0,1,1,0,33,1,0,2
5,BIHOR,"CĂMINUL CULTURAL CRINCEŞTI",372,DOBREŞTI,29154,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:49:45",318,318,0,183,172,0,11,345,162,178,5,0,1,1,0,31,0,0,1,1,2,0,2,124,3,2,10
5,BIHOR,"CĂMINUL CULTURAL DOBREŞTI",370,DOBREŞTI,29154,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:57:37",1550,1550,0,914,875,0,39,1703,789,732,182,1,1,4,4,157,4,3,15,2,75,3,10,396,9,2,46
5,BIHOR,"CĂMINUL CULTURAL FÂȘCA",656,VÂRCIOROG,32090,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:30:26",334,334,0,286,258,0,28,364,78,275,11,0,2,0,1,39,0,12,0,0,3,0,0,208,3,1,6
5,BIHOR,"CAMINUL CULTURAL FENERIȘ",488,POCOLA,30416,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:08:09",278,278,0,228,200,0,28,308,80,220,8,0,0,1,2,20,0,0,3,0,18,1,2,166,2,0,5
5,BIHOR,"CĂMINUL CULTURAL GĂLĂŞENI",451,MĂGEŞTI,30069,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:08:41",215,215,0,156,151,0,5,235,79,153,3,1,1,0,3,23,1,2,3,1,10,0,0,100,3,2,3
5,BIHOR,"CĂMINUL CULTURAL GHIDA",240,BALC,27329,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:49:27",133,133,0,58,46,0,12,145,87,46,12,0,0,0,0,5,0,1,1,0,1,1,0,33,0,0,4
5,BIHOR,"CĂMINUL CULTURAL GITTAI ISTVÁN",618,TĂUTEU,31654,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:57:07",893,893,0,597,570,0,27,973,376,591,6,0,0,2,0,6,0,568,0,0,1,0,1,9,0,1,3
5,BIHOR,"CĂMINUL CULTURAL HIDIŞEL",373,DOBREŞTI,29154,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:19:55",542,542,0,349,340,0,9,592,252,338,2,0,0,1,3,57,0,4,1,1,16,0,4,233,3,2,13
5,BIHOR,"CĂMINUL CULTURAL HOTĂREL",439,LUNCA,29948,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:17",210,210,0,190,162,0,28,223,33,187,3,0,0,0,0,35,0,4,6,1,7,0,4,118,5,0,7
5,BIHOR,"CĂMINUL CULTURAL HUSASĂU DE CRIȘ",422,INEU,29724,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:11:15",1043,1043,0,634,611,0,23,1145,511,607,27,1,1,3,3,111,0,2,12,2,11,2,9,405,9,10,26
5,BIHOR,"CĂMINUL CULTURAL JOSANI",452,MĂGEŞTI,30069,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:53:25",264,264,0,185,180,0,5,298,113,180,5,0,2,0,0,32,0,3,3,0,25,0,3,97,4,0,11
5,BIHOR,"CĂMINUL CULTURAL LUGAȘU DE JOS",434,"LUGAŞU DE JOS",29902,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:00:22",1377,1377,0,913,865,0,48,1501,588,865,48,1,2,5,5,179,5,359,7,7,27,3,7,214,10,4,30
5,BIHOR,"CĂMINUL CULTURAL LUGAȘU DE SUS",435,"LUGAŞU DE JOS",29902,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:50:43",677,677,0,504,485,0,19,745,241,450,54,1,0,3,0,103,0,119,12,4,4,3,1,176,1,1,22
5,BIHOR,"CĂMINUL CULTURAL LUNCA",437,LUNCA,29948,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:35:32",772,772,0,555,517,0,38,849,294,543,12,5,1,6,1,111,0,13,15,0,17,4,13,313,6,7,31
5,BIHOR,"CĂMINUL CULTURAL LUNCASPRIE",374,DOBREŞTI,29154,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:31:40",737,737,0,475,433,0,42,805,330,442,33,1,2,3,1,70,0,1,9,4,11,3,7,292,6,2,30
5,BIHOR,"CĂMINUL CULTURAL LUPOAIA",411,HOLOD,29573,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:36:47",479,479,0,260,237,0,23,522,262,215,45,1,0,2,0,36,0,1,0,1,6,4,1,157,1,0,5
5,BIHOR,"CĂMINUL CULTURAL MIȘCA",331,CHIŞLAZ,28530,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:57:45",761,761,0,627,587,0,40,829,202,614,13,0,0,1,0,8,0,581,0,1,1,0,0,17,0,1,4
5,BIHOR,"CAMINUL CULTURAL PACALESTI",382,DRĂGĂNEŞTI,29243,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:46:29",164,164,0,145,137,0,8,179,34,138,7,0,0,1,1,22,1,1,1,0,1,0,1,95,1,2,11
5,BIHOR,"CAMINUL CULTURAL PANTASESTI",383,DRĂGĂNEŞTI,29243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:16",110,110,0,95,90,0,5,118,23,92,3,0,0,1,1,11,0,2,2,1,0,4,1,61,2,0,6
5,BIHOR,"CĂMINUL CULTURAL PĂULEȘTI",271,BRUSTURI,27757,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:08:40",239,239,0,151,137,0,14,257,106,142,9,0,0,0,0,25,0,4,3,1,0,21,0,79,3,0,6
5,BIHOR,"CĂMINUL CULTURAL PETREASA",517,REMETEA,30719,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:25:12",357,357,0,227,219,0,8,387,160,211,16,0,0,2,0,24,2,1,4,1,7,0,1,154,7,0,8
5,BIHOR,"CĂMINUL CULTURAL PICLEU",272,BRUSTURI,27757,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:47:19",701,701,0,501,467,0,34,760,259,451,50,0,6,0,7,96,1,20,0,1,9,75,0,223,3,0,10
5,BIHOR,"CAMINUL CULTURAL POCOLA",487,POCOLA,30416,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:15:02",426,426,0,364,320,0,44,462,98,341,23,0,0,3,0,70,0,2,3,0,7,4,7,221,4,2,18
5,BIHOR,"CĂMINUL CULTURAL RIENI",519,RIENI,30773,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:18:52",402,402,0,286,273,0,13,439,153,282,4,0,0,3,0,39,0,4,5,1,22,0,5,191,4,1,7
5,BIHOR,"CĂMINUL CULTURAL SĂLDĂBAGIU DE BARCĂU",241,BALC,27329,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:11:44",422,422,0,300,277,0,23,476,176,249,51,0,1,4,2,26,1,3,3,0,4,0,8,181,2,5,9
5,BIHOR,"CĂMINUL CULTURAL SÂNLAZĂR",334,CHIŞLAZ,28530,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:03:15",325,325,0,228,205,0,23,350,122,205,23,0,0,6,2,36,0,10,4,0,3,2,0,129,5,1,7
5,BIHOR,"CĂMINUL CULTURAL SEGHIŞTE",441,LUNCA,29948,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:20:12",464,464,0,408,377,0,31,504,96,391,17,2,0,8,1,46,0,2,13,0,16,2,4,266,13,2,16
5,BIHOR,"CAMINUL CULTURAL SIRBESTI",440,LUNCA,29948,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:58:15",220,220,0,212,168,0,44,230,18,209,3,0,0,0,1,18,0,1,5,0,3,0,4,170,4,1,2
5,BIHOR,"CĂMINUL CULTURAL ŞOIMUŞ",518,REMETEA,30719,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:54:31",95,95,0,67,61,0,6,103,36,66,1,1,1,1,0,5,0,0,2,0,1,0,4,46,4,0,1
5,BIHOR,"CĂMINUL CULTURAL ŞUŞTIU",442,LUNCA,29948,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:10:28",339,339,0,343,283,0,60,383,40,339,4,0,1,4,0,43,2,4,2,2,11,3,11,225,22,2,7
5,BIHOR,"CAMINUL CULTURAL TIGANESTI",386,DRĂGĂNEŞTI,29243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:05:28",124,124,0,94,89,0,5,134,40,94,0,0,0,0,1,17,1,1,1,1,2,0,4,61,0,0,5
5,BIHOR,"CĂMINUL CULTURAL TOPA DE SUS",376,DOBREŞTI,29154,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:28:35",473,473,0,283,272,0,11,515,232,260,23,1,2,2,2,32,0,1,7,1,8,2,0,175,5,5,17
5,BIHOR,"CĂMINUL CULTURAL TOPEŞTI",391,DRĂGEŞTI,29341,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:41:43",170,170,0,136,114,0,22,196,60,132,4,0,0,4,2,16,1,3,5,0,1,0,0,97,0,0,3
5,BIHOR,"CĂMINUL CULTURAL TULCA",639,TULCA,31841,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:28:01",1609,1609,0,1119,1083,0,36,1732,593,1054,65,0,2,7,2,169,4,16,6,2,24,27,8,729,18,0,40
5,BIHOR,"CĂMINUL CULTURAL URVIND",436,"LUGAŞU DE JOS",29902,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:57:32",742,742,0,616,578,0,38,797,181,607,9,0,0,2,0,21,1,522,2,1,1,0,2,44,0,0,11
5,BIHOR,"CĂMINUL CULTURAL VALEA DE JOS",523,RIENI,30773,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:58:56",490,490,0,369,329,0,40,535,166,364,5,0,0,2,0,33,0,7,4,1,6,1,5,291,5,3,6
5,BIHOR,"CĂMINUL CULTURAL VALEA DE SUS",311,CÂMPANI,28709,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:03:42",224,224,0,206,189,0,17,241,35,201,5,0,0,0,0,26,0,1,0,0,1,0,0,158,2,4,9
5,BIHOR,"CĂMINUL CULTURAL VINTERE",413,HOLOD,29573,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:06:35",551,551,0,411,373,0,38,600,189,390,21,0,3,13,4,84,0,2,7,2,10,2,4,226,2,4,27
5,BIHOR,"CASĂ COMUNALĂ SANTĂUL MARE",259,BORŞ,27631,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:17:42",342,342,0,247,179,0,68,375,128,241,6,0,1,3,0,9,0,204,1,0,2,0,0,21,0,0,0
5,BIHOR,"CASA DE CULTURĂ",213,"ORAŞ VAŞCĂU",27007,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:35:22",1235,1235,0,973,832,0,141,1352,379,929,44,0,0,16,2,120,1,47,11,0,0,45,0,647,16,0,24
5,BIHOR,"CASA DE CULTURĂ MARGHITA",159,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:05:06",1135,1135,0,537,526,0,11,1243,706,533,4,0,2,14,1,40,0,283,5,0,9,4,9,142,9,2,13
5,BIHOR,"CASA DE CULTURĂ „MIRON POMPILIU” ŞTEI",201,"ORAŞ ŞTEI",26840,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:44:57",1189,1189,0,642,584,0,58,1304,663,626,15,2,1,10,2,102,0,2,13,1,32,3,19,400,14,4,21
5,BIHOR,"CASA DE CULTURĂ ZILAHY LAJOS",170,"MUNICIPIUL SALONTA",26975,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:01:01",1378,1378,0,591,577,0,14,1552,961,583,7,0,3,7,2,44,3,341,8,4,14,1,11,115,9,2,19
5,BIHOR,"CASA ROTH",609,TARCEA,31565,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:49:05",733,733,0,365,347,0,18,801,436,344,21,1,0,0,0,9,0,306,0,0,0,0,0,23,1,0,4
5,BIHOR,"CASA SFÂNTUL ANTON",175,"MUNICIPIUL SALONTA",26975,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:08:45",471,471,0,272,260,0,12,514,242,265,7,0,1,0,4,19,0,170,2,2,15,0,2,41,1,0,8
5,BIHOR,"CENTRU COMUNITAR INTEGRAT",430,LĂZĂRENI,29813,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:03:26",73,73,0,68,51,0,17,80,12,65,3,0,0,0,0,7,0,1,3,0,2,0,0,49,0,0,3
5,BIHOR,"CENTRU COMUNITAR INTEGRAT",390,DRĂGEŞTI,29341,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:24:07",1091,1091,0,808,707,0,101,1208,400,733,75,1,4,2,6,89,0,3,5,1,2,2,2,577,6,4,29
