precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA AUR-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL DIASPORA UNITĂ-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi"
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",125,DRAGALINA,93487,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 12:22:59",1319,1319,0,703,694,0,9,1453,750,653,50,1,3,4,2,9,69,8,0,0,31,2,1,3,1,7,512
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",126,DRAGALINA,93487,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:07:38",1138,1138,0,630,621,0,9,1300,670,510,120,0,10,0,0,0,66,0,0,0,32,0,0,0,0,0,402
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",124,DRAGALINA,93487,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:23:10",1051,1051,0,558,522,0,36,1159,609,511,39,2,0,4,5,12,70,4,2,1,19,0,3,10,5,13,361
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DRAGOȘ VODĂ - SALA DE SPORT",131,"DRAGOŞ VODĂ",93539,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:55:10",1023,1023,0,689,662,0,27,1127,411,656,29,0,28,6,2,11,76,8,1,3,28,2,0,3,2,4,482
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DRAGOȘ VODĂ - SALA DE SPORT",130,"DRAGOŞ VODĂ",93539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:56:34",995,995,0,719,688,0,31,1098,380,686,32,0,2,4,4,5,75,5,0,2,39,10,1,3,2,12,522
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAJNA NOUA",129,DRAGALINA,93487,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:20:18",1063,1063,0,586,574,0,12,1169,583,560,26,10,13,5,4,8,85,5,4,3,52,1,3,5,9,16,337
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 FRASINET",133,FRĂSINET,102838,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:55:42",800,800,0,576,553,0,23,883,307,559,17,0,3,0,4,2,31,2,0,0,27,3,2,1,2,3,479
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 FUNDENI",140,FUNDENI,103014,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:22:14",1277,1277,0,955,915,0,40,1400,445,918,37,6,49,0,0,0,187,0,0,0,25,0,0,0,0,0,651
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1 GĂLBINAȘI",144,GĂLBINAŞI,179962,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:22:00",1306,1306,0,1037,1021,0,16,1495,458,897,140,1,0,0,3,3,88,1,0,0,9,1,1,0,2,2,786
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 GOSTILELE",75,"ORAŞ FUNDULEA",103032,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:03:46",504,504,0,370,350,0,20,556,186,350,20,0,6,1,3,2,55,5,0,2,6,1,1,3,0,1,264
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 GURBANESTI",149,GURBĂNEŞTI,103568,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:03:03",398,398,0,315,250,0,65,440,125,302,13,2,5,0,2,2,25,0,0,8,3,0,1,1,0,2,251
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR 1 (LOCAL LANGA BISERICA)",224,UNIREA,94651,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:17:02",1064,1064,0,782,689,0,93,1173,391,709,73,0,3,14,0,5,112,9,0,2,31,9,3,7,7,5,502
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR 1 (LOCAL LANGA CAMINUL CULTURAL)",225,UNIREA,94651,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:37:36",1173,1173,0,851,751,0,100,1289,438,783,68,7,16,0,7,3,106,6,4,4,45,0,0,2,5,8,570
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR1 NICOLAE BALCESCU",81,"ALEXANDRU ODOBESCU",94125,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:22:58",1010,1010,0,843,774,0,69,1134,291,791,52,2,13,7,6,5,68,8,1,1,36,3,5,7,5,11,613
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 PERIŞORU - CORP B",186,PERIŞORU,94223,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:10:53",1838,1838,0,1108,1078,0,30,1987,879,1083,25,0,27,0,0,0,330,0,0,0,57,0,0,0,22,32,615
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 PERIŞORU- CORP B",187,PERIŞORU,94223,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:09:06",1662,1662,0,884,853,0,31,1907,1023,874,10,3,13,5,7,24,220,13,0,0,67,0,1,5,5,8,503
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 RADU-VODA",169,LUPŞANU,93931,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:14:59",891,891,0,499,471,0,28,982,483,470,29,1,8,3,68,6,69,10,1,1,38,1,2,6,4,9,243
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 SPANTOV",206,SPANŢOV,105259,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:31:34",751,751,0,470,452,0,18,826,356,448,22,4,11,2,9,4,45,8,0,0,28,1,0,6,2,4,324
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1 VALEA ROȘIE",176,MITRENI,100638,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:06:26",1714,1714,0,1162,1109,0,53,1892,730,1037,125,2,10,6,8,11,109,10,3,1,85,7,4,0,6,8,767
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 VLAD ȚEPEȘ",234,"VLAD ŢEPEŞ",94768,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:33:49",1044,1044,0,734,653,0,81,1150,416,697,37,1,9,1,10,6,39,0,2,1,35,1,3,2,2,1,584
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 2 ALEXANDRU ODOBESCU",82,"ALEXANDRU ODOBESCU",94125,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:12:58",913,913,0,755,673,0,82,905,150,706,49,1,12,4,8,5,56,7,0,2,35,5,2,5,8,16,540
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 2 BORCEA",90,BORCEA,92961,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:41:15",1663,1663,0,884,867,0,17,1834,950,843,41,1,0,3,5,13,120,5,3,0,65,3,0,0,10,17,598
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.2 DOR MĂRUNT GARĂ",114,"DOR MĂRUNT",93370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:11:06",1010,1010,0,588,575,0,13,1111,523,521,67,0,8,4,1,4,57,4,3,0,32,2,0,4,5,7,390
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.2 DOR MĂRUNT GARĂ",115,"DOR MĂRUNT",93370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:40:39",446,446,0,251,235,0,16,490,239,229,22,1,2,2,0,0,35,4,0,0,20,1,1,0,1,2,160
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 2 MITRENI",174,MITRENI,100638,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:27:36",1062,1062,0,820,749,0,71,1171,351,756,64,5,34,4,5,43,75,6,0,0,10,1,3,6,5,20,539
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA NR. 2 PERIŞORU",188,PERIŞORU,94223,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:11:40",617,617,0,384,368,0,16,628,244,369,15,1,5,1,33,5,90,6,1,0,21,2,0,1,2,4,197
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 2 STANCEA",208,SPANŢOV,105259,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:09:35",1210,1210,0,688,675,0,13,1334,646,610,78,2,6,4,2,4,50,4,1,0,44,1,1,0,3,4,484
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 2 SULTANA",173,MÂNĂSTIREA,104181,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:14:14",733,733,0,426,397,0,29,810,384,393,33,0,4,2,3,1,33,6,0,2,26,0,0,3,2,8,303
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.2 ULMENI",219,ULMENI,105605,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:01:56",1386,1386,0,680,657,0,23,1510,832,610,68,4,3,6,0,3,33,1,0,0,8,4,0,6,3,1,538
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 3 BORCEA",86,BORCEA,92961,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:46:09",1010,1010,0,524,499,0,25,1116,592,493,31,1,9,3,6,8,55,6,4,1,30,3,2,2,1,4,358
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NUCI",230,VASILAŢI,105829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:17:19",277,277,0,184,154,0,30,308,124,161,23,1,21,2,3,1,17,1,0,1,9,6,0,0,0,3,96
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ POPEȘTI",231,VASILAŢI,105829,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:25:09",259,259,0,158,135,0,23,286,128,141,17,1,24,1,3,3,13,1,0,0,13,1,0,1,2,0,78
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ SPECIALĂ NR. 1",5,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:41",1082,1082,0,522,488,0,34,1188,666,511,11,4,73,4,15,5,75,22,3,2,19,6,5,24,16,19,219
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ SPECIALĂ NR. 1",6,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:08:16",962,962,0,412,403,0,9,1065,653,381,31,5,25,4,6,1,98,8,4,1,19,3,5,11,4,14,173
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” CĂLĂRAŞI",33,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:45:52",1297,1297,0,587,581,0,6,1430,843,565,22,3,46,4,17,3,100,28,1,1,29,0,11,8,10,13,291
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” CĂLĂRAŞI",30,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:29:13",1368,1368,0,710,695,0,15,1508,798,697,13,2,56,2,21,5,138,42,3,0,43,6,4,27,13,34,301
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” CĂLĂRAŞI",32,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:49:06",1183,1183,0,595,587,0,8,1309,714,574,21,8,65,4,6,2,91,13,3,2,25,4,4,25,14,13,295
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” CĂLĂRAŞI",31,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:32:02",1230,1230,0,590,584,0,6,1352,762,569,21,2,44,4,10,4,93,31,4,3,19,4,5,16,15,24,291
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA VALEA ARGOVEI",226,"VALEA ARGOVEI",105712,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:48:41",1261,1261,0,900,785,0,115,1386,487,842,57,3,5,5,2,3,174,13,1,3,28,7,2,10,5,6,575
12,CĂLĂRAŞI,"SCOALA GIMNAZIĂ NR. 1 GĂLBINAȘI",143,GĂLBINAŞI,179962,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:11:02",1413,1413,0,1043,1023,0,20,1432,389,943,100,3,4,5,3,9,90,14,0,2,33,4,2,5,0,6,763
12,CĂLĂRAŞI,"SCOALA ILEANA",152,ILEANA,103764,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:59:56",736,736,0,471,435,0,36,816,345,459,12,0,7,2,4,2,48,0,0,0,15,0,3,1,1,1,375
12,CĂLĂRAŞI,"SCOALA MARGINENI",100,CIOCĂNEŞTI,93085,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:52:57",670,670,0,450,433,0,17,737,287,409,41,2,11,1,11,4,34,2,2,0,10,2,0,1,0,6,323
12,CĂLĂRAŞI,"SCOALA PRIMARA MARIUTA",85,BELCIUGATELE,101083,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:04:29",403,403,0,339,301,0,38,500,166,302,32,3,8,4,10,0,25,4,1,2,12,0,2,2,3,4,222
12,CĂLĂRAŞI,"SCOALA PRIMARA NR. 1",160,JEGĂLIA,93815,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:21:36",1093,1093,0,606,601,0,5,1215,609,565,40,4,2,0,10,4,59,8,2,1,46,6,0,4,3,2,414
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.1 CĂLĂRAŞI VECHI",110,"CUZA VODĂ",93281,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:27:04",562,562,0,408,375,0,33,620,212,376,32,2,17,1,4,3,45,4,2,0,20,3,5,4,2,5,259
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.1 CEACU",109,"CUZA VODĂ",93281,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:31:02",1058,1058,0,774,747,0,27,1163,389,735,39,3,30,7,11,6,83,3,0,6,31,5,3,6,10,13,518
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR. 1 CLINCIU",209,SPANŢOV,105259,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:52:26",934,934,0,576,566,0,10,1022,446,506,70,0,0,1,10,1,58,2,1,0,34,0,0,0,5,3,391
12,CĂLĂRAŞI,"ȘCOALA PRIMARA NR.1 CONSTANTIN BRÂNCOVEANU",128,DRAGALINA,93487,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:54:04",708,708,0,378,363,0,15,779,403,363,13,1,5,1,2,4,44,3,2,0,22,2,2,2,2,7,264
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR.1 DÎLGA SAT",117,"DOR MĂRUNT",93370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:17:58",619,619,0,386,378,0,8,682,296,366,20,2,4,6,0,4,21,3,1,0,24,2,3,2,1,6,287
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 GRUIU",70,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:04:37",543,543,0,370,300,0,70,600,230,347,23,2,30,3,5,5,34,7,1,0,20,4,3,1,5,11,216
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 LUPTATORI",134,FRĂSINET,102838,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:13:25",434,434,0,342,287,0,55,479,137,330,12,0,4,2,0,0,19,1,0,2,7,1,1,1,4,1,287
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.1 NEGOEŞTI",211,ŞOLDANU,105384,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:49:38",774,774,0,541,504,0,37,836,295,482,59,1,8,2,5,8,61,8,0,0,0,7,4,1,7,7,363
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 PLEVNA",168,LUPŞANU,93931,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:12:35",472,472,0,187,175,0,12,522,335,174,13,0,3,0,10,2,41,4,0,0,6,1,1,0,1,2,103
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR. 1 VĂRĂŞTI",123,DOROBANŢU,93441,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:24:40",717,717,0,468,429,0,39,788,320,422,46,1,3,3,3,8,46,2,0,0,19,1,2,2,0,6,326
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.2",217,"TĂMĂDĂU MARE",105455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:05:46",692,692,0,443,406,0,37,760,317,408,35,1,7,2,1,3,67,1,1,1,28,0,0,8,2,1,285
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR. 2",141,FUNDENI,103014,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:46:54",1185,1185,0,859,781,0,78,1297,438,791,68,2,9,4,4,3,76,4,2,0,91,9,2,10,6,7,562
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR. 2",108,CURCANI,102419,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:00:10",1262,1262,0,813,805,0,8,1389,576,720,93,0,3,5,1,12,86,6,2,0,35,0,2,3,0,3,562
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.2 BUCIUMENI",69,"ORAŞ BUDEŞTI",101458,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:59:51",482,482,0,336,323,0,13,529,194,289,46,1,18,2,5,5,18,1,0,1,10,0,0,0,3,2,223
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.3 DOROBANȚU",190,PLĂTĂREŞTI,104635,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:14:23",789,789,0,584,553,0,31,862,278,571,13,1,5,3,1,3,42,3,0,1,13,0,0,2,1,3,493
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.3 ULMENI",220,ULMENI,105605,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:29",1181,1181,0,810,780,0,30,1300,490,756,54,1,27,0,11,2,61,14,1,0,38,4,2,3,8,7,577
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR.5 PĂDURIȘU",139,FRUMUŞANI,102945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:31",582,582,0,407,346,0,61,633,226,385,22,3,15,0,21,6,88,7,3,0,18,2,1,7,7,7,200
12,CĂLĂRAŞI,"ŞCOALA PRIMARA NR.6",48,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:56:32",953,953,0,474,464,0,10,1053,583,454,16,3,27,6,15,4,90,7,3,3,27,1,2,11,4,7,244
12,CĂLĂRAŞI,"ŞCOALA PRIMARA NR.6",49,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:05:58",959,959,0,438,428,0,10,1062,624,419,19,2,21,4,7,5,112,6,3,0,25,3,1,6,11,11,202
12,CĂLĂRAŞI,"SCOALA SAPUNARI",163,LEHLIU,93851,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:49",613,613,0,464,443,0,21,672,208,438,26,2,6,0,10,2,62,6,2,0,23,1,2,0,2,14,306
12,CĂLĂRAŞI,"SCOALA SMARDAN",99,CIOCĂNEŞTI,93085,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:21:57",728,728,0,547,518,0,29,794,264,492,38,1,12,3,14,9,43,7,2,1,19,3,0,3,6,7,362
12,CĂLĂRAŞI,"SCOALA TONEA",181,MODELU,92587,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:11:33",1754,1754,0,819,817,0,2,1935,1116,734,85,3,7,4,10,12,119,6,2,0,45,1,4,9,2,5,505
12,CĂLĂRAŞI,"ŞCOALA VECHE",145,GRĂDIŞTEA,93664,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:18:04",1753,1753,0,1153,1114,0,39,1941,788,1104,49,6,39,7,14,8,94,11,2,1,57,5,6,9,9,15,821
12,CĂLĂRAŞI,"ŞCOALA VECHE",148,GRĂDIŞTEA,93664,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:32:09",1009,1009,0,667,606,0,61,1101,434,619,48,2,44,5,11,3,70,7,1,0,31,2,0,3,3,4,433
12,CĂLĂRAŞI,"ŞC. PRIMARĂ NR.1",113,DICHISENI,93325,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:15:24",750,750,0,541,520,0,21,819,278,517,24,0,25,1,8,9,64,6,1,2,33,5,1,5,0,9,348
