precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL S.O.S. ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA AUR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL DIASPORA UNITĂ-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL ROMÂNIA MARE-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
19,GIURGIU,"LICEU TEHNOLOGIC ”DIMITRIE BOLINTINEANU”",52,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:15:03",889,889,0,517,498,0,19,976,459,485,32,14,4,50,17,12,3,326,16,1,4,10,5,17,4,2,0
19,GIURGIU,"PRIMĂRIA COMUNEI DAIA",111,DAIA,102446,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:41:29",240,240,0,189,168,0,21,264,75,179,10,10,0,20,0,3,2,134,2,2,2,0,2,1,1,0,0
19,GIURGIU,"PRIMARIA COMUNEI PRUNDU",187,PRUNDU,104680,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:19:46",1622,1622,0,1010,993,0,17,1786,776,936,74,23,0,146,5,5,1,730,7,2,7,4,0,3,2,1,0
19,GIURGIU,"PRIMĂRIA MUNICIPIULUI GIURGIU",3,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:31:47",1014,1014,0,403,387,0,16,1096,693,383,20,14,2,41,24,10,9,234,8,3,10,0,8,14,2,3,1
19,GIURGIU,"PRIMARIA SINGURENI",209,SINGURENI,105106,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:00:40",1052,1052,0,786,705,0,81,1152,366,741,45,21,0,145,6,4,1,545,6,5,0,4,2,2,0,0,0
19,GIURGIU,PRIMĂRIE,53,"ORAŞ BOLINTIN-VALE",101190,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:21:52",1753,1753,0,844,823,0,21,1923,1079,817,27,50,3,82,19,20,8,557,11,23,1,16,9,10,1,1,6
19,GIURGIU,"PUNCTUL TERMIC NR. 35",34,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:52:11",1109,1109,0,439,431,0,8,1232,793,428,11,2,3,84,20,0,0,271,13,0,8,6,4,10,5,2,0
19,GIURGIU,"PUNCTUL TERMIC NR.35",35,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:32:29",769,769,0,329,320,0,9,858,529,306,23,19,1,57,7,0,4,189,5,2,8,0,2,10,0,2,0
19,GIURGIU,"ŞCOALA CU CLASELE I-IV IANCULEŞTI",220,STOENEŞTI,105348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:57:28",209,209,0,189,183,0,6,231,42,182,7,11,0,21,0,0,1,144,1,0,1,1,0,1,1,0,0
19,GIURGIU,"ŞCOALA CU CLASELE I-IV MIRĂU",221,STOENEŞTI,105348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:44:23",117,117,0,103,85,0,18,129,26,94,9,1,0,6,4,0,2,79,0,0,0,0,2,0,0,0,0
19,GIURGIU,"ŞCOALA DIN CETĂTUIA",132,GĂUJANI,103194,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:31:31",145,145,0,142,109,0,33,160,18,132,10,6,1,15,23,4,0,70,0,3,0,0,0,8,1,0,1
19,GIURGIU,"ŞCOALA GENERALĂ NR. 2 RĂSUCENI",194,RĂSUCENI,104788,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:49:35",287,287,0,199,166,0,33,313,114,189,10,1,0,9,0,0,0,177,0,1,0,1,0,0,0,0,0
19,GIURGIU,"ŞCOALA GENERALĂ RADU VODĂ",167,IZVOARELE,103899,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:55:44",177,165,12,149,100,11,38,182,33,139,10,7,0,10,0,1,1,110,1,3,2,0,1,0,1,1,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",19,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:16:52",1187,1096,91,494,418,68,8,1218,724,464,30,11,5,66,15,10,5,290,8,8,10,6,7,12,4,5,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",22,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:54:50",948,948,0,468,392,0,76,1049,581,437,31,19,6,77,11,8,3,258,10,2,13,2,7,10,5,5,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",21,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:28:37",1225,1178,47,544,489,47,8,1303,759,529,15,29,5,62,15,11,4,297,14,17,28,9,16,14,1,6,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",20,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:48:08",1153,1089,64,513,438,64,11,1203,690,486,27,14,8,77,20,0,2,307,10,2,18,1,5,18,2,1,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",18,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:19:41",982,982,0,465,392,0,73,1091,626,438,27,20,4,66,20,11,1,235,13,3,26,9,11,10,3,5,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",17,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:21:50",1441,1441,0,604,536,0,68,1592,988,581,23,28,5,105,27,5,4,326,16,3,19,5,7,22,4,2,3
19,GIURGIU,"SCOALA GIMNAZIALA ANGHEL MARES - LOCAL GRADINITA GOSTINU",145,GOSTINU,103354,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:45:46",670,654,16,503,455,0,48,718,215,441,62,8,0,51,10,2,4,332,3,4,18,3,1,5,0,0,0
19,GIURGIU,"SCOALA GIMNAZIALA ANGHEL MARES- LOCAL GRADINITA GOSTINU",146,GOSTINU,103354,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:46:17",738,738,0,534,474,0,60,814,280,477,57,18,0,53,0,0,18,370,2,7,6,0,0,2,0,1,0
19,GIURGIU,"ŞCOALA GIMNAZIALA ”APOSTOL ARSACHE” VEDEA",245,VEDEA,105909,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:09:15",733,733,0,567,480,0,87,796,229,520,47,17,0,74,2,0,4,410,0,2,0,1,1,8,1,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALA ” AUREL SOLACOLU” OGREZENI",181,OGREZENI,104485,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:54:15",1230,1230,0,860,816,0,44,1351,491,815,45,30,2,100,51,7,5,568,15,2,9,8,2,9,3,3,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ BANU BALEANU",76,BOLINTIN-DEAL,101163,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:20:26",1170,1170,0,649,620,0,29,1286,637,604,45,37,2,79,17,17,2,401,12,4,4,4,4,13,4,2,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN STĂNCESCU”",193,RĂSUCENI,104788,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:42:59",704,704,0,535,395,0,140,776,241,525,10,16,0,0,24,0,0,463,0,13,0,7,1,1,0,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”DRĂGHICI DAVILA”",131,GĂUJANI,103194,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:43:15",906,906,0,713,604,0,109,996,283,628,85,21,1,50,86,9,8,397,5,18,11,4,5,8,4,1,0
19,GIURGIU,"SCOALA GIMNAZIALA DUMITRU CONSTANTIN MIHAI BRAVU",178,"MIHAI BRAVU",104118,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:25:56",1002,1000,2,736,636,1,99,1098,362,691,45,35,0,66,8,2,3,541,6,7,3,5,3,9,2,0,1
19,GIURGIU,"SCOALA GIMNAZIALA DUMITRU CONSTANTIN MIHAI BRAVU",179,"MIHAI BRAVU",104118,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:28:13",814,814,0,601,506,0,95,897,296,558,43,34,0,68,7,1,2,423,0,3,6,1,7,5,1,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ DUMITRU PĂTRAȘCU",108,"CREVEDIA MARE",102348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:04:39",1483,1483,0,1115,1088,0,27,1626,511,1061,54,41,2,89,385,7,1,462,6,36,3,9,6,10,4,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”ELINA BASARAB” HERĂŞTI",153,HERĂŞTI,179757,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:00:09",1692,1692,0,1132,977,0,155,1865,733,1059,73,60,0,130,22,0,0,781,0,10,10,4,2,10,2,28,0
19,GIURGIU,"ȘCOALĂ GIMNAZIALĂ IOAN BĂDILĂ MALU",175,MALU,179739,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:40:15",856,854,2,684,633,0,51,940,256,649,35,5,0,101,0,0,5,516,4,3,6,5,0,4,0,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALA ”MARIN M. ȚICULESCU” BĂNEASA",69,BĂNEASA,101001,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:10:37",1108,1108,0,758,709,0,49,1217,459,701,57,31,2,124,3,12,5,491,5,1,3,6,3,12,2,1,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ MIHAI EMINESCU",47,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:06:05",1282,1282,0,552,543,0,9,1416,864,518,34,21,5,90,30,9,1,284,7,4,31,11,10,11,2,2,0
19,GIURGIU,"ȘCOALA GIMNAZIALĂ MIHAI EMINESCU",48,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:38:25",1191,1190,1,479,471,1,7,1316,837,465,14,27,6,72,24,0,4,281,11,2,14,2,8,10,3,1,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ MIRCEA CEL BĂTRÂN",5,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:12:33",1194,1186,8,554,546,0,8,1313,759,528,26,21,3,91,30,13,4,306,12,0,14,4,10,10,5,5,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NICOLAE CREVEDIA",107,"CREVEDIA MARE",102348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:47:12",1178,1178,0,812,788,0,24,1287,475,758,54,33,1,69,376,9,7,216,10,8,3,2,3,14,2,5,0
19,GIURGIU,"”SCOALA GIMNAZIALA ”NICOLAE LAHOVARY”",230,ULMI,105623,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:42:39",937,937,0,583,573,0,10,1030,447,550,33,16,1,87,64,5,8,219,7,5,111,1,9,11,1,4,1
19,GIURGIU,"SCOALA GIMNAZIALA ”NICOLAE LAHOVARY",229,ULMI,105623,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:35:13",1006,1006,0,592,578,0,14,1111,519,582,10,27,2,85,85,0,8,240,8,4,84,4,7,22,2,2,2
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1",79,BUCŞANI,101378,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:41:50",760,760,0,630,570,0,60,834,204,581,49,21,1,47,7,8,3,458,4,3,7,5,5,8,1,2,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR,10",30,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:26:43",801,800,1,281,271,1,9,893,612,269,12,17,3,35,13,0,4,172,4,1,14,0,2,3,0,0,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",27,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:57:38",1010,1010,0,388,380,0,8,1115,727,380,8,22,5,45,8,4,4,248,9,5,7,5,4,8,4,2,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",26,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:23:01",1013,1005,8,377,366,0,11,1117,740,371,6,24,3,65,9,5,0,217,16,0,9,3,5,11,1,3,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",28,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:19:15",1021,1021,0,363,352,0,11,1125,762,346,17,20,3,57,9,4,3,205,2,2,18,3,7,5,3,5,0
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.10",29,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:18:13",1173,1173,0,461,452,0,9,1287,826,426,35,22,5,72,21,7,7,226,14,0,16,3,11,17,2,3,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 ADUNAŢII COPĂCENI",64,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:34:15",1512,1512,0,745,725,0,20,1661,916,641,104,37,0,84,19,0,11,484,0,0,0,0,0,6,0,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",51,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:50:18",1598,1598,0,645,634,0,11,1757,1112,532,113,10,0,33,2,4,4,457,1,6,0,5,1,3,4,1,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",49,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:40:07",1143,1143,0,651,638,0,13,1257,606,615,36,18,4,56,41,10,5,425,19,0,5,7,4,8,2,10,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",50,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:41:04",1383,1379,4,643,625,4,14,1523,880,548,95,12,0,37,9,6,1,458,4,5,3,2,2,5,2,1,1
19,GIURGIU,"ŞCOALA GIMNAZIALA NR1 BUTURUGENI",86,BUTURUGENI,101617,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:48:24",974,973,1,726,688,0,38,1069,343,684,42,36,1,86,22,7,3,463,15,9,3,11,10,9,3,6,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 CUCURUZU",195,RĂSUCENI,104788,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:05:30",611,611,0,475,421,0,54,673,198,440,35,16,0,15,0,0,6,397,1,2,0,1,0,2,0,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",114,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:34:17",1125,1125,0,546,522,0,24,1236,690,523,23,50,5,74,23,11,7,295,14,6,8,4,6,15,4,1,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",116,FLOREŞTI-STOENEŞTI,102794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:11:34",1157,1156,1,545,531,0,14,1270,725,513,32,39,5,96,28,9,11,278,12,6,4,8,1,14,1,0,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",115,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:33:36",996,996,0,421,410,0,11,1098,677,397,24,25,1,55,14,10,11,237,10,0,6,3,8,9,4,4,0
19,GIURGIU,"SCOALA GIMNAZIALA NR.1GHIMPATI",134,GHIMPAŢI,103238,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:46:01",1172,1172,0,857,834,0,23,1296,439,857,0,0,0,0,4,0,0,853,0,0,0,0,0,0,0,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 GOSTINARI",143,GOSTINARI,103372,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:42:19",1473,1472,1,1101,956,1,144,1619,518,1056,45,37,1,101,1,5,10,871,7,3,5,1,1,5,1,2,5
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.1 IZVOARELE",163,IZVOARELE,103899,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:12:36",998,909,89,713,539,0,174,1000,287,692,21,0,0,23,0,0,0,669,0,0,0,0,0,0,0,0,0
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 JOIȚA",169,JOIŢA,103997,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:38:23",1858,1847,11,1222,1144,11,67,2029,807,1143,79,53,3,159,43,83,14,610,18,14,52,15,9,56,5,1,8
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",55,"ORAŞ BOLINTIN-VALE",101190,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:48:46",1405,1405,0,599,590,0,9,1538,939,568,31,34,3,73,20,6,8,361,16,2,7,15,7,13,0,2,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",56,"ORAŞ BOLINTIN-VALE",101190,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:45:17",1534,1534,0,647,629,0,18,1689,1042,593,54,43,2,58,18,3,12,371,14,2,11,22,11,12,4,8,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MÂRŞA",176,MÂRŞA,104225,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:56:33",934,934,0,662,596,0,66,1025,363,622,40,24,2,48,60,6,7,437,3,12,1,5,1,7,3,4,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MÂRŞA",177,MÂRŞA,104225,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:32:05",1172,1172,0,828,782,0,46,1293,465,785,43,29,0,72,73,9,15,538,9,10,7,7,2,9,3,2,0
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 POENARI",228,ULMI,105623,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:39",1103,1103,0,656,625,0,31,1210,554,641,15,23,4,125,66,17,10,240,9,5,111,6,6,11,4,4,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 POPEŞTI",63,"ORAŞ MIHĂILEŞTI",104136,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:37:57",821,821,0,698,659,0,39,887,189,644,54,20,0,47,10,0,2,533,9,5,0,10,0,2,2,4,0
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 ROATA DE JOS",197,"ROATA DE JOS",104831,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:23:40",945,943,2,661,637,2,22,1039,378,594,67,25,1,78,12,6,3,430,1,8,3,1,10,12,2,1,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 ROATA DE JOS",196,"ROATA DE JOS",104831,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:21:54",899,898,1,618,595,1,22,987,369,591,27,27,1,75,9,7,4,425,5,6,8,9,5,5,1,1,3
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 SABARENI",204,SĂBĂRENI,179775,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:06:03",1147,1147,0,916,802,0,114,1258,342,895,21,38,2,96,41,37,14,603,13,9,7,3,9,18,2,2,1
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 SABARENI",203,SĂBĂRENI,179775,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:37:22",1124,1124,0,898,786,0,112,1230,332,852,46,10,1,65,12,10,5,729,8,0,0,0,3,9,0,0,0
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 1 SAT GĂISENI , COM GĂISENI ,",126,GĂISENI,103087,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:32:57",796,796,0,500,462,0,38,870,370,466,34,18,3,85,13,1,4,326,3,0,1,4,1,3,0,2,2
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 1 SAT GĂISENI , COM GĂISENI .",125,GĂISENI,103087,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:14:43",987,986,1,516,484,0,32,1082,566,489,27,33,5,85,5,0,7,328,5,1,6,1,4,7,1,0,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 SLOBOZIA",212,SLOBOZIA,100549,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:11:28",763,763,0,429,428,0,1,843,414,400,29,25,0,72,3,1,2,257,6,6,8,1,10,1,2,2,4
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 STĂNEȘTI",214,STĂNEŞTI,105295,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:01:11",992,992,0,781,675,0,106,1089,308,712,69,25,2,77,0,2,2,572,6,8,9,3,2,1,3,0,0
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 VALEA DRAGULUI",231,"VALEA DRAGULUI",105776,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:43:57",1146,1146,0,992,992,0,0,1256,264,968,24,22,0,256,0,0,22,614,0,34,0,0,0,0,20,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 VÂNĂTORII MICI",237,"VÂNĂTORII MICI",105972,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:02:26",787,787,0,546,528,0,18,864,318,517,29,44,0,44,61,1,12,331,5,0,1,8,2,4,0,2,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 VĂRĂŞTI",234,VĂRĂŞTI,105874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:23:43",836,835,1,681,672,0,9,915,234,642,39,19,0,53,3,2,3,523,8,6,2,1,6,11,3,1,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.1 VĂRĂȘTI",233,VĂRĂŞTI,105874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:36:54",928,928,0,718,692,0,26,1021,303,673,45,21,2,54,14,7,8,531,8,0,5,5,5,7,3,1,2
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 VLAD-TEPES, CORP B",104,COMANA,102106,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:53:25",1230,1230,0,946,755,0,191,1349,403,940,6,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2",84,BUCŞANI,101378,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:41:49",538,538,0,454,418,0,36,615,161,432,22,19,0,18,4,1,1,365,1,4,2,6,5,0,6,0,0
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 2 BÎCU",170,JOIŢA,103997,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:34:42",1447,1447,0,1100,989,0,111,1580,480,1048,52,60,2,120,88,80,13,570,16,10,27,16,11,25,6,1,3
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CÂMPURELU",98,COLIBAŞI,102071,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:45",1041,1041,0,665,606,0,59,1146,481,613,52,42,0,39,9,0,0,516,0,0,6,1,0,0,0,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CARTOJANI",199,"ROATA DE JOS",104831,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:34:07",978,978,0,534,521,0,13,1080,546,455,79,30,0,62,6,3,0,320,4,5,10,3,7,4,0,1,0
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CARTOJANI",200,"ROATA DE JOS",104831,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:27:03",1061,1061,0,524,509,0,15,1171,647,495,29,13,0,83,15,9,6,344,7,0,4,6,2,2,3,1,0
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.2 CHIRIACU",164,IZVOARELE,103899,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:10:54",1072,967,105,808,595,105,108,1015,207,805,3,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.2 DOBRENI",236,VĂRĂŞTI,105874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:12:25",1945,1945,0,1237,1199,0,38,2141,904,1090,147,20,0,72,0,6,5,956,0,6,8,17,0,0,0,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2 IZVORU",240,"VÂNĂTORII MICI",105972,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:04:56",592,592,0,459,420,0,39,652,193,452,7,27,2,27,6,1,0,364,2,5,4,0,7,6,0,0,1
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.2 LUNCA FRĂTEŞTI",121,FRĂTEŞTI,102909,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:14:36",613,612,1,398,384,0,14,667,269,380,18,19,2,43,0,0,2,298,7,0,3,0,0,2,2,1,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2 MIHAI VODĂ",78,BOLINTIN-DEAL,101163,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:36:17",1546,1546,0,883,847,0,36,1746,863,835,48,24,5,144,57,13,6,484,27,4,6,6,12,30,10,4,3
19,GIURGIU,"ŞCOALA GIMNAZIALA NR 2 PĂDURENI",88,BUTURUGENI,101617,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:44:48",1162,1162,0,897,848,0,49,1284,387,835,62,56,3,65,13,6,10,635,5,6,6,7,8,10,5,0,0
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 2 , SAT CĂSCIOARELE COM GĂISENI",128,GĂISENI,103087,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:12:32",879,879,0,487,466,0,21,978,491,443,44,12,0,27,7,2,7,347,3,5,5,7,4,11,2,4,0
