precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA AUR-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ROMÂNIA SOCIALISTĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi"
23,IALOMIŢA,"LICEUL TEHNOLOGIC ȚĂNDĂREI",80,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:00:34",1376,1376,0,504,499,0,5,1499,995,488,16,3,1,3,92,14,53,24,0,8,4,24,4,7,4,244,3
23,IALOMIŢA,"LICEUL TEHNOLOGIC ȚĂNDĂREI (ȘCOALA GIMNAZIALĂ NR. 1)",85,"ORAŞ ŢĂNDĂREI",92765,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:41:33",1548,1548,0,489,480,0,9,1698,1209,461,28,5,4,2,60,6,61,20,3,6,0,19,2,0,1,270,2
23,IALOMIŢA,"LICEUL TEHNOLOGIC ȚĂNDĂREI (ȘCOALA GIMNAZIALĂ NR. 1)",86,"ORAŞ ŢĂNDĂREI",92765,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:15:41",965,965,0,191,183,0,8,1050,859,160,31,0,1,2,6,1,4,1,0,1,2,1,1,0,1,139,0
23,IALOMIŢA,"LICEUL TEHNOLOGIC URZICENI",69,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:25:02",1648,1648,0,783,777,0,6,1800,1017,725,58,12,13,10,85,9,65,2,7,4,2,81,16,14,15,386,4
23,IALOMIŢA,"LICEUL TEORETIC ”CAROL I”",44,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:33:52",1325,1325,0,605,574,0,31,1450,845,568,37,3,6,2,72,15,31,11,3,5,8,52,20,16,9,314,1
23,IALOMIŢA,"LICEUL TEORETIC ’’PAUL GEORGESCU’’",81,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:27:02",1157,1157,0,398,377,0,21,1300,902,377,21,5,2,2,52,2,21,5,2,3,2,15,2,2,6,254,2
23,IALOMIŢA,"LICEUL TEORETIC ’’PAUL GEORGESCU’’",82,"ORAŞ ŢĂNDĂREI",92765,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:07:53",838,838,0,336,328,0,8,950,614,326,10,2,0,1,56,7,39,11,1,1,1,13,11,5,8,166,4
23,IALOMIŢA,"LOCALUL GRUPULUI ŞCOLAR BORDUŞANI (ZONA „MOARĂ”)",116,BORDUŞANI,92989,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:52:28",1385,1385,0,572,557,0,15,1550,978,544,28,10,1,2,102,5,7,1,1,0,0,33,8,5,2,366,1
23,IALOMIŢA,"LOCALUL ŞCOLII CU CLASELE I- VIII CEGANI",117,BORDUŞANI,92989,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:42:20",1120,1120,0,535,512,0,23,1250,715,499,36,8,2,2,83,3,1,4,0,3,0,44,5,1,2,341,0
23,IALOMIŢA,"LOCALUL ŞCOLII VECHI DIN CENTRUL SATULUI",115,BORDUŞANI,92989,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:26:42",1371,1371,0,562,544,0,18,1500,938,527,35,10,0,4,99,4,16,3,2,1,0,44,4,3,0,336,1
23,IALOMIŢA,"MUZEUL NAȚIONAL AL AGRICULTURII",7,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:23:35",1440,1440,0,611,602,0,9,1600,989,588,23,5,8,2,85,22,50,9,5,2,4,21,20,21,25,306,3
23,IALOMIŢA,"PALATUL COPIILOR SLOBOZIA",22,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:57:10",1398,1398,0,646,633,0,13,1550,904,628,18,11,5,5,85,14,53,11,6,1,2,38,24,20,12,331,10
23,IALOMIŢA,"PALATUL COPIILOR SLOBOZIA",23,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:52:52",1142,1142,0,565,558,0,7,1250,685,546,19,1,6,3,64,29,66,16,2,6,4,23,21,23,10,266,6
23,IALOMIŢA,"PRIMARIA COCORA",130,COCORA,93209,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:40:53",784,784,0,547,520,0,27,850,303,515,32,7,0,2,38,0,59,15,0,8,1,30,3,2,9,341,0
23,IALOMIŢA,"PRIMĂRIA STELNICA",211,STELNICA,94492,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:05:20",1438,1438,0,887,881,0,6,1600,713,833,54,4,6,7,121,12,30,14,2,7,1,56,20,10,3,539,1
23,IALOMIŢA,"PROTOPOPIATUL FETEȘTI",39,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:52:10",1094,1094,0,439,422,0,17,1200,761,409,30,5,3,3,70,12,13,3,1,7,2,39,6,8,7,230,0
23,IALOMIŢA,"SALA DE SPORT",48,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:31:52",1205,1205,0,573,559,0,14,1328,755,550,23,2,3,1,68,17,40,10,4,4,2,38,22,21,13,301,4
23,IALOMIŢA,"SALĂ DE SPORT CLUB SPORTIV VICTORIA ȚĂNDĂREI",87,"ORAŞ ŢĂNDĂREI",92765,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:23:09",1602,1602,0,486,466,0,20,1800,1314,461,24,3,0,3,71,14,39,30,0,2,0,32,9,1,1,254,2
23,IALOMIŢA,"SALA DE SPORT DE LÂNGĂ PRIMARIA COMUNEI ADÂNCATA",89,ADÂNCATA,100754,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:57:17",1319,1319,0,1018,890,0,128,1450,432,979,39,9,1,2,145,16,14,3,2,6,2,53,11,5,9,698,3
23,IALOMIŢA,"SALĂ EDUCAȚIE FIZICĂ ȘCOLARĂ",184,OGRADA,179819,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:27:27",1095,1095,0,528,523,0,5,1200,672,496,32,10,2,3,88,4,10,4,5,2,2,51,7,2,4,301,1
23,IALOMIŢA,"SALĂ FESTIVITĂŢI",105,BALACIU,92907,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:42:04",227,227,0,131,124,0,7,250,119,116,15,0,1,3,15,0,8,2,0,3,3,2,1,0,0,77,1
23,IALOMIŢA,"S.C. DRUMURI ŞI PODURI IALOMIŢA",21,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:31:10",1670,1670,0,843,831,0,12,1849,1006,828,15,4,6,6,81,47,83,20,5,7,3,25,29,39,13,457,3
23,IALOMIŢA,"ŞCOALA CRUNŢI",194,REVIGA,94269,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:27:03",320,320,0,190,177,0,13,350,160,173,17,3,0,1,14,1,1,2,0,1,0,8,3,2,0,137,0
23,IALOMIŢA,"ŞCOALA CU CLASELE I – IV BUEŞTI",120,BUEŞTI,179793,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:52:50",782,782,0,588,529,0,59,850,262,586,2,1,0,0,11,1,0,0,0,3,0,0,0,1,0,569,0
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII, ”BARBU CATARGIU”, MAIA",167,MAIA,179800,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:01:31",1258,1258,0,1159,904,0,255,1400,241,1121,38,7,3,3,60,5,21,29,0,6,1,44,15,0,11,914,2
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII COLELIA",131,COLELIA,179971,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:34",846,846,0,555,451,0,104,950,395,541,14,2,0,0,45,1,9,3,1,3,2,23,2,2,2,446,0
23,IALOMIŢA,"SCOALA CU CLASELE I-VIII GARBOVI",148,GÂRBOVI,103283,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:28:02",1033,1033,0,630,595,0,35,1150,520,581,49,7,1,5,51,7,223,7,0,13,1,45,6,9,6,193,7
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII GÂRBOVI,",147,GÂRBOVI,103283,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:34:59",933,933,0,578,554,0,24,1000,422,541,37,6,5,1,69,5,196,5,3,10,1,25,5,13,10,185,2
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII GÂRBOVI,",146,GÂRBOVI,103283,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 18:59:21",933,933,0,556,521,0,35,1000,444,511,45,2,2,5,86,9,197,3,0,15,0,22,4,2,4,159,1
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII MOLDOVENI",177,MOLDOVENI,179999,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:11:57",837,837,0,728,578,0,150,900,172,707,21,5,3,3,131,11,16,2,0,6,0,26,7,6,9,481,1
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII, MOVILA",178,MOVILA,94081,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:03:54",1512,1512,0,833,766,0,67,1690,857,790,43,5,3,6,155,10,43,13,0,16,2,75,26,12,6,415,3
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII NR.3 DIN URZICENI",60,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:53:45",1272,1272,0,577,562,0,15,1400,823,538,39,3,6,2,61,9,32,8,8,0,1,57,12,15,5,308,11
23,IALOMIŢA,"SCOALA CU CLASELE I-VIII ROŞIORI",196,ROŞIORI,179828,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:25:47",894,894,0,732,648,0,84,1000,268,695,37,8,1,1,134,16,12,2,1,3,0,28,12,6,2,469,0
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII ROŞIORI",197,ROŞIORI,179828,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:59:56",633,633,0,527,467,0,60,700,173,498,29,0,1,2,104,15,12,2,1,0,0,19,3,2,8,328,1
23,IALOMIŢA,"ŞCOALA DIN SATUL SLĂTIOARELE",166,JILAVELE,103960,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:52:58",282,282,0,185,170,0,15,300,115,172,13,2,2,0,18,2,4,0,0,1,0,12,1,4,5,119,2
23,IALOMIŢA,"ŞCOALA GENERALĂ ADÂNCATA",90,ADÂNCATA,100754,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:24:52",552,552,0,383,343,0,40,600,217,360,23,8,0,2,59,4,8,7,3,0,0,29,0,2,7,227,4
23,IALOMIŢA,"SCOALA GENERALA ALEXANDRU ODOBESCU",64,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:04:27",1090,1090,0,575,558,0,17,1200,625,544,31,5,5,4,54,28,70,8,3,5,3,35,16,15,10,280,3
23,IALOMIŢA,"ŞCOALA GENERALA ANDRĂŞEŞTI",95,ANDRĂŞEŞTI,92872,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:57:01",1388,1388,0,831,782,0,49,1500,669,756,75,12,4,4,113,12,36,8,3,3,2,65,9,3,3,477,2
23,IALOMIŢA,"ȘCOALA GENERALĂ ARMĂȘEȘTI",97,ARMĂŞEŞTI,100870,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:20:20",579,579,0,322,306,0,16,650,328,313,9,0,3,1,57,5,19,4,1,1,1,22,7,1,1,188,2
23,IALOMIŢA,"ŞCOALA GENERALĂ CIOCÂRLIA",121,CIOCÂRLIA,100709,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:58:42",596,596,0,424,385,0,39,650,226,400,24,2,2,4,40,4,3,3,0,3,0,24,3,5,2,304,1
23,IALOMIŢA,"ŞCOALA GENERALĂ COSERENI",135,COŞERENI,102240,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:17:09",1237,1237,0,836,816,0,20,1350,514,791,45,9,2,2,147,26,38,73,3,8,2,71,18,9,2,375,6
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV FIRBINŢI DE JOS",78,"ORAŞ FIERBINŢI-TÂRG",102749,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:17:57",871,871,0,570,548,0,22,950,380,544,26,3,2,1,35,4,26,3,2,3,2,45,19,5,5,384,5
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV FIRBINŢI DE SUS",79,"ORAŞ FIERBINŢI-TÂRG",102749,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:30:50",1467,1467,0,960,896,0,64,1641,681,912,48,12,5,2,77,14,49,4,3,11,3,48,14,10,16,636,8
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV RĂSIMNICEA",192,RĂDULEŞTI,101243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:14:46",201,201,0,167,120,0,47,200,33,157,10,4,2,1,21,2,1,2,0,1,0,6,2,1,3,111,0
23,IALOMIŢA,"ŞCOALA GENERALĂ GHEORGHE LAZĂR",151,"GHEORGHE LAZĂR",93628,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:16:20",1014,1014,0,594,547,0,47,1100,506,567,27,5,1,0,84,7,7,3,4,0,0,34,9,0,4,407,2
23,IALOMIŢA,"ŞCOALA GENERALĂ GHEORGHE LAZĂR",152,"GHEORGHE LAZĂR",93628,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:56:17",754,754,0,467,421,0,46,850,383,447,20,0,2,4,72,4,7,9,2,2,2,19,4,4,2,312,2
23,IALOMIŢA,"ŞCOALA GENERALĂ ION HELIADE RADULESCU",66,"MUNICIPIUL URZICENI",100683,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:45:30",1401,1401,0,633,617,0,16,1550,917,608,25,7,7,5,78,19,58,7,3,4,1,48,16,14,21,311,9
23,IALOMIŢA,"ŞCOALA GENERALĂ ION HELIADE RADULESCU",67,"MUNICIPIUL URZICENI",100683,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:35:28",1170,1170,0,523,516,0,7,1300,777,500,23,7,5,5,55,14,45,8,3,2,4,40,17,14,10,266,5
23,IALOMIŢA,"ŞCOALA GENERALA LUCIU",160,"GURA IALOMIŢEI",180046,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:26:54",1061,1061,0,678,675,0,3,1150,472,622,56,4,3,2,184,4,16,7,0,6,0,33,3,3,2,355,0
23,IALOMIŢA,"ŞCOALA GENERALĂ MALU ROȘU",98,ARMĂŞEŞTI,100870,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:04:39",1069,1069,0,590,566,0,24,1200,610,547,43,5,2,2,62,6,41,3,3,1,1,45,6,2,3,363,2
23,IALOMIŢA,"ŞCOALA GENERALĂ NICOLEŞTI",175,MILOŞEŞTI,94045,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:29:25",308,308,0,183,178,0,5,400,217,167,16,2,0,0,11,3,1,1,0,3,0,10,2,1,3,128,2
23,IALOMIŢA,"ŞCOALA GENERALĂ NR. 1",181,MUNTENI-BUZĂU,94107,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:35:26",1445,1445,0,894,862,0,32,1600,706,831,63,5,4,5,182,13,41,4,1,12,0,29,13,3,9,505,5
23,IALOMIŢA,"ŞCOALA GENERALĂ NR. 2",182,MUNTENI-BUZĂU,94107,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:11:26",1214,1214,0,662,641,0,21,1350,688,625,37,4,5,4,159,6,38,3,0,3,0,37,15,9,8,331,3
23,IALOMIŢA,"ŞCOALA GENERALA TOVĂRĂŞIA",176,MILOŞEŞTI,94045,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:23:35",275,275,0,137,122,0,15,300,163,122,15,0,1,1,5,0,9,0,0,1,2,10,4,0,0,89,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",113,BORĂNEŞTI,179784,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:34:26",559,559,0,410,386,0,24,620,210,351,59,10,5,3,40,4,41,3,1,11,2,11,0,2,2,215,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",198,SĂLCIOARA,94330,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:34:07",831,831,0,660,587,0,73,900,240,624,36,3,3,2,190,1,7,3,0,5,0,20,13,27,1,348,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",112,BORĂNEŞTI,179784,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:48:39",962,962,0,642,639,0,3,1050,408,555,87,5,4,1,81,5,31,3,0,10,0,23,1,3,1,385,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU ALDEA VOIEVOD” - CORP A (ȘCOALA NOUĂ)",93,ALEXENI,100852,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:28:47",832,832,0,610,575,0,35,900,290,551,59,5,4,1,54,7,12,4,0,8,2,42,2,6,3,399,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU ALDEA VOIEVOD” - CORP A (ȘCOALA NOUĂ)",94,ALEXENI,100852,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:31:12",1016,1016,0,691,670,0,21,1100,409,614,77,0,4,3,67,13,10,2,0,2,2,38,6,9,5,450,3
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ” ALEXANDRU RĂDULESCU ” MĂRCULEŞTI",171,MĂRCULEŞTI,179980,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:16:48",1290,1290,0,839,815,0,24,1450,611,793,46,6,3,5,153,0,7,3,1,12,1,57,3,7,8,526,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”APOSTOL D. CULEA”",213,SUDIŢI,94535,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:34:59",834,834,0,651,625,0,26,900,249,619,32,8,6,2,61,14,17,4,2,5,1,39,7,2,6,442,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”APOSTOL D. CULEA”",212,SUDIŢI,94535,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:59:34",770,770,0,574,532,0,42,850,276,534,40,3,2,2,58,10,9,2,0,7,2,24,7,1,3,403,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ARHIMANDRIT TEOFIL” BALACIU",103,BALACIU,92907,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:24:54",311,311,0,212,206,0,6,350,138,195,17,2,2,2,17,12,41,2,0,1,0,9,4,0,1,101,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”AUREL VLAICU”",45,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:12:47",1013,1013,0,502,502,0,0,1100,598,480,22,2,1,0,68,13,21,18,5,2,3,30,7,10,5,292,3
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",107,BĂRBULEŞTI,180064,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:18:00",1125,1125,0,297,297,0,0,1250,953,286,11,2,2,0,6,0,0,1,0,0,0,3,0,0,0,272,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",109,BĂRBULEŞTI,180064,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:23:24",1322,1322,0,327,327,0,0,1495,1168,310,17,0,3,0,9,0,0,1,0,0,0,5,0,0,1,291,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",106,BĂRBULEŞTI,180064,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:24:53",1044,1044,0,290,290,0,0,1150,860,281,9,0,0,0,6,0,0,0,0,0,0,5,0,1,0,269,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",108,BĂRBULEŞTI,180064,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:59:51",1139,1139,0,311,311,0,0,1200,889,291,20,0,0,0,6,0,0,0,0,1,0,2,0,0,0,282,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRCĂNEŞTI-CORP A",110,BĂRCĂNEŞTI,101056,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:52:58",1231,1231,0,902,847,0,55,1350,448,829,73,7,5,3,66,6,69,7,4,10,1,49,15,2,1,582,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ BORA",31,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:18:38",1023,1023,0,435,429,0,6,1145,710,383,52,7,2,3,50,5,9,4,1,3,1,26,7,3,4,255,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ BORA",30,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:55:49",747,747,0,320,304,0,16,850,530,302,18,4,5,4,41,4,10,10,0,2,2,24,4,2,3,187,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIOCHINA",122,CIOCHINA,93101,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:53:35",1173,1173,0,755,712,0,43,1300,545,717,38,7,3,1,72,14,10,79,6,2,1,31,5,11,6,465,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIULNIȚA",125,CIULNIŢA,93156,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:29:08",968,968,0,627,606,0,21,1050,423,580,47,11,3,7,96,7,18,12,0,1,3,22,10,10,3,372,5
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ COCORA",129,COCORA,93209,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:14:16",766,766,0,544,533,0,11,850,306,515,29,3,1,1,36,0,83,4,2,6,0,15,0,1,1,360,2
23,IALOMIŢA,"SCOALA GIMNAZIALA CONSTANTIN GURGU NR. 1",159,"GURA IALOMIŢEI",180046,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:59:04",945,945,0,675,656,0,19,1050,375,627,48,1,1,5,256,7,40,16,0,6,0,34,7,1,5,244,4
23,IALOMIŢA,"SCOALA GIMNAZIALA ”CONSTANTIN STEFAN”",91,ALBEŞTI,92783,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:21:36",503,503,0,307,276,0,31,550,243,286,21,2,3,1,47,0,7,0,2,4,1,22,4,1,2,190,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",54,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:15:42",930,930,0,415,405,0,10,1000,585,388,27,3,5,2,50,2,28,14,5,2,4,26,6,8,7,223,3
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",52,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:38:44",1176,1176,0,533,523,0,10,1300,767,514,19,2,4,4,65,11,22,12,1,0,5,41,15,0,7,321,4
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",53,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:04:49",898,898,0,426,416,0,10,1000,574,415,11,2,1,2,66,17,28,5,5,2,1,13,5,11,8,248,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ DRIDU - CORP C1",138,DRIDU,102703,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:34",941,941,0,579,552,0,27,990,411,521,58,9,5,2,79,14,13,0,5,1,3,39,14,8,12,315,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C1",142,FĂCĂENI,93575,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:40:34",1181,1181,0,693,674,0,19,1300,607,672,21,3,6,1,293,9,53,1,5,9,2,39,5,6,3,236,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C2",143,FĂCĂENI,93575,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 19:09:00",1572,1572,0,824,788,0,36,1750,926,775,49,8,4,1,380,9,24,2,0,4,1,51,8,0,4,278,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C3",144,FĂCĂENI,93575,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:50:15",905,905,0,513,489,0,24,997,484,477,36,2,2,2,234,10,35,5,0,3,1,30,10,0,0,142,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”",72,"ORAŞ AMARA",92836,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:05:00",1367,1367,0,687,673,0,14,1500,813,665,22,14,11,4,182,26,51,4,3,1,3,48,14,6,12,282,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”",73,"ORAŞ AMARA",92836,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:18:11",1410,1410,0,713,697,0,16,1558,845,666,47,5,6,2,123,12,40,12,1,4,4,47,16,11,9,371,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”- CORP C1",74,"ORAŞ AMARA",92836,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:40:33",1451,1451,0,705,684,0,21,1600,895,666,39,8,10,2,197,18,41,3,2,4,2,47,6,1,11,309,5
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GHEORGHE DOJA SITUATĂ ÎN GHEORGHE DOJA",150,"GHEORGHE DOJA",93600,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:46:43",1061,1061,0,621,603,0,18,1150,529,576,45,6,4,3,52,16,19,5,2,3,0,30,4,8,8,414,2
