precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"FOSTA ŞCOALĂ CU CLASELE I-IV BODEŞTI",164,BĂRBĂTEŞTI,168559,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:51:28",723,723,0,436,426,0,10,800,364,381,55,4,4,1,1,3,5,3,7,248,6,1,0,1,5,73,19
40,VÂLCEA,"FOSTA ȘCOALA CU CLASELE I-IV GIULEȘTII DE SUS",226,FÂRTĂŢEŞTI,169681,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:52:29",258,247,11,183,158,11,14,250,67,177,6,2,0,1,0,0,0,1,0,108,0,0,2,2,0,52,9
40,VÂLCEA,"FOSTA ȘCOALA CU CLASELE I-VIII OCNIŢA",157,"ORAŞ OCNELE MARI",168130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:13:28",1385,1367,18,1022,944,18,60,1510,488,954,68,6,6,1,4,4,11,27,7,619,19,4,15,3,13,143,72
40,VÂLCEA,"FOSTA ŞCOALĂ DEJOI",222,FÂRTĂŢEŞTI,169681,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:15:58",389,349,40,299,247,12,40,395,112,260,23,2,5,1,0,0,5,7,1,166,5,0,0,0,3,57,8
40,VÂLCEA,"FOSTA ŞCOALĂ NEMOIU",163,AMĂRĂŞTI,168309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:30:15",621,621,0,448,368,0,80,690,242,422,26,3,8,1,0,3,6,38,3,269,9,1,5,0,6,52,18
40,VÂLCEA,"FOSTA ŞCOALÃ RACU",307,MITROFANI,174520,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:44:34",231,213,18,193,151,18,24,230,37,185,8,1,0,0,0,0,0,4,1,148,4,0,1,1,0,17,8
40,VÂLCEA,"FOSTA ŞCOALA VERDEA",392,SUTEŞTI,173597,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:24:17",423,423,0,324,295,0,29,470,146,306,18,0,5,1,0,0,1,12,1,209,3,1,4,1,5,46,17
40,VÂLCEA,"FOSTUL SEDIU AL ȘCOLII GIMNAZIALE, SAT ROMÂNI, ORAȘ BĂBENI",111,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:14:54",165,165,0,121,113,0,8,180,59,116,5,2,0,1,0,0,3,7,0,73,0,0,0,0,0,24,6
40,VÂLCEA,"FOSTUL SEDIU AL ȘCOLII GIMNAZIALE, SAT ROMÂNI, ORAȘ BĂBENI",110,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:42:21",1049,1048,1,726,714,1,11,1160,434,684,42,4,6,1,0,3,10,14,3,407,18,10,10,2,5,157,34
40,VÂLCEA,"GRĂDINIȚA BULETA",295,MIHĂEŞTI,171325,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:19:31",1269,1255,14,803,751,14,38,1380,577,761,42,7,13,4,3,3,3,24,0,486,16,11,0,5,7,128,51
40,VÂLCEA,"GRĂDINIȚA CAPUL DEALULUI",105,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:36:44",744,744,0,397,374,0,23,820,423,360,37,1,8,2,0,1,5,21,4,158,8,4,0,1,7,124,16
40,VÂLCEA,"GRĂDINIŢA CĂZĂNEŞTI",89,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:16:07",993,993,0,496,487,0,9,1100,604,477,19,1,3,3,0,4,11,25,1,242,6,2,8,2,20,118,31
40,VÂLCEA,"GRĂDINIŢA CUMPENE",370,SLĂTIOARA,173061,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:11",404,404,0,243,233,0,10,500,257,223,20,0,2,1,0,1,7,2,4,131,5,2,7,0,4,43,14
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL CU 4 GRUPE",128,"ORAŞ BERBEŞTI",168602,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:03:47",1022,1022,0,557,523,0,34,1142,585,522,35,34,7,1,4,0,19,21,8,283,10,1,8,3,2,91,30
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL IZVORU",204,CREŢENI,169306,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:45:24",446,439,7,284,273,6,5,480,196,197,18,0,1,0,1,0,7,0,1,138,10,0,3,0,0,18,18
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1- PARTER",132,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:29:38",978,977,1,357,351,0,6,1080,723,332,25,7,2,6,0,0,4,16,0,214,7,1,4,0,8,44,19
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 (GRĂDINIȚA CU PROGRAM NORMAL CU 4 GRUPE)",127,"ORAŞ BERBEŞTI",168602,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:40:16",857,857,0,370,357,0,13,950,580,352,18,15,4,2,0,1,4,11,5,192,6,0,3,0,3,78,28
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 8",103,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:09",588,588,0,223,215,0,8,650,427,137,86,1,0,1,5,1,1,10,2,42,1,9,4,2,0,47,11
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL ROȘIA",161,ALUNU,168229,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:24:32",423,423,0,292,282,0,10,460,168,262,30,2,1,0,0,0,1,5,2,168,3,0,3,0,0,61,16
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL SĂLIŞTE",283,MALAIA,171021,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:32:20",230,230,0,166,160,0,6,250,84,152,14,0,2,0,0,1,0,0,3,107,4,0,18,0,0,14,3
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL SAT BERCIOIU",176,BUDEŞTI,168791,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:22:24",302,301,1,200,194,1,5,330,130,195,5,0,2,2,0,1,7,4,1,119,1,2,2,1,3,32,18
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL SAT LINIA",177,BUDEŞTI,168791,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:50:16",561,561,0,285,268,0,17,620,335,265,20,2,5,2,0,0,4,12,0,146,19,2,2,1,6,42,22
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL, SAT LUNCA-SALA DE EVENIMENTE PARTER",183,BUJORENI,168880,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:19:54",663,663,0,334,326,0,8,730,396,298,36,2,7,2,0,2,5,6,8,206,3,6,3,2,2,25,19
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL STREMINOASA",205,CREŢENI,169306,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:09:47",478,466,12,314,294,8,12,510,196,287,27,7,0,1,1,0,2,2,3,217,5,2,5,0,1,33,8
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL ŢUŢURU",253,GRĂDIŞTEA,170346,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:42:20",962,913,49,707,658,0,49,1060,353,663,44,0,8,0,1,1,3,10,6,476,4,1,6,6,3,94,44
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL ZGUBEA",356,ROŞIILE,172698,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:01:29",276,257,19,197,180,0,17,281,84,178,19,0,0,2,1,0,2,8,0,99,2,0,2,0,1,49,12
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT",133,"ORAŞ BREZOI",167794,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:05:58",939,939,0,380,372,0,8,1040,660,353,27,11,4,4,1,5,4,15,1,209,12,3,6,2,7,51,18
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”COZIA”",39,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:18:07",1064,1061,3,492,481,1,10,1170,678,474,18,6,22,2,2,12,10,46,2,215,17,5,5,2,17,93,18
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”COZIA”",38,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:09:48",1321,1321,0,637,612,0,25,1430,793,621,16,2,55,10,4,5,18,66,12,246,34,6,3,7,14,113,26
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",8,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:51:16",896,896,0,418,406,0,12,980,562,404,14,2,32,2,3,10,14,46,2,168,12,4,4,6,7,71,21
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",7,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:15:01",943,943,0,412,409,0,3,1050,638,397,15,2,21,6,1,6,16,30,5,185,12,5,6,2,3,69,28
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",6,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:46:38",942,942,0,404,396,0,8,1050,646,391,13,7,15,3,1,3,13,15,0,169,15,2,7,4,11,91,35
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 2",96,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:23:37",1215,1215,0,539,521,0,18,1340,801,512,27,0,14,6,9,6,13,37,0,223,14,6,4,1,11,132,36
40,VÂLCEA,"GRADINITA CU PROGRAM PRELUNGIT OSTROVENI",90,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:17:46",1265,1265,0,651,636,0,15,1340,689,635,16,3,32,6,3,4,13,42,2,288,13,9,6,11,17,127,59
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI I",59,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:52:47",1219,1219,0,517,501,0,16,1351,834,497,20,54,8,6,2,6,8,4,3,205,17,5,9,2,8,117,43
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT OSTROVENI II",69,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:06:55",1178,1178,0,465,453,0,12,1300,833,454,11,6,17,6,1,1,12,40,1,199,14,2,5,2,9,95,44
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT OSTROVENI II",68,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:29:34",963,963,0,373,372,0,1,1050,677,373,0,2,13,3,0,6,9,25,2,171,21,3,4,1,11,75,27
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI II",66,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:16:11",1256,1256,0,557,541,0,16,1390,833,539,18,10,20,7,1,5,18,55,5,231,9,2,6,3,14,118,35
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI II",67,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:12:25",1327,1327,0,573,557,0,16,1460,887,547,26,7,17,4,1,4,15,49,3,260,19,4,4,6,11,100,43
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT, SAT TĂTĂRANI, ORAȘ BĂBENI",112,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:41:28",462,461,1,278,266,0,12,510,232,270,8,7,2,0,1,0,4,9,1,161,10,0,1,1,5,57,11
40,VÂLCEA,"GRĂDINIȚA CU PROGROGRAM NORMAL SAT LINIA",178,BUDEŞTI,168791,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:47",907,907,0,462,452,0,10,1000,538,443,19,2,6,1,2,4,12,32,1,238,11,3,5,0,8,73,45
40,VÂLCEA,"GRĂDINIŢA DEZROBIŢI",229,FRÂNCEŞTI,169896,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:07:38",547,546,1,337,321,1,15,520,183,297,40,4,0,1,1,1,2,5,2,160,2,5,2,1,3,88,20
40,VÂLCEA,"GRĂDINIŢA DOBRUŞA DE SUS",398,ŞTEFĂNEŞTI,173748,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:04",453,453,0,330,302,0,28,500,170,299,31,4,4,1,1,2,2,7,2,207,0,2,1,0,0,50,16
40,VÂLCEA,"GRĂDINIŢA GRECI",285,MATEEŞTI,171067,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:42:05",449,449,0,320,275,0,45,500,180,287,33,2,2,2,1,3,7,8,0,185,8,0,5,0,0,38,26
40,VÂLCEA,"GRĂDINIŢA I.C. BRĂTIANU",97,"MUNICIPIUL DRĂGĂŞANI",167981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:19:49",858,858,0,428,419,0,9,950,522,414,14,3,9,8,2,1,3,26,2,150,5,10,6,0,10,153,26
40,VÂLCEA,"GRĂDINIŢA IZBĂŞEŞTI",304,MILCOIU,171469,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:09:53",168,168,0,143,116,0,27,190,47,133,10,0,1,0,0,0,3,1,1,62,1,2,2,0,0,55,5
40,VÂLCEA,"GRĂDINIȚA MIHĂEȘTI",296,MIHĂEŞTI,171325,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:22:18",992,930,62,557,497,45,15,1030,473,534,23,6,8,2,0,4,14,15,4,374,8,5,3,5,1,60,25
40,VÂLCEA,"GRĂDINIŢA MILEŞTI",219,FĂUREŞTI,169583,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:24:22",485,485,0,295,281,0,14,540,245,276,19,1,2,0,0,0,5,6,1,195,2,0,2,0,3,44,15
40,VÂLCEA,"GRĂDINIŢA NEGRENI",230,FRÂNCEŞTI,169896,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:18:09",371,371,0,241,234,0,7,410,169,220,21,1,1,0,0,0,3,5,2,156,4,0,1,1,3,32,11
40,VÂLCEA,"GRĂDINIŢA ŞERBĂNEŞTI",399,ŞTEFĂNEŞTI,173748,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:38:11",653,630,23,433,386,23,24,690,257,406,27,3,0,0,1,7,1,10,0,278,3,1,2,1,3,85,11
40,VÂLCEA,"GRĂDINIŢA SILEA",321,ORLEŞTI,171879,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:00:41",839,821,18,556,525,18,13,900,344,503,53,2,2,4,0,1,3,5,3,332,6,57,4,1,6,49,28
40,VÂLCEA,"GRĂDINIŢA STUPĂREI",300,MIHĂEŞTI,171325,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:42:38",774,762,12,422,410,0,12,830,408,387,35,1,1,4,1,0,6,4,4,249,7,5,6,0,5,63,31
40,VÂLCEA,"GRĂDINIŢA ULMETU",196,COPĂCENI,169182,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:50",1052,1052,0,679,624,0,55,1160,481,624,55,5,0,2,2,3,9,16,10,386,9,2,6,0,2,137,35
40,VÂLCEA,"GRĂDINIŢA VALEA MARE",420,"VALEA MARE",174085,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:25:27",499,488,11,367,307,11,49,540,173,333,34,3,1,1,0,2,3,17,1,240,8,0,0,2,1,44,10
40,VÂLCEA,"GRĂDINIŢA VIIŞOARA",233,FRÂNCEŞTI,169896,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:22:32",219,219,0,149,138,0,11,240,91,136,13,1,0,0,0,0,1,8,1,91,0,0,1,2,1,21,9
40,VÂLCEA,"GRUP ȘCOLAR PREDA BUZESCU",130,"ORAŞ BERBEŞTI",168602,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:09:07",868,868,0,451,446,0,5,960,509,420,31,50,3,0,0,3,8,17,1,238,4,0,1,0,4,65,26
40,VÂLCEA,"LICEUL CONSTANTIN BRÂNCOVEANU",147,"ORAŞ HOREZU",168041,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:59:50",1167,1167,0,688,642,0,46,1249,562,657,30,4,18,9,2,3,28,86,5,315,14,8,6,5,13,100,41
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",12,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:46:48",1169,1168,1,544,533,0,11,1300,756,524,20,7,19,5,0,7,18,34,4,240,18,8,5,3,12,105,39
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",11,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:21:03",940,940,0,426,417,0,9,1030,604,413,13,1,19,5,5,2,14,50,4,176,10,2,7,5,8,82,23
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",9,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:06:50",972,972,0,424,405,0,19,1070,646,404,20,5,19,7,0,3,8,38,2,170,22,0,4,4,9,82,31
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",13,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:35:06",783,767,16,334,318,16,0,840,506,324,10,3,17,1,3,3,9,30,1,147,15,2,7,2,4,64,16
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",10,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:53:06",998,998,0,447,433,0,14,1100,653,433,14,3,18,5,3,5,10,35,3,177,20,2,0,4,7,104,37
40,VÂLCEA,"LICEUL ”GEORGE ŢĂRNEA”, ORAȘ BĂBENI",108,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:00:26",987,987,0,509,506,0,3,1100,591,485,24,1,2,3,2,3,8,29,1,256,12,4,11,1,10,100,42
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",3,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:15:00",1263,1244,19,529,510,0,19,1380,851,509,20,6,12,9,3,4,15,50,1,229,12,5,1,2,15,116,29
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",5,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:42:00",1134,1133,1,511,503,0,8,1260,749,494,17,6,25,6,1,6,19,40,4,194,15,3,6,5,15,109,40
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",4,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:57:39",1172,1172,0,440,431,0,9,1301,870,418,13,6,18,6,1,2,15,33,1,176,21,3,5,7,7,93,24
40,VÂLCEA,"LICEUL TEHNOLOGIC BĂILE GOVORA",116,"ORAŞ BĂILE GOVORA",167641,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:33:59",792,792,0,630,545,0,85,850,220,587,43,8,20,4,1,7,16,38,1,350,15,5,7,6,7,67,35
40,VÂLCEA,"LICEUL TEHNOLOGIC BRĂTIANU",94,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:32:49",1315,1315,0,591,579,0,12,1450,859,554,37,7,4,2,6,5,21,29,2,259,12,5,8,2,9,157,26
40,VÂLCEA,"LICEUL TEHNOLOGIC BRĂTIANU",95,"MUNICIPIUL DRĂGĂŞANI",167981,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:54:09",1216,1216,0,504,494,0,10,1350,846,463,41,3,10,4,5,2,17,41,1,197,14,5,2,1,5,139,17
40,VÂLCEA,"LICEUL TEHNOLOGIC BRĂTIANU - ȘCOALA PROFESIONALĂ",101,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:00:01",1192,1192,0,607,603,0,4,1320,713,530,77,5,8,9,8,7,16,30,4,195,6,14,3,1,11,181,32
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",40,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:19",1020,1020,0,435,420,0,15,1120,685,413,22,6,35,4,5,3,10,60,3,162,12,2,3,8,16,70,14
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",41,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:53:52",923,923,0,441,432,0,9,1010,569,423,18,7,41,7,2,2,9,54,0,180,10,2,2,3,11,82,11
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",42,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:16:30",1085,1083,2,551,540,1,10,1200,649,520,31,8,19,14,2,6,18,42,4,222,23,9,6,3,15,93,36
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEȘOIANU”",43,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:58:20",927,927,0,411,397,0,14,1020,609,387,24,3,6,18,1,2,4,19,2,190,14,2,3,3,6,88,26
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",62,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:06",808,808,0,331,321,0,10,890,559,316,15,0,6,9,1,4,6,15,3,167,13,2,7,3,4,57,19
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",61,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:04:59",721,721,0,282,272,0,10,800,518,268,14,1,7,6,0,5,8,15,1,125,13,4,0,3,12,46,22
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",64,"MUNICIPIUL RÂMNICU VÂLCEA",167473,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:03",723,723,0,333,325,0,8,830,497,319,14,0,11,4,2,3,12,19,2,135,10,5,2,4,7,85,18
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",60,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:07:37",815,809,6,329,323,0,6,890,561,322,7,6,14,3,0,3,15,20,2,144,11,3,5,5,7,59,25
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",65,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:24:05",775,775,0,327,312,0,15,860,533,318,9,1,11,4,2,2,14,27,1,155,11,2,1,1,6,60,20
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",63,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:01:27",1139,1139,0,510,505,0,5,1230,720,495,15,6,8,5,2,6,11,38,1,264,10,2,2,4,12,89,35
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",20,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:44:08",863,853,10,358,348,2,8,940,582,345,13,4,23,2,1,2,4,32,3,133,6,0,5,6,16,95,13
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",19,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:31",869,789,80,476,382,80,14,890,414,462,14,6,21,6,3,6,25,37,6,201,18,2,2,5,13,91,20
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",18,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:53",914,913,1,443,433,0,10,1010,567,424,19,7,28,4,2,5,15,49,2,165,23,0,4,2,17,81,20
40,VÂLCEA,"LICEUL TEHNOLOGIC JUSTINIAN MARINA",118,"ORAŞ BĂILE OLĂNEŞTI",167696,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:01:01",1613,1422,191,1088,897,0,191,1560,472,1051,37,14,20,6,21,6,30,77,3,536,37,7,11,5,18,204,56
40,VÂLCEA,"LICEUL TEHNOLOGIC PETRACHE POENARU",122,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:15:50",767,767,0,372,350,0,22,820,448,350,22,4,1,2,0,0,6,10,3,232,9,4,2,0,1,58,18
40,VÂLCEA,"LICEUL TEHNOLOGIC PETRACHE POENARU",121,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:42:06",990,990,0,512,498,0,14,1090,578,482,30,11,9,2,2,1,18,30,5,294,14,3,1,2,3,67,20
