precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUREŞAN CORNELIU-PARTIDUL SOCIAL DEMOCRAT-voturi","DUMITREL ION-PARTIDUL NAȚIONAL LIBERAL-voturi","OLAR CORNELIU-DAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHINESCU ION-PARTIDUL S.O.S. ROMÂNIA-voturi","ROF MARIUS-NICOLAE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TALPAŞ CONSTANTIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
1,ALBA,"CLĂDIRE CĂMIN CULTURAL BERGHIN",200,BERGHIN,2988,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:26",2184,2163,8,4,9,1602,1586,7,2,7,1287,315,2566,964,166,134,724,81,110,72
1,ALBA,"CLĂDIRE CĂMIN CULTURAL GHIRBOM",201,BERGHIN,2988,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:26",1474,1460,10,0,4,869,865,0,0,4,596,273,1761,892,62,108,54,138,27,207
1,ALBA,"CLĂDIRE CĂMIN CULTURAL HENIG",202,BERGHIN,2988,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:26",3355,3337,7,7,4,2970,2959,7,0,4,2963,7,3736,766,583,269,1135,591,313,72
1,ALBA,"CLĂDIRE CĂMIN CULTURAL LUPU",223,CERGĂU,3805,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:28",1833,1824,8,0,1,1782,1780,1,0,1,1729,53,1876,94,189,31,266,1035,204,4
1,ALBA,"CLĂDIRE CĂMIN CULTURAL STRAJA",203,BERGHIN,2988,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:27",1546,1528,8,9,1,1518,1511,5,2,0,1372,146,1855,337,117,65,55,399,100,636
1,ALBA,"COLEGIUL ECONOMIC „DIONISIE POP MARŢIAN”",7,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:09",3004,2989,4,3,8,2976,2969,2,0,5,2664,312,3180,204,345,482,870,68,897,2
1,ALBA,"COLEGIUL NAŢIONAL ”AVRAM IANCU” CÂMPENI",127,"ORAŞ CÂMPENI",1455,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:18",2412,2399,7,0,6,2350,2344,4,0,2,2114,236,2805,455,378,114,487,253,109,773
1,ALBA,"COLEGIUL NAŢIONAL ”AVRAM IANCU” CÂMPENI",128,"ORAŞ CÂMPENI",1455,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:18",2605,2579,8,9,9,2180,2168,2,9,1,2161,19,2634,454,220,312,192,352,31,1054
1,ALBA,"COLEGIUL NAŢIONAL ”DAVID PRODAN” CUGIR",138,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:19",1744,1738,4,0,2,1215,1214,1,0,0,1112,103,2125,910,128,18,423,294,73,176
1,ALBA,"COLEGIUL NAŢIONAL ”DAVID PRODAN” CUGIR",139,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:19",2193,2174,8,3,8,2086,2070,8,2,6,2057,29,2435,349,99,478,214,302,344,620
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",11,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:10",1777,1767,1,6,3,1688,1685,0,3,0,987,701,2078,390,72,3,114,105,679,14
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",8,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:10",2424,2403,6,7,8,1858,1851,1,1,5,1423,435,2647,789,832,17,101,84,62,327
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",9,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:10",1153,1146,0,7,0,740,733,0,7,0,632,108,1488,748,29,141,67,333,14,48
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",10,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:10",3152,3138,2,5,7,2651,2647,0,2,2,2328,323,3280,629,352,460,202,364,371,579
1,ALBA,"COLEGIUL NAŢIONAL ”INOCHENTIE MICU CLAIN’’",86,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:18",1099,1084,9,5,1,1005,992,9,4,0,712,293,1162,157,39,49,5,365,130,124
1,ALBA,"COLEGIUL NAŢIONAL ”LUCIAN BLAGA” SEBEŞ",103,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:23",1707,1701,2,4,0,1606,1604,0,2,0,1299,307,1878,272,189,134,122,257,563,34
1,ALBA,"COLEGIUL NAŢIONAL ”LUCIAN BLAGA” SEBEŞ",102,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:23",2240,2223,9,5,3,2150,2138,7,4,1,2117,33,2258,108,202,397,446,250,2,820
1,ALBA,"COLEGIUL NAŢIONAL ”TITU MAIORESCU” AIUD",63,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:15",2051,2032,8,10,1,2038,2034,2,2,0,1897,141,2358,320,88,101,168,676,580,284
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",38,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:12",2176,2159,10,6,1,1858,1854,4,0,0,1691,167,2471,613,37,21,87,213,57,1276
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",39,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:12",983,979,0,1,3,959,957,0,1,1,714,245,1159,200,253,69,88,155,21,128
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",40,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:12",3041,3030,4,4,3,2449,2446,2,1,0,2424,25,3054,605,480,49,55,1385,37,418
1,ALBA,"COLEGIUL TEHNIC „APULUM”",13,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:10",3417,3412,4,1,0,2640,2638,2,0,0,2617,23,3804,1164,304,366,254,199,115,1379
1,ALBA,"COLEGIUL TEHNIC „APULUM”",14,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:10",3301,3296,3,2,0,3249,3245,2,2,0,2619,630,3773,524,789,484,664,49,123,510
1,ALBA,"COLEGIUL TEHNIC „APULUM”",12,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:10",3284,3270,6,2,6,3220,3207,5,2,6,2623,597,3741,521,112,13,69,1224,417,788
1,ALBA,"COLEGIUL TEHNIC „DORIN PAVEL”",36,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:12",2847,2838,7,0,2,2802,2799,3,0,0,2576,226,3344,542,268,37,1903,3,320,45
1,ALBA,"COLEGIUL TEHNIC „DORIN PAVEL” ȘCOALA GENERALĂ NR. 9",35,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:12",928,907,10,5,6,871,868,2,0,1,613,258,1327,456,223,119,162,34,8,67
1,ALBA,"DIRECŢIA SANITAR-VETERINARĂ ŞI PENTRU SIGURANŢA ALIMENTELOR OCNA MUREŞ",158,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:21",1804,1787,4,6,7,1491,1483,3,3,2,1270,221,2211,720,670,231,54,21,149,145
1,ALBA,"FLORIDA GOLD SRL",42,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:13",1917,1896,9,5,7,1810,1796,9,5,0,1423,387,2364,554,131,68,536,206,379,103
1,ALBA,"FLORIDA GOLD SRL",41,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:13",851,835,2,10,4,603,599,0,0,4,601,2,1340,737,89,120,25,13,302,52
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV BRĂDEȘTI",354,RÂMEŢ,6627,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:39",1846,1830,1,8,7,1761,1750,0,4,7,934,827,2043,282,65,120,24,114,358,253
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV VALEA INZELULUI",355,RÂMEŢ,6627,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:39",1083,1073,5,0,5,658,650,4,0,4,531,127,1518,860,29,35,178,120,4,165
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV VALEA MĂNĂSTIRII",356,RÂMEŢ,6627,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:39",2294,2276,7,1,10,2203,2197,1,0,5,2123,80,2356,153,286,519,276,123,815,104
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎMBAŞ",68,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:16",2782,2762,6,6,8,2760,2751,5,3,1,2678,82,3094,334,18,156,684,330,1468,22
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎRBOVA DE SUS",73,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:16",2041,2030,1,2,8,1730,1726,1,1,2,1586,144,2241,511,159,577,327,41,387,95
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎRBOVIŢA",74,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:16",3397,3388,6,3,0,2766,2762,3,1,0,2710,56,3512,746,76,178,1468,96,509,383
1,ALBA,"FOSTUL SEDIU AL PRIMĂRIEI PONOREL",433,VIDRA,8425,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:46",1406,1397,0,3,6,764,763,0,0,1,740,24,1810,1046,83,8,26,436,60,127
1,ALBA,"FOSTUL SEDIU C.A.P.",336,OHABA,6164,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:37",1023,1011,7,5,0,821,818,3,0,0,696,125,1260,439,151,53,117,165,196,14
1,ALBA,"FOSTUL SEDIU CAP",360,"ROŞIA DE SECAŞ",6930,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:40",1976,1956,6,5,9,1890,1884,2,3,1,1177,713,2378,488,159,53,148,19,45,753
1,ALBA,"GARA CFR TEIUŞ",169,"ORAŞ TEIUŞ",8096,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:45",2245,2235,7,2,1,2018,2011,7,0,0,1659,359,2414,396,202,127,915,14,356,45
1,ALBA,"GRĂDINIȚA COPII RIMETEA",357,RIMETEA,6592,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:39",2300,2285,1,6,8,2030,2016,1,6,7,2021,9,2345,315,122,236,22,1083,84,474
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂBANŢ",46,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:13",1028,1013,7,8,0,846,842,4,0,0,703,143,1095,249,167,43,21,388,24,60
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂBANŢ",45,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:13",2629,2612,5,10,2,1989,1984,1,2,2,1682,307,3028,1039,165,150,347,515,83,422
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL CERGĂU MIC",222,CERGĂU,3805,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:28",1742,1727,9,2,4,1694,1682,7,2,3,1682,12,2038,344,659,167,51,142,144,519
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL COȘLARIU",384,SÂNTIMBRU,7384,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:42",1991,1974,4,3,10,1365,1363,1,1,0,1034,331,2290,925,55,187,15,476,73,228
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL HERIA",249,FĂRĂU,4302,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:30",2736,2718,10,1,7,2437,2427,8,0,2,2212,225,2793,356,133,156,422,237,91,1173
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL ”IZVOARELE” BLAJ",89,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:18",1802,1792,1,8,1,1103,1101,0,2,0,1010,93,2289,1186,63,4,133,524,148,138
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL MĂGINA",69,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:16",2339,2318,4,9,8,2326,2315,0,3,8,2223,103,2601,275,569,68,904,343,126,213
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL MICOŞLACA",164,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:22",2369,2356,4,9,0,2006,2003,2,1,0,1911,95,2576,570,878,206,265,151,411,0
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL - MIRĂSLĂU",319,MIRĂSLĂU,5755,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:36",3679,3656,7,8,8,3291,3276,7,4,4,2881,410,3686,395,254,299,10,342,1259,717
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10",34,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:12",780,769,0,7,4,646,641,0,5,0,566,80,985,339,80,8,15,74,204,185
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 10",33,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:12",2363,2350,8,0,5,2303,2300,1,0,2,2176,127,2658,355,246,293,313,27,1079,218
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",160,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:21",1638,1632,1,0,5,1610,1607,0,0,3,1533,77,2084,474,72,780,54,107,477,43
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 5",155,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:21",1688,1680,1,4,3,1272,1270,0,1,1,1208,64,1862,590,387,291,287,119,9,115
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 5 PARTOŞ",43,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:13",1693,1674,9,0,10,1575,1572,2,0,1,1475,100,1755,180,299,176,77,10,71,842
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL OARDA DE SUS",50,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:13",2647,2629,4,8,6,2056,2051,0,3,2,1779,277,2658,602,499,22,645,86,326,201
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL ”PRICHINDELUL”",248,FĂRĂU,4302,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:30",2451,2436,6,5,4,2360,2349,6,2,3,2205,155,2950,590,147,436,252,595,288,487
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMEA COPIILOR” BLAJ",77,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:17",2653,2633,10,4,6,2171,2159,8,3,1,1717,454,3068,897,117,56,117,348,691,388
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 11",19,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:11",3136,3119,9,1,7,3096,3085,8,1,2,2848,248,3418,322,40,1505,452,334,236,281
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",24,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:11",2285,2273,4,6,2,1328,1319,2,5,2,1322,6,2748,1420,31,290,489,206,264,42
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",25,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:11",1699,1691,1,6,1,1181,1175,1,4,1,998,183,2140,959,134,19,8,604,97,136
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",37,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:12",2186,2171,10,1,4,2040,2035,3,0,2,1593,447,2354,314,217,115,580,124,23,534
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 9",15,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:10",1110,1105,3,0,2,1040,1036,2,0,2,991,49,1443,403,195,25,70,343,91,267
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICOT” CUGIR",146,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:20",1615,1606,1,8,0,1429,1423,1,5,0,1337,92,1856,427,182,156,352,63,292,292
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIMII PAŞI” AIUD",57,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:15",768,753,6,7,2,622,617,5,0,0,501,121,1232,610,89,1,23,199,168,21
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIMII PAŞI” AIUD",56,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:15",1196,1176,8,10,2,1176,1161,8,5,2,1135,41,1301,125,53,546,107,31,61,337
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT STEP BY STEP NR. 12",20,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:11",981,975,1,0,5,946,942,0,0,4,713,233,1127,181,89,70,31,317,128,78
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT STEP BY STEP NR. 12",21,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:11",1472,1453,8,7,4,1042,1031,5,5,1,1042,0,1614,572,124,58,187,93,500,80
1,ALBA,"GRADINIŢA DE COPII CU PROGRAM NORMAL ICLOD",380,SÂNCEL,7348,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:42",2018,2012,0,3,3,1968,1965,0,1,2,1881,87,2231,263,486,35,507,549,158,146
1,ALBA,"GRUP ȘCOLAR DE TURISM ARIEȘENI",195,ARIEŞENI,2381,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:25",2748,2728,9,9,2,2501,2494,2,5,0,2275,226,3002,501,1344,325,97,148,305,56
1,ALBA,"GRUP ȘCOLAR DE TURISM ARIEȘENI",194,ARIEŞENI,2381,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:25",858,838,8,8,4,852,836,6,6,4,531,321,1344,492,34,27,98,68,241,63
1,ALBA,"INTERNAT ŞCOLAR - OCOLIŞ",330,OCOLIŞ,6119,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:37",3034,3022,3,1,8,2440,2439,1,0,0,2289,151,3499,1059,694,180,852,223,287,53
1,ALBA,"LICEUL ”CORNELIU MEDREA” ZLATNA",175,"ORAŞ ZLATNA",1936,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:24",1785,1769,9,2,5,1477,1467,6,0,4,1228,249,2278,801,8,39,390,12,662,117
1,ALBA,"LICEUL CU PROGRAM SPORTIV",28,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:11",2747,2730,0,9,8,2424,2411,0,6,7,2175,249,3110,686,682,544,331,27,357,234
1,ALBA,"LICEUL CU PROGRAM SPORTIV",26,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:11",1758,1745,9,3,1,1069,1061,7,1,0,814,255,1912,843,95,74,171,171,253,50
1,ALBA,"LICEUL CU PROGRAM SPORTIV",29,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:11",1630,1609,9,7,5,1094,1090,2,0,2,719,375,2066,972,73,120,53,170,142,161
1,ALBA,"LICEUL CU PROGRAM SPORTIV",27,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:11",862,847,10,2,3,739,727,8,1,3,676,63,1155,416,33,13,117,317,46,150
1,ALBA,"LICEUL CU PROGRAM SPORTIV SEBEŞ",100,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:22",2790,2774,10,5,1,2132,2127,0,4,1,1853,279,2953,821,106,673,103,14,494,463
1,ALBA,"LICEUL CU PROGRAM SPORTIV SEBEŞ",99,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:22",1656,1641,8,0,7,1426,1416,8,0,2,1360,66,1709,283,178,366,318,75,82,341
1,ALBA,"LICEUL CU PROGRAM SPORTIV SEBEŞ",98,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:22",3134,3120,10,4,0,3101,3088,9,4,0,2857,244,3488,387,244,162,620,21,1710,100
1,ALBA,"LICEUL ”DR. LAZĂR CHIRILĂ”",119,"ORAŞ BAIA DE ARIEŞ",2915,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:26",1714,1694,4,10,6,1173,1162,4,4,3,923,250,1873,700,71,110,97,153,125,367
1,ALBA,"LICEUL ”HOREA, CLOŞCA ŞI CRIŞAN” ABRUD",116,"ORAŞ ABRUD",1151,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:14",2287,2286,0,0,1,2221,2221,0,0,0,2117,104,2388,167,447,279,160,111,215,905
1,ALBA,"LICEUL TEHNOLOGIC AGRICOL ”ALEXANDRU BORZA” CIUMBRUD",71,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:16",2049,2027,8,6,8,1849,1846,2,1,0,1450,399,2188,339,105,606,326,88,56,269
1,ALBA,"LICEUL TEHNOLOGIC AIUD",65,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:15",3584,3571,6,7,0,3292,3280,6,6,0,2809,483,3756,464,555,1553,65,137,381,118
1,ALBA,"LICEUL TEHNOLOGIC AIUD",64,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:15",2523,2512,1,10,0,2164,2160,1,3,0,1785,379,2732,568,344,127,399,123,500,292
1,ALBA,"LICEUL TEHNOLOGIC „ION D.LĂZĂRESCU” CUGIR",144,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:20",1067,1048,8,9,2,990,975,6,9,0,915,75,1354,364,101,164,345,84,155,66
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",96,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:22",2616,2610,0,4,2,2509,2506,0,3,0,2011,498,3055,546,304,241,111,214,744,397
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",97,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:22",2871,2852,8,9,2,2215,2212,1,0,2,1893,322,3010,795,997,192,57,213,366,68
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",94,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:22",2513,2505,4,4,0,2123,2120,3,0,0,1796,327,2708,585,413,233,138,240,166,606
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",95,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:22",2258,2245,1,2,10,2159,2151,1,2,5,2007,152,2696,537,543,226,502,357,255,124
1,ALBA,"LICEUL TEHNOLOGIC ”ŞTEFAN MANCIULEA” BLAJ",82,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:17",3559,3550,0,4,5,3245,3238,0,4,3,2996,249,3598,353,887,44,620,392,666,387
1,ALBA,"LICEUL TEHNOLOGIC ”TIMOTEI CIPARIU”",85,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:17",2010,2000,5,2,3,1957,1956,0,1,0,1890,67,2435,478,67,622,58,532,287,324
1,ALBA,"LICEUL TEORETIC ”PETRU MAIOR”",159,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:21",3328,3301,10,7,10,3157,3137,6,5,9,2511,646,3369,212,469,294,1261,85,241,161
1,ALBA,"LICEUL TEORETIC TEIUŞ",168,"ORAŞ TEIUŞ",8096,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:45",1367,1342,10,6,9,1283,1272,9,1,1,504,779,1632,349,21,317,23,90,35,18
1,ALBA,"LOCUINȚE SOCIALE - CĂRPINIȘ",364,"ROŞIA MONTANĂ",6761,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:39",3510,3490,4,8,8,3132,3122,3,5,2,2947,185,3877,745,499,596,763,24,147,918
