precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STĂVĂRACHE COSTEL-CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","FLOREA GABRIEL-FLORINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GÂDEA ADRIAN-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","MARDALE GEORGE-CĂTĂLIN-PARTIDUL S.O.S. ROMÂNIA-voturi","ŢOLE MARIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",56,"MUNICIPIUL TURNU MĂGURELE",151683,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:07:33",1207,1199,3,1,4,531,526,0,1,4,500,31,1320,789,30,99,266,41,64
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3",111,BOTOROAGA,152172,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:46:46",1217,1014,0,153,50,935,732,0,153,50,907,24,1120,189,0,70,636,9,192
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",57,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:44",1027,1023,0,4,0,412,408,0,4,0,394,18,1130,718,27,63,219,30,55
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3, FURCULEȘTI",78,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:49:35",1294,1264,1,20,9,807,778,0,20,9,775,32,1400,593,38,95,308,41,293
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 SILIȘTEA MICĂ (FOST LOCAL AL ȘCOLII CU CLASELE I-IV SILIȘTEA MICĂ)",284,SILIŞTEA,154228,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:52:00",259,250,0,4,5,168,159,0,4,5,163,5,270,102,12,18,88,6,39
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 VALEA PĂRULUI",207,MÂRZĂNEŞTI,153339,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:45:22",679,601,0,46,32,585,507,0,46,32,480,26,650,143,4,33,213,22,208
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4, FOTĂCHEȘTI",77,"ORAŞ VIDELE",151905,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:32:38",901,892,0,8,1,522,513,0,8,1,495,27,971,449,25,61,184,25,200
36,TELEORMAN,"GRĂDINITA CU PROGRAM NORMAL NR.5",48,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:31:10",1332,1325,1,4,2,492,486,0,4,2,471,21,1460,968,145,66,223,13,24
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.5",49,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:11",1030,1018,0,7,5,459,447,0,7,5,436,23,1120,661,122,71,205,6,32
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 5, CARTOJANCA",79,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:42",651,639,0,10,2,467,455,0,10,2,434,33,702,235,19,79,182,43,111
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 6",55,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:51",964,957,0,4,3,372,365,0,4,3,356,16,1050,678,117,44,157,10,28
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6, PARISEȘTI",81,"ORAŞ VIDELE",151905,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:03:31",464,458,0,5,1,338,332,0,5,1,317,20,500,163,13,49,101,24,130
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 7, COȘOAIA",82,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:43",275,258,0,14,3,176,159,0,14,3,159,17,280,104,29,33,47,6,44
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NUMĂRUL 1 LUNCA",195,LUNCA,153151,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:13:32",574,540,0,11,23,398,364,0,11,23,389,9,590,192,6,131,235,6,11
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL PERETU",233,PERETU,153543,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:04",998,998,0,0,0,574,574,0,0,0,551,23,1100,526,19,42,290,12,188
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL PERETU",232,PERETU,153543,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 10:43:36",1308,1302,0,5,1,785,779,0,5,1,723,62,1430,645,10,59,405,32,217
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL PIATRA",235,PIATRA,153561,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:52:01",702,639,0,56,7,546,483,0,56,7,520,16,750,214,9,85,266,22,138
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL SUHAIA",296,SUHAIA,154460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:30",943,853,1,58,31,712,622,1,58,31,687,25,940,228,13,31,155,13,475
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL VOIEVODA",179,FURCULEŞTI,152948,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:16:05",506,466,0,27,13,318,292,0,13,13,302,10,510,192,4,18,174,7,99
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",62,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:58",836,829,0,5,2,255,248,0,5,2,243,12,910,655,10,22,168,10,33
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",39,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:47:55",987,981,0,3,3,396,390,0,3,3,381,15,1080,684,110,50,170,15,36
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1",63,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:25",1170,1162,2,6,0,327,321,0,6,0,304,23,1280,953,15,40,190,13,46
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.4",31,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:29:23",1179,1169,1,9,0,421,412,0,9,0,398,23,1340,919,28,64,217,17,72
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.4",32,"MUNICIPIUL ALEXANDRIA",151790,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:16:17",1390,1375,2,13,0,504,491,0,13,0,478,26,1519,1015,19,80,264,34,81
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",70,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:57",973,961,1,11,0,385,374,0,11,0,365,20,1050,665,27,34,221,15,68
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5, NIVEL ȘCOLARIZARE PRE PP",88,"ORAŞ ZIMNICEA",151978,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:43:36",1214,1186,2,11,15,573,547,0,11,15,550,23,1310,737,34,75,299,23,119
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5, NIVEL ȘCOLARIZARE PRE PP",89,"ORAŞ ZIMNICEA",151978,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:19:49",1090,1064,0,6,20,522,496,0,6,20,507,14,1170,648,27,54,331,12,83
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.7",59,"MUNICIPIUL TURNU MĂGURELE",151683,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:43:56",1634,1628,0,5,1,620,614,0,5,1,597,23,1800,1180,42,74,363,35,83
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.7",14,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:55",973,965,0,7,1,465,457,0,7,1,445,20,1120,655,38,33,253,12,109
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.7",15,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:39:49",994,985,0,8,1,449,440,0,8,1,431,18,1080,631,43,50,219,12,107
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.8",34,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:25",1201,1190,0,11,0,241,230,0,11,0,213,28,1310,1069,4,22,140,10,37
36,TELEORMAN,"GRĂDINIŢA DE COPII",271,SCRIOAŞTEA,154013,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:48:20",594,567,0,10,17,391,364,0,10,17,386,5,620,229,5,15,341,12,13
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR. 1 BECIU",96,BECIU,155083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:02",737,691,1,26,19,560,514,1,26,19,538,22,770,209,13,15,388,16,106
36,TELEORMAN,"GRĂDINIȚA DE COPII CU PROGRAM NORMAL NR.1 CĂLMĂȚUIU DE SUS",132,"CĂLMĂŢUIU DE SUS",152467,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:04:23",630,590,0,11,29,448,409,0,10,29,429,19,650,202,10,22,197,5,195
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.1 SEGARCEA-VALE",278,SEGARCEA-VALE,154184,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:18",746,726,0,9,11,481,461,0,9,11,454,27,800,319,5,21,242,11,175
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.2 SMÂRDAN",97,BECIU,155083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:55",450,427,0,16,7,347,324,0,16,7,327,20,480,133,3,14,245,7,58
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.2 ULMENI",105,BOGDANA,152127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:36",519,486,0,9,24,405,372,0,9,24,388,17,540,135,7,36,138,11,196
36,TELEORMAN,"GRĂDINIȚA DE COPII CU PROGRAM NORMAL NR. 3 IONAȘCU",134,"CĂLMĂŢUIU DE SUS",152467,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:19",290,264,0,8,18,221,195,0,8,18,197,24,290,69,4,5,64,8,116
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.3 OLTEANCA",279,SEGARCEA-VALE,154184,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 20:13:40",680,655,0,25,0,471,446,0,25,0,439,32,720,249,7,38,126,12,256
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL SERICU COMUNA BLEJEŞTI",103,BLEJEŞTI,152083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:46",318,305,0,11,2,216,203,0,11,2,213,3,340,124,3,28,163,9,10
36,TELEORMAN,"GRĂDINIŢA DE COPII IZVOARELE",188,IZVOARELE,153106,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:48:45",1062,1029,0,5,28,664,631,0,5,28,646,13,1130,466,19,67,454,27,79
36,TELEORMAN,"GRĂDINIŢA DE COPII IZVOARELE",189,IZVOARELE,153106,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:29",866,845,0,7,14,525,504,0,7,14,510,15,930,405,6,41,340,12,111
36,TELEORMAN,"GRĂDINIŢA NEGRENII DE SUS",302,"TĂTĂRĂŞTII DE JOS",154585,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:52:40",612,597,0,15,0,347,332,0,15,0,293,39,660,328,30,15,193,17,38
36,TELEORMAN,"GRĂDINIŢA PLEAŞOV",261,SAELELE,155145,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:35",645,606,0,9,30,400,361,0,9,30,392,8,670,270,8,24,334,6,20
36,TELEORMAN,"GRĂDINIŢA VÂNĂTORI",191,LISA,153124,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:23",521,476,1,8,36,358,313,1,8,36,349,9,520,162,6,8,75,2,258
36,TELEORMAN,"GRᾸDINIṬA CU PROGRAM NORMAL NR.2",310,TRIVALEA-MOŞTENI,154754,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:23:31",832,701,0,74,57,580,452,0,74,54,550,30,770,190,21,143,116,11,259
36,TELEORMAN,"GRᾸDINIṬA TRIVALEA-SAT (FOSTA)",308,TRIVALEA-MOŞTENI,154754,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:40:15",807,706,0,55,46,584,483,0,55,46,533,51,770,186,0,153,266,9,105
36,TELEORMAN,"LICEUL PEDAGOGIC ”MIRCEA SCARLAT”",12,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:34",1169,1142,1,18,8,556,529,1,18,8,537,19,1250,694,40,45,278,21,153
36,TELEORMAN,"LICEUL TEHNOLOGIC DRĂGĂNEŞTI VLAŞCA",167,DRĂGĂNEŞTI-VLAŞCA,152902,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:35",1759,1563,0,104,92,997,806,0,104,87,997,0,1760,763,6,31,954,4,2
36,TELEORMAN,"LICEUL TEHNOLOGIC ”EMIL RACOVIŢĂ”",50,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:07:51",1262,1235,2,7,18,492,467,0,7,18,473,19,1360,868,141,56,208,7,61
36,TELEORMAN,"LICEUL TEHNOLOGIC ”GENERAL DAVID PRAPORGESCU”",60,"MUNICIPIUL TURNU MĂGURELE",151683,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:33:11",1288,1286,0,2,0,492,490,0,2,0,479,13,1420,928,34,62,275,34,74
36,TELEORMAN,"LICEUL TEHNOLOGIC ”GENERAL DAVID PRAPORGESCU”",61,"MUNICIPIUL TURNU MĂGURELE",151683,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:31:07",971,967,0,4,0,333,329,0,4,0,314,19,1070,737,25,52,178,15,44
36,TELEORMAN,"LICEUL TEHNOLOGIC ”NICOLAE BĂLCESCU”",6,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:19",1383,1369,2,10,2,679,667,0,10,2,651,28,1510,831,38,63,392,33,125
36,TELEORMAN,"LICEUL TEHNOLOGIC ”NICOLAE BĂLCESCU”",7,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:47:00",1035,1022,0,13,0,455,442,0,13,0,448,7,1130,675,47,47,211,12,131
36,TELEORMAN,"LICEUL TEHNOLOGIC ”SF. HARALAMBIE”",68,"MUNICIPIUL TURNU MĂGURELE",151683,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:31:36",1499,1489,0,8,2,621,611,0,8,2,584,21,1640,1035,55,53,307,32,137
36,TELEORMAN,"LICEUL TEHNOLOGIC ”VIRGIL MADGEARU”",54,"MUNICIPIUL ROŞIORI DE VEDE",151870,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 03:29:40",1096,1085,2,7,2,432,424,0,6,2,407,24,1200,769,117,66,187,10,27
36,TELEORMAN,"LICEUL TEORETIC",75,"ORAŞ VIDELE",151905,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:25:47",1379,1356,4,18,1,824,805,0,18,1,796,28,1490,658,42,93,330,62,269
36,TELEORMAN,"LICEUL TEORETIC ”C. NOICA”",10,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:34",1243,1239,0,4,0,538,534,0,4,0,514,24,1370,832,59,57,257,20,121
36,TELEORMAN,"LICEUL TEORETIC ”C. NOICA”",11,"MUNICIPIUL ALEXANDRIA",151790,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:19:52",966,954,3,7,2,459,450,0,7,2,439,20,1050,591,53,36,215,14,121
36,TELEORMAN,"LICEUL TEORETIC ”MARIN PREDA”",69,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:49",1096,1082,1,3,10,448,434,1,3,10,419,29,1220,772,32,48,256,20,63
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL DIN SATUL BĂNEASA",263,SALCIA,153936,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:15",714,624,0,52,38,482,392,0,52,38,472,10,690,208,14,82,332,7,37
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL DIN SATUL TUDOR VLADIMIRESCU",264,SALCIA,153936,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:41",547,502,0,13,32,366,321,0,13,32,358,8,590,224,7,61,263,4,23
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL SALCIA",262,SALCIA,153936,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:41",723,688,0,10,25,386,351,0,10,25,364,22,760,374,20,69,192,14,69
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL SFINŢEŞTI",281,SFINŢEŞTI,154166,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:22:10",921,814,0,54,53,668,561,0,54,53,666,2,890,222,42,15,435,6,168
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL UDA CLOCOCIOV",318,UDA-CLOCOCIOV,155154,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:34:59",631,538,0,47,46,424,331,0,47,46,406,18,595,171,5,32,271,9,89
36,TELEORMAN,"LOCALUL GRĂDINIŢEI CLĂNIŢA",173,FRĂSINET,155127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:24",514,489,0,12,13,385,360,0,12,13,373,12,550,165,8,37,234,10,84
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-IV ALBENI",274,"SCURTU MARE",154068,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:20:03",151,124,0,7,20,97,70,0,7,20,90,7,130,33,4,21,38,0,27
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-IV DRACESTI",275,"SCURTU MARE",154068,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:14:16",305,244,0,42,19,242,181,0,42,19,228,14,280,38,5,47,92,1,83
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-IV NECŞEŞTI",216,NECŞEŞTI,153437,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:05",415,381,0,19,15,268,234,0,19,15,263,5,440,172,4,14,236,4,5
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-VIII GÂRDEŞTI",217,NECŞEŞTI,153437,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:43:44",351,327,0,7,17,215,191,0,7,17,207,8,377,162,0,11,179,13,4
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-VIII SEGARCEA DEAL",280,SEGARCEA-VALE,154184,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 20:22:52",880,827,1,7,45,556,507,1,7,41,525,9,908,374,10,28,237,13,237
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I – VIII UDA PACIUREA",319,UDA-CLOCOCIOV,155154,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:35",604,531,0,32,41,377,304,0,32,41,354,23,585,208,6,32,232,9,75
36,TELEORMAN,"LOCALUL ŞCOLII GENERALE CU CLASELE I – VIII SCURTU MARE",273,"SCURTU MARE",154068,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:56:08",906,755,1,82,68,754,604,0,82,68,692,38,830,100,20,297,318,13,44
36,TELEORMAN,"LOCALUL ŞCOLII GIMNAZIALE FRĂSINET",172,FRĂSINET,155127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:08",1384,1333,1,15,35,1017,966,1,15,35,971,46,1510,493,14,69,604,41,243
36,TELEORMAN,"LOCALUL ŞCOLII GIMNAZIALE SÂRBENII DE JOS",267,SÂRBENI,154308,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:47:40",251,186,0,61,4,198,133,0,61,4,188,4,240,48,20,11,137,9,11
36,TELEORMAN,"MUZEUL DE ISTORIE",43,"MUNICIPIUL ROŞIORI DE VEDE",151870,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:20:44",989,980,0,7,2,415,406,0,7,2,404,11,1080,665,118,35,199,14,38
36,TELEORMAN,"PRIMĂRIA LISA",190,LISA,153124,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:11",1279,1184,0,14,81,771,676,0,14,81,758,13,1300,529,3,16,111,4,624
36,TELEORMAN,"PRIMĂRIA VECHE",112,BRAGADIRU,152234,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:23",1022,956,0,4,62,603,537,0,4,62,583,16,1050,447,14,91,454,12,12
36,TELEORMAN,"PROPRIETATE PRIVATĂ (PERSOANĂ FIZICĂ)",213,NANOV,151816,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:31",1398,1346,0,43,9,953,901,0,43,9,924,29,1480,527,17,47,381,16,463
36,TELEORMAN,"SALA DE PROTOCOL PRIMĂRIA COMUNEI PIATRA",236,PIATRA,153561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:10",821,767,1,36,17,543,490,0,36,17,504,24,840,312,9,67,324,19,85
36,TELEORMAN,"SALA POLIVALENTĂ",16,"MUNICIPIUL ALEXANDRIA",151790,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 22:30:56",1364,1349,4,9,2,582,571,0,9,2,559,20,1530,951,31,51,315,23,139
36,TELEORMAN,"SALA POLIVALENTĂ",17,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:38:19",1118,1096,4,15,3,507,489,0,15,3,489,18,1210,703,36,56,283,15,99
36,TELEORMAN,"ȘCOALA AJUTĂTOARE ALEXANDRIA",1,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:58:53",1459,1442,4,8,5,675,662,0,8,5,653,22,1600,925,63,72,319,21,178
36,TELEORMAN,"ŞCOALA BALDOVINEŞTI",139,CIOLĂNEŞTI,152528,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:27:28",360,342,0,7,11,224,206,0,7,11,222,2,370,146,3,20,107,5,87
36,TELEORMAN,"ȘCOALA CU CLASELE I-IV",315,ŢIGĂNEŞTI,154834,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 10:23:59",794,776,0,1,17,794,776,0,1,17,776,12,1485,697,9,26,705,6,30
36,TELEORMAN,"ȘCOALA CU CLASELE I - IV ALBEȘTI",324,VEDEA,154852,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:30:20",483,465,0,0,18,327,309,0,0,18,308,19,535,208,5,6,283,4,10
36,TELEORMAN,"ȘCOALA CU CLASELE I-IV COMOARA",169,DRĂGĂNEŞTI-VLAŞCA,152902,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:23:35",286,232,0,34,20,242,188,0,34,20,240,2,310,68,0,3,236,0,1
36,TELEORMAN,"ȘCOALA CU CLASELE I -IV COȘOTENI",325,VEDEA,154852,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:03:01",423,413,0,3,7,244,234,0,3,7,241,3,465,221,5,23,197,6,10
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV DRĂCŞENEI",162,DRĂCŞENEI,152797,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:50",527,478,0,9,40,371,322,0,9,40,357,14,570,199,11,14,285,1,46
36,TELEORMAN,"ȘCOALA CU CLASELE I-IV ”MĂGURA”",286,SILIŞTEA-GUMEŞTI,154282,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:03:48",737,690,0,14,33,493,446,0,14,33,474,17,800,309,36,165,161,4,108
36,TELEORMAN,"ŞCOALA CU CLASELE I – IV MERI",327,VEDEA,154852,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:50",372,367,0,0,5,250,245,0,0,5,241,9,405,155,5,7,212,8,9
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV ODOBEASCA",164,DRĂCŞENEI,152797,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:39",414,389,0,3,22,288,263,0,3,22,267,21,450,162,13,18,150,6,80
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV PRUNARU",118,BUJORENI,152270,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:50:13",342,321,1,16,4,150,130,0,16,4,147,3,350,200,6,13,101,4,23
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV TUNARI",110,BOTOROAGA,152172,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:39:30",157,135,0,17,5,135,113,0,17,5,123,0,150,27,1,8,49,4,61
36,TELEORMAN,"ȘCOALA CU CLASELE I - IV VĂCENI",170,DRĂGĂNEŞTI-VLAŞCA,152902,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:50:42",182,164,0,9,9,110,92,0,9,9,106,4,190,80,1,10,89,1,5
36,TELEORMAN,"SCOALA CU CLASELE I-VIII ” BADEA NEGREANU ”",298,ŞTOROBĂNEASA,154497,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:49",1031,969,0,25,37,712,687,0,25,0,686,26,1113,401,18,326,310,16,16
36,TELEORMAN,"ŞCOALA CU CLASELE I – VIII DULCEANCA",326,VEDEA,154852,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:55:30",429,420,0,2,7,269,260,0,2,7,266,3,470,201,3,2,233,11,17
