precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",19,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:28:56",1104,1079,2,6,17,434,420,0,6,8,418,16,1218,784,135,28,44,21,186,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",22,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:20:29",951,948,0,3,0,397,394,0,3,0,375,22,1049,652,142,11,41,29,143,9
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",21,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:51:03",1183,1178,0,5,0,498,493,0,5,0,481,17,1310,812,195,27,44,34,175,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",20,"MUNICIPIUL GIURGIU",100521,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:03:32",1094,1089,1,4,0,449,445,0,4,0,431,18,1203,754,175,27,35,22,161,11
19,GIURGIU,"ȘCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",18,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:40",992,983,2,7,0,401,394,0,7,0,381,20,1091,690,138,24,37,38,133,11
19,GIURGIU,"ȘCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",17,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:50",1421,1413,3,5,0,541,536,0,5,0,525,16,1592,1051,252,38,51,30,148,6
19,GIURGIU,"SCOALA GIMNAZIALA ANGHEL MARES - LOCAL GRADINITA GOSTINU",145,GOSTINU,103354,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:01:07",680,638,0,26,16,496,454,0,26,16,470,26,718,222,356,12,19,7,75,1
19,GIURGIU,"SCOALA GIMNAZIALA ANGHEL MARES- LOCAL GRADINITA GOSTINU",146,GOSTINU,103354,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:46:18",759,709,0,21,29,522,472,0,21,29,496,26,814,292,355,10,26,5,100,0
19,GIURGIU,"ŞCOALA GIMNAZIALA ”APOSTOL ARSACHE” VEDEA",245,VEDEA,105909,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:55:00",778,695,0,45,38,563,480,0,45,38,537,26,796,233,339,1,52,2,143,0
19,GIURGIU,"ŞCOALA GIMNAZIALA ” AUREL SOLACOLU” OGREZENI",181,OGREZENI,104485,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:14:39",1238,1207,0,7,24,847,816,0,7,24,819,28,1351,504,306,81,65,9,357,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ BANU BALEANU",76,BOLINTIN-DEAL,101163,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:22:49",1195,1160,3,23,9,644,611,1,23,9,606,38,1286,642,331,29,61,4,169,12
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN STĂNCESCU”",193,RĂSUCENI,104788,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:59",764,632,0,60,72,525,393,0,60,72,514,11,776,251,404,10,22,3,72,3
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”DRĂGHICI DAVILA”",131,GĂUJANI,103194,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:36:36",974,870,1,67,36,707,604,0,67,36,660,47,995,288,132,177,18,3,324,6
19,GIURGIU,"SCOALA GIMNAZIALA DUMITRU CONSTANTIN MIHAI BRAVU",178,"MIHAI BRAVU",104118,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:41:37",1049,963,2,45,39,711,628,1,45,37,689,22,1097,386,570,13,60,2,43,1
19,GIURGIU,"SCOALA GIMNAZIALA DUMITRU CONSTANTIN MIHAI BRAVU",179,"MIHAI BRAVU",104118,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:51:43",854,775,0,40,39,575,496,0,40,39,555,20,896,321,424,11,55,2,61,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ DUMITRU PĂTRAȘCU",108,"CREVEDIA MARE",102348,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:41:58",1500,1482,0,17,1,1104,1086,0,17,1,1085,19,1626,522,415,570,36,1,60,3
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”ELINA BASARAB” HERĂŞTI",153,HERĂŞTI,179757,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 09:48:38",1813,1669,0,121,23,1177,1033,0,121,23,1107,70,1865,688,669,23,56,15,344,0
19,GIURGIU,"ȘCOALĂ GIMNAZIALĂ IOAN BĂDILĂ MALU",175,MALU,179739,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:08:54",903,830,2,47,24,712,641,0,47,24,694,18,940,228,219,6,60,3,399,7
19,GIURGIU,"ŞCOALA GIMNAZIALA ”MARIN M. ȚICULESCU” BĂNEASA",69,BĂNEASA,101001,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:20:59",1119,1082,1,10,26,745,709,0,10,26,693,52,1217,472,444,11,87,7,141,3
19,GIURGIU,"ŞCOALA GIMNAZIALĂ MIHAI EMINESCU",47,"MUNICIPIUL GIURGIU",100521,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:47:26",1287,1279,0,6,2,552,544,0,6,2,521,31,1416,864,210,38,68,24,172,9
19,GIURGIU,"ȘCOALA GIMNAZIALĂ MIHAI EMINESCU",48,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:12:26",1197,1189,3,4,1,490,485,0,4,1,470,20,1316,826,209,33,57,24,136,11
19,GIURGIU,"ŞCOALA GIMNAZIALĂ MIRCEA CEL BĂTRÂN",5,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:34",1170,1165,0,5,0,549,544,0,5,0,526,23,1313,764,226,27,62,19,184,8
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NICOLAE CREVEDIA",107,"CREVEDIA MARE",102348,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:56:03",1192,1178,0,12,2,805,791,0,12,2,779,26,1285,480,180,512,20,2,63,2
19,GIURGIU,"”SCOALA GIMNAZIALA ”NICOLAE LAHOVARY”",230,ULMI,105623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:36",943,936,0,6,1,583,576,0,6,1,553,30,1030,447,54,128,66,111,192,2
19,GIURGIU,"SCOALA GIMNAZIALA ”NICOLAE LAHOVARY",229,ULMI,105623,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:04:18",1016,1006,2,7,1,598,590,0,7,1,584,14,1111,513,63,168,63,78,204,8
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1",79,BUCŞANI,101378,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:18",814,753,0,54,7,624,563,0,54,7,605,19,832,208,451,13,25,3,112,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR,10",30,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:44",807,799,0,7,1,283,275,0,7,1,276,7,893,610,101,15,33,18,101,8
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",27,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:39",1019,1010,0,9,0,389,380,0,9,0,378,11,1115,726,163,17,31,15,150,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",26,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:01",1024,1005,8,7,4,380,369,0,7,4,373,7,1117,737,143,26,61,15,123,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",28,"MUNICIPIUL GIURGIU",100521,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:46:40",1035,1020,0,14,1,373,358,0,14,1,352,21,1125,752,128,22,44,25,127,6
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.10",29,"MUNICIPIUL GIURGIU",100521,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:50:30",1180,1171,1,7,1,461,453,0,7,1,430,31,1285,824,142,26,66,40,146,10
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 ADUNAŢII COPĂCENI",64,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:14",1528,1510,0,15,3,742,724,0,15,3,718,24,1660,918,490,43,99,5,81,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",51,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:18",1604,1598,0,3,3,638,632,0,3,3,594,44,1757,1119,371,9,15,3,195,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",49,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:06",1138,1130,0,3,5,641,633,0,3,5,608,33,1257,616,431,28,35,4,96,14
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",50,"ORAŞ BOLINTIN-VALE",101190,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:23:42",1392,1379,0,9,4,638,625,0,9,4,605,33,1523,885,463,17,27,1,94,3
19,GIURGIU,"ŞCOALA GIMNAZIALA NR1 BUTURUGENI",86,BUTURUGENI,101617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:00:48",996,966,1,22,7,717,688,0,22,7,683,34,1069,352,426,22,67,8,154,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 CUCURUZU",195,RĂSUCENI,104788,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:05:30",632,599,0,19,14,454,421,0,19,14,438,16,673,219,374,5,7,3,40,9
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",114,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:11",1136,1121,0,11,4,537,522,0,11,4,518,19,1236,699,288,35,82,8,88,17
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",116,FLOREŞTI-STOENEŞTI,102794,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:20:41",1157,1150,1,5,1,537,531,0,5,1,503,34,1270,733,285,45,72,4,86,11
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",115,FLOREŞTI-STOENEŞTI,102794,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:12",996,993,0,0,3,413,410,0,0,3,385,28,1098,685,229,31,47,4,69,5
19,GIURGIU,"SCOALA GIMNAZIALA NR.1GHIMPATI",134,GHIMPAŢI,103238,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:46:00",1194,1094,0,22,78,856,756,0,22,78,856,0,1296,440,836,10,10,0,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 GOSTINARI",143,GOSTINARI,103372,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:30",1605,1473,1,91,40,1088,956,1,91,40,1051,37,1619,531,148,23,71,4,799,6
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.1 IZVOARELE",163,IZVOARELE,103899,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:23:32",990,820,0,81,89,706,536,0,81,89,702,4,1000,294,627,7,10,0,58,0
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 JOIȚA",169,JOIŢA,103997,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:02:29",1897,1847,2,37,11,1192,1144,0,37,11,1135,57,2029,837,599,101,151,37,216,31
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",55,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:28",1419,1405,0,9,5,593,579,0,9,5,570,23,1537,944,360,20,67,5,114,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",56,"ORAŞ BOLINTIN-VALE",101190,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:42:19",1543,1534,1,5,3,640,632,0,5,3,593,47,1689,1049,400,29,50,8,94,12
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MÂRŞA",176,MÂRŞA,104225,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:10:05",949,885,0,15,49,655,591,0,15,49,642,13,1025,370,449,116,28,4,45,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MÂRŞA",177,MÂRŞA,104225,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:00:43",1180,1144,0,8,28,817,781,0,8,28,779,38,1293,476,558,108,40,5,66,2
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 POENARI",228,ULMI,105623,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:20:39",1116,1101,0,13,2,636,621,0,13,2,622,14,1210,574,119,120,111,105,160,7
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 POPEŞTI",63,"ORAŞ MIHĂILEŞTI",104136,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:37",856,821,0,35,0,698,663,0,35,0,676,22,928,230,355,13,39,3,266,0
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 ROATA DE JOS",197,"ROATA DE JOS",104831,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:46:02",963,943,2,16,2,657,638,1,16,2,624,33,1039,382,353,19,66,4,181,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 ROATA DE JOS",196,"ROATA DE JOS",104831,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:47:00",920,898,1,20,1,616,595,0,20,1,597,19,987,371,369,17,57,3,144,7
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 SABARENI",204,SĂBĂRENI,179775,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:38",1245,1124,1,95,25,899,779,0,95,25,883,16,1257,358,397,69,62,10,342,3
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 SABARENI",203,SĂBĂRENI,179775,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:32",1218,1124,3,72,19,872,781,0,72,19,854,18,1230,358,423,51,42,8,325,5
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 1 SAT GĂISENI , COM GĂISENI ,",126,GĂISENI,103087,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:58",802,772,0,6,24,492,462,0,6,24,474,18,870,378,331,9,67,2,65,0
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 1 SAT GĂISENI , COM GĂISENI .",125,GĂISENI,103087,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:43",990,967,1,3,19,506,484,0,3,19,482,24,1082,576,315,10,88,2,62,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 SLOBOZIA",212,SLOBOZIA,100549,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:27",763,763,0,0,0,428,428,0,0,0,400,28,842,414,72,13,63,14,235,3
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 STĂNEȘTI",214,STĂNEŞTI,105295,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:54:10",1153,992,0,99,62,831,673,0,99,59,818,13,1096,265,598,7,41,4,162,6
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 VALEA DRAGULUI",231,"VALEA DRAGULUI",105776,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:06:16",1166,1116,0,20,30,978,928,0,20,30,964,14,1256,278,410,390,20,0,130,14
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 VÂNĂTORII MICI",237,"VÂNĂTORII MICI",105972,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:37",801,783,0,14,4,542,524,0,14,4,524,18,863,321,303,82,19,2,118,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 VĂRĂŞTI",234,VĂRĂŞTI,105874,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:41",840,811,1,4,24,678,650,0,4,24,663,15,914,236,339,13,31,4,276,0
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.1 VĂRĂȘTI",233,VĂRĂŞTI,105874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:54",951,928,0,10,13,703,680,0,10,13,682,21,1020,317,273,13,32,2,356,6
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 VLAD-TEPES, CORP B",104,COMANA,102106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:24",1273,1109,2,41,121,900,737,1,41,121,897,3,1349,449,874,1,1,0,21,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2",84,BUCŞANI,101378,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:41:49",574,538,0,36,0,454,418,0,36,0,444,10,587,133,392,3,7,1,40,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 2 BÎCU",170,JOIŢA,103997,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:06:56",1532,1439,3,82,8,1072,982,0,82,8,1036,36,1580,508,267,155,111,20,466,17
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CÂMPURELU",98,COLIBAŞI,102071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:49",1045,993,0,4,48,655,603,0,4,48,640,15,1147,492,488,8,51,5,83,5
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CARTOJANI",199,"ROATA DE JOS",104831,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:48:00",983,979,1,3,0,535,531,1,3,0,510,25,1080,545,303,16,44,14,124,9
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CARTOJANI",200,"ROATA DE JOS",104831,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:27",1075,1061,0,14,0,523,509,0,14,0,492,31,1171,648,330,23,56,10,68,5
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.2 CHIRIACU",164,IZVOARELE,103899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:54",1174,967,0,102,105,801,594,0,102,105,789,12,1015,214,686,0,27,0,71,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.2 DOBRENI",236,VĂRĂŞTI,105874,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:52:58",1971,1945,0,15,11,1224,1198,0,15,11,1165,59,2140,916,656,14,35,3,455,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2 IZVORU",240,"VÂNĂTORII MICI",105972,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:21",601,582,2,6,11,437,420,0,6,11,423,14,651,214,148,8,14,0,252,1
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.2 LUNCA FRĂTEŞTI",121,FRĂTEŞTI,102909,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:30:00",624,602,1,12,9,396,375,0,12,9,376,20,687,291,183,9,42,2,136,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2 MIHAI VODĂ",78,BOLINTIN-DEAL,101163,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:41:03",1561,1538,0,15,8,868,845,0,15,8,842,26,1698,830,411,63,115,6,199,48
19,GIURGIU,"ŞCOALA GIMNAZIALA NR 2 PĂDURENI",88,BUTURUGENI,101617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:46:35",1190,1146,0,28,16,890,846,0,28,16,854,36,1284,394,451,15,45,7,332,4
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 2 , SAT CĂSCIOARELE COM GĂISENI",128,GĂISENI,103087,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:12:34",900,879,0,11,10,480,459,0,11,10,452,28,978,498,252,11,28,1,158,2
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 2 SAT CĂSCIOARELE , COM GĂISENI",129,GĂISENI,103087,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:42",736,716,0,4,16,424,404,0,4,16,406,18,809,385,226,7,35,2,132,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.2 STOENEŞTI",119,FLOREŞTI-STOENEŞTI,102794,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:52:32",1586,1579,0,6,1,684,677,0,6,1,645,39,1732,1048,449,48,62,8,74,4
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 TÂNTAVA",148,GRĂDINARI,103407,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:43:29",1036,973,0,59,4,670,607,0,59,4,650,20,1074,404,320,18,93,1,218,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.3",12,"MUNICIPIUL GIURGIU",100521,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:54:54",1247,1237,2,8,0,459,451,0,8,0,437,22,1360,901,171,21,64,23,155,3
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.3",11,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:59:38",743,736,0,7,0,269,262,0,7,0,254,15,815,546,106,13,24,15,86,10
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.3",13,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:51:07",1396,1389,0,5,2,437,430,0,5,2,383,54,1532,1095,177,19,42,17,123,5
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 3 COMANA SALA NR. 1",99,COMANA,102106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:15",822,736,3,26,57,570,486,1,26,57,558,12,867,297,11,10,17,3,516,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 3 COMANA SALA NR. 2",100,COMANA,102106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:04",876,788,3,34,51,629,544,0,34,51,620,9,933,304,30,9,24,4,552,1
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 3 FALASTOACA",102,COMANA,102106,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:13:12",630,550,1,23,56,481,402,0,23,56,465,16,667,186,23,14,32,18,377,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.3 PALANCA",118,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:36",972,958,1,8,5,566,553,0,8,5,534,32,1057,491,381,31,49,13,48,12
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.3 PALANCA",117,FLOREŞTI-STOENEŞTI,102794,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:32:33",1176,1158,0,9,9,695,677,0,9,9,674,21,1283,588,505,38,49,9,64,9
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.3 UZUNU",93,CĂLUGĂRENI,101662,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:00:29",1128,1116,0,12,0,674,662,0,12,0,636,38,1227,553,321,28,86,10,177,14
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 3 VÂNĂTORII MARI",242,"VÂNĂTORII MICI",105972,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:03",895,865,0,12,18,684,654,0,12,18,667,17,966,282,469,24,53,0,115,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.5",31,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:38:16",848,844,0,4,0,362,358,0,4,0,340,22,941,579,159,20,42,20,94,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.5",32,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:03",1083,1072,1,8,2,402,392,0,8,2,389,13,1194,792,142,20,45,26,148,8
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.5",33,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:57",1072,1063,0,9,0,431,422,0,9,0,412,19,1178,747,190,15,57,19,121,10
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.7",46,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:13:42",1320,1312,0,6,2,549,541,0,6,2,526,23,1447,898,205,38,69,19,192,3
19,GIURGIU,"ŞCOALA GIMNAZIALǍ ” PETRE ADAMEȘTEANU” TOPORU ( ŞCOALA VECHE)",222,TOPORU,154709,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:05",936,777,4,54,101,667,512,1,54,100,660,7,943,276,635,1,9,1,14,0
19,GIURGIU,"ŞCOALA GIMNAZIALA PROF. DINU NICOLAE VLASIN",208,SCHITU,104975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:12:52",378,307,0,43,28,296,225,0,43,28,289,7,363,67,203,3,21,7,54,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”REMUS BEGNESCU” PIETRELE",73,BĂNEASA,101001,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:29:42",824,751,2,31,40,596,525,0,31,40,569,27,870,274,394,10,63,2,97,3
19,GIURGIU,"ŞCOALA GIMNAZIALĂ SAVIN POPESCU",40,"MUNICIPIUL GIURGIU",100521,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:22:30",1388,1377,3,6,2,565,557,0,6,2,540,25,1522,957,238,30,69,32,166,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ SAVIN POPESCU",41,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:05",1000,990,1,8,1,344,335,0,8,1,328,16,1093,749,140,17,37,15,111,8
19,GIURGIU,"ȘCOALA GIMNAZIALĂ SAVIN POPESCU",42,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:50:46",1189,1180,1,8,0,504,497,0,7,0,482,22,1310,806,211,23,75,16,152,5
