precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ŞERBAN MARCEL-IULIAN-voturi"
8,BRAŞOV,"COLEGIUL DE ŞTIINŢE ”GRIGORE ANTIPA”",110,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:10:36",1169,1118,0,9,42,590,539,0,9,42,565,25,1300,710,41,41,113,163,18,180,9
8,BRAŞOV,"COLEGIUL DE ŞTIINŢE ”GRIGORE ANTIPA”",108,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:59",1388,1372,8,8,0,628,619,1,8,0,611,17,1500,872,53,73,103,159,16,192,15
8,BRAŞOV,"COLEGIUL ”EMIL RACOVIŢĂ”",32,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:20",1449,1439,2,8,0,682,674,0,8,0,657,25,1600,918,55,54,117,168,31,205,27
8,BRAŞOV,"COLEGIUL ”EMIL RACOVIŢĂ”",33,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:44",1249,1242,0,7,0,563,556,0,7,0,539,24,1400,837,31,27,105,148,19,193,16
8,BRAŞOV,"COLEGIUL ”EMIL RACOVIŢĂ”",34,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:44",1221,1207,7,7,0,589,582,0,7,0,556,23,1310,731,33,48,88,149,20,211,7
8,BRAŞOV,"COLEGIUL ”EMIL RACOVIŢĂ”",35,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:59",815,804,4,7,0,425,417,1,7,0,412,13,900,474,22,50,47,103,13,169,8
8,BRAŞOV,"COLEGIUL NAŢIONAL ”APRILY LAJOS”",9,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:28",848,814,22,12,0,379,367,0,12,0,362,15,900,523,35,47,58,78,24,115,5
8,BRAŞOV,"COLEGIUL NAŢIONAL ”APRILY LAJOS”",11,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:44",665,653,4,8,0,293,285,0,8,0,284,9,800,507,21,33,34,84,9,103,0
8,BRAŞOV,"COLEGIUL NAŢIONAL ”APRILY LAJOS”",10,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:23",881,852,13,16,0,428,411,1,16,0,415,13,1000,572,23,30,51,104,11,187,9
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",118,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:32",1784,1762,6,15,1,835,819,0,15,1,814,21,1762,927,74,39,124,199,14,337,27
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",111,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:46:59",1108,1098,3,7,0,547,540,0,7,0,521,26,1200,653,61,30,143,111,21,142,13
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",113,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:29",1394,1386,0,8,0,507,499,0,8,0,473,34,1500,993,52,31,113,125,22,119,11
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",112,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:32",1294,1282,4,8,0,589,581,0,8,0,562,27,1400,811,44,25,119,133,32,191,18
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",116,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:43:07",907,901,0,6,0,395,389,0,6,0,375,20,1000,605,42,17,59,114,12,119,12
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",115,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:11",1471,1461,7,3,0,695,692,0,3,0,668,27,1600,905,52,32,143,188,31,210,12
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",114,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:34:24",1275,1269,0,6,0,553,547,0,6,0,518,35,1400,847,39,25,126,140,16,155,17
8,BRAŞOV,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”GRIGORE MOISIL”",117,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:14",1219,1205,5,8,1,566,557,0,8,1,548,18,1300,734,42,40,98,146,16,13,193
8,BRAŞOV,"COLEGIUL NAŢIONAL ”DOAMNA STANCA”",214,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:38",1241,1231,4,6,0,485,479,0,6,0,461,24,1400,915,60,11,182,101,19,72,16
8,BRAŞOV,"COLEGIUL NAŢIONAL ”DOAMNA STANCA”",213,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:23",1322,1309,5,5,3,493,484,1,5,3,465,28,1500,1007,58,17,162,103,18,82,25
8,BRAŞOV,"COLEGIUL NAȚIONAL ”DOAMNA STANCA”",212,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:01",953,931,11,8,3,367,353,3,8,3,350,17,1019,652,50,23,104,71,18,68,16
8,BRAŞOV,"COLEGIUL NAŢIONAL ”DR. I. MEŞOTĂ”",37,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:22",884,868,4,11,1,447,434,1,11,1,427,20,1000,553,38,49,52,115,14,145,14
8,BRAŞOV,"COLEGIUL NAŢIONAL ”DR. I. MEŞOTĂ”",36,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:53",1549,1532,11,6,0,760,754,0,6,0,719,41,1700,940,51,72,120,199,21,244,12
8,BRAŞOV,"COLEGIUL NAŢIONAL ”DR. I. MEŞOTĂ”",38,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:45",1401,1382,4,15,0,645,630,0,15,0,622,23,1500,855,61,34,96,187,13,218,13
8,BRAŞOV,"COLEGIUL NAŢIONAL ECONOMIC ”ANDREI BÂRSEANU”",139,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:51",1360,1325,7,28,0,675,646,1,28,0,610,65,1501,826,44,34,105,189,27,204,7
8,BRAŞOV,"COLEGIUL NAŢIONAL ECONOMIC ”ANDREI BÂRSEANU”",136,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:23",1110,1099,0,11,0,522,511,0,11,0,481,41,1200,678,34,55,74,115,16,169,18
8,BRAŞOV,"COLEGIUL NAŢIONAL ECONOMIC ”ANDREI BÂRSEANU”",135,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:16",923,912,7,4,0,451,447,0,4,0,441,10,1000,549,32,41,59,141,6,152,10
8,BRAŞOV,"COLEGIUL NAŢIONAL ECONOMIC ”ANDREI BÂRSEANU”",138,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:38",1259,1242,1,16,0,540,524,0,16,0,494,44,1400,862,40,60,77,156,14,134,13
8,BRAŞOV,"COLEGIUL NAŢIONAL ECONOMIC ”ANDREI BÂRSEANU”",137,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:51:00",1107,1091,3,12,1,543,530,0,12,1,528,15,1200,657,40,46,58,165,15,193,11
8,BRAŞOV,"COLEGIUL NAŢIONAL „RADU NEGRU”",217,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:14",1367,1365,0,2,0,401,399,0,2,0,384,17,1200,799,32,11,186,79,12,51,13
8,BRAŞOV,"COLEGIUL NAŢIONAL „RADU NEGRU”",218,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:17",1236,1235,0,1,0,504,503,0,1,0,488,16,1400,896,57,16,196,114,22,75,8
8,BRAŞOV,"COLEGIUL NAȚIONAL ”RADU NEGRU”",221,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:16",1514,1507,1,6,0,523,517,0,6,0,496,27,1700,1177,81,19,180,117,22,63,14
8,BRAŞOV,"COLEGIUL NAȚIONAL ”RADU NEGRU”",219,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:37",1343,1335,1,7,0,382,375,0,7,0,365,17,1500,1118,50,13,151,72,27,40,12
8,BRAŞOV,"COLEGIUL NAȚIONAL ”RADU NEGRU”",220,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:53",1498,1493,2,3,0,472,469,0,3,0,429,43,1700,1228,63,20,160,75,53,46,12
8,BRAŞOV,"COLEGIUL NAŢIONAL ”UNIREA”",13,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:45",1218,1190,14,13,1,519,503,2,13,1,495,24,1300,781,45,38,61,134,14,190,13
8,BRAŞOV,"COLEGIUL NAŢIONAL ”UNIREA”",12,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:38",808,795,8,5,0,391,386,0,5,0,379,12,900,509,31,18,48,110,10,159,3
8,BRAŞOV,"COLEGIUL ”NICOLAE TITULESCU”",168,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:57",1370,1361,1,8,0,493,485,0,8,0,452,41,1500,1007,87,13,101,123,28,89,11
8,BRAŞOV,"COLEGIUL ”NICOLAE TITULESCU”",169,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:29:33",1291,1280,0,11,0,538,527,0,11,0,520,11,1400,7,43,17,135,147,28,131,19
8,BRAŞOV,"COLEGIUL ”NICOLAE TITULESCU”",173,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:42:50",1268,1264,0,4,0,457,453,0,4,0,438,19,1400,943,61,7,108,145,18,87,12
8,BRAŞOV,"COLEGIUL ”NICOLAE TITULESCU”",171,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:51",1229,1219,4,6,0,509,503,0,6,0,477,32,1400,891,52,17,101,142,24,126,15
8,BRAŞOV,"COLEGIUL ”NICOLAE TITULESCU”",172,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:24",1472,1459,4,9,0,654,645,0,9,0,610,44,1600,946,78,23,130,162,38,163,16
8,BRAŞOV,"COLEGIUL ”NICOLAE TITULESCU”",170,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:25",1245,1240,0,5,0,516,511,0,5,0,481,35,1400,884,49,24,125,152,20,103,8
8,BRAŞOV,"COLEGIUL TEHNIC DE TRANSPORTURI",179,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:04",1168,1164,0,3,1,507,503,0,3,1,472,8,1300,820,54,6,121,145,27,101,18
8,BRAŞOV,"COLEGIUL TEHNIC DE TRANSPORTURI",180,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:25",1487,1482,0,5,0,671,666,0,5,0,627,44,1600,929,70,12,121,224,40,143,17
8,BRAŞOV,"COLEGIUL TEHNIC DE TRANSPORTURI",178,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:57",663,659,1,3,0,259,256,0,3,0,244,13,800,543,33,8,42,93,11,52,5
8,BRAŞOV,"COLEGIUL TEHNIC DR. ALEXANDRU BĂRBAT",278,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:22",1105,1039,2,36,28,529,465,0,36,28,487,42,1200,671,56,15,121,133,16,138,8
8,BRAŞOV,"COLEGIUL TEHNIC ”MARIA BAIULESCU”",7,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:13",1172,1150,10,8,4,503,491,0,8,4,481,19,1300,800,32,44,59,120,33,179,14
8,BRAŞOV,"COLEGIUL TEHNIC ”MARIA BAIULESCU”",8,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:36",1310,1281,24,5,0,524,519,0,5,0,500,21,1400,876,36,54,89,116,15,180,10
8,BRAŞOV,"COLEGIUL TEHNIC ”REMUS RĂDULEŢ”",188,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:56",925,919,1,5,0,395,390,0,5,0,375,15,1000,610,40,13,125,102,15,73,7
8,BRAŞOV,"COLEGIUL TEHNIC ”REMUS RĂDULEŢ”",184,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:08",499,494,1,4,0,203,199,0,4,0,195,8,600,397,16,12,37,66,10,48,6
8,BRAŞOV,"COLEGIUL TEHNIC ”REMUS RĂDULEŢ”",187,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:15",1002,995,1,5,1,422,416,0,5,1,403,19,1100,678,48,9,102,143,19,72,10
8,BRAŞOV,"COLEGIUL TEHNIC ”REMUS RĂDULEŢ”",186,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:04",1023,1016,0,7,0,393,386,0,7,0,360,33,1100,707,57,15,79,101,24,76,8
8,BRAŞOV,"COLEGIUL TEHNIC ”REMUS RĂDULEŢ”",185,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:32:56",946,936,1,9,0,395,386,0,9,0,359,36,1149,744,55,21,98,83,16,75,11
8,BRAŞOV,"COLEGIUL TEHNIC SIMION MEHEDINTI",192,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:28",1191,1182,2,6,1,487,480,0,6,1,469,18,1300,813,51,15,171,104,33,72,23
8,BRAŞOV,"COLEGIUL TEHNIC SIMION MEHEDINŢI",190,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:11",1114,1107,0,7,0,450,443,0,7,0,413,37,1200,750,40,5,192,83,25,59,9
8,BRAŞOV,"COLEGIUL TEHNIC SIMION MEHEDINŢI",191,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:16",1075,1068,1,6,0,473,467,0,6,0,449,23,1200,727,59,12,209,62,26,75,6
8,BRAŞOV,"COLEGIUL TEHNIC SIMION MEHEDINŢI",189,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:55",960,943,1,4,12,366,350,0,4,12,335,31,1026,660,52,16,138,67,23,27,12
8,BRAŞOV,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ",206,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:34",1487,1475,2,9,1,498,488,0,9,1,473,25,1700,1202,61,11,221,77,41,44,18
8,BRAŞOV,"DISPENSAR MEDICAL ORMENIŞ",390,ORMENIŞ,41541,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:51:24",1656,1590,0,5,61,1147,1081,0,5,61,875,272,1753,606,60,448,89,217,21,31,9
8,BRAŞOV,"GĂDINIȚA CU PROGRAM NORMAL 8 ORE",414,SÂNPETRU,41925,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:34",1653,1624,13,12,4,941,923,2,12,4,910,31,1812,871,92,20,107,385,29,255,22
8,BRAŞOV,"GRĂDINIŢA BOBOCEL",280,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:35",1315,1307,1,7,0,651,644,0,7,0,623,28,1500,849,104,15,262,138,40,44,20
8,BRAŞOV,"GRĂDINIȚA BUDILA",313,BUDILA,40688,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:53:56",1257,1249,1,3,4,976,969,0,3,4,775,201,1400,424,88,62,134,368,40,83,0
8,BRAŞOV,"GRADINITA CU PROGRAM NORMAL 4ORE SANPETRU",412,SÂNPETRU,41925,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:53:46",1580,1562,7,5,6,847,836,0,5,6,825,22,1700,853,64,46,114,338,29,214,20
8,BRAŞOV,"GRADINITA CU PROGRAM NORMAL 8 ORE SÎNPETRU",415,SÂNPETRU,41925,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:49",1809,1796,4,8,1,1073,1064,0,8,1,1041,12,1900,834,71,27,73,362,16,474,18
8,BRAŞOV,"GRĂDINIŢA CU PROGRAM NORMAL DUMBRĂVIŢA",340,DUMBRĂVIŢA,40928,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:04:58",1775,1766,1,7,1,1062,1054,0,7,1,960,102,1931,869,103,19,266,201,26,333,12
8,BRAŞOV,"GRĂDINIȚA CU PROGRAM NORMAL RACOȘ",404,RACOŞ,41701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:34",1058,1052,2,4,0,706,701,1,4,0,590,116,1200,494,43,354,25,98,16,40,14
8,BRAŞOV,"GRĂDINIȚA CU PROGRAM NORMAL SELIȘTAT",432,ŞOARŞ,41943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:37",171,161,3,7,0,87,80,0,7,0,79,8,200,113,12,4,8,31,3,21,0
8,BRAŞOV,"GRADINITA CU PROGRAM NORMAL TIMISUL DE JOS",257,"ORAŞ PREDEAL",40303,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:42",321,316,1,4,0,171,167,0,4,0,162,9,351,180,14,8,43,39,15,39,4
8,BRAŞOV,"GRĂDINIȚA CU PROGRAM PRELUNGIT ALBINUȚA",226,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:32",1045,1033,0,12,0,494,482,0,12,0,481,13,1200,706,46,8,194,116,25,74,18
8,BRAŞOV,"GRĂDINIȚA CU PROGRAM PRELUNGIT ALBINUȚA",227,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:42",1105,1091,2,12,0,407,394,1,12,0,378,28,1200,793,59,7,145,77,26,56,8
8,BRAŞOV,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CASUTA BUCURIEI” NR. 11",30,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:40",851,841,1,8,1,380,371,0,8,1,364,16,1000,620,35,26,65,99,15,110,14
8,BRAŞOV,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CASUTA BUCURIEI” NR. 11",31,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:14",818,812,0,6,0,412,406,0,6,0,387,25,900,488,27,46,69,94,11,124,16
8,BRAŞOV,"GRĂDINIȚA CU PROGRAM PRELUNGIT CINCU",326,CINCU,40820,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:25:55",1314,1267,7,20,20,803,762,1,20,20,716,87,1404,601,138,18,310,197,24,23,6
8,BRAŞOV,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 2",3,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:31",920,915,0,5,0,443,438,0,5,0,438,5,1000,557,21,29,71,122,16,169,10
8,BRAŞOV,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 2",4,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:17",1177,1150,22,5,0,576,570,1,5,0,561,15,1300,724,44,66,52,121,19,249,10
8,BRAŞOV,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”PINOCHIO”",228,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:50",410,394,1,14,1,409,394,0,14,1,365,27,1200,806,63,22,117,74,33,46,10
8,BRAŞOV,"GRĂDINIŢA DĂIŞOARA",450,UNGRA,42156,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:51",584,582,0,2,0,401,399,0,2,0,323,78,601,200,29,10,100,178,4,1,1
8,BRAŞOV,"GRĂDINIȚA DE COPII",298,AUGUSTIN,42498,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:31:21",1451,1444,0,2,5,906,899,0,2,5,807,99,1580,674,160,18,485,119,21,4,0
8,BRAŞOV,"GRADINITA DE COPII CRISTIAN",332,CRISTIAN,40900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:12",1343,1323,7,12,1,763,749,1,12,1,745,18,1500,737,43,32,95,334,18,210,13
8,BRAŞOV,"GRADINIȚA DE COPII CRISTIAN",333,CRISTIAN,40900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:17",1331,1314,4,7,6,709,694,2,7,6,682,27,1463,754,58,14,98,366,19,124,3
8,BRAŞOV,"GRĂDINIȚA DE COPII, CRISTIAN",335,CRISTIAN,40900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:28",1332,1288,13,26,5,819,786,2,26,5,800,19,1400,581,50,16,77,351,25,268,13
8,BRAŞOV,"GRADINITA NR.1",195,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:05",1353,1344,2,6,1,634,627,0,6,1,596,38,1500,866,53,31,203,152,31,109,17
8,BRAŞOV,"GRADINITA NR.1",194,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:01",1239,1228,7,4,0,598,594,0,4,0,558,40,1400,802,47,24,195,165,20,80,27
8,BRAŞOV,"GRĂDINIŢA NR. 1",279,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:22",1345,1325,2,16,2,555,537,0,16,2,540,15,1500,945,61,4,199,97,17,160,2
8,BRAŞOV,"GRADINITA NR.4",198,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:12",1206,1194,2,10,0,441,431,0,10,0,423,18,1302,861,51,11,191,87,17,54,12
8,BRAŞOV,"GRADINITA NR.4",199,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:57",1756,1745,4,7,0,854,847,0,7,0,824,30,1900,1046,81,12,314,228,47,113,29
8,BRAŞOV,"GRADINITA PROGRAM PRELUNGIT",434,TĂRLUNGENI,42003,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:04:37",1759,1740,3,9,7,927,910,1,9,7,877,50,1900,973,65,316,105,242,17,117,15
8,BRAŞOV,"GRĂDINIŢA VOINICELUL NR. 2",285,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:13",1094,1086,0,8,0,540,532,0,8,0,515,25,1200,660,74,10,184,151,17,53,26
8,BRAŞOV,"GRADINȚA CU PROGRAM PRELUNGIT „VOINICELUL”",207,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:52",1627,1617,2,8,0,498,490,0,8,0,458,40,1800,1302,72,9,213,65,39,45,15
8,BRAŞOV,"GRUP SCOLAR FORESTIER",196,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:06",1591,1577,9,5,0,724,717,2,5,0,695,29,1800,1076,57,20,245,196,28,124,25
8,BRAŞOV,"GRUP ȘCOLAR INDUSTRIAL RÂȘNOV",268,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:27:48",1400,1395,1,3,1,626,622,0,3,1,593,33,1500,874,81,8,81,239,30,145,9
8,BRAŞOV,"GRUP ȘCOLAR INDUSTRIAL RÂȘNOV",267,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:12",1809,1786,9,13,1,1103,1089,0,13,1,1002,20,2000,877,90,6,91,426,29,338,22
8,BRAŞOV,"GRUP ȘCOLAR INDUSTRIAL RÂȘNOV",269,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:32:32",1143,1135,3,5,0,617,612,0,5,0,589,28,1300,683,75,12,78,243,11,161,9
8,BRAŞOV,"GRUP ŞCOLAR INDUSTRIAL VICTOR JINGA",244,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:41",1058,1045,0,10,3,435,422,0,10,3,414,21,1200,765,57,30,149,108,8,56,6
8,BRAŞOV,"GRUP ŞCOLAR INDUSTRIAL VICTOR JINGA",243,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:32",1017,1006,0,10,1,397,386,0,10,1,380,17,1095,698,42,21,144,98,16,54,5
