precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"THUMA HUBERT PETRU ŞTEFAN-ALIANȚA ELECTORALĂ PSD PNL-voturi","MIHALCEA SERGIU-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOBEI VICTOR-HORIA-PARTIDUL S.O.S. ROMÂNIA-voturi","TĂNĂSESCU CLAUDIU-PARTIDUL ROMÂNIA MARE-voturi","DANCĂ IONEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",174,CHIAJNA,179249,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:30:59",1979,1938,18,19,4,785,762,0,19,4,760,25,2150,1365,355,79,74,28,224
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",172,CHIAJNA,179249,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:27:29",1715,1696,6,11,2,901,882,6,11,2,854,40,1907,1006,483,114,71,28,158
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",173,CHIAJNA,179249,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:34:54",1912,1873,9,29,1,957,927,0,29,1,930,27,2096,1139,435,111,82,20,282
25,ILFOV,"SALA DE SPORT ”ANDREEA ISĂRESCU”",112,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:19:53",1872,1833,25,10,4,911,897,0,10,4,878,33,2100,1189,554,106,73,33,112
25,ILFOV,"SALA DE SPORT CIOLPANI",179,CIOLPANI,101902,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:09:46",1911,1894,0,8,9,1132,1115,0,8,9,1066,66,2100,968,754,191,33,20,68
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA",162,CHIAJNA,179249,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:36:08",1827,1814,0,13,0,1143,1130,0,13,0,1098,45,2000,857,712,94,40,39,213
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",165,CHIAJNA,179249,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:52:27",1825,1799,5,20,1,1061,1040,0,20,1,1028,33,2000,939,578,133,49,23,245
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",166,CHIAJNA,179249,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:58:45",2018,1977,26,15,0,549,534,0,15,0,539,10,2150,1601,164,78,71,22,204
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",164,CHIAJNA,179249,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:38:23",1981,1960,6,15,0,1024,1008,1,15,0,989,35,2150,1126,517,110,76,33,253
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",163,CHIAJNA,179249,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:10:39",1972,1954,0,17,1,1068,1050,0,17,1,1035,33,2100,1032,558,104,53,31,289
25,ILFOV,"SALA DE SPORT OTOPENI",56,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:42:19",1746,1724,13,9,0,958,949,0,9,0,908,50,1900,942,568,90,41,28,181
25,ILFOV,"SALA DE SPORT OTOPENI",57,"ORAŞ OTOPENI",179481,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:06:32",1638,1618,0,20,0,927,907,0,20,0,883,44,1796,869,502,88,32,26,235
25,ILFOV,"SC ANYADE GYM CLASS SRL",9,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:51:41",1538,1513,14,10,1,633,622,0,10,1,625,8,1650,1017,261,56,32,12,264
25,ILFOV,"SC ANYADE GYM CLASS SRL",8,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:10:33",1645,1616,11,18,0,621,603,0,18,0,601,20,1803,1182,213,66,33,18,271
25,ILFOV,"SC ANYADE GYM CLASS SRL",10,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 07:47:35",1525,1493,12,19,1,635,615,0,19,1,615,18,1650,1017,273,63,20,9,250
25,ILFOV,"SC ANYADE GYM CLASS SRL",7,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:11:08",1249,1219,9,20,1,525,504,0,20,1,513,12,1350,825,244,54,27,15,173
25,ILFOV,"SC IRIMPEX COM SRL",101,"ORAŞ POPEŞTI-LEORDENI",179533,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:26:11",483,464,1,18,0,356,338,0,18,0,348,1,500,144,242,60,18,4,24
25,ILFOV,"SC IRIMPEX COM SRL",100,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:40:17",1695,1674,1,14,6,1223,1203,0,14,6,1190,20,1800,577,933,165,30,11,51
25,ILFOV,"ŞCOALA COZIENI",226,GĂNEASA,103130,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:05",681,675,0,6,0,554,548,0,6,0,506,48,750,196,412,39,27,14,14
25,ILFOV,"SCOALA CU CLASELE I-IV",135,AFUMAŢI,100834,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:06:50",1482,1427,5,29,21,915,865,0,29,21,894,21,1575,660,621,96,41,28,108
25,ILFOV,"ŞCOALA DE 4 ANI",237,GRUIU,103513,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:45",1575,1528,1,14,32,963,916,1,14,32,920,43,1700,737,670,100,51,17,82
25,ILFOV,"ŞCOALA DE 4 ANI",240,GRUIU,103513,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:39",686,665,2,10,9,496,477,0,10,9,466,30,766,270,341,50,24,7,44
25,ILFOV,"ŞCOALA DE 8 ANI",239,GRUIU,103513,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:07:36",1884,1839,3,16,26,1066,1026,1,16,23,1019,47,2000,934,734,149,118,0,18
25,ILFOV,"ŞCOALA DIN SATUL MERII PETCHII",255,NUCI,104421,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 22:01:16",866,780,0,35,51,696,610,0,35,51,656,40,900,204,334,81,26,23,192
25,ILFOV,"ŞCOALA DIN SATUL MICŞUNEŞTII-MOARĂ",256,NUCI,104421,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:15:18",1445,1308,0,64,73,1139,1002,0,64,73,1040,99,1442,303,642,94,49,26,229
25,ILFOV,"ŞCOALA GĂNEASA",225,GĂNEASA,103130,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:05:38",867,823,0,44,0,606,562,0,44,0,573,33,900,294,449,33,40,4,47
25,ILFOV,"ŞCOALA GENERALĂ DIN CARTIERUL BĂJENARI",149,BRĂNEŞTI,101298,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:48",1806,1791,1,14,0,983,969,0,14,0,951,32,2000,1017,660,118,46,33,94
25,ILFOV,"ŞCOALA GENERALĂ NR. 1",207,DĂRĂŞTI-ILFOV,102525,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:54:22",1232,1163,0,30,39,929,860,0,30,39,893,36,1380,451,602,122,30,18,121
25,ILFOV,"ŞCOALA GENERALĂ NR. 1",206,DĂRĂŞTI-ILFOV,102525,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:37:41",1118,1049,1,26,42,799,731,0,26,42,777,22,1100,301,471,142,20,8,136
25,ILFOV,"ȘCOALA GENERALĂ NR.1",131,AFUMAŢI,100834,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:17",763,724,2,23,14,517,480,0,23,14,498,18,800,283,363,50,27,10,48
25,ILFOV,"ŞCOALA GENERALĂ NR. 1 CU CLASELE V - VIII",132,AFUMAŢI,100834,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:45:34",1207,1134,4,33,36,812,743,0,33,36,781,31,1250,438,546,89,42,13,91
25,ILFOV,"ȘCOALA GENERALĂ NR. 2",222,DRAGOMIREŞTI-VALE,102605,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:41",1480,1357,2,102,19,857,736,0,102,19,827,30,1500,643,496,119,46,16,150
25,ILFOV,"ŞCOALA GENERALĂ NR. 2 CU CLASELE I - IV",134,AFUMAŢI,100834,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:27:47",1767,1700,0,34,33,1136,1072,0,31,33,1095,41,1950,814,811,108,73,25,78
25,ILFOV,"ŞCOALA GENERALĂ NR. 3 CU CLASELE I - IV",133,AFUMAŢI,100834,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:45:22",1731,1655,4,37,35,1240,1168,0,37,35,1197,43,1850,610,970,88,56,23,60
25,ILFOV,"ŞCOALA GENERALĂ SNAGOV",267,SNAGOV,105160,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:18:19",1993,1904,11,78,0,1225,1147,0,78,0,1166,59,2100,875,839,154,28,21,124
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",119,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:01:14",1897,1874,1,15,7,1062,1040,0,15,7,998,64,2100,1038,630,121,89,49,109
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",116,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:45:09",1764,1720,0,31,13,1024,980,0,31,13,975,49,2000,976,610,129,77,37,122
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",117,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:57:53",1706,1675,4,24,3,804,777,0,24,3,766,38,1900,1096,424,120,70,38,114
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",114,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:56",1532,1513,3,13,3,776,760,0,13,3,743,33,1700,924,466,78,59,25,115
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",113,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:32",1381,1348,13,15,5,698,678,0,15,5,681,17,1600,902,381,88,44,22,146
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",115,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:26",1905,1848,11,34,12,986,940,0,34,12,960,26,2100,1114,567,114,72,28,179
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",118,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:37:41",1771,1753,2,8,8,904,888,0,8,8,866,38,2000,1096,543,122,85,26,90
25,ILFOV,"ȘCOALA GIMNAZIALĂ ANTON PANN",120,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:06:04",1792,1764,15,13,0,858,845,0,13,0,822,36,2000,1142,457,97,66,31,171
25,ILFOV,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN I.BĂICOIANU”",271,SNAGOV,105160,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:03:11",1509,1467,10,31,1,926,894,0,31,1,890,36,1597,671,641,109,41,26,73
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I- VIII NR.1 ”PROF. ION VIŞOIU”",40,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:18:37",1094,1091,1,2,0,464,462,0,2,0,432,30,1195,731,299,56,26,11,40
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I- VIII NR.1 ”PROF. ION VIŞOIU” -",37,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:12:56",1614,1604,4,6,0,643,637,0,6,0,614,29,1800,1157,365,129,46,18,56
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF. ION VIŞOIU”",42,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:26:52",1105,1099,0,6,0,510,504,0,6,0,494,16,1199,689,330,74,34,9,47
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF. ION VIŞOIU”",36,"ORAŞ CHITILA",179285,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:39:10",1718,1692,9,15,2,889,870,2,15,2,862,27,1899,1010,496,77,31,18,240
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF.ION VIŞOIU”",35,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:46:22",1583,1580,2,1,0,728,727,0,1,0,697,31,1750,1022,448,94,36,27,92
25,ILFOV,"SCOALA GIMNAZIALA CU CLASELE I-VIII NR. 1 PROF. ION VISOIU, STRUCTURA CU CLASELE I-IV SI GRUPE DE PRESCOLARI ION OLTEANU-CHITILA",38,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:26:34",1534,1519,0,14,1,799,784,0,14,1,772,27,1650,851,513,109,27,16,107
25,ILFOV,"ŞCOALA GIMNAZIALĂ DASCĂLU",204,DASCĂLU,102473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:17:35",2042,1974,2,64,2,1370,1303,1,64,2,1305,65,2100,730,917,144,99,30,115
25,ILFOV,"ȘCOALA GIMNAZIALĂ ”GHEORGHE CORNELIU”",218,DOMNEŞTI,102570,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:57",1426,1339,2,84,1,737,652,0,84,1,713,24,1500,763,447,58,39,11,158
25,ILFOV,"ȘCOALA GIMNAZIALĂ GHEORGHE CORNELIU",219,DOMNEŞTI,102570,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:05:34",1233,1171,2,58,2,649,589,0,58,2,636,13,1300,651,526,28,27,13,42
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",91,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:33:17",1945,1840,3,88,14,1302,1200,0,88,14,1258,37,2000,698,631,285,30,20,292
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",94,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:42:02",1158,1124,9,23,2,616,591,0,23,2,597,19,1200,584,263,138,26,13,157
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",93,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:43:58",1893,1834,7,49,3,1242,1189,1,49,3,1199,32,2000,758,679,254,26,19,221
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",92,"ORAŞ POPEŞTI-LEORDENI",179533,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:52:41",1458,1402,3,44,9,1085,1032,0,44,9,998,34,1600,515,422,335,24,24,193
25,ILFOV,"SCOALA GIMNAZIALA NR. 1",147,BERCENI,101145,6,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 12:49:31",2047,1889,3,120,35,1499,1344,0,120,35,1442,57,2079,580,1062,129,56,23,172
25,ILFOV,"SCOALA GIMNAZIALA NR. 1",192,COPĂCENI,179588,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:11",1022,1014,1,5,2,767,760,0,5,2,718,49,1138,371,545,112,20,6,35
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1",146,BERCENI,101145,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:50:42",2000,1805,6,169,20,1364,1175,0,169,20,1317,47,2000,636,942,117,43,26,189
25,ILFOV,"ŞCOALA GIMNAZIALA NR.1",148,BRĂNEŞTI,101298,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:40",1031,1029,1,1,0,551,550,0,1,0,521,30,1150,599,392,60,21,15,33
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",210,DOBROEŞTI,179310,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:50:14",1637,1589,24,22,2,886,861,1,22,2,828,58,1750,864,439,107,51,62,169
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",230,GLINA,179347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:50:03",1702,1693,1,6,2,996,988,0,6,2,968,28,1900,904,715,169,32,20,32
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",209,DOBROEŞTI,179310,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 12:32:42",1894,1854,15,25,0,898,873,0,25,0,864,34,2000,1102,418,144,52,43,207
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",231,GLINA,179347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:59:19",1670,1657,5,8,0,870,862,0,8,0,845,25,1850,980,530,160,43,16,96
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",193,CORBEANCA,102160,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:00:10",1001,955,22,21,3,570,545,1,21,3,531,39,1091,521,210,104,33,14,170
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",208,DOBROEŞTI,179310,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:01:10",1626,1593,2,28,3,948,917,0,28,3,885,63,1750,802,515,103,52,54,161
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",194,CORBEANCA,102160,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:25:43",2013,1917,35,58,3,1189,1128,0,58,3,1152,37,2100,911,328,128,40,35,621
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",199,CORNETU,102213,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:25",1197,1182,2,8,5,587,572,2,8,5,557,30,1315,728,343,103,34,15,62
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",155,CERNICA,101742,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:39:00",813,787,0,24,2,544,518,0,24,2,528,16,900,356,416,44,42,10,16
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",154,CERNICA,101742,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:32",876,813,4,58,1,563,504,0,58,1,543,20,900,337,398,53,28,11,53
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",203,CORNETU,102213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:10",1232,1210,3,4,15,618,599,0,4,15,593,25,1395,777,393,103,35,11,51
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",202,CORNETU,102213,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:59",1031,1015,1,4,11,532,517,0,4,11,511,21,1100,568,341,69,28,15,58
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",156,CERNICA,101742,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:44",913,901,0,8,4,564,552,0,8,4,538,26,1000,436,443,51,28,6,10
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",201,CORNETU,102213,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:34",1028,1008,0,8,12,491,471,0,8,12,469,22,1100,609,286,86,33,8,56
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",200,CORNETU,102213,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:10",954,934,0,7,13,471,451,0,7,13,451,20,1050,579,272,74,37,14,54
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.1",243,JILAVA,179383,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:35:59",1879,1853,1,24,1,1112,1087,0,24,1,1048,64,2100,988,715,144,87,30,72
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",138,BALOTEŞTI,100969,6,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:51:08",1025,1014,2,6,3,581,572,0,6,3,550,31,1100,519,318,84,37,14,97
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",137,BALOTEŞTI,100969,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:32:28",1272,1251,10,5,6,704,692,1,5,6,671,33,1400,696,423,96,37,11,104
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",1,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:10",1409,1396,2,11,0,674,663,0,11,0,642,32,1500,826,358,103,66,25,90
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",2,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:41:23",1407,1394,5,8,0,746,738,0,8,0,713,33,1552,806,379,121,77,29,107
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",4,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:59:33",1071,1057,3,7,4,561,550,0,7,4,528,33,1200,639,308,81,42,27,70
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",3,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 14:09:30",1477,1459,6,10,2,752,740,0,10,2,721,31,1600,848,400,104,62,30,125
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",5,"ORAŞ BRAGADIRU",179221,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:40:38",1483,1469,4,10,0,713,702,1,10,0,693,20,1600,887,367,76,47,33,170
25,ILFOV,"SCOALA GIMNAZIALA NR.1 BRANESTI",150,BRĂNEŞTI,101298,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:10",1341,1328,0,13,0,727,714,0,13,0,706,21,1500,773,523,80,20,30,53
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",21,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:32:13",1711,1672,2,21,16,970,932,1,21,16,926,44,1900,930,546,114,74,47,145
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",22,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:58:02",1812,1781,2,9,20,1012,983,0,9,20,919,93,2000,988,549,104,94,57,115
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",20,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:07:17",1651,1616,2,18,15,935,902,0,18,15,882,53,1800,865,533,100,95,43,111
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",184,CIOROGÂRLA,101957,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:01:32",1957,1908,4,35,10,1197,1152,0,35,10,1149,48,2200,1003,703,148,50,25,223
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",183,CIOROGÂRLA,101957,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:15",1580,1473,53,43,11,982,939,0,43,0,959,23,1600,618,708,85,38,25,103
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",127,"1 DECEMBRIE",102543,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:34:47",2008,1972,17,16,3,968,949,0,16,3,929,39,2200,1232,446,269,51,17,146
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",128,"1 DECEMBRIE",102543,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:13:37",1892,1867,3,16,6,894,872,0,16,6,859,35,2050,1156,411,262,60,30,96
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",130,"1 DECEMBRIE",102543,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:50:02",1575,1560,0,14,1,795,780,0,14,1,759,36,1709,914,325,258,69,26,81
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",129,"1 DECEMBRIE",102543,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:45:29",1671,1650,3,13,5,921,903,0,13,5,866,55,1800,879,413,269,64,36,84
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1 MOARA VLASIEI",248,"MOARA VLĂSIEI",104243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:40:44",1875,1857,0,13,5,990,972,0,13,5,954,36,1995,1005,754,95,47,9,49
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",251,MOGOŞOAIA,179463,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:18:28",1523,1492,3,28,0,804,776,0,28,0,779,25,1600,796,433,96,39,27,184
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",250,MOGOŞOAIA,179463,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:08:51",1361,1319,7,35,0,818,782,1,35,0,793,25,1500,682,436,58,18,37,244
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -",252,MOGOŞOAIA,179463,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:48:05",1399,1375,2,22,0,845,822,1,22,0,816,29,1500,655,522,91,33,25,145
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -CORP B",253,MOGOŞOAIA,179463,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:38:18",1702,1677,0,25,0,1031,1006,0,25,0,966,65,1800,769,760,69,43,13,81
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -CORP B",254,MOGOŞOAIA,179463,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:54",1781,1733,0,48,0,1000,952,0,48,0,974,26,1928,928,408,68,17,15,466
