precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
23,IALOMIŢA,"LOCALUL ŞCOLII CU CLASELE I- VIII CEGANI",117,BORDUŞANI,92989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:56",1137,1120,0,8,9,535,518,0,8,9,493,39,1222,687,56,107,274,1,39,7,7,2
23,IALOMIŢA,"LOCALUL ŞCOLII VECHI DIN CENTRUL SATULUI",115,BORDUŞANI,92989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:43",1379,1371,0,6,2,552,544,0,6,2,520,32,1500,948,44,91,328,1,33,7,13,3
23,IALOMIŢA,"MUZEUL NAȚIONAL AL AGRICULTURII",7,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:23:36",1424,1415,0,8,1,610,601,0,8,1,593,17,1600,990,152,75,242,6,15,18,61,24
23,IALOMIŢA,"PALATUL COPIILOR SLOBOZIA",22,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:12",1390,1377,2,11,0,649,638,0,11,0,629,20,1561,912,190,51,268,7,19,13,52,29
23,IALOMIŢA,"PALATUL COPIILOR SLOBOZIA",23,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:50",1148,1142,0,6,0,564,558,0,6,0,550,14,1250,686,172,39,221,6,8,19,62,23
23,IALOMIŢA,"PRIMARIA COCORA",130,COCORA,93209,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:56",809,784,1,2,22,538,514,0,2,22,505,33,852,314,34,40,313,0,24,22,72,0
23,IALOMIŢA,"PRIMĂRIA STELNICA",211,STELNICA,94492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:19",1438,1400,0,0,38,885,847,0,0,38,824,61,1597,712,147,139,433,4,43,27,28,3
23,IALOMIŢA,"PROTOPOPIATUL FETEȘTI",39,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:10",1104,1094,0,10,0,432,422,0,10,0,406,26,1200,768,76,58,206,4,26,12,24,0
23,IALOMIŢA,"SALA DE SPORT",48,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:54",1215,1205,0,10,0,569,559,0,10,0,548,21,1128,559,84,47,329,6,31,13,34,4
23,IALOMIŢA,"SALĂ DE SPORT CLUB SPORTIV VICTORIA ȚĂNDĂREI",87,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:52",1620,1603,0,15,2,492,475,0,15,2,465,27,1850,1358,59,68,218,7,24,38,48,3
23,IALOMIŢA,"SALA DE SPORT DE LÂNGĂ PRIMARIA COMUNEI ADÂNCATA",89,ADÂNCATA,100754,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:57:17",1380,1275,0,71,34,1001,896,0,71,34,952,49,1452,451,310,94,496,1,19,15,14,3
23,IALOMIŢA,"SALĂ EDUCAȚIE FIZICĂ ȘCOLARĂ",184,OGRADA,179819,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:27",1096,1074,0,1,21,525,503,0,1,21,495,30,1208,683,43,86,295,2,38,7,14,10
23,IALOMIŢA,"SALĂ FESTIVITĂŢI",105,BALACIU,92907,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:20",228,227,0,1,0,125,124,0,1,0,109,16,252,127,30,13,51,3,2,3,7,0
23,IALOMIŢA,"S.C. DRUMURI ŞI PODURI IALOMIŢA",21,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:31:10",1682,1670,6,6,0,837,831,0,6,0,819,18,1860,1023,243,51,359,5,14,23,92,32
23,IALOMIŢA,"ŞCOALA CRUNŢI",194,REVIGA,94269,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:27:04",327,320,0,7,0,184,177,0,7,0,163,21,350,166,38,9,106,0,5,1,3,1
23,IALOMIŢA,"ŞCOALA CU CLASELE I – IV BUEŞTI",120,BUEŞTI,179793,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:11:39",803,753,0,21,29,579,529,0,21,29,572,7,859,280,4,5,557,0,3,3,0,0
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII, ”BARBU CATARGIU”, MAIA",167,MAIA,179800,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:15",1435,1258,0,113,64,1075,898,0,113,64,1030,45,1385,310,82,37,858,0,26,14,11,2
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII COLELIA",131,COLELIA,179971,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:34",849,778,1,2,68,523,453,0,2,68,503,20,934,411,33,27,423,0,10,3,7,0
23,IALOMIŢA,"SCOALA CU CLASELE I-VIII GARBOVI",148,GÂRBOVI,103283,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:28",1067,1026,0,34,7,643,602,0,34,7,589,54,1134,491,98,68,134,1,32,9,241,6
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII GÂRBOVI,",147,GÂRBOVI,103283,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:15",957,923,0,24,10,578,544,0,24,10,542,36,1025,447,101,48,132,2,23,12,221,3
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII GÂRBOVI,",146,GÂRBOVI,103283,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:45",962,928,3,26,5,549,518,0,26,5,505,44,1025,476,82,55,125,2,15,6,220,0
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII MOLDOVENI",177,MOLDOVENI,179999,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:11:58",948,814,0,111,23,689,555,0,111,23,653,36,914,225,38,115,469,1,15,5,9,1
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII, MOVILA",178,MOVILA,94081,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:44",1559,1512,0,3,44,855,808,0,3,44,767,47,1663,849,145,140,356,3,52,16,53,2
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII NR.3 DIN URZICENI",60,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:44",1268,1255,0,11,2,583,570,0,11,2,546,37,1400,817,224,46,163,2,50,10,47,4
23,IALOMIŢA,"SCOALA CU CLASELE I-VIII ROŞIORI",196,ROŞIORI,179828,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:47",914,833,1,19,61,726,646,0,19,61,698,28,987,261,212,138,312,1,18,2,14,1
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII ROŞIORI",197,ROŞIORI,179828,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:48",649,594,0,16,39,522,467,0,16,39,488,34,700,178,148,106,210,0,14,0,9,1
23,IALOMIŢA,"ŞCOALA DIN SATUL SLĂTIOARELE",166,JILAVELE,103960,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:52:56",289,275,0,7,7,188,174,0,7,7,172,16,310,122,42,19,91,1,10,3,3,3
23,IALOMIŢA,"ŞCOALA GENERALĂ ADÂNCATA",90,ADÂNCATA,100754,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:51",579,548,0,28,3,374,343,0,28,3,350,24,600,226,64,63,191,1,15,5,9,2
23,IALOMIŢA,"SCOALA GENERALA ALEXANDRU ODOBESCU",64,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:28",1076,1065,2,9,0,565,556,0,9,0,542,23,1200,635,151,42,198,9,41,12,78,11
23,IALOMIŢA,"ŞCOALA GENERALA ANDRĂŞEŞTI",95,ANDRĂŞEŞTI,92872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:16:40",1413,1370,2,23,18,829,788,0,23,18,775,51,1500,674,355,86,243,1,31,15,39,5
23,IALOMIŢA,"ȘCOALA GENERALĂ ARMĂȘEȘTI",97,ARMĂŞEŞTI,100870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:20:20",592,580,0,12,0,319,307,0,12,0,306,13,640,321,21,66,174,2,18,1,24,0
23,IALOMIŢA,"ŞCOALA GENERALĂ CIOCÂRLIA",121,CIOCÂRLIA,100709,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:42",624,578,0,28,18,415,369,0,28,18,396,19,661,246,71,35,254,3,22,7,3,1
23,IALOMIŢA,"ŞCOALA GENERALĂ COSERENI",135,COŞERENI,102240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:08",1250,1229,0,11,10,863,842,0,11,10,830,33,1350,487,219,118,289,4,48,109,39,4
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV FIRBINŢI DE JOS",78,"ORAŞ FIERBINŢI-TÂRG",102749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:57",875,858,0,12,5,583,566,0,12,5,557,26,950,367,136,33,336,4,15,3,28,2
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV FIRBINŢI DE SUS",79,"ORAŞ FIERBINŢI-TÂRG",102749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:33",1487,1433,0,23,31,1487,1433,0,23,31,902,30,1613,681,200,50,573,3,19,9,47,1
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV RĂSIMNICEA",192,RĂDULEŞTI,101243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:15:50",231,197,0,30,4,156,122,0,30,4,144,8,221,69,20,18,101,1,1,1,2,0
23,IALOMIŢA,"ŞCOALA GENERALĂ GHEORGHE LAZĂR",151,"GHEORGHE LAZĂR",93628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:20",1023,978,7,3,35,594,554,2,3,35,565,29,1120,526,40,58,438,1,20,2,4,2
23,IALOMIŢA,"ŞCOALA GENERALĂ GHEORGHE LAZĂR",152,"GHEORGHE LAZĂR",93628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:30",760,722,0,8,30,460,422,0,8,30,433,27,838,378,38,67,290,1,17,10,7,3
23,IALOMIŢA,"ŞCOALA GENERALĂ ION HELIADE RADULESCU",66,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:14",1376,1372,0,4,0,639,635,0,4,0,623,16,1550,911,178,57,228,8,52,14,75,11
23,IALOMIŢA,"ŞCOALA GENERALĂ ION HELIADE RADULESCU",67,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:38",1148,1146,0,2,0,518,516,0,2,0,494,24,1300,782,136,39,203,9,40,6,53,8
23,IALOMIŢA,"ŞCOALA GENERALA LUCIU",160,"GURA IALOMIŢEI",180046,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:13",1065,1061,2,2,0,678,675,1,2,0,626,52,1104,426,206,174,211,0,14,10,11,0
23,IALOMIŢA,"ŞCOALA GENERALĂ MALU ROȘU",98,ARMĂŞEŞTI,100870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:40",1090,1067,0,23,0,589,566,0,23,0,533,56,1173,584,30,63,349,5,24,7,54,1
23,IALOMIŢA,"ŞCOALA GENERALĂ NICOLEŞTI",175,MILOŞEŞTI,94045,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:30",314,308,0,0,6,178,172,0,0,6,159,19,400,222,19,7,115,1,14,1,1,1
23,IALOMIŢA,"ŞCOALA GENERALĂ NR. 1",181,MUNTENI-BUZĂU,94107,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:26",1456,1434,0,11,11,879,857,0,11,11,822,57,1600,721,226,169,343,3,16,10,48,7
23,IALOMIŢA,"ŞCOALA GENERALĂ NR. 2",182,MUNTENI-BUZĂU,94107,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:54",1232,1214,1,7,10,662,645,0,7,10,615,47,1327,665,120,148,248,12,24,6,50,7
23,IALOMIŢA,"ŞCOALA GENERALA TOVĂRĂŞIA",176,MILOŞEŞTI,94045,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:39",280,275,0,4,1,126,121,0,4,1,122,4,300,174,13,2,91,1,7,0,8,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",113,BORĂNEŞTI,179784,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:39",574,559,0,7,8,401,386,0,7,8,369,32,620,219,192,44,79,1,6,4,42,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",198,SĂLCIOARA,94330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:34:07",859,792,1,27,39,661,595,0,27,39,616,45,900,239,71,215,301,12,4,7,2,4
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",112,BORĂNEŞTI,179784,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:48:41",970,955,0,8,7,655,640,0,8,7,613,39,1060,408,432,72,51,0,12,11,34,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU ALDEA VOIEVOD” - CORP A (ȘCOALA NOUĂ)",93,ALEXENI,100852,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:52:04",915,842,1,28,44,609,537,0,28,44,563,40,929,326,302,32,202,0,11,6,10,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU ALDEA VOIEVOD” - CORP A (ȘCOALA NOUĂ)",94,ALEXENI,100852,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:45",1032,952,0,25,55,739,659,0,25,55,685,54,1100,361,306,68,273,1,22,3,11,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ” ALEXANDRU RĂDULESCU ” MĂRCULEŞTI",171,MĂRCULEŞTI,179980,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:47",1313,1260,1,22,30,838,786,0,22,30,763,75,1421,583,251,137,323,0,32,6,6,8
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”APOSTOL D. CULEA”",213,SUDIŢI,94535,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:58",870,834,0,18,18,660,624,0,18,18,615,27,914,272,262,62,248,0,21,7,13,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”APOSTOL D. CULEA”",212,SUDIŢI,94535,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:59:34",788,745,1,17,25,576,534,0,17,25,565,11,845,266,264,47,227,1,13,4,8,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ARHIMANDRIT TEOFIL” BALACIU",103,BALACIU,92907,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:10",314,311,0,3,0,209,206,0,3,0,190,19,350,141,50,12,65,0,7,5,51,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”AUREL VLAICU”",45,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:12:47",1013,1013,0,0,0,502,502,0,0,0,484,18,1100,598,69,52,303,0,26,13,17,4
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",107,BĂRBULEŞTI,180064,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:18:02",1124,1124,0,0,0,297,297,0,0,0,285,12,1250,953,10,5,260,1,4,3,2,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",109,BĂRBULEŞTI,180064,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:55",1322,1322,0,0,0,327,327,0,0,0,317,10,1495,1168,5,20,282,0,5,5,0,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",106,BĂRBULEŞTI,180064,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:24:46",1044,1044,0,0,0,290,290,0,0,0,281,9,1150,860,4,9,260,0,5,3,0,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",108,BĂRBULEŞTI,180064,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:51",1137,1137,0,0,0,311,311,0,0,0,289,22,1200,889,5,6,273,1,2,2,0,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRCĂNEŞTI-CORP A",110,BĂRCĂNEŞTI,101056,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:14:12",1268,1224,2,37,5,887,844,1,37,5,798,89,1350,463,115,60,521,1,32,9,59,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ BORA",31,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:54",1028,1023,0,5,0,434,429,0,5,0,397,37,1586,1152,175,36,140,6,15,5,8,12
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ BORA",30,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:06",762,747,0,15,0,319,304,0,15,0,310,9,850,531,142,34,99,0,9,10,7,9
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIOCHINA",122,CIOCHINA,93101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:53:35",1203,1174,3,24,2,744,718,0,24,2,687,22,1300,591,283,56,241,0,16,73,12,6
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIULNIȚA",125,CIULNIŢA,93156,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:29:07",971,947,2,16,6,622,600,0,16,6,595,27,1053,431,214,78,236,8,16,7,17,19
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ COCORA",129,COCORA,93209,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:14:16",775,743,0,9,23,542,510,0,9,23,484,27,850,308,36,27,313,1,8,7,92,0
23,IALOMIŢA,"SCOALA GIMNAZIALA CONSTANTIN GURGU NR. 1",159,"GURA IALOMIŢEI",180046,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:50:27",951,945,0,4,2,657,651,0,4,2,632,25,1060,403,92,273,174,8,13,32,39,1
23,IALOMIŢA,"SCOALA GIMNAZIALA ”CONSTANTIN STEFAN”",91,ALBEŞTI,92783,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:36",503,479,0,0,24,300,276,0,0,24,268,32,550,250,33,51,157,3,14,2,6,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",54,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:07",937,932,1,4,0,409,405,0,4,0,388,21,1000,591,55,41,213,3,22,22,31,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",52,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:41",1184,1176,0,8,0,538,530,0,8,0,496,42,1300,762,47,47,336,6,27,11,17,5
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",53,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:51",908,897,2,8,1,424,415,0,8,1,419,5,1000,576,61,26,35,262,12,9,14,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ DRIDU - CORP C1",138,DRIDU,102703,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:33",955,941,1,12,1,565,552,0,12,1,516,49,1008,443,39,65,368,0,21,9,13,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C1",142,FĂCĂENI,93575,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:34",1185,1161,2,7,15,669,647,0,7,15,633,36,1300,631,36,298,204,2,23,13,56,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C2",143,FĂCĂENI,93575,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:13:45",1579,1547,0,13,19,853,821,0,13,19,767,54,1700,879,40,424,233,3,26,9,31,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C3",144,FĂCĂENI,93575,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:58",912,888,2,9,13,519,496,1,9,13,479,28,1000,481,21,253,146,3,19,0,34,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”",72,"ORAŞ AMARA",92836,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:51:45",1373,1363,0,5,5,697,687,0,5,5,675,19,1500,788,181,172,237,6,25,11,42,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”",73,"ORAŞ AMARA",92836,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:13:59",1418,1410,4,0,4,712,704,4,0,4,673,38,1512,801,213,129,248,5,19,10,40,9
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”- CORP C1",74,"ORAŞ AMARA",92836,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:28:38",1451,1445,0,5,1,727,721,0,5,1,702,25,1609,699,202,188,221,1,27,15,44,4
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GHEORGHE DOJA SITUATĂ ÎN GHEORGHE DOJA",150,"GHEORGHE DOJA",93600,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:43",1063,1016,0,4,43,635,588,0,4,43,572,63,1172,537,98,45,394,2,14,2,13,4
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GHEORGHE DOJA SITUATĂ ÎN GHEORGHE DOJA",149,"GHEORGHE DOJA",93600,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:23",1012,958,0,4,50,604,550,0,4,50,557,47,1116,512,99,51,378,3,15,4,6,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR”",16,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:38",1378,1365,0,5,8,568,555,0,5,8,548,20,1500,932,144,117,187,7,39,21,9,24
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ ”GHEORGHE LAZĂR”",15,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:50",1472,1465,0,7,0,643,636,0,7,0,618,25,1600,957,148,64,259,1,23,22,46,55
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GIURGENI",153,GIURGENI,93646,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:48",1088,1019,0,5,64,737,668,0,5,64,707,30,1189,452,121,75,438,1,31,12,28,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”IONEL PERLEA” OGRADA",183,OGRADA,179819,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:19",1179,1160,1,0,18,565,547,0,0,18,532,33,1300,735,73,89,316,1,26,4,14,9
23,IALOMIŢA,"ŞCOALA GIMNAZIALA ION ROATA",161,"ION ROATĂ",103862,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:19",868,856,0,8,4,502,490,0,8,4,449,53,957,455,110,96,140,8,28,19,42,6
23,IALOMIŢA,"ŞCOALA GIMNAZIALA ION ROATA(STRUCTURA BROSTENI)",163,"ION ROATĂ",103862,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:21",1178,1175,0,0,3,660,657,0,0,3,547,113,1300,640,84,178,149,7,50,20,40,19
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ MIHAIL KOGĂLNICEANU",173,"MIHAIL KOGĂLNICEANU",93995,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:23",1259,1224,1,8,26,802,767,1,8,26,733,69,1550,748,127,74,359,10,30,65,58,10
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP A",35,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:27",1423,1418,0,5,0,521,516,0,5,0,491,30,1550,1029,62,83,276,2,41,12,14,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP B",37,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:23",963,954,0,8,1,418,409,0,8,1,397,21,1050,632,79,57,218,1,29,5,7,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP B",36,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:58",974,966,0,8,0,367,359,0,8,0,336,31,1050,683,52,30,217,0,32,5,0,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP D",38,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:33:56",850,844,0,6,0,381,375,0,6,0,368,13,950,569,50,32,228,5,25,5,18,5
23,IALOMIŢA,"ŞCOALA GIMNAZIALA MILOŞEŞTI",174,MILOŞEŞTI,94045,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:17",1419,1277,0,71,71,933,791,0,71,71,790,72,1420,558,106,80,528,8,38,9,18,3
23,IALOMIŢA,"SCOALA GIMNAZIALA MOVILITA",179,MOVILIŢA,104270,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:49",1156,1129,4,19,4,803,779,1,19,4,749,54,1250,447,205,162,296,1,21,14,48,2
23,IALOMIŢA,"SCOALA GIMNAZIALA MOVILITA",180,MOVILIŢA,104270,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:31",823,809,1,12,1,557,544,0,12,1,512,45,890,333,156,111,205,1,13,2,24,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ NR. 3",4,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:24:17",899,891,0,8,0,381,373,0,8,0,372,9,1000,619,108,40,143,5,7,11,34,24
