precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL VERTICALA NOUĂ-voturi","FORȚA DREPTEI-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",238,BĂSEŞTI,107190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:16",329,285,0,22,22,242,198,0,22,22,231,11,400,158,51,103,2,30,4,2,0,0,6,1,0,0,29,3
26,MARAMUREŞ,"CĂMINUL CULTURAL ȘIȘEȘTI",419,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:17:46",1304,1294,5,2,3,745,740,0,2,3,719,26,1400,655,119,416,3,49,10,9,6,5,13,3,4,1,65,16
26,MARAMUREŞ,"CĂMINUL CULTURAL TRESTIA",276,CERNEŞTI,107582,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:17",589,572,0,5,12,431,414,0,5,12,393,38,600,169,162,38,1,28,1,1,3,2,3,0,0,0,141,13
26,MARAMUREŞ,"CANTINA DE AJUTOR SOCIAL",220,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:04:25",1463,1453,0,10,0,683,673,0,10,0,655,28,1600,917,337,220,4,18,3,9,0,9,1,7,25,0,12,10
26,MARAMUREŞ,"CANTON DE EXPLOATARE ABA SOMEŞ-TISA",379,REMEŢI,108552,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:13",154,144,0,9,1,72,62,0,9,1,67,5,203,131,11,36,12,1,0,1,0,0,0,2,0,0,3,1
26,MARAMUREŞ,"CANTONUL SILVIC",179,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:06",233,220,0,13,0,142,129,0,13,0,133,9,300,158,25,70,6,12,0,4,0,3,2,1,3,0,1,6
26,MARAMUREŞ,"CASA DE CULTURĂ",155,"ORAŞ SĂLIŞTEA DE SUS",108892,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:37:53",1559,1543,1,6,9,702,687,0,6,9,645,57,1700,998,323,69,0,30,7,19,31,1,98,0,29,1,30,7
26,MARAMUREŞ,"CASA DE CULTURĂ",164,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:16",869,854,0,11,4,473,458,0,11,4,448,25,900,427,223,93,20,34,2,6,2,11,4,0,2,2,36,13
26,MARAMUREŞ,"CASA DE CULTURĂ",158,"ORAŞ SEINI",108963,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:49",1750,1711,7,5,27,856,824,0,5,27,828,28,2000,1144,527,135,39,41,5,6,1,21,1,0,7,4,21,20
26,MARAMUREŞ,"CASA DE CULTURĂ ”TELEKI SÁNDOR ”",283,COLTĂU,179846,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:30:38",1879,1842,2,9,26,1177,1142,0,9,26,793,360,2100,947,83,110,504,16,5,7,23,7,6,0,2,2,14,14
26,MARAMUREŞ,"CASA ORĂŞENEASCĂ DE CULTURĂ",187,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:56:22",1459,1440,4,14,1,794,779,0,14,1,787,7,1683,889,301,253,52,90,2,30,8,1,4,5,2,1,29,9
26,MARAMUREŞ,"CENTRUL COMUNITAR ROMANII",84,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:48",1116,1105,1,10,0,375,364,1,10,0,317,58,1306,931,124,47,29,19,3,11,6,9,18,0,2,2,21,26
26,MARAMUREŞ,"CENTRUL CULTURAL CERNEȘTI",271,CERNEŞTI,107582,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:46",674,662,0,8,4,429,417,0,8,4,413,16,700,271,132,82,4,41,6,4,13,15,1,1,4,3,101,6
26,MARAMUREŞ,"CENTRUL CULTURAL ION ȘIUGARIU",178,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:20",860,847,0,13,0,513,500,0,13,0,485,28,900,387,60,215,143,9,1,8,1,5,9,3,7,2,12,10
26,MARAMUREŞ,"CENTRUL DE CULTURĂ ȘI ARTĂ",204,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:41",1161,1125,4,13,19,666,634,0,13,19,652,14,1200,534,332,116,26,25,12,15,2,26,63,0,1,0,23,11
26,MARAMUREŞ,"CENTRUL MULTIFUNCŢIONAL",339,"MIREŞU MARE",108268,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:30",503,496,0,3,4,294,287,0,3,4,289,5,600,306,186,54,1,12,4,4,0,7,4,0,1,0,7,9
26,MARAMUREŞ,"CENTRUL MULTIFUNCȚIONAL",210,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:05:01",767,748,1,9,9,473,455,0,9,9,441,14,800,345,411,6,9,4,1,1,1,1,3,3,0,0,0,1
26,MARAMUREŞ,"CENTRUL „PHOENIX”",71,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:37",1332,1321,1,10,0,430,420,0,10,0,388,42,1500,1070,108,55,22,46,3,7,3,45,19,2,5,3,48,22
26,MARAMUREŞ,"CENTRUL „SALVAȚI FAMILIA”",83,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:28",1948,1935,2,11,0,780,769,0,11,0,766,14,2100,1320,156,178,48,49,16,15,7,101,28,1,5,2,139,21
26,MARAMUREŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ",188,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:45:12",1426,1399,0,12,15,804,777,0,12,15,784,20,1500,696,314,248,59,76,5,20,6,7,7,2,2,5,23,10
26,MARAMUREŞ,"CENTRUL „SFÂNTUL FRANCISC DE ASSISI”",79,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:42",1380,1370,2,8,0,475,467,0,8,0,455,20,1500,1025,112,83,24,28,12,17,13,54,17,1,4,6,69,15
26,MARAMUREŞ,"CENTRUL SOCIAL „ASSOC”",46,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:08",1397,1380,11,6,0,597,591,0,6,0,585,12,1600,1003,156,111,29,45,10,10,5,69,18,1,5,6,109,11
26,MARAMUREŞ,"CENTRUL SOCIAL DE ASIGURARE A SERVICIILOR SOCIALE",337,"MIREŞU MARE",108268,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:17",403,391,0,10,2,260,248,0,10,2,254,6,403,143,188,37,0,8,0,0,1,2,1,0,3,0,8,6
26,MARAMUREŞ,"CENTRUL UNIVERSITAR NORD - „FACULTATEA DE LITERE”",14,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:53",1330,1310,10,9,1,610,599,1,9,1,594,16,1979,1369,122,102,102,22,11,23,3,64,29,1,1,1,102,11
26,MARAMUREŞ,"CENTRUL UNIVERSITAR NORD - „FACULTATEA DE LITERE”",15,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:37",863,838,16,8,1,437,428,0,8,1,426,11,1000,563,87,88,60,11,6,13,3,42,24,2,3,4,76,7
26,MARAMUREŞ,"CENTRUL UNIVERSITAR NORD - „FACULTATEA TEHNICĂ”",7,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:49",1250,1234,1,15,0,478,463,0,15,0,469,9,485,7,123,71,51,21,9,22,4,60,22,1,6,2,61,16
26,MARAMUREŞ,"CLĂDIREA ADMINISTRATIVĂ BISERICA ”DUMINICA MIRONOSIȚELOR”",370,RECEA,106407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:24",686,673,0,8,5,444,431,0,8,5,430,14,800,356,88,174,9,31,9,11,3,37,13,0,2,4,38,11
26,MARAMUREŞ,"CLĂDIRE ADMINISTRATIVĂ",278,CICÂRLĂU,107662,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:39:42",271,257,1,8,5,163,150,0,8,5,153,10,300,137,81,31,2,13,0,2,0,0,13,1,2,0,7,1
26,MARAMUREŞ,"CLĂDIRE POST POLIȚIE, CLĂDIRE ARHIVĂ, CLĂDIRE BIROURI",251,"BOCICOIU MARE",107350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:38",512,503,1,3,5,288,279,1,3,5,271,17,600,312,71,22,39,81,1,6,0,0,1,34,2,0,8,6
26,MARAMUREŞ,"CLUBUL TINERETULUI",389,RUSCOVA,108696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:54",1612,1591,0,2,19,614,593,0,2,19,567,47,1750,1136,106,341,3,14,0,4,0,0,4,67,1,5,10,12
26,MARAMUREŞ,"CLUBUL TINERETULUI",386,"RONA DE SUS",108632,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:41",630,609,1,5,15,377,357,0,5,15,360,17,700,323,137,83,83,8,0,4,0,0,1,20,0,0,14,10
26,MARAMUREŞ,"COLEGIUL ECONOMIC „PINTEA VITEAZUL”",150,"ORAŞ CAVNIC",106782,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:02:41",1679,1611,2,9,57,914,848,0,9,57,892,22,1800,886,199,350,15,65,20,51,2,20,9,2,0,3,126,30
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „DRAGOȘ VODĂ”",96,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:49:08",808,803,2,3,0,338,335,0,3,0,323,15,1000,662,129,88,35,27,4,7,1,4,8,3,2,0,11,4
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „DRAGOȘ VODĂ”",97,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:43:09",1427,1412,3,12,0,525,513,0,12,0,497,28,1600,1075,159,111,101,54,2,5,1,1,3,4,5,1,32,18
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „DRAGOȘ VODĂ”",95,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:07",885,874,2,6,3,350,341,0,6,3,335,15,1000,650,141,59,40,16,4,7,1,2,9,8,1,3,36,8
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „GHEORGHE ȘINCAI”",62,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:21",1548,1534,7,4,3,715,708,0,4,3,694,21,1700,985,159,128,118,25,10,8,5,58,36,2,6,2,126,11
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „VASILE LUCACIU”",63,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:00",1257,1241,7,9,0,511,502,0,9,0,496,15,1400,889,88,85,89,24,14,15,4,40,21,1,14,5,83,13
26,MARAMUREŞ,"COLEGIUL TEHNIC „ANGHEL SALIGNY”",69,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:31",1562,1536,12,14,0,741,727,0,14,0,725,16,1700,959,186,174,101,22,13,12,5,50,17,5,5,125,10,0
26,MARAMUREŞ,"COLEGIUL TEHNIC „AUREL VLAICU”",6,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:00:22",1725,1712,6,7,0,673,666,0,7,0,664,9,1900,1227,181,126,57,43,13,13,8,57,33,4,5,8,100,16
26,MARAMUREŞ,"COLEGIUL TEHNIC „AUREL VLAICU”",5,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:12",1859,1847,2,10,0,560,550,0,10,0,503,57,2000,1440,180,76,28,40,9,11,5,36,28,1,2,1,64,22
26,MARAMUREŞ,"COLEGIUL TEHNIC „COSTIN D. NENIȚESCU”",86,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:53",1313,1303,4,5,1,614,608,0,5,1,576,36,1557,945,110,126,125,21,10,16,5,60,20,3,3,2,61,14
26,MARAMUREŞ,"COLEGIUL TEHNIC „COSTIN D. NENIȚESCU”",85,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:11:21",1248,1239,1,8,0,408,399,1,8,0,354,53,1407,202,105,75,20,27,5,11,3,22,24,1,7,4,33,17
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",118,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:32",1172,1163,1,6,2,530,522,0,6,2,503,27,1200,670,126,119,166,22,2,3,2,13,9,1,10,2,16,12
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",121,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:46",1241,1213,1,11,16,581,554,0,11,16,568,13,1400,819,131,187,85,41,10,12,1,22,5,3,7,3,50,11
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",120,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:22",1056,1046,1,8,1,412,403,0,8,1,400,12,1100,688,108,125,52,24,6,12,1,20,8,4,5,2,26,7
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",119,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:09",1228,1215,3,6,4,602,592,0,6,4,570,17,1300,713,131,177,141,19,7,10,1,21,8,2,8,0,40,5
26,MARAMUREŞ,"COLEGIUL TEHNIC „GEORGE BARIȚIU”",64,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:56:49",1306,1284,9,13,0,630,617,0,13,0,619,11,1400,770,141,126,79,29,7,10,2,56,29,1,9,1,122,7
26,MARAMUREŞ,"DISPENSAR UMAN",416,"SUCIU DE SUS",109041,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:48",806,781,1,19,5,518,494,0,19,5,496,22,900,382,159,154,5,59,12,16,3,3,55,0,1,1,23,5
26,MARAMUREŞ,"ECHIPAMENT CONTAINER MODULAR",2,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:42:05",919,908,1,10,0,435,425,0,10,0,419,16,1000,565,115,85,23,30,8,11,5,61,17,3,3,1,42,15
26,MARAMUREŞ,"FOSTUL DISPENSAR",203,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:00",221,212,0,7,2,133,124,0,7,2,131,2,300,167,42,67,0,8,0,5,0,0,0,0,3,0,6,0
26,MARAMUREŞ,"FOSTUL SEDIUL AL PRIMĂRIEI",261,BOTIZA,107485,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:15",1958,1890,0,11,57,1127,1059,0,11,57,1085,42,1947,820,704,147,0,78,2,5,1,0,5,12,84,1,35,11
26,MARAMUREŞ,"GAL BAIA MARE",70,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:43",1300,1290,0,10,0,484,474,0,10,0,465,19,1500,1016,160,85,17,16,17,14,3,36,23,1,3,1,60,29
26,MARAMUREŞ,"GOSPODĂRIE INDIVIDUALĂ",345,MOISEI,108348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:53:09",1198,1176,1,6,15,695,674,0,6,15,657,38,1300,605,283,239,1,53,3,8,3,0,10,0,11,3,29,14
26,MARAMUREŞ,GRĂDINIŢA,377,REMEŢI,108552,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:54",809,800,1,1,7,369,361,0,1,7,350,19,900,531,99,135,4,21,2,12,0,0,1,59,0,1,7,9
26,MARAMUREŞ,GRĂDINIŢA,223,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:00:03",759,747,0,11,1,423,411,0,11,1,397,15,780,368,122,244,0,5,0,1,0,0,4,1,6,0,5,9
26,MARAMUREŞ,GRĂDINIŢĂ,202,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:39:02",593,587,0,6,0,334,328,0,6,0,325,9,600,266,195,88,1,19,5,3,1,0,1,0,1,0,10,1
26,MARAMUREŞ,GRĂDINIȚA,199,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:53",628,620,0,8,0,349,341,0,8,0,326,20,700,354,158,123,3,16,0,2,6,4,4,0,2,0,5,3
26,MARAMUREŞ,GRĂDINIȚA,201,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:47:01",1225,1217,1,4,3,624,617,0,4,3,603,21,1400,776,281,252,4,28,2,8,3,1,1,0,0,0,15,8
26,MARAMUREŞ,GRĂDINIȚA,181,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:02",588,583,0,5,0,301,296,0,5,0,289,12,600,299,56,152,3,15,8,6,0,10,3,0,13,1,17,5
26,MARAMUREŞ,GRĂDINIȚA,343,MOISEI,108348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:31",1073,1059,0,5,9,620,606,0,5,9,589,31,1200,580,282,218,3,27,0,5,1,0,5,6,10,3,13,16
26,MARAMUREŞ,GRĂDINIȚĂ,255,"BOGDAN VODĂ",107403,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:51",1936,1837,1,24,74,1116,1017,1,24,74,1023,88,2100,984,326,584,3,45,6,5,0,4,2,2,2,2,26,16
26,MARAMUREŞ,"GRĂDINIȚA 9 MAI",185,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:06",359,352,0,7,0,202,195,0,7,0,197,5,400,198,26,110,1,23,0,4,0,2,5,1,1,1,16,7
26,MARAMUREŞ,"GRĂDINIȚA CIOCOTIȘ",273,CERNEŞTI,107582,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:25",837,801,2,15,19,558,522,2,15,19,512,4,900,384,117,59,9,18,7,5,6,7,8,0,1,2,259,14
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL ,3 GRUPE",333,LĂPUŞ,108222,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:37",1517,1465,4,7,41,941,891,2,7,41,906,35,1700,759,146,661,3,33,3,7,1,3,6,0,7,1,20,15
26,MARAMUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL GROŞII ŢIBLEŞULUI",327,"GROŞII ŢIBLEŞULUI",179622,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:10",928,906,0,14,8,580,558,0,14,8,568,9,999,420,93,395,2,40,1,3,1,0,10,4,1,2,9,7
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 12",54,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:11",1602,1589,7,6,0,738,732,0,6,0,717,21,1800,1062,158,117,129,36,15,15,3,75,22,1,4,3,117,22
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT",166,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:36",947,933,1,7,6,555,542,0,7,6,531,24,1000,445,307,86,15,36,2,5,4,13,8,0,4,2,42,7
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOARE DE COLŢ”",36,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:46:19",1304,1294,0,10,0,528,518,0,10,0,506,22,1500,972,133,80,30,25,12,14,7,49,30,2,3,7,87,27
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „MICUL PRINŢ”",25,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:15",1344,1333,0,11,0,516,505,0,11,0,495,21,1600,1084,129,100,47,33,12,13,3,46,26,3,1,2,67,13
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 25",31,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:49",1162,1150,3,7,2,459,450,0,7,2,450,9,1300,841,147,65,25,28,11,13,3,57,11,0,5,3,68,14
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 25",30,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:49",1324,1318,1,5,0,496,491,0,5,0,485,10,1400,905,121,94,28,30,10,9,5,70,25,1,4,2,63,23
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 27",80,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:46",1653,1643,1,9,0,655,646,0,9,0,643,12,1900,1245,143,118,41,44,15,20,8,82,25,1,11,4,115,16
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 28",29,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:00",1312,1296,0,15,1,488,472,0,15,1,472,0,1400,912,141,86,32,31,17,14,5,43,16,1,7,2,65,12
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 34",35,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:19:05",1316,1299,6,11,0,559,547,1,11,0,544,15,1500,941,124,97,35,25,15,19,4,77,29,0,3,0,86,30
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",20,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:17",1423,1406,8,9,0,666,657,0,9,0,649,17,1600,934,151,141,50,41,14,10,1,68,40,1,1,2,119,10
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „OTILIA CAZIMIR”",77,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:53:18",1424,1414,4,6,0,598,592,0,6,0,574,24,1600,1002,162,121,23,25,11,18,3,71,31,2,7,2,83,15
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „OTILIA CAZIMIR”",78,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:32:43",1250,1240,0,10,0,412,402,0,10,0,392,19,1400,989,117,80,22,24,14,13,4,37,17,2,5,3,37,17
26,MARAMUREŞ,"GRĂDINIŢA DE COPII",252,"BOCICOIU MARE",107350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:40",1362,1316,2,7,37,715,671,0,7,37,662,53,1400,685,244,88,12,197,6,19,1,2,6,46,1,2,24,14
26,MARAMUREŞ,"GRĂDINIȚA HOȘTEZE",177,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:00",940,930,0,10,0,525,515,0,10,0,501,14,1000,485,86,177,34,32,8,24,2,39,24,0,3,1,63,8
26,MARAMUREŞ,"GRĂDINIŢA NR.1",390,RUSCOVA,108696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:07",1742,1704,0,7,31,689,651,0,7,31,648,41,1850,1161,112,353,2,18,0,1,1,2,5,103,2,1,20,28
26,MARAMUREŞ,"GRĂDINIȚA NR. 1",111,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:37:16",825,816,0,9,0,301,292,0,9,0,294,7,1000,699,104,92,26,24,0,7,0,2,7,3,1,0,17,11
26,MARAMUREŞ,"GRĂDINIȚA NR. 1",110,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:30",984,970,1,13,0,397,384,0,13,0,384,13,1000,603,146,74,55,43,2,7,1,1,8,12,1,0,16,18
26,MARAMUREŞ,"GRĂDINIȚA NR. 12",90,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:14",1434,1421,2,9,2,499,488,0,9,2,478,21,1600,1101,161,104,57,62,2,11,2,4,18,5,2,3,25,22
26,MARAMUREŞ,"GRĂDINIŢA NR. 5",213,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:31",1043,1026,2,6,9,484,469,0,6,9,459,25,1200,716,232,180,0,10,1,4,0,0,4,2,12,2,5,7
26,MARAMUREŞ,"GRĂDINIŢA NR. 5",212,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:52",1058,1048,0,6,4,479,469,0,6,4,465,14,1200,721,243,149,1,9,9,3,0,0,5,0,25,0,11,10
26,MARAMUREŞ,"GRĂDINIȚA NR. 9",101,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:04",1511,1505,2,4,0,640,636,0,4,0,624,16,1600,960,214,153,114,60,6,9,1,4,11,9,1,1,27,14
