precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL VERDE-voturi","PARTIDUL PRO ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi"
25,ILFOV,"PROPRIETATE PRIVATĂ BACHAR DAVID-SAMUIL",241,JILAVA,179383,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:48:18",1647,1629,3,13,2,856,841,0,13,2,799,57,1798,942,108,533,88,12,28,12,9,6,3
25,ILFOV,"PROPRIETATE PRIVATĂ PUȘA HACK",102,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:34",1574,1547,10,17,0,720,703,0,17,0,712,8,1700,980,139,292,23,9,221,8,8,12,0
25,ILFOV,"PROPRIETATE PRIVATĂ: TUTUNARU GHEORGHE",33,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:49",509,490,0,14,5,267,248,0,14,5,255,12,558,291,35,168,10,2,17,4,3,16,0
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",175,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:08",1691,1668,8,15,0,723,708,0,15,0,714,9,1804,1081,72,228,27,7,319,14,35,7,5
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",174,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:30:59",1979,1938,18,19,4,785,762,0,19,4,754,31,2150,1365,83,347,58,17,192,11,30,7,9
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",172,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:33",1715,1696,6,11,2,901,882,6,11,2,860,40,1888,988,132,465,52,11,146,19,24,6,5
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",173,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:34:54",1912,1873,9,29,1,957,927,0,29,1,931,26,2101,1144,111,420,53,19,264,11,31,12,10
25,ILFOV,"SALA DE SPORT ”ANDREEA ISĂRESCU”",112,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:53",1872,1833,25,10,4,911,897,0,10,4,881,30,2100,1189,93,568,58,14,94,29,10,10,5
25,ILFOV,"SALA DE SPORT CIOLPANI",179,CIOLPANI,101902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:09:46",1911,1894,0,8,9,1132,1115,0,8,9,1065,67,2100,968,197,741,26,4,75,10,6,3,3
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA",162,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:36:07",1827,1814,0,13,0,1143,1130,0,13,0,1091,52,2000,857,103,699,36,6,183,19,28,10,7
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",165,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:52:27",1825,1799,5,20,1,1061,1040,0,20,1,1028,33,2000,939,137,553,36,10,235,14,33,6,4
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",166,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:58:45",2018,1977,26,15,0,549,534,0,15,0,538,11,2150,1601,76,151,58,10,191,14,31,2,5
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",164,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:23",1981,1960,6,15,0,1024,1008,1,15,0,993,31,2150,1126,118,489,63,19,241,17,32,4,10
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",163,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:39",1972,1954,0,17,1,1068,1050,0,17,1,1045,23,2100,1032,109,567,33,6,269,15,32,9,5
25,ILFOV,"SALA DE SPORT OTOPENI",56,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:42:20",1746,1724,13,9,0,958,949,0,9,0,918,39,1900,941,78,555,31,33,167,16,28,2,8
25,ILFOV,"SALA DE SPORT OTOPENI",57,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:36:15",1638,1618,0,20,0,927,907,0,20,0,884,43,1800,873,75,468,26,20,228,22,29,10,6
25,ILFOV,"SC ANYADE GYM CLASS SRL",9,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:41",1538,1513,14,10,1,633,622,0,10,1,627,6,1650,1017,55,227,21,10,276,8,16,9,5
25,ILFOV,"SC ANYADE GYM CLASS SRL",8,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:16:18",1632,1592,22,18,0,619,601,0,18,0,600,19,1800,1181,65,211,25,4,277,8,8,0,2
25,ILFOV,"SC ANYADE GYM CLASS SRL",10,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:37:02",1525,1493,12,19,1,635,615,0,19,1,605,30,1650,1015,54,252,15,9,250,8,11,3,3
25,ILFOV,"SC ANYADE GYM CLASS SRL",7,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:11:05",1249,1219,9,20,1,525,504,0,20,1,510,15,1350,825,53,225,20,8,188,7,7,0,2
25,ILFOV,"SC IRIMPEX COM SRL",101,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:27",482,464,0,18,0,356,338,0,18,0,343,1,500,156,71,239,10,1,19,2,1,0,0
25,ILFOV,"SC IRIMPEX COM SRL",100,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:10",1695,1674,1,14,6,1223,1203,0,14,6,1180,24,1800,566,152,940,12,11,50,5,7,3,0
25,ILFOV,"ŞCOALA COZIENI",226,GĂNEASA,103130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:05",681,675,0,6,0,554,548,0,6,0,491,63,750,196,57,393,18,1,7,10,3,0,2
25,ILFOV,"SCOALA CU CLASELE I-IV",135,AFUMAŢI,100834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:19:21",1482,1427,5,29,21,915,865,0,29,21,888,27,1575,660,85,575,38,11,90,19,62,6,2
25,ILFOV,"ŞCOALA DE 4 ANI",237,GRUIU,103513,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:44",1575,1528,1,14,32,963,916,1,14,32,915,48,1700,737,92,655,37,8,103,12,2,2,4
25,ILFOV,"ŞCOALA DE 4 ANI",240,GRUIU,103513,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:39",686,665,2,10,9,496,477,0,10,9,466,30,766,270,64,331,19,3,45,2,2,0,0
25,ILFOV,"ŞCOALA DE 8 ANI",239,GRUIU,103513,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:35",1884,1839,3,16,26,1066,1026,1,16,23,1019,47,2000,934,132,678,54,10,114,14,10,6,1
25,ILFOV,"ŞCOALA DIN SATUL MERII PETCHII",255,NUCI,104421,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:46",866,780,0,35,51,696,610,0,35,51,651,45,900,204,92,305,24,11,173,23,12,7,4
25,ILFOV,"ŞCOALA DIN SATUL MICŞUNEŞTII-MOARĂ",256,NUCI,104421,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:15:18",1445,1308,0,64,73,1139,1002,0,64,73,1022,117,1442,303,100,632,32,16,198,30,6,5,3
25,ILFOV,"ŞCOALA GĂNEASA",225,GĂNEASA,103130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:38",867,823,0,44,0,606,562,0,44,0,570,36,900,294,55,423,30,7,42,4,6,1,2
25,ILFOV,"ŞCOALA GENERALĂ DIN CARTIERUL BĂJENARI",149,BRĂNEŞTI,101298,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:47",1806,1791,1,14,0,983,969,0,14,0,919,64,2000,1017,122,608,40,8,99,17,12,10,3
25,ILFOV,"ŞCOALA GENERALĂ NR. 1",207,DĂRĂŞTI-ILFOV,102525,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:22",1232,1163,0,30,39,929,860,0,30,39,891,38,1380,451,155,595,19,5,106,6,4,1,0
25,ILFOV,"ŞCOALA GENERALĂ NR. 1",206,DĂRĂŞTI-ILFOV,102525,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:37:41",1118,1049,1,26,42,799,731,0,26,42,764,35,1100,301,157,451,10,3,129,5,3,1,5
25,ILFOV,"ȘCOALA GENERALĂ NR.1",131,AFUMAŢI,100834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:17",763,724,2,23,14,517,480,0,23,14,490,26,880,283,50,344,15,2,37,10,31,1,0
25,ILFOV,"ŞCOALA GENERALĂ NR. 1 CU CLASELE V - VIII",132,AFUMAŢI,100834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:26:59",1207,1134,4,33,36,812,743,0,33,36,775,37,1250,438,83,528,28,7,59,16,49,4,1
25,ILFOV,"ȘCOALA GENERALĂ NR. 2",222,DRAGOMIREŞTI-VALE,102605,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:41",1480,1357,2,102,19,857,736,0,102,19,821,36,1500,643,132,484,33,3,140,16,7,2,4
25,ILFOV,"ŞCOALA GENERALĂ NR. 2 CU CLASELE I - IV",134,AFUMAŢI,100834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:43",1767,1700,0,34,33,1136,1072,0,31,33,1093,43,1950,814,115,809,50,3,56,12,41,1,6
25,ILFOV,"ŞCOALA GENERALĂ NR. 3 CU CLASELE I - IV",133,AFUMAŢI,100834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:08",1731,1655,4,37,35,1240,1168,0,37,35,1206,34,1850,610,73,1032,22,0,46,8,25,0,0
25,ILFOV,"ŞCOALA GENERALĂ SNAGOV",267,SNAGOV,105160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:18:19",1993,1904,11,78,0,1225,1147,0,78,0,1161,64,2100,875,152,802,23,7,143,20,7,3,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",119,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:14",1897,1874,1,15,7,1062,1040,0,15,7,997,65,2100,1038,117,636,71,15,90,27,19,12,10
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",116,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:45:08",1764,1720,0,31,13,1024,980,0,31,13,976,48,2000,976,136,622,56,10,105,18,15,5,9
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",117,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:57:53",1706,1675,4,24,3,804,777,0,24,3,769,35,1900,1096,117,431,43,13,108,24,21,5,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",114,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:56",1532,1513,3,13,3,776,760,0,13,3,746,30,1700,924,75,470,57,4,100,14,16,5,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",113,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:32",1381,1348,13,15,5,698,678,0,15,5,685,13,1600,902,88,379,32,12,148,15,6,2,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",115,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:29",1905,1848,11,34,12,986,940,0,34,12,938,48,2100,1114,110,545,52,10,162,22,17,11,9
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",118,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:37:40",1771,1753,2,8,8,904,888,0,8,8,874,30,2000,1096,129,560,46,13,81,25,7,7,6
25,ILFOV,"ȘCOALA GIMNAZIALĂ ANTON PANN",120,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:04",1792,1764,15,13,0,858,845,0,13,0,838,20,2000,1142,94,478,48,6,168,16,18,7,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN I.BĂICOIANU”",271,SNAGOV,105160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:03:11",1509,1467,10,31,1,926,894,0,31,1,876,50,1597,671,116,614,37,13,58,5,12,16,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I- VIII NR.1 ”PROF. ION VIŞOIU”",40,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:31:59",1094,1091,1,2,0,464,462,0,2,0,424,38,1197,735,52,285,23,7,37,8,5,4,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I- VIII NR.1 ”PROF. ION VIŞOIU” -",37,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:16",1614,1604,4,6,0,643,637,0,6,0,609,34,1800,1157,135,356,34,14,49,5,7,4,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF. ION VIŞOIU”",42,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:21",1105,1099,0,6,0,510,504,0,6,0,502,8,1199,689,89,318,27,0,49,6,5,5,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF. ION VIŞOIU”",36,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:56",1718,1692,9,15,2,889,870,2,15,2,852,37,1895,1006,82,460,24,8,245,11,15,4,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF.ION VIŞOIU”",35,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:33:20",728,727,0,1,0,728,727,0,1,0,699,29,1750,1022,104,442,20,7,93,11,9,7,6
25,ILFOV,"SCOALA GIMNAZIALA CU CLASELE I-VIII NR. 1 PROF. ION VISOIU, STRUCTURA CU CLASELE I-IV SI GRUPE DE PRESCOLARI ION OLTEANU-CHITILA",38,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:49:44",1534,1519,0,14,1,799,784,0,14,1,782,17,1650,851,102,505,20,4,109,11,16,6,9
25,ILFOV,"ŞCOALA GIMNAZIALĂ DASCĂLU",204,DASCĂLU,102473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:17:16",2042,1974,2,64,2,1370,1303,1,64,2,1284,82,2100,734,159,891,70,10,118,14,11,4,7
25,ILFOV,"ȘCOALA GIMNAZIALĂ ”GHEORGHE CORNELIU”",218,DOMNEŞTI,102570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:57",1426,1339,2,84,1,737,652,0,84,1,715,22,1500,763,59,429,24,13,168,6,5,7,4
25,ILFOV,"ȘCOALA GIMNAZIALĂ GHEORGHE CORNELIU",219,DOMNEŞTI,102570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:35",1233,1171,2,58,2,649,589,0,58,2,635,14,1300,651,65,469,25,3,62,9,2,0,0
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",91,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:37",1945,1840,3,88,14,1398,1296,0,88,14,1263,39,2000,698,317,615,28,7,263,12,16,4,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",94,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:40",1149,1124,0,23,2,616,591,0,23,2,600,16,1200,584,142,260,14,0,156,18,5,3,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",93,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:49:52",1893,1834,7,49,3,1242,1189,1,49,3,1212,29,2000,759,272,676,25,12,195,14,12,2,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",92,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:54",1455,1402,0,44,9,1085,1032,0,44,9,1052,33,1600,515,339,470,18,6,186,16,12,3,2
25,ILFOV,"SCOALA GIMNAZIALA NR. 1",147,BERCENI,101145,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:32:33",2044,1889,0,120,35,1499,1344,0,120,35,1437,62,2079,580,145,1021,40,10,167,18,20,4,12
25,ILFOV,"SCOALA GIMNAZIALA NR. 1",192,COPĂCENI,179588,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:11",1022,1014,1,5,2,767,760,0,5,2,727,40,1138,371,108,520,22,52,15,5,5,0,0
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1",146,BERCENI,101145,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:50:42",2000,1805,6,169,20,1364,1175,0,169,20,1312,52,2000,636,122,913,32,15,186,27,12,0,5
25,ILFOV,"ŞCOALA GIMNAZIALA NR.1",148,BRĂNEŞTI,101298,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:40",1031,1029,1,1,0,551,550,0,1,0,518,33,1150,599,51,368,20,12,42,12,8,5,0
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",210,DOBROEŞTI,179310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:50:14",1637,1589,24,22,2,886,861,1,22,2,836,50,1750,864,91,401,33,70,153,34,38,9,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",230,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:50:04",1702,1693,1,6,2,996,988,0,6,2,919,77,1900,904,177,661,23,4,34,10,6,2,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",209,DOBROEŞTI,179310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:48:25",1894,1854,15,25,0,898,873,0,25,0,873,25,2000,1102,148,380,28,57,192,14,32,14,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",231,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:20",1670,1657,5,8,0,870,862,0,8,0,834,36,1850,980,165,506,30,8,92,17,10,3,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",193,CORBEANCA,102160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:00:09",1001,955,22,21,3,570,545,1,21,3,534,36,1100,530,110,198,17,10,153,10,19,11,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",208,DOBROEŞTI,179310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:01:38",1626,1593,2,28,3,907,876,0,28,3,708,24,1750,819,74,365,25,42,131,23,33,10,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",194,CORBEANCA,102160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:25:40",2013,1917,35,58,3,1189,1128,0,58,3,1160,29,2100,911,124,310,32,24,608,30,29,0,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",199,CORNETU,102213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:25",1197,1182,2,8,5,587,572,2,8,5,563,23,1302,716,93,352,22,6,59,13,7,5,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",155,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:58",813,787,0,24,2,544,518,0,24,2,524,20,900,356,49,415,29,1,18,7,0,3,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",154,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:32",876,813,4,58,1,563,504,0,58,1,532,31,904,341,57,389,24,2,51,4,1,2,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",203,CORNETU,102213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:04",1232,1210,3,4,15,618,599,0,4,15,598,20,1391,773,106,393,21,8,49,12,4,3,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",202,CORNETU,102213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:59",1031,1015,1,4,11,532,517,0,4,11,519,13,1100,568,75,333,23,12,58,11,5,0,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",156,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:45",913,901,0,8,4,564,552,0,8,4,536,28,1000,436,58,438,22,2,8,2,0,4,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",201,CORNETU,102213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:34",1028,1008,0,8,12,491,471,0,8,12,472,19,1100,609,90,274,25,9,58,7,5,2,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",200,CORNETU,102213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:10",954,934,0,7,13,471,451,0,7,13,446,25,1050,579,83,255,35,6,50,9,5,1,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.1",243,JILAVA,179383,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:01:28",1878,1853,0,24,1,1112,1087,0,24,1,1044,68,2100,988,137,710,82,7,67,19,11,4,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",138,BALOTEŞTI,100969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:39",1024,1014,1,6,3,581,572,0,6,3,547,34,1100,519,82,315,21,4,95,11,9,4,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",137,BALOTEŞTI,100969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:06",1272,1251,10,5,6,704,692,1,5,6,666,38,1400,696,90,413,31,4,99,9,11,6,3
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",1,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:10",1409,1396,2,11,0,674,663,0,11,0,639,35,1500,826,108,340,54,9,90,17,9,8,4
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",2,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:08",1394,1381,5,8,0,746,733,5,8,0,706,40,1550,804,118,369,75,9,98,18,12,3,4
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",4,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:31",1071,1057,3,7,4,561,550,0,7,4,531,30,1200,639,79,303,43,11,59,14,11,3,8
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",3,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:01:40",1477,1459,6,10,2,752,740,0,10,2,727,25,1599,847,125,382,46,8,121,18,11,8,8
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",5,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:57",1483,1469,4,10,0,713,702,1,10,0,693,20,1600,887,83,333,48,13,175,21,10,7,3
25,ILFOV,"SCOALA GIMNAZIALA NR.1 BRANESTI",150,BRĂNEŞTI,101298,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:10",1341,1328,0,13,0,727,714,0,13,0,700,27,1500,773,78,510,22,14,51,12,6,4,3
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",21,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:22:03",1711,1672,2,21,16,970,932,1,21,16,915,55,1900,930,111,505,37,12,140,28,9,73,0
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",22,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:53:44",1812,1781,2,9,20,1012,983,0,9,20,919,93,2000,988,106,549,49,10,98,17,8,71,11
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",20,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:39",1667,1631,2,18,16,936,935,0,0,1,910,26,1809,73,96,538,61,7,110,29,3,60,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",184,CIOROGÂRLA,101957,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:13",1957,1908,4,35,10,1197,1152,0,35,10,1147,50,2200,1003,159,766,32,9,133,29,8,7,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",183,CIOROGÂRLA,101957,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:15",1580,1473,53,43,11,982,939,0,43,0,939,43,1600,618,73,701,37,5,99,13,3,5,3
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",127,"1 DECEMBRIE",102543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:30:10",2008,1972,17,16,3,968,949,0,16,3,938,30,2200,1224,253,431,42,9,151,12,12,23,5
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",128,"1 DECEMBRIE",102543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:29:48",1889,1867,0,16,6,894,872,0,16,6,858,36,2050,1156,253,393,58,3,88,15,8,36,4
