precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OLĂRAŞU COSMIN-ALIN-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL MESTEACĂN",57,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:21",415,408,2,3,2,228,222,1,3,2,220,8,451,223,0,99,32,3,53,13,0,12,8
22,HUNEDOARA,"CĂMINUL CULTURAL ”MINERUL” GHELARI",368,GHELARI,86883,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:39:43",840,823,1,10,6,405,389,0,10,6,387,18,900,495,4,186,63,11,99,14,1,0,9
22,HUNEDOARA,"CĂMINUL CULTURAL MINTIA",513,VEŢEL,91982,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:12",923,908,7,6,2,529,518,3,6,2,500,29,1000,471,7,164,94,8,187,17,1,9,13
22,HUNEDOARA,"CĂMINUL CULTURAL NUCȘOARA",459,"SĂLAŞU DE SUS",91116,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:42:06",242,226,5,6,5,174,162,1,6,5,168,6,250,76,1,89,13,0,59,4,1,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL OCOLIȘU MARE",309,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:48",182,171,0,10,1,133,122,0,10,1,128,5,192,59,0,61,18,4,32,3,0,0,10
22,HUNEDOARA,"CĂMINUL CULTURAL OCOLIŞU MIC",408,"ORĂŞTIOARA DE SUS",90342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:21",313,304,3,4,2,228,222,0,4,2,226,2,350,122,0,67,50,2,97,6,1,1,2
22,HUNEDOARA,"CĂMINUL CULTURAL OHABA",389,"LĂPUGIU DE JOS",89954,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:32",497,418,0,74,5,350,271,0,74,5,324,26,498,148,2,128,52,2,129,5,4,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL ORMINDEA",278,BĂIŢA,88092,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:50",459,443,4,4,8,281,269,1,4,7,273,8,500,219,3,96,46,0,96,19,1,0,12
22,HUNEDOARA,"CĂMINUL CULTURAL OSTROV",438,"RÂU DE MORI",90878,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:41",361,357,1,1,2,268,264,1,1,2,254,14,400,132,2,172,18,0,50,9,1,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL PANC",361,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:35:36",156,135,0,15,6,109,88,0,15,6,103,6,150,41,0,54,36,0,9,4,0,0,0
22,HUNEDOARA,"CAMINUL CULTURAL PAUCINESTI",454,SARMIZEGETUSA,91054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:45",151,137,0,9,5,120,106,0,9,5,117,3,150,30,0,71,9,2,23,5,0,0,7
22,HUNEDOARA,"CĂMINUL CULTURAL PĂULIŞ",479,ŞOIMUŞ,91330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:44",566,555,0,10,1,355,344,0,10,1,344,11,620,265,0,108,53,2,157,15,1,2,6
22,HUNEDOARA,"CĂMINUL CULTURAL PEȘTEANA",355,DENSUŞ,89348,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:51:23",312,282,4,18,8,239,210,3,18,8,235,4,290,51,4,76,13,0,129,5,1,1,6
22,HUNEDOARA,"CĂMINUL CULTURAL PEȘTENIȚA",356,DENSUŞ,89348,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:03:14",225,213,0,8,4,163,151,0,8,4,160,3,176,13,1,59,19,0,66,8,0,0,7
22,HUNEDOARA,"CĂMINUL CULTURAL PESTIȘU MIC",409,"PESTIŞU MIC",90431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:16:52",214,188,3,22,1,160,137,0,22,1,156,4,200,40,1,71,18,0,51,7,4,0,4
22,HUNEDOARA,"CĂMINUL CULTURAL POGĂNEȘTI",523,ZAM,92177,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:31:15",204,192,0,12,0,120,108,0,12,0,112,8,230,110,0,23,27,1,42,13,1,2,3
22,HUNEDOARA,"CĂMINUL CULTURAL POIANA",263,BALŞA,87843,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:04:02",77,63,0,8,6,66,52,0,8,6,59,7,80,14,0,16,2,0,38,2,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL POIENI",357,DENSUŞ,89348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:43",81,48,0,24,9,81,48,0,24,9,81,0,90,9,0,62,5,0,11,1,0,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL POIENIŢA",264,BALŞA,87843,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:21:48",77,68,1,5,3,50,41,1,5,3,47,3,75,25,0,9,13,0,24,1,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL POIENIȚA VOINII",329,BUNILA,89026,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:00",79,71,0,8,0,69,61,0,8,0,69,0,83,14,0,39,4,2,22,0,0,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL POPEŞTI",339,CÂRJIŢI,86749,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:55:23",134,114,0,19,1,87,67,0,19,1,82,5,125,38,1,20,21,1,23,6,7,0,3
22,HUNEDOARA,"CĂMINUL CULTURAL PRICAZ",498,TURDAŞ,91688,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:51",1107,1065,1,25,16,716,675,0,25,16,670,46,1180,464,4,300,97,7,238,12,0,0,12
22,HUNEDOARA,"CAMINUL CULTURAL RĂCHITOVA",433,RĂCHITOVA,90725,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:53",566,492,1,44,29,460,386,1,44,29,448,12,550,90,2,337,47,0,48,8,2,0,4
22,HUNEDOARA,"CĂMINUL CULTURAL RĂDULEȘTI",362,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:31:33",143,134,0,8,1,95,86,0,8,1,85,10,148,53,0,48,20,0,5,5,1,0,6
22,HUNEDOARA,"CĂMINUL CULTURAL RAPOLŢEL",432,"RAPOLTU MARE",90663,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:02",181,174,0,6,1,114,107,0,6,1,108,6,200,86,3,22,52,0,16,8,1,2,4
22,HUNEDOARA,"CĂMINUL CULTURAL RÂU BĂRBAT",424,PUI,90538,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:05:31",187,145,0,27,15,143,101,0,27,15,119,8,160,33,3,72,12,0,27,3,1,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL RÂU MIC",463,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:10:04",141,136,0,4,1,101,96,0,4,1,98,3,150,49,0,55,9,2,24,7,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL RENGHET",212,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:13:36",168,157,0,9,2,124,113,0,9,2,111,13,200,76,1,32,20,1,51,4,0,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL RIBIŢA",442,RIBIŢA,90805,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:25",523,469,0,23,31,400,346,0,23,31,376,24,556,156,3,186,55,3,106,9,1,1,12
22,HUNEDOARA,"CĂMINUL CULTURAL RIȘCA",256,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:14:17",177,167,0,8,2,133,123,0,8,2,129,4,188,55,6,30,23,2,57,7,1,0,3
22,HUNEDOARA,"CĂMINUL CULTURAL ROȘCANI",363,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:52",580,528,1,23,28,387,336,0,23,28,363,24,581,194,2,239,71,6,26,10,2,2,5
22,HUNEDOARA,"CĂMINUL CULTURAL ROVINA",300,BRĂNIŞCA,88546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:58",194,177,0,17,0,127,110,0,17,0,116,11,140,13,1,51,28,0,24,6,1,2,3
22,HUNEDOARA,"CĂMINUL CULTURAL ROVINA",323,BUCUREŞCI,88868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:45:05",141,123,0,16,2,109,91,0,16,2,106,3,137,28,0,83,4,0,13,5,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL RUDA",371,GHELARI,86883,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:26:21",115,104,1,9,1,68,58,0,9,1,62,6,105,37,2,35,5,0,16,2,1,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL RUDA-BRAD",58,"MUNICIPIUL BRAD",87291,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:12",157,151,0,6,0,67,61,0,6,0,63,4,211,144,0,17,16,2,21,4,1,1,1
22,HUNEDOARA,"CĂMINUL CULTURAL RUȘI",311,"BRETEA ROMÂNĂ",88644,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:52:14",134,128,0,6,0,134,128,0,6,0,127,7,214,80,1,63,37,0,18,2,0,1,5
22,HUNEDOARA,"CĂMINUL CULTURAL SĂCĂMAȘ",384,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:36",187,164,10,7,6,109,96,0,7,6,104,5,192,83,2,55,24,3,12,4,1,1,2
22,HUNEDOARA,"CĂMINUL CULTURAL SĂCĂRÂMB",348,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:27",170,156,2,11,1,104,92,0,11,1,102,2,180,76,1,34,14,2,40,6,1,1,3
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLAȘU DE SUS",456,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:02",431,404,1,17,9,293,267,0,17,9,277,16,459,166,2,137,35,1,86,7,1,0,8
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLCIVA",524,ZAM,92177,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:31:47",404,390,2,12,0,256,244,0,12,0,238,18,413,157,1,78,50,3,93,8,1,2,2
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLIŞTIOARA",510,VĂLIŞOARA,91937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:20:53",232,226,0,5,1,157,151,0,5,1,151,6,256,99,0,71,40,1,30,3,0,3,3
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNPETRU",472,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:22:08",213,200,0,8,5,160,149,0,8,3,152,8,239,79,2,76,29,4,32,6,2,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTĂMĂRIA DE PIATRĂ",199,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:21",130,118,0,8,4,101,89,0,8,4,99,2,150,49,0,34,20,1,38,5,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTĂMĂRIA-ORLEA",466,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:33",636,619,0,8,9,452,435,0,8,9,432,20,690,238,1,173,103,2,82,45,3,0,23
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTANDREI",245,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:07",915,911,1,2,1,488,485,0,2,1,457,31,1000,512,20,144,77,10,164,22,4,4,12
22,HUNEDOARA,"CĂMINUL CULTURAL SÂRBI",385,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:47",349,344,0,3,2,221,216,0,3,2,209,12,390,169,0,122,50,1,22,7,0,2,5
22,HUNEDOARA,"CAMINUL CULTURAL SARMIZEGETUSA",451,SARMIZEGETUSA,91054,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 01:45:10",425,399,0,5,21,358,332,0,5,21,341,10,522,164,0,121,47,0,161,0,0,2,10
22,HUNEDOARA,"CĂMINUL CULTURAL SERECA",285,BERIU,88261,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:33",243,232,0,9,2,167,156,0,9,2,160,7,250,83,0,69,21,1,57,6,2,0,4
22,HUNEDOARA,"CĂMINUL CULTURAL ŞESURI",324,BUCUREŞCI,88868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:11",339,304,0,22,13,284,249,0,22,13,276,8,350,66,4,74,17,0,170,8,0,0,3
22,HUNEDOARA,"CĂMINUL CULTURAL SILVAŞU DE JOS",220,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:46",243,212,0,23,8,243,212,0,23,8,237,6,350,107,1,66,33,2,99,24,4,2,6
22,HUNEDOARA,"CĂMINUL CULTURAL SILVAȘU DE SUS",221,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:03",253,240,0,9,4,202,189,0,9,4,185,17,300,98,1,41,29,0,90,18,1,0,5
22,HUNEDOARA,"CĂMINUL CULTURAL SÎNTUHALM",46,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:26",661,646,0,9,6,318,303,0,9,6,304,14,900,582,9,80,56,4,79,36,5,13,22
22,HUNEDOARA,"CĂMINUL CULTURAL ŞOIMUŞ",474,ŞOIMUŞ,91330,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:46:10",1090,1072,1,7,10,677,660,0,7,10,639,38,1200,523,11,123,107,5,337,27,0,8,21
22,HUNEDOARA,"CĂMINUL CULTURAL STÂNCEȘTI",364,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:43:08",102,94,0,7,1,59,51,0,7,1,59,0,104,45,3,20,23,2,4,5,1,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL ȘTEI",358,DENSUŞ,89348,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:38:18",228,176,0,45,7,187,135,0,45,7,185,2,210,23,0,138,12,0,28,4,0,0,3
22,HUNEDOARA,"CĂMINUL CULTURAL STREISÎNGEORGIU",202,"ORAŞ CĂLAN",87424,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:59",657,641,0,7,9,419,403,0,7,9,407,12,700,281,0,126,59,1,160,17,5,6,33
22,HUNEDOARA,"CĂMINUL CULTURAL TĂMĂŞASA",402,MĂRTINEŞTI,90262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:03:52",123,106,0,9,8,77,61,0,9,7,70,7,120,43,0,50,3,2,10,4,1,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRNAVA",301,BRĂNIŞCA,88546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:58:23",89,75,0,14,0,57,43,0,14,0,52,5,100,43,1,18,5,0,26,1,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRNĂVIȚA",302,BRĂNIŞCA,88546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:00",147,141,0,4,2,90,84,0,4,2,89,1,180,90,0,28,31,0,26,3,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRSA",295,BOŞOROD,88449,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:21:29",152,144,2,4,2,124,118,0,4,2,119,5,150,26,3,61,12,0,32,7,0,0,4
22,HUNEDOARA,"CĂMINUL CULTURAL TĂTĂRĂŞTI",333,BURJUC,89080,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:52",163,147,0,13,3,97,81,0,13,3,89,8,155,58,0,55,3,0,17,10,0,3,1
22,HUNEDOARA,"CĂMINUL CULTURAL TELIUCU INFERIOR",481,"TELIUCU INFERIOR",86936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:32:34",1243,1198,0,15,30,723,678,0,15,30,677,46,1303,580,9,307,63,3,247,21,9,5,13
22,HUNEDOARA,"CĂMINUL CULTURAL TISA",334,BURJUC,89080,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:33",121,93,0,26,2,79,51,0,26,2,77,2,108,29,2,20,6,0,35,12,0,1,1
22,HUNEDOARA,"CĂMINUL CULTURAL TOMEŞTI",485,TOMEŞTI,91447,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 01:26:41",217,201,1,10,5,166,151,0,10,5,158,8,225,59,0,46,15,0,91,1,0,1,4
22,HUNEDOARA,"CĂMINUL CULTURAL TOPLIȚA",488,TOPLIŢA,91535,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:20",206,149,0,54,3,162,105,0,54,3,158,4,180,18,1,33,22,2,75,19,1,0,5
22,HUNEDOARA,"CĂMINUL CULTURAL TOPLIȚA MUREȘULUI",349,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:49:46",85,71,0,9,5,64,50,0,9,5,64,0,90,26,0,19,7,2,34,1,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL TURDAŞ",497,TURDAŞ,91688,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:49:32",421,408,0,7,6,267,254,0,7,6,254,8,450,188,5,89,44,2,98,7,3,0,6
22,HUNEDOARA,"CĂMINUL CULTURAL UIBĂREŞTI",446,RIBIŢA,90805,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:34:49",60,48,0,8,4,47,35,0,8,4,45,2,52,5,0,20,11,0,11,1,1,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL URSICI",296,BOŞOROD,88449,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:58",55,46,0,9,0,35,26,0,9,0,34,1,54,19,0,9,10,0,10,3,0,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL VĂLARI",492,TOPLIŢA,91535,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:25:47",51,25,0,24,2,48,22,0,24,2,48,0,53,5,1,18,9,0,11,1,1,0,7
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA DÎLJII",441,"RÂU DE MORI",90878,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:59",186,177,0,5,4,154,145,0,5,4,150,4,200,46,0,92,23,1,26,4,1,3,0
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA LUNGĂ",386,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:03",99,85,0,8,6,75,61,0,8,6,74,1,102,27,0,50,9,1,7,3,0,0,4
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA POIENII",518,VORŢA,92097,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:59:41",134,82,0,47,5,134,82,0,47,5,130,4,155,21,0,68,12,4,43,1,0,2,0
22,HUNEDOARA,"CĂMINUL CULTURAL VĂLIŞOARA",508,VĂLIŞOARA,91937,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:28:01",605,563,0,26,16,414,372,0,26,16,395,19,641,227,4,193,62,4,102,13,5,4,8
22,HUNEDOARA,"CĂMINUL CULTURAL VEŢEL",511,VEŢEL,91982,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:08",924,903,4,9,8,537,520,0,9,8,530,7,1000,463,15,160,137,12,145,29,8,10,14
22,HUNEDOARA,"CĂMINUL CULTURAL ”VIOREL BRANA” CRIŞAN",443,RIBIŢA,90805,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:46",329,294,1,14,20,268,233,1,14,20,251,17,345,77,1,124,32,0,78,2,2,1,11
22,HUNEDOARA,"CĂMINUL CULTURAL VISCA",519,VORŢA,92097,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 08:52:34",422,292,0,112,18,367,237,0,112,18,339,23,406,44,0,145,53,5,121,4,0,0,11
22,HUNEDOARA,"CĂMINUL CULTURAL VOIA",266,BALŞA,87843,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:07:45",79,64,0,3,12,57,42,0,3,12,56,1,70,13,1,8,6,1,39,0,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL ZAM",520,ZAM,92177,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:43",521,497,2,22,0,363,340,1,22,0,344,19,566,203,5,110,62,1,134,27,1,0,4
22,HUNEDOARA,"CĂMINUL CULTURAL ZĂVOI",465,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:07:06",111,105,0,5,1,85,79,0,5,1,84,1,120,35,1,40,12,0,24,2,0,0,5
22,HUNEDOARA,"CĂMINUL CULTURAL ZDRAPȚI",353,CRIŞCIOR,87362,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:03:33",716,706,2,4,4,429,421,0,4,4,406,23,800,371,3,177,69,7,130,13,2,2,3
22,HUNEDOARA,"CANTINA DE AJUTOR SOCIAL",169,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:36",1291,1286,0,5,0,524,519,0,5,0,488,36,1400,876,15,222,80,4,109,24,2,3,29
22,HUNEDOARA,"CANTINA DE AJUTOR SOCIAL (FOSTA CANTINA LICEU MINER)",44,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:15:50",1012,995,2,12,3,440,425,0,12,3,413,27,1100,660,18,117,71,9,89,55,12,16,26
22,HUNEDOARA,"CANTINA SOCIALĂ HAŢEG",218,"ORAŞ HAŢEG",87576,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:19:40",1746,1671,10,32,33,1138,1070,3,32,33,1028,39,1800,733,14,366,211,9,309,82,15,7,15
22,HUNEDOARA,"CASA CĂSĂTORIILOR",193,"ORAŞ CĂLAN",87424,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:53:32",1292,1272,0,12,8,618,598,0,12,8,586,31,1482,864,12,198,115,9,170,45,13,3,21
22,HUNEDOARA,"CASA COMUNALĂ CERBĂL-SALA DE ŞEDINŢĂ A CONSILIULUI LOCAL CERBĂL",340,CERBĂL,89151,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:48:02",188,166,1,19,2,133,112,0,19,2,121,12,155,22,1,88,0,0,10,19,2,0,1
22,HUNEDOARA,"CASA DE CULTURA",48,"MUNICIPIUL BRAD",87291,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:49:17",914,903,0,7,4,430,419,0,7,4,407,23,1020,590,3,201,59,2,91,30,1,9,11
22,HUNEDOARA,"CASA DE CULTURA",47,"MUNICIPIUL BRAD",87291,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:31:55",804,792,5,7,0,352,344,1,7,0,332,20,949,597,4,125,41,1,91,45,7,5,13
22,HUNEDOARA,"CASA DE CULTURĂ",128,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:45",1537,1517,9,11,0,724,713,0,11,0,681,43,1700,976,15,297,121,3,140,73,8,5,19
22,HUNEDOARA,"CASA DE CULTURĂ „LADISLAU SCHMIDT”",222,"ORAŞ PETRILA",87077,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 01:47:34",1367,1359,0,7,1,547,539,0,7,1,496,51,1600,1053,20,255,118,26,36,2,18,2,19
22,HUNEDOARA,"CASA DE CULTURĂ URICANI",251,"ORAŞ URICANI",87139,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:46",1637,1622,0,6,9,667,653,0,6,8,631,36,1800,1133,10,340,84,66,70,29,5,3,24
22,HUNEDOARA,"CASA MAGHIARĂ DEVA ( FOSTA CASA ARMATEI)",32,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:35",1116,1096,10,8,2,550,539,1,8,2,534,16,1200,650,24,117,55,8,125,60,13,5,127
22,HUNEDOARA,"CASA MAGHIARĂ DEVA (FOSTA CASA ARMATEI)",33,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:23",1249,1219,16,14,0,631,617,0,14,0,608,23,1400,769,32,172,66,12,150,96,16,16,48
22,HUNEDOARA,"CASA PENSIONARILOR",161,"MUNICIPIUL PETROŞANI",86990,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:45:05",1398,1392,0,6,0,521,515,0,6,0,495,25,1600,1079,19,204,145,10,50,21,7,7,32
22,HUNEDOARA,"CASA PENSIONARILOR",162,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:57",1023,1016,0,7,0,378,371,0,7,0,348,30,1100,722,17,131,139,5,19,16,5,1,15
22,HUNEDOARA,"CASA PENSIONARILOR LONEA",233,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:10",1190,1172,6,11,1,598,582,4,11,1,572,26,1200,602,13,322,129,3,38,27,15,3,22
22,HUNEDOARA,"CASA SATULUI UROI",247,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:44",528,510,10,8,0,297,289,0,8,0,290,7,800,503,8,92,40,0,119,19,2,3,7
22,HUNEDOARA,"CASA TINERETULUI CINCIȘAN",482,"TELIUCU INFERIOR",86936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:08",539,516,0,12,11,369,346,0,12,11,350,19,550,181,2,132,36,10,143,10,3,3,11
22,HUNEDOARA,"CENTRUL CULTURAL DRĂGAN MUNTEAN",1,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:21:35",1681,1665,0,16,0,782,766,0,16,0,752,30,1800,1018,32,258,75,17,169,118,14,14,55
22,HUNEDOARA,"CENTRUL CULTURAL DRĂGAN MUNTEAN",2,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:20:36",1109,1097,0,12,0,498,486,0,12,0,485,13,1191,693,11,163,81,12,91,74,14,6,33
