precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"CASA DE CULTURĂ PUTINEIU",190,PUTINEIU,104715,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:54:43",1011,900,0,98,13,814,703,0,98,13,790,24,989,175,10,255,487,19,5,14
19,GIURGIU,"CENTRUL DE ASISTENŢĂ DUPĂ PROGRAMUL ŞCOLAR, DĂRĂŞTI-VLAŞCA",66,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:04",1606,1589,0,16,1,867,850,0,16,1,844,23,1745,878,13,72,699,60,0,0
19,GIURGIU,"CLADIREA PRIMARIEI GHIMPATI",135,GHIMPAŢI,103238,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:55:11",583,481,1,45,56,424,322,1,45,56,411,13,591,167,1,41,332,34,2,1
19,GIURGIU,"CLĂDIRE DE INTERES PUBLIC",166,IZVOARELE,103899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:06",105,53,0,45,7,84,32,0,45,7,84,0,113,29,0,13,69,2,0,0
19,GIURGIU,"CLUBUL CADRELOR MILITARE ÎN RETRAGERE",24,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:01",1471,1463,0,7,1,593,585,0,7,1,570,23,1608,1015,48,173,240,60,37,12
19,GIURGIU,"COLEGIUL NAŢIONAL ”ION MAIORESCU”",45,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:43",1012,1000,6,6,0,440,433,1,6,0,424,16,1124,684,32,128,199,38,19,8
19,GIURGIU,"COLEGIUL NAŢIONAL ”ION MAIORESCU”",44,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:09",825,809,6,10,0,410,400,0,10,0,407,3,885,475,20,157,189,15,14,12
19,GIURGIU,"COLEGIUL TEHNIC VICEAMIRAL IOAN BĂLĂNESCU",8,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:19",983,974,1,8,0,393,385,0,8,0,383,10,1078,685,19,144,145,55,16,4
19,GIURGIU,"CREȘA DE COPII CU PROGRAM NORMAL",150,GREACA,103470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:45:43",1300,1168,0,78,54,947,815,0,78,54,918,29,1353,406,25,610,41,223,8,11
19,GIURGIU,"DIRECŢIA PENTRU AGRICULTURĂ JUDEŢEANĂ",15,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:58",1145,1137,0,8,0,476,468,0,8,0,444,32,1264,788,25,108,233,41,29,8
19,GIURGIU,"DISPENSAR UMAN IZVORU",141,GOGOŞARI,103309,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:57",507,481,0,10,16,348,322,0,10,16,344,4,542,194,4,25,309,5,0,1
19,GIURGIU,"FOSTA PRIMĂRIE",140,GOGOŞARI,103309,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:07:42",92,83,0,6,3,75,66,0,6,3,74,1,89,14,0,26,43,3,2,0
19,GIURGIU,"FOSTA ŞCOALA CU CLASELE I-IV PODU POPA NAE",130,GĂISENI,103087,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:28",124,118,0,3,3,89,83,0,3,3,88,1,131,42,1,14,60,13,0,0
19,GIURGIU,"FOSTA ŞCOALA RĂLEŞTI",142,GOGOŞARI,103309,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:08:12",129,120,0,6,3,86,77,0,6,3,85,1,130,44,2,23,53,7,0,0
19,GIURGIU,"GALERIILE DE ARTĂ",2,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:45",883,874,1,7,1,433,425,0,7,1,416,17,995,562,43,128,179,30,29,7
19,GIURGIU,"GRADINITA BRĂNIŞTARI",91,CĂLUGĂRENI,101662,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:11:04",563,538,2,23,0,369,346,0,23,0,334,8,590,248,7,112,170,33,5,7
19,GIURGIU,"GRĂDINIŢA CĂSUŢA FERMECATĂ",38,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:22",930,920,1,8,1,352,343,0,8,1,338,14,1023,668,12,129,133,42,15,7
19,GIURGIU,"GRĂDINIŢA CRIVINA",54,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:14",738,724,0,6,8,368,354,0,6,8,356,12,793,425,16,73,236,28,2,1
19,GIURGIU,"GRĂDINIŢA CU PN NR.3 NEAJLOV",95,CLEJANI,101984,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:51",1251,1142,1,60,48,1020,912,0,60,48,987,33,1294,271,3,60,886,32,0,6
19,GIURGIU,"GRĂDINIŢA CU PN NR.8 CĂRĂMIDARI",16,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:08",1700,1693,0,6,1,804,797,0,6,1,780,24,1851,1044,32,213,421,88,15,11
19,GIURGIU,"GRĂDINIŢA CU PN NR.9",36,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:00:23",888,878,1,8,1,297,287,1,8,1,274,13,971,677,17,104,94,38,12,9
19,GIURGIU,"GRĂDINIŢA CU PP NR.9",37,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:58",968,955,0,11,2,337,324,0,11,2,318,19,1058,721,14,125,109,47,15,8
19,GIURGIU,"GRĂDINIŢĂ CU PROGRAM NORMAL",219,STOENEŞTI,105348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:17",375,295,0,55,25,326,246,0,55,25,314,9,354,31,0,28,274,11,1,0
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL CARTOJANI",198,"ROATA DE JOS",104831,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:47",743,737,0,6,0,403,397,0,6,0,390,13,810,407,2,74,275,30,5,4
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL CU 3 SĂLI DE GRUPĂ GHIMPAȚI",137,GHIMPAŢI,103238,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:47",1351,1202,1,35,113,828,680,0,35,113,826,2,1321,493,7,62,716,36,5,0
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL GRĂDIŞTEA",103,COMANA,102106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:23",1110,1043,0,19,48,693,626,0,19,48,648,45,1200,507,9,528,42,58,11,0
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 1 BUDENI",101,COMANA,102106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:27",623,577,0,28,18,380,334,0,28,18,365,15,649,269,9,294,17,42,2,1
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 PIETRIŞU",133,GĂUJANI,103194,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:59:47",853,766,0,54,33,611,524,0,54,33,566,45,845,234,199,225,98,41,1,2
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 1 ROATA MICA",201,"ROATA DE JOS",104831,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:18",427,419,0,8,0,302,294,0,8,0,291,11,461,151,9,56,196,29,1,0
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 2",155,HOTARELE,103639,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:29",567,515,0,49,3,435,383,0,49,3,417,18,569,134,17,154,187,47,9,3
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 2 GORNENI",159,IEPUREŞTI,103693,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:00",458,388,0,65,5,458,388,0,65,5,433,25,466,7,12,184,203,22,0,12
19,GIURGIU,"GRADINIŢA CU PROGRAM NORMAL NR.2 PLOPŞORU",112,DAIA,102446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:56",577,559,0,14,4,381,363,0,14,4,364,16,622,242,18,99,205,19,7,16
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 3",157,HOTARELE,103639,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:53",600,552,0,46,2,464,416,0,46,2,448,16,611,147,11,166,225,42,2,2
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR 3",60,"ORAŞ MIHĂILEŞTI",104136,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:19:47",1201,1137,0,64,0,906,842,0,64,0,881,25,1245,339,15,399,397,55,8,7
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR 3 CETATEA",122,FRĂTEŞTI,102909,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:46",439,391,1,24,23,247,200,0,24,23,240,7,427,180,7,51,150,26,2,4
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 ONCEŞTI",217,STĂNEŞTI,105295,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:23",332,279,2,29,22,219,168,0,29,22,207,12,303,84,7,44,134,17,3,2
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 PLOPŞORU",113,DAIA,102446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:53",684,661,0,15,8,447,424,0,15,8,426,21,725,277,7,140,240,34,3,2
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3 STEJARU",211,SINGURENI,105106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:05",587,542,0,28,17,468,423,0,28,17,448,12,600,120,3,270,120,52,3,0
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR.3 VALEA BUJORULUI",168,IZVOARELE,103899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:25",416,325,1,47,43,318,228,0,47,43,310,8,404,86,0,27,274,5,4,0
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 VARLAAM",68,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:33:47",478,465,0,13,0,236,223,0,13,0,227,9,511,275,9,21,170,22,2,3
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 BĂLANU",215,STĂNEŞTI,105295,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:50",475,443,0,23,9,296,264,0,23,9,291,5,489,193,14,52,204,18,3,0
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR 4 CETATEA (BĂLĂNOAIA)",123,FRĂTEŞTI,102909,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:25",248,220,0,21,7,154,126,0,21,7,148,6,239,80,1,31,93,14,5,4
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 MOGOŞEŞTI",67,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:42",375,366,0,9,0,220,211,0,9,0,210,10,401,181,10,40,124,28,3,5
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 POŞTA",89,BUTURUGENI,101617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:45",392,376,0,12,4,237,221,0,12,4,227,10,389,152,2,48,155,22,0,0
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.5 COPACIU",136,GHIMPAŢI,103238,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:15:58",720,659,1,9,51,441,380,1,9,51,438,3,724,283,3,10,419,6,0,0
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.6",25,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:21:59",1196,1188,2,5,1,498,492,0,5,1,480,18,1009,511,53,135,186,60,31,15
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6",81,BUCŞANI,101378,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:56",391,357,0,30,4,311,277,0,30,4,303,8,397,86,9,57,223,11,3,0
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.8 GORNENI",14,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:35",1210,1201,0,8,1,406,397,0,8,1,367,39,1327,921,20,112,157,44,25,9
19,GIURGIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT",65,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:22",1157,1124,0,29,4,609,576,0,29,4,593,16,1230,621,13,58,472,44,3,3
19,GIURGIU,"GRĂDINIŢA DE COPII BOLINTIN - DEAL",77,BOLINTIN-DEAL,101163,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:24:13",965,947,5,8,5,488,473,2,8,5,458,30,1048,560,20,79,304,45,3,7
19,GIURGIU,"GRĂDINIŢA DE COPII COSOBA",105,COSOBA,179748,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:52:20",1106,1078,0,15,13,1106,1078,0,15,13,719,34,1191,438,191,202,233,90,1,2
19,GIURGIU,"GRĂDINIŢA DE COPII COSOBA",106,COSOBA,179748,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:27:22",1110,1100,0,2,8,758,748,0,2,8,733,25,1214,456,209,238,224,57,3,2
19,GIURGIU,"GRĂDINIŢA DE COPII SLOBOZIA",213,SLOBOZIA,100549,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:21",1105,1101,0,3,1,618,614,0,3,1,579,31,1206,596,18,415,79,43,21,3
19,GIURGIU,"GRĂDINIŢA ” IRIS” OGREZENI",182,OGREZENI,104485,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:39",822,784,0,24,14,564,526,0,24,14,550,14,860,296,51,140,321,32,5,1
19,GIURGIU,"GRĂDINIŢA ”MARIN MOGESCU”",225,ULMI,105623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:27",458,442,0,16,0,458,442,0,16,0,444,14,715,257,45,230,38,47,78,6
19,GIURGIU,"GRADINITA NR. 2 BRANISTEA",185,OINACU,104519,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:44",787,703,3,18,63,593,512,0,18,63,582,11,847,254,5,44,512,18,1,2
19,GIURGIU,"GRADINITA NR. 3 COMASCA",186,OINACU,104519,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:22",549,510,0,4,35,380,341,0,4,35,329,16,560,215,4,28,285,11,0,1
19,GIURGIU,"GRADINITA NR.4 GHIONEA",226,ULMI,105623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:23",464,458,0,6,0,308,302,0,6,0,292,16,505,197,44,108,35,25,79,1
19,GIURGIU,"LICEUL ”NICOLAE CARTOJAN”",10,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:07",1360,1349,1,10,0,522,512,0,10,0,506,16,1488,966,23,189,208,62,19,5
19,GIURGIU,"LICEUL ”NICOLAE CARTOJAN”",9,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:59",1172,1160,3,6,3,440,431,0,6,3,414,16,1280,825,19,141,196,44,10,4
19,GIURGIU,"LICEUL TEHNOLOGIC TIU DUMITRESCU",57,"ORAŞ MIHĂILEŞTI",104136,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:00:59",1119,1051,3,62,3,882,817,0,62,3,849,10,1138,266,31,283,482,39,10,4
19,GIURGIU,"LICEUL TEHNOLOGIC TIU DUMITRESCU",59,"ORAŞ MIHĂILEŞTI",104136,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:04:10",958,915,2,39,2,724,683,0,39,2,701,21,1009,256,18,279,349,52,1,2
19,GIURGIU,"LICEUL TEHNOLOGIC TIU DUMITRESCU",58,"ORAŞ MIHĂILEŞTI",104136,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:37",895,842,0,52,1,700,647,0,52,1,683,17,927,227,19,263,349,38,0,14
19,GIURGIU,"LICEUL ”TUDOR VIANU”",4,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:27",1067,1058,0,7,2,430,421,0,7,2,406,24,1195,765,20,128,152,73,24,9
19,GIURGIU,"LICEUL ”UDRIŞTE NĂSTUREL”",156,HOTARELE,103639,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:15:32",621,552,0,63,6,424,355,0,63,6,398,25,610,186,14,140,209,28,5,2
19,GIURGIU,"LICEUL ”UDRISTE NASTUREL HOTARELE",154,HOTARELE,103639,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:44:40",1088,987,0,96,5,812,711,0,96,5,769,43,1089,277,23,387,301,50,5,3
19,GIURGIU,"LICEU TEHNOLOGIC ”DIMITRIE BOLINTINEANU”",52,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:03",898,886,0,9,3,507,495,0,9,3,483,24,980,473,29,86,327,34,4,3
19,GIURGIU,"PRIMĂRIA COMUNEI DAIA",111,DAIA,102446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:58",250,223,0,10,17,180,153,0,10,17,171,9,264,84,2,39,117,10,3,0
19,GIURGIU,"PRIMARIA COMUNEI PRUNDU",187,PRUNDU,104680,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:27",1630,1622,0,8,0,1010,1002,0,8,0,982,28,1786,776,13,86,770,107,3,3
19,GIURGIU,"PRIMĂRIA MUNICIPIULUI GIURGIU",3,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:06",1022,1014,1,7,0,394,387,0,7,0,371,23,1122,728,18,117,180,30,20,6
19,GIURGIU,"PRIMARIA SINGURENI",209,SINGURENI,105106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:00:41",1104,1021,4,47,32,783,705,0,46,32,757,26,1152,369,12,428,246,69,1,1
19,GIURGIU,PRIMĂRIE,53,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:01",1757,1727,1,10,19,828,799,0,10,19,810,18,1923,1095,54,175,515,53,7,6
19,GIURGIU,"PUNCTUL TERMIC NR. 35",34,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:52:11",1115,1108,1,5,1,440,434,0,5,1,432,8,1232,792,44,156,167,42,23,0
19,GIURGIU,"PUNCTUL TERMIC NR.35",35,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:30",856,847,0,9,0,332,323,0,9,0,305,27,847,515,7,127,125,39,0,7
19,GIURGIU,"ŞCOALA CU CLASELE I-IV IANCULEŞTI",220,STOENEŞTI,105348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:55",222,209,0,5,8,188,175,0,5,8,182,6,230,42,2,58,107,15,0,0
19,GIURGIU,"ŞCOALA CU CLASELE I-IV MIRĂU",221,STOENEŞTI,105348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:09",143,117,0,22,4,109,87,0,18,4,94,6,129,29,1,38,48,2,1,4
19,GIURGIU,"ŞCOALA DIN CETĂTUIA",132,GĂUJANI,103194,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:29",177,132,2,30,13,138,94,1,30,13,132,6,157,19,40,52,21,15,2,2
19,GIURGIU,"ŞCOALA GENERALĂ NR. 2 RĂSUCENI",194,RĂSUCENI,104788,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:35",295,267,0,8,20,194,166,0,8,20,189,5,313,119,1,19,165,4,0,0
19,GIURGIU,"ŞCOALA GENERALĂ RADU VODĂ",167,IZVOARELE,103899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:31",149,99,1,38,11,149,99,1,38,11,144,5,181,32,3,8,129,3,1,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",19,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:09:52",1112,1096,2,6,8,448,434,0,6,8,418,16,1218,784,28,186,135,44,21,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",22,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:52",951,948,0,3,0,397,394,0,3,0,375,22,1049,652,11,143,142,41,29,9
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",21,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:45:38",1183,1178,0,5,0,498,493,0,5,0,481,17,1310,812,27,175,195,44,34,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",20,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:08",1094,1089,1,4,0,449,445,0,4,0,432,13,1203,754,22,164,175,42,18,11
19,GIURGIU,"ȘCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",18,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:40",992,983,2,7,0,401,394,0,7,0,381,20,1091,690,24,133,138,37,38,11
19,GIURGIU,"ȘCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",17,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:50",1421,1413,3,5,0,541,536,0,5,0,525,16,1592,1051,38,148,252,51,30,6
19,GIURGIU,"SCOALA GIMNAZIALA ANGHEL MARES - LOCAL GRADINITA GOSTINU",145,GOSTINU,103354,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:45",680,638,0,26,16,496,454,0,26,16,470,26,718,222,12,75,356,19,7,1
19,GIURGIU,"SCOALA GIMNAZIALA ANGHEL MARES- LOCAL GRADINITA GOSTINU",146,GOSTINU,103354,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:46:18",759,709,0,21,29,522,472,0,21,29,496,26,814,292,10,100,355,26,5,0
19,GIURGIU,"ŞCOALA GIMNAZIALA ”APOSTOL ARSACHE” VEDEA",245,VEDEA,105909,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:04",816,733,0,45,38,563,480,0,45,38,537,26,796,233,1,143,339,52,2,0
19,GIURGIU,"ŞCOALA GIMNAZIALA ” AUREL SOLACOLU” OGREZENI",181,OGREZENI,104485,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:12:29",1262,1231,0,7,24,847,816,0,7,24,819,28,1351,504,81,357,306,65,9,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ BANU BALEANU",76,BOLINTIN-DEAL,101163,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:25",1206,1170,3,23,10,644,611,1,23,9,606,38,1286,642,29,169,331,61,4,12
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN STĂNCESCU”",193,RĂSUCENI,104788,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:59",764,632,0,60,72,525,393,0,60,72,514,11,776,251,10,72,404,22,3,3
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”DRĂGHICI DAVILA”",131,GĂUJANI,103194,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:15:39",965,861,1,67,36,707,604,0,67,36,660,47,995,288,177,324,132,18,3,6
19,GIURGIU,"SCOALA GIMNAZIALA DUMITRU CONSTANTIN MIHAI BRAVU",178,"MIHAI BRAVU",104118,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:36",1049,963,2,45,39,794,711,1,45,37,689,22,1097,386,13,43,570,60,2,1
19,GIURGIU,"SCOALA GIMNAZIALA DUMITRU CONSTANTIN MIHAI BRAVU",179,"MIHAI BRAVU",104118,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:44",854,775,0,40,39,590,511,0,40,39,555,20,896,321,11,61,424,55,2,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ DUMITRU PĂTRAȘCU",108,"CREVEDIA MARE",102348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:04:39",1500,1482,0,17,1,1104,1086,0,17,1,1085,1,1626,540,570,60,415,36,1,3
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”ELINA BASARAB” HERĂŞTI",153,HERĂŞTI,179757,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:30",1795,1651,0,121,23,1177,1033,0,121,23,1107,45,1865,713,23,344,669,56,15,0
19,GIURGIU,"ȘCOALĂ GIMNAZIALĂ IOAN BĂDILĂ MALU",175,MALU,179739,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:38",927,854,2,47,24,712,641,0,47,24,694,16,940,230,6,399,219,60,3,7
19,GIURGIU,"ŞCOALA GIMNAZIALA ”MARIN M. ȚICULESCU” BĂNEASA",69,BĂNEASA,101001,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:18:40",1105,1068,1,10,26,745,709,0,10,26,693,52,1217,472,11,141,444,87,7,3
19,GIURGIU,"ŞCOALA GIMNAZIALĂ MIHAI EMINESCU",47,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:35",1289,1281,0,6,2,554,546,0,6,2,521,28,1416,867,38,172,210,68,24,9
19,GIURGIU,"ȘCOALA GIMNAZIALĂ MIHAI EMINESCU",48,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:17",1198,1190,3,4,1,490,485,0,4,1,470,12,1316,832,33,136,209,57,24,11
19,GIURGIU,"ŞCOALA GIMNAZIALĂ MIRCEA CEL BĂTRÂN",5,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:34",1170,1165,0,5,0,549,544,0,5,0,526,23,1313,764,27,184,226,62,19,8
