precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL S.O.S. ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL VERDE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
25,ILFOV,"PROPRIETATE PRIVATĂ BACHAR DAVID-SAMUIL",241,JILAVA,179383,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:48:18",1647,1629,3,13,2,856,841,0,13,2,799,57,1798,942,88,3,108,533,6,9,28,12,12
25,ILFOV,"PROPRIETATE PRIVATĂ PUȘA HACK",102,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 01:08:36",1551,1524,10,17,0,720,703,0,17,0,712,8,1700,980,23,0,139,292,12,8,221,8,9
25,ILFOV,"PROPRIETATE PRIVATĂ: TUTUNARU GHEORGHE",33,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:49",509,490,0,14,5,267,248,0,14,5,255,12,558,291,10,0,35,168,16,3,17,4,2
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",175,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:08",1691,1668,8,15,0,723,708,0,15,0,714,9,1804,1081,27,5,72,228,7,35,319,14,7
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",174,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:30:59",1979,1938,18,19,4,785,762,0,19,4,754,31,2150,1365,58,9,83,347,7,30,192,11,17
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",172,CHIAJNA,179249,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 01:29:46",1715,1696,6,11,2,901,882,6,11,2,860,40,1889,988,52,5,132,465,6,24,146,19,11
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",173,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:34:54",1912,1873,9,29,1,957,927,0,29,1,931,26,2101,1144,53,10,111,420,12,31,264,11,19
25,ILFOV,"SALA DE SPORT ”ANDREEA ISĂRESCU”",112,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:53",1872,1833,25,10,4,911,897,0,10,4,881,30,2100,1189,58,5,93,568,10,10,94,29,14
25,ILFOV,"SALA DE SPORT CIOLPANI",179,CIOLPANI,101902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:09:46",1911,1894,0,8,9,1132,1115,0,8,9,1065,67,2100,968,26,3,197,741,3,6,75,10,4
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA",162,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:36:07",1827,1814,0,13,0,1143,1130,0,13,0,1091,52,2000,857,36,7,103,699,10,28,183,19,6
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",165,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:52:27",1825,1799,5,20,1,1061,1040,0,20,1,1028,33,2000,939,36,4,137,553,6,33,235,14,10
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",166,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:58:45",2018,1977,26,15,0,549,534,0,15,0,538,11,2150,1601,58,5,76,151,2,31,191,14,10
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",164,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:23",1981,1960,6,15,0,1024,1008,1,15,0,993,31,2150,1126,63,10,118,489,4,32,241,17,19
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",163,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:39",1972,1954,0,17,1,1068,1050,0,17,1,1045,23,2100,1032,33,5,109,567,9,32,269,15,6
25,ILFOV,"SALA DE SPORT OTOPENI",56,"ORAŞ OTOPENI",179481,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:56:57",1746,1724,13,9,0,958,949,0,9,0,918,39,1900,942,31,8,78,555,2,28,167,16,33
25,ILFOV,"SALA DE SPORT OTOPENI",57,"ORAŞ OTOPENI",179481,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:35:14",1638,1618,0,20,0,927,907,0,20,0,884,43,1800,873,26,6,75,468,10,29,228,22,20
25,ILFOV,"SC ANYADE GYM CLASS SRL",9,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:41",1538,1513,14,10,1,633,622,0,10,1,627,6,1650,1017,21,5,55,227,9,16,276,8,10
25,ILFOV,"SC ANYADE GYM CLASS SRL",8,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:10:36",1645,1616,11,18,0,621,603,0,18,0,602,19,1799,1178,24,2,66,207,8,11,274,7,3
25,ILFOV,"SC ANYADE GYM CLASS SRL",10,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 07:47:34",1525,1493,12,19,1,635,615,0,19,1,605,30,1650,1015,15,3,54,252,3,11,250,8,9
25,ILFOV,"SC ANYADE GYM CLASS SRL",7,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:11:05",1249,1219,9,20,1,525,504,0,20,1,510,15,1350,825,20,2,53,225,0,7,188,7,8
25,ILFOV,"SC IRIMPEX COM SRL",101,"ORAŞ POPEŞTI-LEORDENI",179533,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:24:07",483,464,1,18,0,356,338,0,18,0,343,1,500,144,10,0,71,239,0,1,19,2,1
25,ILFOV,"SC IRIMPEX COM SRL",100,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:42:57",1695,1674,1,14,6,1223,1203,0,14,6,1180,24,1800,577,12,0,152,940,3,7,50,5,11
25,ILFOV,"ŞCOALA COZIENI",226,GĂNEASA,103130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:05",681,675,0,6,0,554,548,0,6,0,491,63,750,196,18,2,57,393,0,3,7,10,1
25,ILFOV,"SCOALA CU CLASELE I-IV",135,AFUMAŢI,100834,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:14:26",1482,1427,5,29,21,915,865,0,29,21,889,26,1575,660,38,2,85,575,6,63,90,19,11
25,ILFOV,"ŞCOALA DE 4 ANI",237,GRUIU,103513,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:44",1575,1528,1,14,32,963,916,1,14,32,915,48,1700,737,37,4,92,655,2,2,103,12,8
25,ILFOV,"ŞCOALA DE 4 ANI",240,GRUIU,103513,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:39",686,665,2,10,9,496,477,0,10,9,466,30,766,270,19,0,64,331,0,2,45,2,3
25,ILFOV,"ŞCOALA DE 8 ANI",239,GRUIU,103513,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:35",1884,1839,3,16,26,1066,1026,1,16,23,1019,47,2000,934,54,1,132,678,6,10,114,14,10
25,ILFOV,"ŞCOALA DIN SATUL MERII PETCHII",255,NUCI,104421,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:57:09",866,780,0,35,51,696,610,0,35,51,651,45,900,204,24,4,92,305,7,12,173,23,11
25,ILFOV,"ŞCOALA DIN SATUL MICŞUNEŞTII-MOARĂ",256,NUCI,104421,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:15:18",1445,1308,0,64,73,1139,1002,0,64,73,1022,117,1442,303,32,3,100,632,5,6,198,30,16
25,ILFOV,"ŞCOALA GĂNEASA",225,GĂNEASA,103130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:38",867,823,0,44,0,606,562,0,44,0,570,36,900,294,30,2,55,423,1,6,42,4,7
25,ILFOV,"ŞCOALA GENERALĂ DIN CARTIERUL BĂJENARI",149,BRĂNEŞTI,101298,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:47",1806,1791,1,14,0,983,969,0,14,0,919,64,2000,1017,40,3,122,608,10,12,99,17,8
25,ILFOV,"ŞCOALA GENERALĂ NR. 1",207,DĂRĂŞTI-ILFOV,102525,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:22",1232,1163,0,30,39,929,860,0,30,39,891,38,1380,451,19,0,155,595,1,4,106,6,5
25,ILFOV,"ŞCOALA GENERALĂ NR. 1",206,DĂRĂŞTI-ILFOV,102525,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:37:41",1118,1049,1,26,42,799,731,0,26,42,764,35,1100,301,10,5,157,451,1,3,129,5,3
25,ILFOV,"ȘCOALA GENERALĂ NR.1",131,AFUMAŢI,100834,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:52:13",763,724,2,23,14,517,480,0,23,14,490,26,800,283,15,0,50,344,1,31,37,10,2
25,ILFOV,"ŞCOALA GENERALĂ NR. 1 CU CLASELE V - VIII",132,AFUMAŢI,100834,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:40:40",1207,1134,4,33,36,812,743,0,33,36,777,35,1250,438,28,1,83,530,4,49,59,16,7
25,ILFOV,"ȘCOALA GENERALĂ NR. 2",222,DRAGOMIREŞTI-VALE,102605,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:41",1480,1357,2,102,19,857,736,0,102,19,821,36,1500,643,33,4,132,484,2,7,140,16,3
25,ILFOV,"ŞCOALA GENERALĂ NR. 2 CU CLASELE I - IV",134,AFUMAŢI,100834,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:22:42",1767,1700,0,34,33,1136,1072,0,31,33,1094,42,1950,814,50,6,115,810,1,41,56,12,3
25,ILFOV,"ŞCOALA GENERALĂ NR. 3 CU CLASELE I - IV",133,AFUMAŢI,100834,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:42:55",1731,1655,4,37,35,1240,1168,0,37,35,1208,31,1850,610,22,0,73,1033,0,26,46,8,0
25,ILFOV,"ŞCOALA GENERALĂ SNAGOV",267,SNAGOV,105160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:18:19",1993,1904,11,78,0,1225,1147,0,78,0,1161,64,2100,875,23,4,152,802,3,7,143,20,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",119,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:14",1897,1874,1,15,7,1062,1040,0,15,7,997,65,2100,1038,71,10,117,636,12,19,90,27,15
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",116,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:45:08",1764,1720,0,31,13,1024,980,0,31,13,976,48,2000,976,56,9,136,622,5,15,105,18,10
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",117,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:57:53",1706,1675,4,24,3,804,777,0,24,3,769,35,1900,1096,43,7,117,431,5,21,108,24,13
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",114,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:56",1532,1513,3,13,3,776,760,0,13,3,746,30,1700,924,57,5,75,470,5,16,100,14,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",113,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:32",1381,1348,13,15,5,698,678,0,15,5,685,13,1600,902,32,3,88,379,2,6,148,15,12
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",115,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:29",1905,1848,11,34,12,986,940,0,34,12,938,48,2100,1114,52,9,110,545,11,17,162,22,10
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",118,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:37:40",1771,1753,2,8,8,904,888,0,8,8,874,30,2000,1096,46,6,129,560,7,7,81,25,13
25,ILFOV,"ȘCOALA GIMNAZIALĂ ANTON PANN",120,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:04",1792,1764,15,13,0,858,845,0,13,0,838,20,2000,1142,48,3,94,478,7,18,168,16,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN I.BĂICOIANU”",271,SNAGOV,105160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:03:11",1509,1467,10,31,1,926,894,0,31,1,876,50,1597,671,37,5,116,614,16,12,58,5,13
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I- VIII NR.1 ”PROF. ION VIŞOIU”",40,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:20:35",1094,1091,1,2,0,464,462,0,2,0,424,38,1197,733,23,3,52,285,4,5,37,8,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I- VIII NR.1 ”PROF. ION VIŞOIU” -",37,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:10:00",1614,1604,4,6,0,643,637,0,6,0,609,34,1800,1157,34,5,135,356,4,7,49,5,14
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF. ION VIŞOIU”",42,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:30:02",1105,1099,0,6,0,510,504,0,6,0,502,8,1199,689,27,3,89,318,5,5,49,6,0
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF. ION VIŞOIU”",36,"ORAŞ CHITILA",179285,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:39:10",1718,1692,9,15,2,889,870,2,15,2,852,37,1895,1006,24,3,82,460,4,15,245,11,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF.ION VIŞOIU”",35,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:48:48",1583,1580,2,1,0,728,727,0,1,0,699,29,1750,1022,20,6,104,442,7,9,93,11,7
25,ILFOV,"SCOALA GIMNAZIALA CU CLASELE I-VIII NR. 1 PROF. ION VISOIU, STRUCTURA CU CLASELE I-IV SI GRUPE DE PRESCOLARI ION OLTEANU-CHITILA",38,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:26:34",1534,1519,0,14,1,799,784,0,14,1,782,17,1650,851,20,9,102,505,6,16,109,11,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ DASCĂLU",204,DASCĂLU,102473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:56:58",2042,1974,2,64,2,1370,1303,1,64,2,1284,82,2100,734,70,7,159,891,4,11,118,14,10
25,ILFOV,"ȘCOALA GIMNAZIALĂ ”GHEORGHE CORNELIU”",218,DOMNEŞTI,102570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:57",1426,1339,2,84,1,737,652,0,84,1,715,22,1500,763,24,4,59,429,7,5,168,6,13
25,ILFOV,"ȘCOALA GIMNAZIALĂ GHEORGHE CORNELIU",219,DOMNEŞTI,102570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:35",1233,1171,2,58,2,649,589,0,58,2,635,14,1300,651,25,0,65,469,0,2,62,9,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",91,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:35:42",1945,1840,3,88,14,1302,1200,0,88,14,1263,39,2000,698,28,1,317,615,4,16,263,12,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",94,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:42:02",1158,1124,9,23,2,616,591,0,23,2,600,16,1200,584,14,2,142,260,3,5,156,18,0
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",93,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:45:38",1893,1834,7,49,3,1242,1189,1,49,3,1212,29,2000,758,25,4,272,676,2,12,195,14,12
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",92,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:13:50",1458,1402,3,44,9,1085,1032,0,44,9,1052,33,1600,515,18,2,339,470,3,12,186,16,6
25,ILFOV,"SCOALA GIMNAZIALA NR. 1",147,BERCENI,101145,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:50:53",2047,1889,3,120,35,1499,1344,0,120,35,1437,62,2079,580,40,12,145,1021,4,20,167,18,10
25,ILFOV,"SCOALA GIMNAZIALA NR. 1",192,COPĂCENI,179588,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 08:36:17",1022,1014,1,5,2,767,760,0,5,2,727,40,1138,371,22,0,108,520,0,5,15,5,52
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1",146,BERCENI,101145,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:50:42",2000,1805,6,169,20,1364,1175,0,169,20,1312,52,2000,636,32,5,122,913,0,12,186,27,15
25,ILFOV,"ŞCOALA GIMNAZIALA NR.1",148,BRĂNEŞTI,101298,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:40",1031,1029,1,1,0,551,550,0,1,0,518,33,1150,599,20,0,51,368,5,8,42,12,12
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",210,DOBROEŞTI,179310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:50:14",1637,1589,24,22,2,886,861,1,22,2,836,50,1750,864,33,7,91,401,9,38,153,34,70
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",230,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:50:04",1702,1693,1,6,2,996,988,0,6,2,919,77,1900,904,23,2,177,661,2,6,34,10,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",209,DOBROEŞTI,179310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:48:25",1894,1854,15,25,0,898,873,0,25,0,873,25,2000,1102,28,8,148,380,14,32,192,14,57
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",231,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:20",1670,1657,5,8,0,870,862,0,8,0,834,36,1850,980,30,3,165,506,3,10,92,17,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",193,CORBEANCA,102160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:00:09",1001,955,22,21,3,570,545,1,21,3,534,36,1100,530,17,6,110,198,11,19,153,10,10
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",208,DOBROEŞTI,179310,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:01:10",1626,1593,2,28,3,948,917,0,28,3,874,74,1750,802,33,9,92,459,12,37,151,25,56
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",194,CORBEANCA,102160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:25:40",2013,1917,35,58,3,1189,1128,0,58,3,1160,29,2100,911,32,3,124,310,0,29,608,30,24
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",199,CORNETU,102213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:25",1197,1182,2,8,5,587,572,2,8,5,563,23,1302,716,22,6,93,352,5,7,59,13,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",155,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:58",813,787,0,24,2,544,518,0,24,2,524,20,900,356,29,2,49,415,3,0,18,7,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",154,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:32",876,813,4,58,1,563,504,0,58,1,532,31,904,341,24,2,57,389,2,1,51,4,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",203,CORNETU,102213,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:10",1232,1210,3,4,15,618,599,0,4,15,598,20,1391,773,21,2,106,393,3,4,49,12,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",202,CORNETU,102213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:59",1031,1015,1,4,11,532,517,0,4,11,519,13,1100,568,23,2,75,333,0,5,58,11,12
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",156,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:45",913,901,0,8,4,564,552,0,8,4,536,28,1000,436,22,2,58,438,4,0,8,2,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",201,CORNETU,102213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:34",1028,1008,0,8,12,491,471,0,8,12,472,19,1100,609,25,2,90,274,2,5,58,7,9
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",200,CORNETU,102213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:10",954,934,0,7,13,471,451,0,7,13,446,25,1050,579,35,2,83,255,1,5,50,9,6
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.1",243,JILAVA,179383,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:35:59",1879,1853,1,24,1,1112,1087,0,24,1,1044,68,2100,988,82,7,137,710,4,11,67,19,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",138,BALOTEŞTI,100969,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:51:08",1025,1014,2,6,3,581,572,0,6,3,547,34,1100,519,21,6,82,315,4,9,95,11,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",137,BALOTEŞTI,100969,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:32:27",1272,1251,10,5,6,704,692,1,5,6,666,38,1400,696,31,3,90,413,6,11,99,9,4
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",1,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:10",1409,1396,2,11,0,674,663,0,11,0,639,35,1500,826,54,4,108,340,8,9,90,17,9
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",2,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 01:41:23",1407,1394,5,8,0,746,738,0,8,0,714,32,1553,807,77,4,115,369,5,13,99,21,11
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",4,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:31",1071,1057,3,7,4,561,550,0,7,4,531,30,1200,639,43,8,79,303,3,11,59,14,11
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",3,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 14:10:46",1477,1459,6,10,2,752,740,0,10,2,727,25,1599,847,46,8,125,382,8,11,121,18,8
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",5,"ORAŞ BRAGADIRU",179221,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:40:38",1483,1469,4,10,0,713,702,1,10,0,693,20,1600,887,48,3,83,333,7,10,175,21,13
25,ILFOV,"SCOALA GIMNAZIALA NR.1 BRANESTI",150,BRĂNEŞTI,101298,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:10",1341,1328,0,13,0,727,714,0,13,0,700,27,1500,773,22,3,78,510,4,6,51,12,14
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",21,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:32:13",1711,1672,2,21,16,970,932,1,21,16,915,55,1900,930,37,0,111,505,73,9,140,28,12
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",22,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:53:55",1812,1781,2,9,20,1012,983,0,9,20,919,93,2000,988,49,11,106,549,71,8,98,17,10
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",20,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:07:16",1651,1616,2,18,15,935,902,0,18,15,910,25,1800,865,61,6,96,538,60,3,110,29,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",184,CIOROGÂRLA,101957,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:09:11",1957,1908,4,35,10,1197,1152,0,35,10,1147,50,2200,1003,32,4,159,766,7,8,133,29,9
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",183,CIOROGÂRLA,101957,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:15",1580,1473,53,43,11,982,939,0,43,0,939,43,1600,618,37,3,73,701,5,3,99,13,5
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",127,"1 DECEMBRIE",102543,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:34:49",2008,1972,17,16,3,968,949,0,16,3,938,30,2200,1232,42,5,253,431,23,12,151,12,9
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",128,"1 DECEMBRIE",102543,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:13:35",1892,1867,3,16,6,894,872,0,16,6,858,36,2050,1156,58,4,253,393,36,8,88,15,3
