precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GÂDEA ADRIAN-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","STĂVĂRACHE COSTEL-CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ŢOLE MARIN-PARTIDUL NAȚIONAL LIBERAL-voturi","MARDALE GEORGE-CĂTĂLIN-PARTIDUL S.O.S. ROMÂNIA-voturi","FLOREA GABRIEL-FLORINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
36,TELEORMAN,"CLĂDIREA ŞCOLII ELEMENTARE GRESIA",293,STEJARU,154415,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:03",105,88,0,12,5,90,73,0,12,5,88,0,90,2,45,2,3,2,36
36,TELEORMAN,"CLĂDIREA ŞCOLII GENERALE SOCETU",294,STEJARU,154415,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:43:36",609,546,0,42,21,461,398,0,42,21,444,14,620,158,293,4,20,7,120
36,TELEORMAN,"CLĂDIRE PRIMĂRIE FOSTA ŞCOALĂ CU CLASELE I-IV DOROBANŢU",149,CRÂNGENI,152617,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:53",197,192,0,4,1,118,113,0,4,1,110,8,200,82,24,2,69,2,13
36,TELEORMAN,"CLĂDIRE PRIMĂRIE FOSTA ŞCOALĂ CU CLASELE I-IV STEJARU",150,CRÂNGENI,152617,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:45",178,171,0,6,1,120,113,0,6,1,114,6,190,70,50,12,31,11,10
36,TELEORMAN,"CLĂDIRE PRIMĂRIE -FOST SEDIU CAP BĂCĂLEȘTI",133,"CĂLMĂŢUIU DE SUS",152467,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:34:17",733,671,1,13,48,529,468,0,13,48,504,25,730,201,260,5,200,14,25
36,TELEORMAN,"CLUB SĂTESC",142,CIUPERCENI,151709,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:26:59",515,428,1,58,28,419,332,1,58,28,401,18,490,71,217,8,158,3,15
36,TELEORMAN,"CLUBUL COPIILOR",44,"MUNICIPIUL ROŞIORI DE VEDE",151870,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:42:09",1253,1247,1,5,0,547,542,0,5,0,516,24,1370,823,227,177,45,12,55
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. D. GHICA”",9,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:55:27",1153,1142,1,9,1,583,573,0,9,1,563,20,1270,687,302,64,126,12,59
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. D. GHICA”",8,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:09",1414,1410,1,2,1,650,647,0,2,1,625,25,1550,900,347,32,167,21,58
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. I. CUZA”",24,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:07",962,951,0,10,1,380,369,0,10,1,375,5,1040,660,207,29,72,26,41
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. I. CUZA”",25,"MUNICIPIUL ALEXANDRIA",151790,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:18:13",954,943,0,10,1,431,420,0,10,1,413,18,1080,649,234,35,78,16,50
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. I. CUZA”",26,"MUNICIPIUL ALEXANDRIA",151790,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:09:20",887,877,0,7,3,390,380,0,7,3,384,6,1000,610,198,34,81,14,57
36,TELEORMAN,"COLEGIUL NAŢIONAL ”ANASTASESCU”",52,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:08:09",1307,1306,0,1,0,522,521,0,1,0,506,16,1480,958,249,141,52,13,51
36,TELEORMAN,"COLEGIUL NAŢIONAL ”UNIREA”",65,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:42:46",1151,1115,2,6,28,514,480,0,6,28,497,17,1230,716,314,42,75,14,52
36,TELEORMAN,"COLEGIUL NAŢIONAL ”UNIREA”",64,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:13:39",1040,1029,3,8,0,442,432,2,8,0,416,16,1130,698,256,37,68,13,42
36,TELEORMAN,"COLEGIUL TEHNIC ”ANGHEL SALIGNY”",38,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:32:41",991,980,0,9,2,426,415,0,9,2,395,31,1090,664,210,90,47,11,37
36,TELEORMAN,"DISPENSARUL BRᾸTᾸŞANI",309,TRIVALEA-MOŞTENI,154754,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:04:20",559,490,0,46,23,398,329,0,46,23,386,12,540,142,250,8,49,8,71
36,TELEORMAN,"DISPENSAR UMAN (HOL)",106,BOGDANA,152127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:37:28",581,471,0,79,31,417,328,0,79,10,400,17,510,93,312,10,60,6,12
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL",122,BUZESCU,152332,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:56:40",1237,1158,0,29,50,777,698,0,29,50,673,27,1280,580,520,4,102,7,40
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL",119,BUJORU,152314,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:09:09",737,674,0,37,26,613,550,0,37,26,528,22,740,190,304,7,192,4,21
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL",316,ŢIGĂNEŞTI,154834,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:54",1163,1134,0,2,27,700,671,0,2,27,672,28,1280,580,528,16,59,16,53
36,TELEORMAN,"GRĂDINIȚĂ CU PROGRAM NORMAL",329,VIIŞOARA,154914,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:36:29",563,525,0,6,32,444,406,0,6,32,429,15,615,171,151,5,219,8,46
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL BRAGADIRU",114,BRAGADIRU,152234,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:14",1078,1022,0,6,50,658,602,0,6,50,590,18,1120,512,470,8,11,7,94
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL CALOMFIREȘTI",252,POROSCHIA,151834,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:35",776,766,0,10,0,546,536,0,10,0,537,9,840,294,375,16,16,6,124
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL CONŢEŞTI",143,CONŢEŞTI,152564,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:48:26",1379,1300,0,24,55,863,784,0,24,55,811,52,1430,567,681,16,68,12,34
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL DRACEA",159,DRACEA,155109,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:32:26",1082,995,1,24,62,556,470,0,24,62,546,10,1090,534,54,7,434,10,41
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL ”DR.GHEORGHE FURTUNĂ”",107,BOTOROAGA,152172,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:07",1032,936,0,44,52,693,597,0,44,52,676,17,1020,327,278,12,252,16,118
36,TELEORMAN,"GRADINITA CU PROGRAM NORMAL NR.1",202,MĂLDĂENI,153277,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:59:23",908,878,0,11,19,527,497,0,11,19,508,19,980,453,243,27,85,26,127
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",182,GRATIA,153062,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:58:30",950,897,0,22,31,673,620,0,22,31,658,15,1020,347,453,12,109,19,65
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",209,MERENI,153295,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:48:19",770,745,0,2,23,427,402,0,2,23,422,5,820,393,50,2,309,6,55
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 CREVENICU",153,CREVENICU,151932,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:28:19",733,636,0,48,49,561,464,0,48,49,537,18,700,145,334,17,24,16,146
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 NENCIULEȘTI",219,NENCIULEŞTI,154996,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:37:03",771,729,1,16,25,507,465,1,16,25,474,32,800,294,272,11,137,5,49
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 PUTINEIU",254,PUTINEIU,153829,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:29",1034,973,0,36,25,756,695,0,36,25,720,36,1070,314,182,16,480,11,31
36,TELEORMAN,"GRADINITA CU PROGRAM NORMAL ,NR.1 SEACA , SAT SEACA , JUDETUL TELEORMAN , STRADA VICTORIEI , NR.75",276,SEACA,154139,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:58:07",1263,1114,0,88,61,720,571,0,88,61,702,18,1290,570,218,9,437,3,35
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 VITĂNEȘTI",330,VITĂNEŞTI,153776,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:52",971,840,0,53,78,673,542,0,53,78,673,0,1010,337,641,0,16,0,16
36,TELEORMAN,"GRADINITA CU PROGRAM NORMAL NR.2",203,MĂLDĂENI,153277,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:12:45",1210,1180,0,4,26,729,699,0,4,26,708,21,1300,571,344,32,177,17,138
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2",268,SÂRBENI,154308,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:59:32",594,508,0,71,15,457,371,0,71,15,430,15,570,125,369,8,16,15,22
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",109,BOTOROAGA,152172,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:38",1039,911,0,82,46,723,595,0,82,46,717,6,1000,277,365,10,282,11,49
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",241,PLOPII-SLĂVITEŞTI,153623,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:54:37",591,527,0,38,26,541,477,0,38,26,414,63,610,133,123,13,131,14,133
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",193,LIŢA,151763,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:56:14",1074,1022,0,22,30,681,629,0,22,30,652,29,1120,439,412,13,185,16,26
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",185,ISLAZ,151736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:33:17",1476,1443,0,15,18,816,783,0,15,18,773,43,1570,754,392,50,266,32,33
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",148,CRÂNGENI,152617,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:41:32",564,528,0,4,32,342,306,0,4,32,290,18,580,271,75,10,177,4,24
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.2",73,"MUNICIPIUL TURNU MĂGURELE",151683,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:35:42",1212,1201,1,5,5,501,491,0,5,5,471,19,1330,840,267,19,84,24,77
36,TELEORMAN,"GRĂDİNİŢA CU PROGRAM NORMAL NR.2",166,"DRĂGĂNEŞTI DE VEDE",152868,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:19:26",536,507,0,9,20,368,339,0,9,20,362,5,580,213,186,32,124,8,12
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 BĂDULEASA",255,PUTINEIU,153829,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:30",537,488,0,35,14,408,359,0,35,14,393,15,530,122,67,11,283,5,27
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.2 BLEJEŞTI",101,BLEJEŞTI,152083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:07",828,812,0,4,12,525,509,0,4,12,516,9,900,375,408,9,15,20,64
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 BUTEȘTI (FOST LOCAL AL ȘCOLII CU CLASELE I-IV BUTEȘTI)",283,SILIŞTEA,154228,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:07",439,429,0,8,2,281,271,0,8,2,270,11,470,189,101,15,113,11,30
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 FRUMOASA",175,FRUMOASA,152993,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:44:49",423,404,0,5,14,315,296,0,5,14,315,0,460,145,176,6,99,6,28
36,TELEORMAN,"GRADINITA CU PROGRAM NORMAL NR.2 NAVODARI , SAT NAVODARI, COMUNA SEACA , JUDETUL TELEORMAN, STRADA DUNARII, NR.107",277,SEACA,154139,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:40",643,562,0,33,48,491,410,0,33,48,471,20,670,179,172,2,268,4,25
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 PĂRU ROTUND",220,NENCIULEŞTI,154996,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 22:37:48",468,455,0,6,7,300,294,0,6,0,268,26,500,206,86,2,149,11,20
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 PĂULEASCA",176,FRUMOASA,152993,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:26:37",394,372,0,13,9,289,267,0,13,9,280,9,429,139,135,5,107,10,23
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2, TĂMĂȘEȘTI",80,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:28:31",660,647,0,7,6,473,460,0,7,6,446,27,720,247,187,25,140,40,54
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",269,SÂRBENI,154308,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:20:01",384,325,1,50,8,283,227,0,50,6,270,8,320,42,210,8,19,10,23
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",53,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:15",1155,1145,0,9,1,438,428,0,9,1,419,19,1300,862,215,109,23,15,57
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",240,PLOPII-SLĂVITEŞTI,153623,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:08:16",778,693,0,55,30,592,507,0,55,30,543,49,790,198,111,89,157,13,173
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",56,"MUNICIPIUL TURNU MĂGURELE",151683,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:07:33",1207,1199,3,1,4,531,526,0,1,4,500,31,1320,789,266,30,64,41,99
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3",111,BOTOROAGA,152172,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:46:46",1217,1014,0,153,50,935,732,0,153,50,907,24,1120,189,636,0,192,9,70
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",57,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:44",1027,1023,0,4,0,412,408,0,4,0,394,18,1130,718,219,27,55,30,63
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3, FURCULEȘTI",78,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:49:35",1294,1264,1,20,9,807,778,0,20,9,775,32,1400,593,308,38,293,41,95
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 SILIȘTEA MICĂ (FOST LOCAL AL ȘCOLII CU CLASELE I-IV SILIȘTEA MICĂ)",284,SILIŞTEA,154228,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:52:00",259,250,0,4,5,168,159,0,4,5,163,5,270,102,88,12,39,6,18
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 VALEA PĂRULUI",207,MÂRZĂNEŞTI,153339,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:45:22",679,601,0,46,32,585,507,0,46,32,480,26,650,143,213,4,208,22,33
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4, FOTĂCHEȘTI",77,"ORAŞ VIDELE",151905,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:32:38",901,892,0,8,1,522,513,0,8,1,495,27,971,449,184,25,200,25,61
36,TELEORMAN,"GRĂDINITA CU PROGRAM NORMAL NR.5",48,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:31:10",1332,1325,1,4,2,492,486,0,4,2,471,21,1460,968,223,145,24,13,66
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.5",49,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:11",1030,1018,0,7,5,459,447,0,7,5,436,23,1120,661,205,122,32,6,71
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 5, CARTOJANCA",79,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:42",651,639,0,10,2,467,455,0,10,2,434,33,702,235,182,19,111,43,79
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 6",55,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:51",964,957,0,4,3,372,365,0,4,3,356,16,1050,678,157,117,28,10,44
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6, PARISEȘTI",81,"ORAŞ VIDELE",151905,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:03:31",464,458,0,5,1,338,332,0,5,1,317,20,500,163,101,13,130,24,49
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 7, COȘOAIA",82,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:43",275,258,0,14,3,176,159,0,14,3,159,17,280,104,47,29,44,6,33
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NUMĂRUL 1 LUNCA",195,LUNCA,153151,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:13:32",574,540,0,11,23,398,364,0,11,23,389,9,590,192,235,6,11,6,131
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL PERETU",233,PERETU,153543,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:04",998,998,0,0,0,574,574,0,0,0,551,23,1100,526,290,19,188,12,42
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL PERETU",232,PERETU,153543,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 10:43:36",1308,1302,0,5,1,785,779,0,5,1,723,62,1430,645,405,10,217,32,59
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL PIATRA",235,PIATRA,153561,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:52:01",702,639,0,56,7,546,483,0,56,7,520,16,750,214,266,9,138,22,85
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL SUHAIA",296,SUHAIA,154460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:30",943,853,1,58,31,712,622,1,58,31,687,25,940,228,155,13,475,13,31
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL VOIEVODA",179,FURCULEŞTI,152948,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:16:05",506,466,0,27,13,318,292,0,13,13,302,10,510,192,174,4,99,7,18
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",62,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:58",836,829,0,5,2,255,248,0,5,2,243,12,910,655,168,10,33,10,22
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",39,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:47:55",987,981,0,3,3,396,390,0,3,3,381,15,1080,684,170,110,36,15,50
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1",63,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:25",1170,1162,2,6,0,327,321,0,6,0,304,23,1280,953,190,15,46,13,40
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.4",31,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:29:23",1179,1169,1,9,0,421,412,0,9,0,398,23,1340,919,217,28,72,17,64
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.4",32,"MUNICIPIUL ALEXANDRIA",151790,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:16:17",1390,1375,2,13,0,504,491,0,13,0,478,26,1519,1015,264,19,81,34,80
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",70,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:57",973,961,1,11,0,385,374,0,11,0,365,20,1050,665,221,27,68,15,34
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5, NIVEL ȘCOLARIZARE PRE PP",88,"ORAŞ ZIMNICEA",151978,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:43:36",1214,1186,2,11,15,573,547,0,11,15,550,23,1310,737,299,34,119,23,75
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5, NIVEL ȘCOLARIZARE PRE PP",89,"ORAŞ ZIMNICEA",151978,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:19:49",1090,1064,0,6,20,522,496,0,6,20,507,14,1170,648,331,27,83,12,54
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.7",59,"MUNICIPIUL TURNU MĂGURELE",151683,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:43:56",1634,1628,0,5,1,620,614,0,5,1,597,23,1800,1180,363,42,83,35,74
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.7",14,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:55",973,965,0,7,1,465,457,0,7,1,445,20,1120,655,253,38,109,12,33
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.7",15,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:39:49",994,985,0,8,1,449,440,0,8,1,431,18,1080,631,219,43,107,12,50
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.8",34,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:25",1201,1190,0,11,0,241,230,0,11,0,213,28,1310,1069,140,4,37,10,22
36,TELEORMAN,"GRĂDINIŢA DE COPII",271,SCRIOAŞTEA,154013,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:48:20",594,567,0,10,17,391,364,0,10,17,386,5,620,229,341,5,13,12,15
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR. 1 BECIU",96,BECIU,155083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:02",737,691,1,26,19,560,514,1,26,19,538,22,770,209,388,13,106,16,15
36,TELEORMAN,"GRĂDINIȚA DE COPII CU PROGRAM NORMAL NR.1 CĂLMĂȚUIU DE SUS",132,"CĂLMĂŢUIU DE SUS",152467,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:04:23",630,590,0,11,29,448,409,0,10,29,429,19,650,202,197,10,195,5,22
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.1 SEGARCEA-VALE",278,SEGARCEA-VALE,154184,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:18",746,726,0,9,11,481,461,0,9,11,454,27,800,319,242,5,175,11,21
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.2 SMÂRDAN",97,BECIU,155083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:55",450,427,0,16,7,347,324,0,16,7,327,20,480,133,245,3,58,7,14
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.2 ULMENI",105,BOGDANA,152127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:36",519,486,0,9,24,405,372,0,9,24,388,17,540,135,138,7,196,11,36
36,TELEORMAN,"GRĂDINIȚA DE COPII CU PROGRAM NORMAL NR. 3 IONAȘCU",134,"CĂLMĂŢUIU DE SUS",152467,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:19",290,264,0,8,18,221,195,0,8,18,197,24,290,69,64,4,116,8,5
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.3 OLTEANCA",279,SEGARCEA-VALE,154184,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 20:13:40",680,655,0,25,0,471,446,0,25,0,439,32,720,249,126,7,256,12,38
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL SERICU COMUNA BLEJEŞTI",103,BLEJEŞTI,152083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:46",318,305,0,11,2,216,203,0,11,2,213,3,340,124,163,3,10,9,28
