precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","OLĂRAŞU COSMIN-ALIN-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL MESTEACĂN",57,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:21",415,408,2,3,2,228,222,1,3,2,220,8,451,223,32,8,53,99,0,13,3,12,0
22,HUNEDOARA,"CĂMINUL CULTURAL ”MINERUL” GHELARI",368,GHELARI,86883,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:01",835,818,1,10,6,405,389,0,10,6,383,21,900,492,60,9,98,186,1,14,11,0,4
22,HUNEDOARA,"CĂMINUL CULTURAL MINTIA",513,VEŢEL,91982,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:12",923,908,7,6,2,529,518,3,6,2,500,29,1000,471,94,13,187,164,1,17,8,9,7
22,HUNEDOARA,"CĂMINUL CULTURAL NUCȘOARA",459,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:32",242,226,5,6,5,174,162,1,6,5,168,6,250,76,13,1,59,89,1,4,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL OCOLIȘU MARE",309,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:48",182,171,0,10,1,133,122,0,10,1,128,5,192,59,18,10,32,61,0,3,4,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL OCOLIŞU MIC",408,"ORĂŞTIOARA DE SUS",90342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:21",313,304,3,4,2,228,222,0,4,2,226,2,350,122,50,2,97,67,1,6,2,1,0
22,HUNEDOARA,"CĂMINUL CULTURAL OHABA",389,"LĂPUGIU DE JOS",89954,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:20",497,418,0,74,5,350,271,0,74,5,323,27,498,148,51,2,129,128,4,5,2,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL ORMINDEA",278,BĂIŢA,88092,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:22",459,443,4,4,8,281,269,1,4,7,273,8,500,218,46,12,96,96,1,19,0,0,3
22,HUNEDOARA,"CĂMINUL CULTURAL OSTROV",438,"RÂU DE MORI",90878,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:41",361,357,1,1,2,268,264,1,1,2,254,14,400,132,18,2,50,172,1,9,0,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL PANC",361,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:35:36",156,135,0,15,6,109,88,0,15,6,103,6,150,41,36,0,9,54,0,4,0,0,0
22,HUNEDOARA,"CAMINUL CULTURAL PAUCINESTI",454,SARMIZEGETUSA,91054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:45",151,137,0,9,5,120,106,0,9,5,117,3,150,30,9,7,23,71,0,5,2,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL PĂULIŞ",479,ŞOIMUŞ,91330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:44",566,555,0,10,1,355,344,0,10,1,344,11,620,265,53,6,157,108,1,15,2,2,0
22,HUNEDOARA,"CĂMINUL CULTURAL PEȘTEANA",355,DENSUŞ,89348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:19",312,282,4,18,8,239,210,3,18,8,235,4,290,51,13,6,129,76,1,5,0,1,4
22,HUNEDOARA,"CĂMINUL CULTURAL PEȘTENIȚA",356,DENSUŞ,89348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:26",225,213,0,8,4,163,151,0,8,4,160,3,176,13,19,7,66,59,0,8,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL PESTIȘU MIC",409,"PESTIŞU MIC",90431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:16:52",214,188,3,22,1,160,137,0,22,1,156,4,200,40,18,4,51,71,4,7,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL POGĂNEȘTI",523,ZAM,92177,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:31:15",204,192,0,12,0,120,108,0,12,0,112,8,230,110,27,3,42,23,1,13,1,2,0
22,HUNEDOARA,"CĂMINUL CULTURAL POIANA",263,BALŞA,87843,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:06:34",77,63,0,8,6,66,52,0,8,6,59,7,80,14,2,1,38,16,0,2,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL POIENI",357,DENSUŞ,89348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:43",81,48,0,24,9,81,48,0,24,9,81,0,90,9,5,2,11,62,0,1,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL POIENIŢA",264,BALŞA,87843,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:32:24",77,68,1,5,3,50,41,1,5,3,47,3,75,25,13,0,24,9,0,1,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL POIENIȚA VOINII",329,BUNILA,89026,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:00",79,71,0,8,0,69,61,0,8,0,69,0,83,14,4,2,22,39,0,0,2,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL POPEŞTI",339,CÂRJIŢI,86749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:07:22",134,114,0,19,1,87,67,0,19,1,82,5,125,38,21,3,23,20,7,6,1,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL PRICAZ",498,TURDAŞ,91688,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:51",1107,1065,1,25,16,716,675,0,25,16,670,46,1180,464,97,12,238,300,0,12,7,0,4
22,HUNEDOARA,"CAMINUL CULTURAL RĂCHITOVA",433,RĂCHITOVA,90725,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:53",566,492,1,44,29,460,386,1,44,29,448,12,550,90,47,4,48,337,2,8,0,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL RĂDULEȘTI",362,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:31:33",143,134,0,8,1,95,86,0,8,1,85,10,148,53,20,6,5,48,1,5,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL RAPOLŢEL",432,"RAPOLTU MARE",90663,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:02",181,174,0,6,1,114,107,0,6,1,108,6,200,86,52,4,16,22,1,8,0,2,3
22,HUNEDOARA,"CĂMINUL CULTURAL RÂU BĂRBAT",424,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:13",187,145,0,27,15,143,101,0,27,15,123,4,160,33,5,1,30,85,0,2,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL RÂU MIC",463,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:10:04",141,136,0,4,1,101,96,0,4,1,98,3,150,49,9,1,24,55,0,7,2,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL RENGHET",212,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:13:36",168,157,0,9,2,124,113,0,9,2,111,13,200,76,20,2,51,32,0,4,1,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL RIBIŢA",442,RIBIŢA,90805,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:19",523,469,0,23,31,400,346,0,23,31,376,24,556,156,55,12,106,186,1,9,3,1,3
22,HUNEDOARA,"CĂMINUL CULTURAL RIȘCA",256,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:14:17",177,167,0,8,2,133,123,0,8,2,129,4,188,55,23,3,57,30,1,7,2,0,6
22,HUNEDOARA,"CĂMINUL CULTURAL ROȘCANI",363,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:52",580,528,1,23,28,387,336,0,23,28,363,24,581,194,71,5,26,239,2,10,6,2,2
22,HUNEDOARA,"CĂMINUL CULTURAL ROVINA",300,BRĂNIŞCA,88546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:58",194,177,0,17,0,127,110,0,17,0,116,11,140,13,28,3,24,51,1,6,0,2,1
22,HUNEDOARA,"CĂMINUL CULTURAL ROVINA",323,BUCUREŞCI,88868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:45:05",141,123,0,16,2,109,91,0,16,2,106,3,137,28,4,1,13,83,0,5,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL RUDA",371,GHELARI,86883,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:26:21",115,104,1,9,1,68,58,0,9,1,62,6,105,37,5,1,16,35,1,2,0,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL RUDA-BRAD",58,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:23",157,151,0,6,0,67,61,0,6,0,63,4,211,144,16,1,21,17,1,4,2,1,0
22,HUNEDOARA,"CĂMINUL CULTURAL RUȘI",311,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:50:48",134,128,0,6,0,134,128,0,6,0,127,7,214,80,37,5,18,63,0,2,0,1,1
22,HUNEDOARA,"CĂMINUL CULTURAL SĂCĂMAȘ",384,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:36",187,164,10,7,6,109,96,0,7,6,104,5,192,83,24,2,12,55,1,4,3,1,2
22,HUNEDOARA,"CĂMINUL CULTURAL SĂCĂRÂMB",348,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:27",170,156,2,11,1,104,92,0,11,1,102,2,180,76,14,3,40,34,1,6,2,1,1
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLAȘU DE SUS",456,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:02",431,404,1,17,9,293,267,0,17,9,277,16,459,166,35,8,86,137,1,7,1,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLCIVA",524,ZAM,92177,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:42",404,390,2,12,0,256,244,0,12,0,236,20,413,156,50,2,93,76,1,8,3,2,1
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLIŞTIOARA",510,VĂLIŞOARA,91937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:20:53",232,226,0,5,1,157,151,0,5,1,151,6,256,99,40,3,30,71,0,3,1,3,0
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNPETRU",472,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:22:08",213,200,0,8,5,160,149,0,8,3,152,8,239,79,29,1,32,76,2,6,4,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTĂMĂRIA DE PIATRĂ",199,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:21",130,118,0,8,4,101,89,0,8,4,99,2,150,49,20,1,38,34,0,5,1,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTĂMĂRIA-ORLEA",466,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:33",636,619,0,8,9,452,435,0,8,9,432,20,690,238,103,23,82,173,3,45,2,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTANDREI",245,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:07",915,911,1,2,1,488,485,0,2,1,457,31,1000,512,77,12,164,144,4,22,10,4,20
22,HUNEDOARA,"CĂMINUL CULTURAL SÂRBI",385,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:47",349,344,0,3,2,221,216,0,3,2,209,12,390,169,50,5,22,122,0,7,1,2,0
22,HUNEDOARA,"CAMINUL CULTURAL SARMIZEGETUSA",451,SARMIZEGETUSA,91054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:18",425,399,0,5,21,358,332,0,5,21,341,10,522,161,47,10,161,121,0,0,0,2,0
22,HUNEDOARA,"CĂMINUL CULTURAL SERECA",285,BERIU,88261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:43",241,230,0,9,2,167,156,0,9,2,160,7,250,83,21,4,57,69,2,6,1,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL ŞESURI",324,BUCUREŞCI,88868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:11",339,304,0,22,13,284,249,0,22,13,276,8,350,66,17,3,170,74,0,8,0,0,4
22,HUNEDOARA,"CĂMINUL CULTURAL SILVAŞU DE JOS",220,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:46",243,212,0,23,8,243,212,0,23,8,237,6,350,107,33,6,99,66,4,24,2,2,1
22,HUNEDOARA,"CĂMINUL CULTURAL SILVAȘU DE SUS",221,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:03",253,240,0,9,4,202,189,0,9,4,185,17,300,98,29,5,90,41,1,18,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL SÎNTUHALM",46,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:26",661,646,0,9,6,318,303,0,9,6,304,14,900,582,56,22,79,80,5,36,4,13,9
22,HUNEDOARA,"CĂMINUL CULTURAL ŞOIMUŞ",474,ŞOIMUŞ,91330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:24",1090,1072,1,7,10,677,660,0,7,10,638,39,1200,523,107,21,337,123,0,27,5,8,10
22,HUNEDOARA,"CĂMINUL CULTURAL STÂNCEȘTI",364,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:43:08",102,94,0,7,1,59,51,0,7,1,59,0,104,45,23,1,4,20,1,5,2,0,3
22,HUNEDOARA,"CĂMINUL CULTURAL ȘTEI",358,DENSUŞ,89348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:14",228,176,0,45,7,187,135,0,45,7,185,2,210,23,12,3,28,138,0,4,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL STREISÎNGEORGIU",202,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:49",657,641,0,7,9,419,403,0,7,9,407,12,700,281,59,33,160,126,5,17,1,6,0
22,HUNEDOARA,"CĂMINUL CULTURAL TĂMĂŞASA",402,MĂRTINEŞTI,90262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:03:52",123,106,0,9,8,77,61,0,9,7,70,7,120,43,3,0,10,50,1,4,2,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRNAVA",301,BRĂNIŞCA,88546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:58:23",89,75,0,14,0,57,43,0,14,0,52,5,100,43,5,1,26,18,0,1,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRNĂVIȚA",302,BRĂNIŞCA,88546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:00",147,141,0,4,2,90,84,0,4,2,89,1,180,90,31,1,26,28,0,3,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRSA",295,BOŞOROD,88449,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:21:29",152,144,2,4,2,124,118,0,4,2,119,5,150,26,12,4,32,61,0,7,0,0,3
22,HUNEDOARA,"CĂMINUL CULTURAL TĂTĂRĂŞTI",333,BURJUC,89080,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:52",163,147,0,13,3,97,81,0,13,3,89,8,155,58,3,1,17,55,0,10,0,3,0
22,HUNEDOARA,"CĂMINUL CULTURAL TELIUCU INFERIOR",481,"TELIUCU INFERIOR",86936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:26:03",1243,1198,0,15,30,723,678,0,15,30,677,46,1303,580,63,13,247,307,9,21,3,5,9
22,HUNEDOARA,"CĂMINUL CULTURAL TISA",334,BURJUC,89080,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:33",121,93,0,26,2,79,51,0,26,2,77,2,108,29,6,1,35,20,0,12,0,1,2
22,HUNEDOARA,"CĂMINUL CULTURAL TOMEŞTI",485,TOMEŞTI,91447,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:48",217,201,1,10,5,166,151,0,10,5,158,8,225,58,15,4,91,46,0,1,0,1,0
22,HUNEDOARA,"CĂMINUL CULTURAL TOPLIȚA",488,TOPLIŢA,91535,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:27",206,149,0,54,3,162,105,0,54,3,158,4,180,17,22,5,75,33,1,19,2,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL TOPLIȚA MUREȘULUI",349,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:49:46",85,71,0,9,5,64,50,0,9,5,64,0,90,26,7,1,34,19,0,1,2,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL TURDAŞ",497,TURDAŞ,91688,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:23",421,408,0,7,6,267,254,0,7,6,254,8,450,188,44,6,98,89,3,7,2,0,5
22,HUNEDOARA,"CĂMINUL CULTURAL UIBĂREŞTI",446,RIBIŢA,90805,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:34:49",60,48,0,8,4,47,35,0,8,4,45,2,52,5,11,1,11,20,1,1,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL URSICI",296,BOŞOROD,88449,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:10:15",55,46,0,9,0,35,26,0,9,0,34,1,54,18,10,2,10,9,0,3,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL VĂLARI",492,TOPLIŢA,91535,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:25:47",51,25,0,24,2,48,22,0,24,2,48,0,53,5,9,7,11,18,1,1,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA DÎLJII",441,"RÂU DE MORI",90878,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:59",186,177,0,5,4,154,145,0,5,4,150,4,200,46,23,0,26,92,1,4,1,3,0
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA LUNGĂ",386,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:03",99,85,0,8,6,75,61,0,8,6,74,1,102,27,9,4,7,50,0,3,1,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA POIENII",518,VORŢA,92097,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:42",134,82,0,47,5,134,82,0,47,5,130,4,155,21,12,0,43,68,0,1,4,2,0
22,HUNEDOARA,"CĂMINUL CULTURAL VĂLIŞOARA",508,VĂLIŞOARA,91937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:31",605,563,0,26,16,414,372,0,26,16,395,19,641,223,62,8,102,193,5,13,4,4,4
22,HUNEDOARA,"CĂMINUL CULTURAL VEŢEL",511,VEŢEL,91982,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:08",924,903,4,9,8,537,520,0,9,8,530,7,1000,463,137,14,145,160,8,29,12,10,15
22,HUNEDOARA,"CĂMINUL CULTURAL ”VIOREL BRANA” CRIŞAN",443,RIBIŢA,90805,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:46",329,294,1,14,20,268,233,1,14,20,251,17,345,77,32,11,78,124,2,2,0,1,1
22,HUNEDOARA,"CĂMINUL CULTURAL VISCA",519,VORŢA,92097,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:08",422,292,0,112,18,367,237,0,112,18,339,23,411,44,53,11,121,145,0,4,5,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL VOIA",266,BALŞA,87843,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:35:11",79,64,0,3,12,57,42,0,3,12,56,1,70,13,6,1,39,8,0,0,1,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL ZAM",520,ZAM,92177,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:43",521,497,2,22,0,363,340,1,22,0,344,19,566,203,62,4,134,110,1,27,1,0,5
22,HUNEDOARA,"CĂMINUL CULTURAL ZĂVOI",465,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:07:06",111,105,0,5,1,85,79,0,5,1,84,1,120,35,12,5,24,40,0,2,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL ZDRAPȚI",353,CRIŞCIOR,87362,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:19",716,706,2,4,4,429,421,0,4,4,406,23,800,371,69,3,130,177,2,3,13,7,2
22,HUNEDOARA,"CANTINA DE AJUTOR SOCIAL",169,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:36",1291,1286,0,5,0,524,519,0,5,0,488,36,1400,876,80,29,109,222,2,24,4,3,15
22,HUNEDOARA,"CANTINA DE AJUTOR SOCIAL (FOSTA CANTINA LICEU MINER)",44,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:43",1012,995,2,12,3,440,425,0,12,3,412,27,1100,660,71,26,89,116,12,55,9,16,18
22,HUNEDOARA,"CANTINA SOCIALĂ HAŢEG",218,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:13:28",1746,1671,10,32,33,1138,1070,3,32,33,1023,44,1800,662,211,15,307,364,15,81,9,7,14
22,HUNEDOARA,"CASA CĂSĂTORIILOR",193,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:31",1292,1272,0,12,8,618,598,0,12,8,586,31,1482,279,115,21,170,198,13,45,9,3,12
22,HUNEDOARA,"CASA COMUNALĂ CERBĂL-SALA DE ŞEDINŢĂ A CONSILIULUI LOCAL CERBĂL",340,CERBĂL,89151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:03:24",188,166,1,19,2,133,112,0,19,2,121,12,155,22,0,1,10,88,2,19,0,0,1
22,HUNEDOARA,"CASA DE CULTURA",48,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:03:35",914,903,0,7,4,430,419,0,7,4,406,24,1020,590,59,10,91,201,1,30,2,9,3
22,HUNEDOARA,"CASA DE CULTURA",47,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:49",804,792,5,7,0,352,344,1,7,0,332,20,949,597,41,13,91,125,7,45,1,5,4
22,HUNEDOARA,"CASA DE CULTURĂ",128,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:45",1537,1517,9,11,0,724,713,0,11,0,681,43,1700,976,121,19,140,297,8,73,3,5,15
22,HUNEDOARA,"CASA DE CULTURĂ „LADISLAU SCHMIDT”",222,"ORAŞ PETRILA",87077,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:32",1367,1359,0,7,1,547,539,0,7,1,495,52,1600,1053,118,18,36,255,18,2,26,2,20
22,HUNEDOARA,"CASA DE CULTURĂ URICANI",251,"ORAŞ URICANI",87139,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:46",1637,1622,0,6,9,667,653,0,6,8,631,36,1800,1133,84,24,70,340,5,29,66,3,10
22,HUNEDOARA,"CASA MAGHIARĂ DEVA ( FOSTA CASA ARMATEI)",32,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:35",1116,1096,10,8,2,550,539,1,8,2,534,16,1200,650,55,127,125,117,13,60,8,5,24
22,HUNEDOARA,"CASA MAGHIARĂ DEVA (FOSTA CASA ARMATEI)",33,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:23",1249,1219,16,14,0,631,617,0,14,0,608,23,1400,769,66,48,150,172,16,96,12,16,32
22,HUNEDOARA,"CASA PENSIONARILOR",161,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:29",1398,1392,0,6,0,521,515,0,6,0,495,25,1600,1079,145,32,50,204,7,21,10,7,19
22,HUNEDOARA,"CASA PENSIONARILOR",162,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:45",1023,1016,0,7,0,378,371,0,7,0,348,30,1100,722,139,15,19,131,5,16,5,1,17
22,HUNEDOARA,"CASA PENSIONARILOR LONEA",233,"ORAŞ PETRILA",87077,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:07",1190,1172,6,11,1,598,582,4,11,1,572,26,1200,602,129,22,38,322,15,27,3,3,13
22,HUNEDOARA,"CASA SATULUI UROI",247,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:44",528,510,10,8,0,297,289,0,8,0,290,7,800,503,40,7,119,92,2,19,0,3,8
22,HUNEDOARA,"CASA TINERETULUI CINCIȘAN",482,"TELIUCU INFERIOR",86936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:08",539,516,0,12,11,369,346,0,12,11,350,19,550,181,36,11,143,132,3,10,10,3,2
22,HUNEDOARA,"CENTRUL CULTURAL DRĂGAN MUNTEAN",1,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:15:17",1681,1665,0,16,0,782,766,0,16,0,752,30,1800,1018,75,55,169,258,14,118,17,14,32
22,HUNEDOARA,"CENTRUL CULTURAL DRĂGAN MUNTEAN",2,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:08",1109,1097,0,12,0,498,486,0,12,0,485,10,1200,693,81,33,91,163,14,74,12,6,11
