precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"LOCALUL ŞCOLII CU CLASELE I- VIII CEGANI",117,BORDUŞANI,92989,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:32:53",1128,1111,0,8,9,535,518,0,8,9,493,42,1222,687,274,107,7,1,2,56,39,7
23,IALOMIŢA,"LOCALUL ŞCOLII VECHI DIN CENTRUL SATULUI",115,BORDUŞANI,92989,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:38:54",1377,1369,0,6,2,552,544,0,6,2,520,32,1500,948,328,91,7,1,3,44,33,13
23,IALOMIŢA,"MUZEUL NAȚIONAL AL AGRICULTURII",7,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 22:35:48",1448,1439,0,8,1,610,601,0,8,1,593,17,1600,990,242,75,18,6,24,152,15,61
23,IALOMIŢA,"PALATUL COPIILOR SLOBOZIA",22,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:18:51",1390,1377,2,11,0,649,638,0,11,0,629,20,1561,912,268,51,13,7,29,190,19,52
23,IALOMIŢA,"PALATUL COPIILOR SLOBOZIA",23,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:50",1148,1142,0,6,0,564,558,0,6,0,550,14,1250,686,221,39,19,6,23,172,8,62
23,IALOMIŢA,"PRIMARIA COCORA",130,COCORA,93209,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:57:19",787,762,1,2,22,538,514,0,2,22,505,33,852,314,313,40,22,0,0,34,24,72
23,IALOMIŢA,"PRIMĂRIA STELNICA",211,STELNICA,94492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:19",1438,1400,0,0,38,885,847,0,0,38,824,61,1597,712,433,139,27,4,3,147,43,28
23,IALOMIŢA,"PROTOPOPIATUL FETEȘTI",39,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:10",1104,1094,0,10,0,432,422,0,10,0,406,26,1200,768,206,58,12,4,0,76,26,24
23,IALOMIŢA,"SALA DE SPORT",48,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:54",1215,1205,0,10,0,569,559,0,10,0,548,21,1128,559,329,47,13,6,4,84,31,34
23,IALOMIŢA,"SALĂ DE SPORT CLUB SPORTIV VICTORIA ȚĂNDĂREI",87,"ORAŞ ŢĂNDĂREI",92765,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:44:37",1618,1601,0,15,2,492,475,0,15,2,471,21,1850,1358,223,69,38,7,3,59,24,48
23,IALOMIŢA,"SALA DE SPORT DE LÂNGĂ PRIMARIA COMUNEI ADÂNCATA",89,ADÂNCATA,100754,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:56:59",1380,1275,0,71,34,1001,896,0,71,34,952,49,1452,451,496,94,15,1,3,310,19,14
23,IALOMIŢA,"SALĂ EDUCAȚIE FIZICĂ ȘCOLARĂ",184,OGRADA,179819,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:27",1096,1074,0,1,21,525,503,0,1,21,495,30,1208,683,295,86,7,2,10,43,38,14
23,IALOMIŢA,"SALĂ FESTIVITĂŢI",105,BALACIU,92907,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:20",228,227,0,1,0,125,124,0,1,0,109,16,252,127,51,13,3,3,0,30,2,7
23,IALOMIŢA,"S.C. DRUMURI ŞI PODURI IALOMIŢA",21,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:31:10",1682,1670,6,6,0,837,831,0,6,0,819,18,1860,1023,359,51,23,5,32,243,14,92
23,IALOMIŢA,"ŞCOALA CRUNŢI",194,REVIGA,94269,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:27:04",327,320,0,7,0,184,177,0,7,0,163,21,350,166,106,9,1,0,1,38,5,3
23,IALOMIŢA,"ŞCOALA CU CLASELE I – IV BUEŞTI",120,BUEŞTI,179793,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:11:39",803,753,0,21,29,579,529,0,21,29,572,7,859,280,557,5,3,0,0,4,3,0
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII, ”BARBU CATARGIU”, MAIA",167,MAIA,179800,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:40:52",1371,1194,0,113,64,1075,898,0,113,64,1030,45,1385,310,858,37,14,0,2,82,26,11
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII COLELIA",131,COLELIA,179971,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:34",849,778,1,2,68,523,453,0,2,68,503,20,934,411,423,27,3,0,0,33,10,7
23,IALOMIŢA,"SCOALA CU CLASELE I-VIII GARBOVI",148,GÂRBOVI,103283,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:28",1067,1026,0,34,7,643,602,0,34,7,589,54,1134,491,134,68,9,1,6,98,32,241
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII GÂRBOVI,",147,GÂRBOVI,103283,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:15",957,923,0,24,10,578,544,0,24,10,542,36,1025,447,132,48,12,2,3,101,23,221
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII GÂRBOVI,",146,GÂRBOVI,103283,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:45",962,928,3,26,5,549,518,0,26,5,505,44,1025,476,125,55,6,2,0,82,15,220
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII MOLDOVENI",177,MOLDOVENI,179999,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:11:58",948,814,0,111,23,689,555,0,111,23,653,36,914,225,469,115,5,1,1,38,15,9
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII, MOVILA",178,MOVILA,94081,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:00:00",1517,1467,2,3,45,814,767,0,3,44,767,47,1663,849,356,140,16,3,2,145,52,53
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII NR.3 DIN URZICENI",60,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:44",1268,1255,0,11,2,583,570,0,11,2,546,37,1400,817,163,46,10,2,4,224,50,47
23,IALOMIŢA,"SCOALA CU CLASELE I-VIII ROŞIORI",196,ROŞIORI,179828,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:47",914,833,1,19,61,726,646,0,19,61,698,28,987,261,312,138,2,1,1,212,18,14
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII ROŞIORI",197,ROŞIORI,179828,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:48",649,594,0,16,39,522,467,0,16,39,488,34,700,178,210,106,0,0,1,148,14,9
23,IALOMIŢA,"ŞCOALA DIN SATUL SLĂTIOARELE",166,JILAVELE,103960,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:52:56",289,275,0,7,7,188,174,0,7,7,172,16,310,122,91,19,3,1,3,42,10,3
23,IALOMIŢA,"ŞCOALA GENERALĂ ADÂNCATA",90,ADÂNCATA,100754,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:16:29",579,548,0,28,3,374,343,0,28,3,350,24,600,226,191,63,5,1,2,64,15,9
23,IALOMIŢA,"SCOALA GENERALA ALEXANDRU ODOBESCU",64,"MUNICIPIUL URZICENI",100683,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:47:44",1076,1065,2,9,0,565,556,0,9,0,542,23,1200,635,198,42,12,9,11,151,41,78
23,IALOMIŢA,"ŞCOALA GENERALA ANDRĂŞEŞTI",95,ANDRĂŞEŞTI,92872,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:10:26",1413,1370,2,23,18,829,788,0,23,18,775,51,1500,671,243,86,15,1,5,355,31,39
23,IALOMIŢA,"ȘCOALA GENERALĂ ARMĂȘEȘTI",97,ARMĂŞEŞTI,100870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:20:20",592,580,0,12,0,319,307,0,12,0,306,13,640,321,174,66,1,2,0,21,18,24
23,IALOMIŢA,"ŞCOALA GENERALĂ CIOCÂRLIA",121,CIOCÂRLIA,100709,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:42",624,578,0,28,18,415,369,0,28,18,396,19,661,246,254,35,7,3,1,71,22,3
23,IALOMIŢA,"ŞCOALA GENERALĂ COSERENI",135,COŞERENI,102240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:08",1250,1229,0,11,10,863,842,0,11,10,830,33,1350,487,289,118,109,4,4,219,48,39
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV FIRBINŢI DE JOS",78,"ORAŞ FIERBINŢI-TÂRG",102749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:57",875,858,0,12,5,583,566,0,12,5,557,26,950,367,336,33,3,4,2,136,15,28
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV FIRBINŢI DE SUS",79,"ORAŞ FIERBINŢI-TÂRG",102749,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:35:40",1487,1433,0,23,31,972,918,0,23,31,902,30,1613,681,573,50,9,3,1,200,19,47
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV RĂSIMNICEA",192,RĂDULEŞTI,101243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:06",231,197,0,30,4,156,122,0,30,4,144,12,221,65,101,18,1,1,0,20,1,2
23,IALOMIŢA,"ŞCOALA GENERALĂ GHEORGHE LAZĂR",151,"GHEORGHE LAZĂR",93628,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:19:02",1024,979,7,3,35,594,554,2,3,35,565,29,1120,526,438,58,2,1,2,40,20,4
23,IALOMIŢA,"ŞCOALA GENERALĂ GHEORGHE LAZĂR",152,"GHEORGHE LAZĂR",93628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:30",760,722,0,8,30,460,422,0,8,30,433,27,838,378,290,67,10,1,3,38,17,7
23,IALOMIŢA,"ŞCOALA GENERALĂ ION HELIADE RADULESCU",66,"MUNICIPIUL URZICENI",100683,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:19:11",1376,1372,0,4,0,639,635,0,4,0,623,16,1550,911,228,57,14,8,11,178,52,75
23,IALOMIŢA,"ŞCOALA GENERALĂ ION HELIADE RADULESCU",67,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:38",1148,1146,0,2,0,518,516,0,2,0,494,24,1300,782,203,39,6,9,8,136,40,53
23,IALOMIŢA,"ŞCOALA GENERALA LUCIU",160,"GURA IALOMIŢEI",180046,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:13",1065,1061,2,2,0,678,675,1,2,0,626,52,1104,426,211,174,10,0,0,206,14,11
23,IALOMIŢA,"ŞCOALA GENERALĂ MALU ROȘU",98,ARMĂŞEŞTI,100870,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:50:46",1092,1069,0,23,0,589,566,0,23,0,533,56,1173,584,349,63,7,5,1,30,24,54
23,IALOMIŢA,"ŞCOALA GENERALĂ NICOLEŞTI",175,MILOŞEŞTI,94045,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:00:43",308,302,0,0,6,178,172,0,0,6,159,19,400,222,115,7,1,1,1,19,14,1
23,IALOMIŢA,"ŞCOALA GENERALĂ NR. 1",181,MUNTENI-BUZĂU,94107,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:26",1456,1434,0,11,11,879,857,0,11,11,822,57,1600,721,343,169,10,3,7,226,16,48
23,IALOMIŢA,"ŞCOALA GENERALĂ NR. 2",182,MUNTENI-BUZĂU,94107,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:37:18",1222,1204,1,7,10,662,645,0,7,10,615,47,1327,665,248,148,6,12,7,120,24,50
23,IALOMIŢA,"ŞCOALA GENERALA TOVĂRĂŞIA",176,MILOŞEŞTI,94045,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:47:56",279,274,0,4,1,126,121,0,4,1,116,10,300,174,74,6,1,1,0,18,8,8
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",113,BORĂNEŞTI,179784,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:05:23",566,551,0,7,8,401,386,0,7,8,369,32,620,219,79,44,4,1,1,192,6,42
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",198,SĂLCIOARA,94330,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:20:26",859,792,1,27,39,661,595,0,27,39,616,45,900,239,301,215,7,12,4,71,4,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",112,BORĂNEŞTI,179784,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:21:42",970,955,0,8,7,655,640,0,8,7,613,42,1060,405,51,72,11,0,1,432,12,34
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU ALDEA VOIEVOD” - CORP A (ȘCOALA NOUĂ)",93,ALEXENI,100852,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:21:24",871,798,1,28,44,609,537,0,28,44,563,46,929,320,202,32,6,0,0,302,11,10
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU ALDEA VOIEVOD” - CORP A (ȘCOALA NOUĂ)",94,ALEXENI,100852,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:45",1032,952,0,25,55,739,659,0,25,55,685,54,1100,361,273,68,3,1,1,306,22,11
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ” ALEXANDRU RĂDULESCU ” MĂRCULEŞTI",171,MĂRCULEŞTI,179980,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:47",1313,1260,1,22,30,838,786,0,22,30,763,75,1421,583,323,137,6,0,8,251,32,6
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”APOSTOL D. CULEA”",213,SUDIŢI,94535,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:05:32",852,816,0,18,18,660,624,0,18,18,615,27,914,254,248,62,7,0,2,262,21,13
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”APOSTOL D. CULEA”",212,SUDIŢI,94535,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:14:14",788,745,1,17,25,576,534,0,17,25,565,11,845,269,227,47,4,1,1,264,13,8
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ARHIMANDRIT TEOFIL” BALACIU",103,BALACIU,92907,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:10",314,311,0,3,0,209,206,0,3,0,190,19,350,141,65,12,5,0,0,50,7,51
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”AUREL VLAICU”",45,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:54",1013,1013,0,0,0,502,502,0,0,0,484,18,1100,598,303,52,13,0,4,69,26,17
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",107,BĂRBULEŞTI,180064,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:18:02",1124,1124,0,0,0,297,297,0,0,0,285,12,1250,953,260,5,3,1,0,10,4,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",109,BĂRBULEŞTI,180064,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:55",1322,1322,0,0,0,327,327,0,0,0,317,10,1495,1168,282,20,5,0,0,5,5,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",106,BĂRBULEŞTI,180064,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:24:46",1044,1044,0,0,0,290,290,0,0,0,281,9,1150,860,260,9,3,0,0,4,5,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",108,BĂRBULEŞTI,180064,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:51",1137,1137,0,0,0,311,311,0,0,0,289,22,1200,889,273,6,2,1,0,5,2,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRCĂNEŞTI-CORP A",110,BĂRCĂNEŞTI,101056,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:32:21",1268,1224,2,37,5,887,844,1,37,5,798,89,1350,463,521,60,9,1,1,115,32,59
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ BORA",31,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:45:54",1028,1023,0,5,0,434,429,0,5,0,397,37,1586,1152,140,36,5,6,12,175,15,8
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ BORA",30,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:06",762,747,0,15,0,319,304,0,15,0,310,9,850,531,99,34,10,0,9,142,9,7
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIOCHINA",122,CIOCHINA,93101,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:11:41",1201,1172,3,24,2,744,718,0,24,2,687,22,1300,591,241,56,73,0,6,283,16,12
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIULNIȚA",125,CIULNIŢA,93156,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:03:51",986,962,2,16,6,622,600,0,16,6,595,27,1053,431,236,78,7,8,19,214,16,17
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ COCORA",129,COCORA,93209,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:14:16",775,743,0,9,23,542,510,0,9,23,484,27,850,308,313,27,7,1,0,36,8,92
23,IALOMIŢA,"SCOALA GIMNAZIALA CONSTANTIN GURGU NR. 1",159,"GURA IALOMIŢEI",180046,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:59:30",949,943,0,4,2,657,651,0,4,2,632,25,1060,403,174,273,32,8,1,92,13,39
23,IALOMIŢA,"SCOALA GIMNAZIALA ”CONSTANTIN STEFAN”",91,ALBEŞTI,92783,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:36",503,479,0,0,24,300,276,0,0,24,268,32,550,250,157,51,2,3,2,33,14,6
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",54,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:07",937,932,1,4,0,409,405,0,4,0,388,21,1000,591,213,41,22,3,1,55,22,31
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",52,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:41",1184,1176,0,8,0,538,530,0,8,0,496,42,1300,762,336,47,11,6,5,47,27,17
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",53,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:28",908,897,2,8,1,424,415,0,8,1,410,14,1000,576,246,41,5,1,4,73,13,27
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ DRIDU - CORP C1",138,DRIDU,102703,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:09:16",954,940,1,12,1,565,552,0,12,1,516,49,1008,443,368,65,9,0,1,39,21,13
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C1",142,FĂCĂENI,93575,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:34",1185,1161,2,7,15,669,647,0,7,15,633,36,1300,631,204,298,13,2,1,36,23,56
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C2",143,FĂCĂENI,93575,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 08:16:54",1579,1547,0,13,19,821,789,0,13,19,767,54,1700,879,233,424,9,3,1,40,26,31
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C3",144,FĂCĂENI,93575,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:24:44",912,888,2,9,13,519,496,1,9,13,479,40,1000,481,146,253,0,3,3,21,19,34
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”",72,"ORAŞ AMARA",92836,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 23:17:07",1373,1363,0,5,5,697,687,0,5,5,675,19,1500,788,237,172,11,6,1,181,25,42
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”",73,"ORAŞ AMARA",92836,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 23:46:48",1414,1406,0,4,4,712,704,0,4,4,673,38,1512,801,248,129,10,5,9,213,19,40
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”- CORP C1",74,"ORAŞ AMARA",92836,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 00:34:10",1456,1450,0,5,1,727,721,0,5,1,702,25,1609,699,221,188,15,1,4,202,27,44
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GHEORGHE DOJA SITUATĂ ÎN GHEORGHE DOJA",150,"GHEORGHE DOJA",93600,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:43",1063,1016,0,4,43,635,588,0,4,43,572,63,1172,537,394,45,2,2,4,98,14,13
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GHEORGHE DOJA SITUATĂ ÎN GHEORGHE DOJA",149,"GHEORGHE DOJA",93600,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:23",1012,958,0,4,50,604,550,0,4,50,557,47,1116,512,378,51,4,3,1,99,15,6
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR”",16,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 22:42:37",1371,1357,1,5,8,568,555,0,5,8,548,20,1500,932,187,117,21,7,24,144,39,9
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ ”GHEORGHE LAZĂR”",15,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:50",1472,1465,0,7,0,643,636,0,7,0,618,25,1600,957,259,64,22,1,55,148,23,46
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GIURGENI",153,GIURGENI,93646,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:16",1089,1020,0,5,64,737,668,0,5,64,707,30,1189,452,438,75,12,1,1,121,31,28
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”IONEL PERLEA” OGRADA",183,OGRADA,179819,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:19",1179,1160,1,0,18,565,547,0,0,18,532,33,1300,735,316,89,4,1,9,73,26,14
23,IALOMIŢA,"ŞCOALA GIMNAZIALA ION ROATA",161,"ION ROATĂ",103862,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:19",868,856,0,8,4,502,490,0,8,4,449,53,957,455,140,96,19,8,6,110,28,42
23,IALOMIŢA,"ŞCOALA GIMNAZIALA ION ROATA(STRUCTURA BROSTENI)",163,"ION ROATĂ",103862,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:54",1178,1175,0,0,3,660,657,0,0,3,547,113,1300,640,149,178,20,7,19,84,50,40
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ MIHAIL KOGĂLNICEANU",173,"MIHAIL KOGĂLNICEANU",93995,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:48:11",1233,1198,1,8,26,802,767,1,8,26,733,69,1550,748,359,74,65,10,10,127,30,58
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP A",35,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:27",1423,1418,0,5,0,521,516,0,5,0,491,30,1550,1029,276,83,12,2,1,62,41,14
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP B",37,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:48:12",962,953,0,8,1,418,409,0,8,1,397,21,1050,632,218,57,5,1,1,79,29,7
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP B",36,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:58",974,966,0,8,0,367,359,0,8,0,336,31,1050,683,217,30,5,0,0,52,32,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP D",38,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:33:56",850,844,0,6,0,381,375,0,6,0,368,13,950,569,228,32,5,5,5,50,25,18
23,IALOMIŢA,"ŞCOALA GIMNAZIALA MILOŞEŞTI",174,MILOŞEŞTI,94045,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:11:15",1348,1277,0,0,71,862,791,0,0,71,790,72,1420,558,528,80,9,8,3,106,38,18
23,IALOMIŢA,"SCOALA GIMNAZIALA MOVILITA",179,MOVILIŢA,104270,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:19:34",1152,1125,4,19,4,803,779,1,19,4,749,54,1250,447,296,162,14,1,2,205,21,48
23,IALOMIŢA,"SCOALA GIMNAZIALA MOVILITA",180,MOVILIŢA,104270,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:31",823,809,1,12,1,557,544,0,12,1,512,45,890,333,205,111,2,1,0,156,13,24
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ NR. 3",4,"MUNICIPIUL SLOBOZIA",92658,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 22:13:50",900,891,1,8,0,381,373,0,8,0,372,9,1000,619,143,40,11,5,24,108,7,34
