precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BARBUR FLORIN-GHEORGHE-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ANGHEL CRISTIAN-FORȚA DREPTEI-voturi","CIUCĂ SEVER-IULIAN-PARTIDUL ECOLOGIST ROMÂN-voturi","CRISTIAN BRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","CIRŢ MIRCEA-PARTIDUL VERTICALA NOUĂ-voturi","HERŢEG CĂLIN-GHEORGHE-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PAP ZSOLT-ISTVAN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","DOLHA MIRCEA-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","ZAINEA SERGIU-FLORIAN-voturi","FILIP CLAUDIU-GHEORGHE-PARTIDUL VERDE-voturi","PÎRVĂNOIU COSTEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOGDAN IONEL-OVIDIU-PARTIDUL NAȚIONAL LIBERAL-voturi","HODOROGEA BOGDAN-PARTIDUL S.O.S. ROMÂNIA-voturi","POP LIVIU-MARIAN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","DĂNCUŞ IOAN-DORU-PARTIDUL SOCIAL DEMOCRAT-voturi","GROZA CĂLIN-FLORIN-PARTIDUL OAMENILOR TINERI-voturi"
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 18",27,"MUNICIPIUL BAIA MARE",106318,4,PART,PRCNCT,P,P_SV,"2024-06-11 14:39:02",1380,1374,1,5,0,538,533,0,5,0,528,10,1500,962,2,47,4,82,84,0,32,1,5,2,25,68,3,2,169,2
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „OCTAVIAN GOGA”",61,"MUNICIPIUL BAIA MARE",106318,3,PART,PRCNCT,P,P_SV,"2024-06-10 06:51:29",1197,1177,10,8,2,546,535,1,8,2,533,13,1400,854,4,43,6,66,96,2,129,4,5,1,15,80,6,2,72,2
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „OCTAVIAN GOGA”",60,"MUNICIPIUL BAIA MARE",106318,4,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:00",1148,1104,11,11,22,539,507,1,11,20,525,14,1300,761,2,49,4,65,91,0,118,0,4,3,11,92,4,1,81,0
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „SIMION BĂRNUȚIU”",81,"MUNICIPIUL BAIA MARE",106318,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:46:26",1924,1919,2,3,0,749,745,1,3,0,732,17,2199,1450,4,34,13,144,130,5,12,9,6,4,25,139,16,0,190,1
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „SIMION BĂRNUȚIU”",82,"MUNICIPIUL BAIA MARE",106318,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:07:27",1939,1927,4,8,0,881,873,0,8,0,871,10,2100,1219,3,34,9,159,172,8,47,6,8,3,19,192,8,6,194,3
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",75,"MUNICIPIUL BAIA MARE",106318,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:53:46",1440,1425,8,7,0,544,537,0,7,0,532,12,1600,1056,6,25,16,70,102,6,39,3,6,2,28,103,8,4,114,0
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",74,"MUNICIPIUL BAIA MARE",106318,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:55",1316,1302,0,13,1,499,485,0,13,1,482,17,1500,1001,4,18,6,101,99,1,15,4,4,2,17,80,15,4,105,7
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",73,"MUNICIPIUL BAIA MARE",106318,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:42:13",1464,1452,4,8,0,518,510,0,8,0,507,11,1590,1072,3,24,19,95,118,7,6,9,10,1,21,88,9,2,92,3
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",76,"MUNICIPIUL BAIA MARE",106318,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:44",1204,1197,0,7,0,423,416,0,7,0,409,14,1300,877,2,25,1,59,75,5,17,7,7,1,18,53,9,1,126,3
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",72,"MUNICIPIUL BAIA MARE",106318,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:02:59",1394,1388,2,4,0,547,543,0,4,0,538,9,1500,953,5,18,9,101,124,5,27,4,9,2,27,82,9,1,112,3
