precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ZETEA GABRIEL-VALER-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞTEŢCO GABRIEL-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PINTÉR ZSOLT-ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","POP DARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MORARIU CĂLIN-TEODOR-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PONDE ELENA-SIMONA-PARTIDUL ECOLOGIST ROMÂN-voturi","ROPAN MIHAI-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","POP NADIA-MARIA-PARTIDUL VERTICALA NOUĂ-voturi","OPRIŞ DUMITRU-CRISTIAN-FORȚA DREPTEI-voturi","FILIP MARIANA-FLORENTINA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","CÎMPEAN CORNELIA-PARTIDUL PATRIOȚILOR-voturi","IVAN DAN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","IVAŞCO ALINA-PARTIDUL S.O.S. ROMÂNIA-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",266,CĂLINEŞTI,107546,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:31",743,690,3,9,41,740,690,0,9,41,716,24,1300,560,276,334,5,35,1,2,6,1,10,1,2,35,8
26,MARAMUREŞ,"CĂMINUL CULTURAL",154,"ORAŞ DRAGOMIREŞTI",108017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:00:49",1354,1283,2,27,42,747,678,0,27,42,696,36,1400,653,361,236,6,47,1,2,1,2,10,0,4,17,9
26,MARAMUREŞ,"CĂMINUL CULTURAL",238,BĂSEŞTI,107190,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:15",329,285,0,22,22,242,198,0,22,22,238,4,400,158,47,125,1,40,1,1,0,1,8,1,1,11,1
26,MARAMUREŞ,"CĂMINUL CULTURAL ȘIȘEȘTI",419,ŞIŞEŞTI,109096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:17:45",1304,1294,5,2,3,745,740,0,2,3,715,30,1400,655,124,429,4,53,4,16,4,7,14,1,2,46,11
26,MARAMUREŞ,"CĂMINUL CULTURAL TRESTIA",276,CERNEŞTI,107582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:17",589,572,0,5,12,431,414,0,5,12,406,25,600,169,175,38,3,32,1,1,1,3,3,1,0,136,12
26,MARAMUREŞ,"CANTINA DE AJUTOR SOCIAL",220,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:04:24",1463,1453,0,10,0,683,673,0,10,0,660,23,1600,917,350,222,7,31,1,1,0,3,2,21,2,8,12
26,MARAMUREŞ,"CANTON DE EXPLOATARE ABA SOMEŞ-TISA",379,REMEŢI,108552,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:13",154,144,0,9,1,72,62,0,9,1,66,6,200,128,12,35,11,0,0,3,0,0,0,0,0,4,1
26,MARAMUREŞ,"CANTONUL SILVIC",179,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:06",233,220,0,13,0,142,129,0,13,0,139,3,300,158,31,61,4,17,0,4,1,5,3,3,0,5,5
26,MARAMUREŞ,"CASA DE CULTURĂ",155,"ORAŞ SĂLIŞTEA DE SUS",108892,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:37:53",1559,1543,1,6,9,702,687,0,6,9,651,51,1700,998,270,58,1,55,4,12,30,1,167,19,1,25,8
26,MARAMUREŞ,"CASA DE CULTURĂ",164,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:16",869,854,0,11,4,473,458,0,11,4,450,23,900,427,226,102,20,38,1,5,0,11,2,0,4,30,11
26,MARAMUREŞ,"CASA DE CULTURĂ",158,"ORAŞ SEINI",108963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:49",1750,1711,7,5,27,856,824,0,5,27,834,22,2000,1144,519,154,35,32,12,9,3,17,5,4,2,21,21
26,MARAMUREŞ,"CASA DE CULTURĂ ”TELEKI SÁNDOR ”",283,COLTĂU,179846,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:30:38",1879,1842,2,9,26,1177,1142,0,9,26,859,300,2100,941,73,79,550,35,2,5,64,7,3,4,2,18,17
26,MARAMUREŞ,"CASA ORĂŞENEASCĂ DE CULTURĂ",187,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:56:21",1459,1440,4,14,1,794,779,0,14,1,783,11,1678,884,297,246,60,99,3,21,16,2,2,6,3,24,4
26,MARAMUREŞ,"CENTRUL COMUNITAR ROMANII",84,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:48",1116,1105,1,10,0,375,364,1,10,0,329,46,1200,825,129,42,30,37,3,9,8,10,15,0,1,18,27
26,MARAMUREŞ,"CENTRUL CULTURAL CERNEȘTI",271,CERNEŞTI,107582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:45",674,662,0,8,4,429,417,0,8,4,414,15,700,271,134,89,3,55,2,1,15,17,1,1,1,88,7
26,MARAMUREŞ,"CENTRUL CULTURAL ION ȘIUGARIU",178,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:19",860,847,0,13,0,513,500,0,13,0,497,16,900,387,60,196,152,21,0,8,4,11,10,6,0,16,13
26,MARAMUREŞ,"CENTRUL DE CULTURĂ ȘI ARTĂ",204,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:36",1161,1125,4,13,19,666,634,0,13,19,658,8,1200,534,329,117,37,48,10,13,0,32,43,4,1,18,6
26,MARAMUREŞ,"CENTRUL MULTIFUNCŢIONAL",339,"MIREŞU MARE",108268,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:55",503,496,0,3,4,294,287,0,3,4,289,5,600,306,179,56,0,25,0,1,0,9,1,0,0,7,11
26,MARAMUREŞ,"CENTRUL MULTIFUNCȚIONAL",210,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:05:06",767,748,1,9,9,473,455,0,9,9,447,8,800,345,408,11,12,3,0,2,0,1,5,3,0,0,2
26,MARAMUREŞ,"CENTRUL „PHOENIX”",71,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:33:37",1332,1321,1,10,0,430,420,0,10,0,389,41,1500,1070,114,59,18,42,3,11,3,50,17,6,1,47,18
26,MARAMUREŞ,"CENTRUL „SALVAȚI FAMILIA”",83,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:53:28",1948,1935,2,11,0,780,769,0,11,0,769,11,2100,1320,178,181,44,44,5,16,8,108,23,7,6,131,18
26,MARAMUREŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ",188,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:45:08",1426,1399,0,12,15,804,777,0,12,15,793,11,1500,694,322,243,60,94,0,23,13,12,4,2,1,13,6
26,MARAMUREŞ,"CENTRUL „SFÂNTUL FRANCISC DE ASSISI”",79,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:42",1380,1370,2,8,0,475,467,0,8,0,459,16,1500,1025,120,91,26,40,7,13,14,52,11,5,1,64,15
26,MARAMUREŞ,"CENTRUL SOCIAL „ASSOC”",46,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:41:08",1397,1380,11,6,0,597,591,0,6,0,585,12,1600,1003,167,122,31,40,6,13,7,72,11,5,4,100,7
26,MARAMUREŞ,"CENTRUL SOCIAL DE ASIGURARE A SERVICIILOR SOCIALE",337,"MIREŞU MARE",108268,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:24",403,391,0,10,2,260,248,0,10,2,254,6,403,143,185,43,1,12,0,1,1,3,0,0,0,5,3
26,MARAMUREŞ,"CENTRUL UNIVERSITAR NORD - „FACULTATEA DE LITERE”",14,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:53",1330,1310,10,9,1,610,599,1,9,1,594,16,1461,851,131,107,107,17,3,23,2,66,17,4,4,102,11
26,MARAMUREŞ,"CENTRUL UNIVERSITAR NORD - „FACULTATEA DE LITERE”",15,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:40:37",863,838,16,8,1,437,428,0,8,1,429,8,1000,563,99,93,73,13,5,6,9,37,24,2,1,61,6
26,MARAMUREŞ,"CENTRUL UNIVERSITAR NORD - „FACULTATEA TEHNICĂ”",7,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:31:49",1250,1234,1,15,0,478,463,0,15,0,467,11,485,7,132,80,54,28,5,19,5,56,11,5,0,59,13
26,MARAMUREŞ,"CLĂDIREA ADMINISTRATIVĂ BISERICA ”DUMINICA MIRONOSIȚELOR”",370,RECEA,106407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:24",686,673,0,8,5,444,431,0,8,5,432,12,800,356,111,171,11,35,2,5,3,41,8,2,2,34,7
26,MARAMUREŞ,"CLĂDIRE ADMINISTRATIVĂ",278,CICÂRLĂU,107662,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:39:42",271,257,1,8,5,163,150,0,8,5,155,8,300,137,81,36,5,14,0,0,0,0,8,1,0,7,3
26,MARAMUREŞ,"CLĂDIRE POST POLIȚIE, CLĂDIRE ARHIVĂ, CLĂDIRE BIROURI",251,"BOCICOIU MARE",107350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:38",512,503,1,3,5,288,279,1,3,5,273,15,600,312,86,23,33,108,0,1,3,0,0,3,1,9,6
26,MARAMUREŞ,"CLUBUL TINERETULUI",389,RUSCOVA,108696,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:54",1612,1591,0,2,19,614,593,0,2,19,573,41,1750,1136,90,390,0,45,0,0,2,0,2,5,2,18,19
26,MARAMUREŞ,"CLUBUL TINERETULUI",386,"RONA DE SUS",108632,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:43",630,609,1,5,15,377,357,0,5,15,358,19,700,323,143,84,89,9,0,4,0,0,1,2,1,14,11
26,MARAMUREŞ,"COLEGIUL ECONOMIC „PINTEA VITEAZUL”",150,"ORAŞ CAVNIC",106782,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:02:41",1679,1611,2,9,57,914,848,0,9,57,896,18,1800,886,195,340,16,91,3,87,2,29,4,4,0,114,11
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „DRAGOȘ VODĂ”",96,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:08",808,803,2,3,0,338,335,0,3,0,323,15,900,562,141,83,33,32,2,2,0,9,5,1,2,10,3
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „DRAGOȘ VODĂ”",97,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:43:10",1427,1412,3,12,0,525,513,0,12,0,509,16,1600,1075,149,115,102,67,3,5,2,3,5,5,3,29,21
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „DRAGOȘ VODĂ”",95,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:08",885,874,2,6,3,350,341,0,6,3,334,16,1000,650,141,66,36,22,0,7,0,4,3,2,1,40,12
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „GHEORGHE ȘINCAI”",62,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:22:21",1548,1534,7,4,3,715,708,0,4,3,699,16,1700,985,176,141,115,32,11,10,5,53,22,5,2,118,9
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „VASILE LUCACIU”",63,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:00",1257,1241,7,9,0,511,502,0,9,0,494,17,1400,889,101,98,96,22,8,8,5,37,15,16,4,74,10
26,MARAMUREŞ,"COLEGIUL TEHNIC „ANGHEL SALIGNY”",69,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:06:31",1562,1536,12,14,0,741,727,0,14,0,725,16,1700,959,186,174,101,22,13,12,5,50,17,5,5,125,10
26,MARAMUREŞ,"COLEGIUL TEHNIC „AUREL VLAICU”",6,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:00:22",1725,1712,6,7,0,673,666,0,7,0,664,9,1900,1227,188,123,100,52,8,13,6,67,25,4,3,59,16
26,MARAMUREŞ,"COLEGIUL TEHNIC „AUREL VLAICU”",5,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:12:12",1859,1847,2,10,0,560,550,0,10,0,511,49,2000,1440,188,81,23,47,3,15,6,48,16,5,1,61,17
26,MARAMUREŞ,"COLEGIUL TEHNIC „COSTIN D. NENIȚESCU”",86,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:35:53",1313,1303,4,5,1,614,608,0,5,1,581,29,1487,848,122,131,126,23,6,11,7,63,16,4,3,56,13
26,MARAMUREŞ,"COLEGIUL TEHNIC „COSTIN D. NENIȚESCU”",85,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:11:20",1248,1239,1,8,0,408,399,1,8,0,322,66,1400,390,102,64,21,35,2,4,2,34,0,4,1,34,19
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",118,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:32",1172,1163,1,6,2,530,522,0,6,2,501,29,1200,670,127,115,177,30,4,2,0,13,7,6,0,12,8
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",121,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:47",1241,1213,1,11,16,581,554,0,11,16,567,14,1400,819,153,176,81,50,6,10,2,28,1,5,1,44,10
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",120,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:21",1056,1046,1,8,1,412,403,0,8,1,401,11,1100,688,105,128,58,42,0,10,1,19,3,5,3,22,5
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",119,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:09",1228,1215,3,6,4,602,592,0,6,4,566,24,1300,710,125,178,151,28,3,8,3,22,5,5,1,31,6
26,MARAMUREŞ,"COLEGIUL TEHNIC „GEORGE BARIȚIU”",64,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:56:49",1306,1284,9,13,0,630,617,0,13,0,617,13,1426,796,144,131,84,31,7,6,2,59,27,6,4,107,9
26,MARAMUREŞ,"DISPENSAR UMAN",416,"SUCIU DE SUS",109041,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:58",806,781,1,19,5,518,494,0,19,5,504,14,900,382,173,147,5,82,2,13,2,6,46,3,2,21,2
26,MARAMUREŞ,"ECHIPAMENT CONTAINER MODULAR",2,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:42:04",919,908,1,10,0,435,425,0,10,0,419,16,1000,565,123,79,25,38,9,11,4,56,12,3,4,46,9
26,MARAMUREŞ,"FOSTUL DISPENSAR",203,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:00",221,212,0,7,2,133,124,0,7,2,130,3,300,167,41,63,0,11,0,5,1,0,0,4,0,5,0
26,MARAMUREŞ,"FOSTUL SEDIUL AL PRIMĂRIEI",261,BOTIZA,107485,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:15",1958,1890,0,11,57,1127,1059,0,11,57,1094,33,1947,820,699,143,0,126,2,1,5,0,0,71,1,33,13
26,MARAMUREŞ,"GAL BAIA MARE",70,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:43",1300,1290,0,10,0,484,474,0,10,0,458,26,1500,1016,138,99,26,32,4,12,2,51,16,2,2,50,24
26,MARAMUREŞ,"GOSPODĂRIE INDIVIDUALĂ",345,MOISEI,108348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:09",1198,1176,1,6,15,695,674,0,6,15,660,35,1300,605,286,250,2,69,0,2,0,2,9,6,1,17,16
26,MARAMUREŞ,GRĂDINIŢA,377,REMEŢI,108552,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:19:56",809,800,1,1,7,369,361,0,1,7,346,23,900,531,101,156,5,41,3,14,2,0,1,0,0,13,10
26,MARAMUREŞ,GRĂDINIŢA,223,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:00:03",759,747,0,11,1,423,411,0,11,1,401,11,788,376,120,234,3,15,1,6,1,0,0,9,0,5,7
26,MARAMUREŞ,GRĂDINIŢĂ,202,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:39:02",593,587,0,6,0,334,328,0,6,0,326,8,600,266,185,90,0,33,2,3,3,0,0,1,1,7,1
26,MARAMUREŞ,GRĂDINIȚA,199,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:52",628,620,0,8,0,349,341,0,8,0,340,9,700,351,166,108,3,30,0,1,15,5,2,2,3,2,3
26,MARAMUREŞ,GRĂDINIȚA,201,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:47:08",1225,1217,1,4,3,624,617,0,4,3,603,21,1400,776,286,236,7,33,2,6,1,0,1,3,2,18,8
26,MARAMUREŞ,GRĂDINIȚA,181,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:12:05",588,583,0,5,0,301,296,0,5,0,290,11,600,299,69,144,0,22,2,2,3,11,5,10,0,17,5
26,MARAMUREŞ,GRĂDINIȚA,343,MOISEI,108348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:33",1073,1059,0,5,9,620,606,0,5,9,591,29,1200,580,266,236,3,37,0,6,0,1,2,8,2,14,16
26,MARAMUREŞ,GRĂDINIȚĂ,255,"BOGDAN VODĂ",107403,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:38:51",1936,1837,1,24,74,1116,1017,1,24,74,1029,87,2100,984,313,583,2,76,2,4,1,6,3,8,1,25,5
26,MARAMUREŞ,"GRĂDINIȚA 9 MAI",185,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:06",359,352,0,7,0,202,195,0,7,0,196,6,400,198,24,104,2,36,0,6,0,4,3,0,0,14,3
26,MARAMUREŞ,"GRĂDINIȚA CIOCOTIȘ",273,CERNEŞTI,107582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:25",837,801,2,15,19,558,522,2,15,19,529,4,900,367,122,70,1,39,2,4,3,9,6,3,3,266,1
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL ,3 GRUPE",333,LĂPUŞ,108222,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:44:37",1517,1465,4,7,41,941,891,2,7,41,914,27,1700,759,155,631,3,54,3,7,1,1,5,8,0,27,19
26,MARAMUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL GROŞII ŢIBLEŞULUI",327,"GROŞII ŢIBLEŞULUI",179622,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:10",928,906,0,14,8,580,558,0,14,8,570,9,999,420,109,371,2,59,1,4,1,0,2,3,1,14,3
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 12",54,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:41:11",1602,1589,7,6,0,738,732,0,6,0,713,25,1800,1062,164,123,126,42,9,12,5,75,13,5,6,111,22
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT",166,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:36",947,933,1,7,6,555,542,0,7,6,534,21,1000,445,303,98,15,53,1,4,3,16,4,0,1,27,9
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOARE DE COLŢ”",36,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:46:18",1304,1294,0,10,0,528,518,0,10,0,509,19,1500,972,132,90,42,41,6,11,8,55,15,2,5,80,22
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „MICUL PRINŢ”",25,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:33:15",1344,1333,0,11,0,516,505,0,11,0,497,19,1500,984,130,109,46,34,5,10,4,58,19,2,3,65,12
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 25",31,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:49",1162,1150,3,7,2,459,450,0,7,2,451,8,1300,841,149,68,28,30,5,7,0,69,12,5,4,63,11
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 25",30,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:27:50",1324,1318,1,5,0,496,491,0,5,0,481,10,1400,904,122,92,30,40,6,9,7,75,18,5,0,63,14
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 27",80,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:27",1653,1643,1,9,0,655,646,0,9,0,636,19,1900,1245,147,125,40,54,9,18,6,83,14,12,4,105,19
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 28",29,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:57",1312,1296,0,15,1,488,472,0,15,1,473,0,1400,912,147,83,39,42,6,14,7,48,9,6,2,58,12
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 34",35,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:19:05",1316,1299,6,11,0,559,547,1,11,0,539,20,1500,941,126,97,37,28,11,16,5,83,21,3,2,84,26
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",20,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:42:17",1423,1406,8,9,0,666,657,0,9,0,649,17,1600,934,166,162,58,43,12,6,9,54,25,105,1,0,8
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „OTILIA CAZIMIR”",77,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:53:21",1424,1414,4,6,0,598,592,0,6,0,577,21,1600,1002,171,132,25,32,5,11,4,69,24,8,4,77,15
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „OTILIA CAZIMIR”",78,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:32:45",1250,1240,0,10,0,412,402,0,10,0,394,17,1400,19,109,84,28,32,4,11,7,41,13,8,1,33,23
26,MARAMUREŞ,"GRĂDINIŢA DE COPII",252,"BOCICOIU MARE",107350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:40",1362,1316,2,7,37,715,671,0,7,37,683,32,1400,685,269,91,6,250,1,21,1,1,4,6,0,22,11
26,MARAMUREŞ,"GRĂDINIȚA HOȘTEZE",177,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:30:00",940,930,0,10,0,525,515,0,10,0,500,14,1000,485,102,168,33,46,9,14,2,33,21,2,4,59,7
26,MARAMUREŞ,"GRĂDINIŢA NR.1",390,RUSCOVA,108696,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:07",1742,1704,0,7,31,689,651,0,7,31,628,61,1850,1161,115,389,3,52,1,3,5,4,0,2,1,22,31
26,MARAMUREŞ,"GRĂDINIȚA NR. 1",111,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:37:17",825,816,0,9,0,301,292,0,9,0,294,7,900,598,114,88,26,31,1,6,0,4,3,2,0,14,5
26,MARAMUREŞ,"GRĂDINIȚA NR. 1",110,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:30",984,970,1,13,0,397,384,0,13,0,381,16,1000,603,143,87,62,41,1,7,1,3,4,2,1,16,13
26,MARAMUREŞ,"GRĂDINIȚA NR. 12",90,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:07:15",1434,1421,2,9,2,499,488,0,9,2,478,21,1600,1101,152,108,61,63,1,6,5,7,11,3,7,27,27
